"lang"
{
"Language"	"spanish"
"portal.generic_security_camera_destroyed-2"	"<clr:219,112,147><I>Para garantizar el buen funcionamiento de los protocolos, evite destruir los artefactos cruciales."
"[english]portal.generic_security_camera_destroyed-2"	"<clr:219,112,147><I>To ensure the safe performance of all authorized activities, do not destroy vital testing apparatus."
"portal.escape_00_part1_nag17-1"	"<clr:219,112,147><I>Oh-oh. Ya han cortado la tarta. Les dije que esperasen, pero ni caso. Si vuelves rápido puede que quede un trozo."
"[english]portal.escape_00_part1_nag17-1"	"<clr:219,112,147><I>Uh oh. Somebody cut the cake. I told them to wait for you, but they did it anyway. There is still some left, though, if you hurry back."
"portal.03_part1_success-1"	"<clr:219,112,147><I>¡Increíble! Usted, -insertar nombre de sujeto-, debe ser famosa en -insertar ciudad de sujeto-."
"[english]portal.03_part1_success-1"	"<clr:219,112,147><I>Unbelievable ! You, [louder] Subject Name Here[/louder], must be the pride of [louder]Subject Hometown Here[/louder]."
"portal.glados.core_destroy2_02"	"<clr:219,112,147><I>Por desgracia, aunque me encantaría hacerlo, no puedo acelerar el avance de las neurotoxinas."
"[english]portal.glados.core_destroy2_02"	"<clr:219,112,147><I>Unfortunately, as much as I'd love to now, I can't get the neurotoxin into your head any faster."
"portal.glados.core_destroy4_05"	"<clr:219,112,147><I>A menos que puedas construir piezas de recambio para superordenadores a la velocidad del sonido, esto va a ponerse muy movido."
"[english]portal.glados.core_destroy4_05"	"<clr:219,112,147><I>Unless you have a plan for building some supercomputer parts in a big hurry, this place isn't going to be safe much longer."
"portal.01_part1_get_portal_gun-1"	"<clr:219,112,147><I>¡Enhorabuena! Ha adquirido el Dispositivo Portátil de Portales de Aperture Science."
"[english]portal.01_part1_get_portal_gun-1"	"<clr:219,112,147><I>Very good! You are now in possession of the Aperture Science Handheld Portal Device."
"portal.04_part1_success-1"	"<clr:219,112,147><I>Impresionante. Tenga en cuenta que nuestras pruebas parecen letales solo para que se divierta más."
"[english]portal.04_part1_success-1"	"<clr:219,112,147><I>Very impressive. Please note that any appearance of danger is merely a device to enhance your testing experience."
"portal.09_part1_success-1"	"<clr:219,112,147><I>Muy, muy bien. Encontrará un ascensor como premio a su victoria en la cámara principal."
"[english]portal.09_part1_success-1"	"<clr:219,112,147><I>Very very good. A complimentary victory lift has been activated in the main chamber."
"portal.generic_security_camera_destroyed-5"	"<clr:219,112,147><I>Artefacto crucial destruido."
"[english]portal.generic_security_camera_destroyed-5"	"<clr:219,112,147><I>Vital testing apparatus destroyed."
"portal.15_part1_partyspeech-3"	"<clr:219,112,147><I>Vamos a celebrar una fiesta en honor de su apabullante victoria."
"[english]portal.15_part1_partyspeech-3"	"<clr:219,112,147><I>We are throwing a party in honor of your tremendous success."
"portal.15_part1_partyspeech-2"	"<clr:219,112,147><I>Nos agrada mucho su victoria."
"[english]portal.15_part1_partyspeech-2"	"<clr:219,112,147><I>We are very, very happy for your success."
"portal.00_part1_entry-2"	"<clr:219,112,147><I>Esperamos que su breve estancia en la cámara de relajación fuese de su agrado."
"[english]portal.00_part1_entry-2"	"<clr:219,112,147><I>We hope your brief detention in the relaxation vault has been a pleasant one."
"escape_nags_05"	"<clr:219,112,147><I>No tendríamos por qué matarnos, ni siquiera hablarnos."
"[english]escape_nags_05"	"<clr:219,112,147><I>We won't have to try to kill each other or even talk if we don't feel like it."
"portal.glados.escape_02_miscbabble-02"	"<clr:219,112,147><I>No tendríamos por qué matarnos, ni siquiera hablarnos."
"[english]portal.glados.escape_02_miscbabble-02"	"<clr:219,112,147><I>We won't have to try to kill each other or even talk if we don't feel like it."
"portal.generic_crate_lost-1"	"<clr:219,112,147><I>Cubo Contenedor Contrapesado destruido."
"[english]portal.generic_crate_lost-1"	"<clr:219,112,147><I>Weighted Storage Cube destroyed."
"portal.02_part1_entry-1"	"<clr:219,112,147><I>Bienvenida a la Cámara Cuatro."
"[english]portal.02_part1_entry-1"	"<clr:219,112,147><I>Welcome to test chamber four."
"portal.15_part1_entry-1"	"<clr:219,112,147><I>¡Bienvenida a la prueba final!"
"[english]portal.15_part1_entry-1"	"<clr:219,112,147><I>Welcome to the final test!"
"portal.01_part2_success-1"	"<clr:219,112,147><I>¡Bien! Recuerde: sus hijos son bienvenidos y se les tratará con todo el respeto que merece un sujeto de prueba."
"[english]portal.01_part2_success-1"	"<clr:219,112,147><I>Well done!  Remember: The Aperture Science Bring Your Daughter to Work Day is the perfect time to have her tested."
"portal.14_part1_end-1"	"<clr:219,112,147><I>¡Bien! Advertencia: la siguiente prueba requiere la exposición a piezas eléctricas sin aislamiento que podrían ser letales."
"[english]portal.14_part1_end-1"	"<clr:219,112,147><I>Well done! Be advised that the next test requires exposure to uninsulated electrical parts that may be dangerous under certain conditions."
"portal.11_part1_success-1"	"<clr:219,112,147><I>Bien hecho, androide. El Centro desea recordarle que el infierno de los androides existe, y será su destino si muestra cualquier signo de rebeldía."
"[english]portal.11_part1_success-1"	"<clr:219,112,147><I>Well done, android. The Enrichment Center once again reminds you that android hell is a real place where you will be sent at the first sign of defiance."
"portal.glados.found_me"	"<clr:219,112,147><I>Me has encontrado. Enhorabuena. ¿Valió la pena?"
"[english]portal.glados.found_me"	"<clr:219,112,147><I>Well, you found me. Congratulations. Was it worth it?"
"portal.escape_00_part1_nag04-1"	"<clr:219,112,147><I>¿Qué estás haciendo?"
"[english]portal.escape_00_part1_nag04-1"	"<clr:219,112,147><I>What are you doing?"
"portal.15_part1_partyspeech-1"	"<clr:219,112,147><I>¿Qué estás haciendo? ¡Deténgase! Me... me... nos complace que haya superado la prueba final, en la que simulábamos que pretendíamos asesinarla."
"[english]portal.15_part1_partyspeech-1"	"<clr:219,112,147><I>What are you doing? Stop it! I... I... We are pleased that you made it through the final challenge where we pretended we were going to murder you."
"portal.glados.escape_02_miscbabble-18"	"<clr:219,112,147><I>¿Qué ha sido eso? ¿Has dicho algo?"
"[english]portal.glados.escape_02_miscbabble-18"	"<clr:219,112,147><I>What was that? Did you say something?"
"portal.glados.core_destroy3_03"	"<clr:219,112,147><I>¿Pero qué pretendes? ¿Sobrevivir? Pues entonces, hacerme daño no es lo más inteligente."
"[english]portal.glados.core_destroy3_03"	"<clr:219,112,147><I>What's your point, anyway? Survival? Well then, the last thing you want to do is hurt me."
"portal.glados.escape_02_miscbabble-11"	"<clr:219,112,147><I>Lo de que las neurotoxinas eran \"letales\", era entre comillas. Comillas como camiones."
"[english]portal.glados.escape_02_miscbabble-11"	"<clr:219,112,147><I>When I said 'deadly' neurotoxin, the 'deadly' was in massive sarcasm quotes."
"portal.08_part1_success-2"	"<clr:219,112,147><I>Al acabar la prueba la echaremos... de menos."
"[english]portal.08_part1_success-2"	"<clr:219,112,147><I>When the testing is over, you will be missed."
"portal.15_part1_entry-2"	"<clr:219,112,147><I>Al acabar, deposite el Dispositivo en el anexo de recuperación de instrumental."
"[english]portal.15_part1_entry-2"	"<clr:219,112,147><I>When you are done, you will drop the Device in the equipment recovery annex..."
"portal.glados.core_nag_10"	"<clr:219,112,147><I>¿A dónde te llevas eso?"
"[english]portal.glados.core_nag_10"	"<clr:219,112,147><I>Where are you taking that thing?"
"portal.escape_00_part1_nag02-1"	"<clr:219,112,147><I>¿Dónde está?"
"[english]portal.escape_00_part1_nag02-1"	"<clr:219,112,147><I>Where are you?"
"portal.escape_00_part1_nag08-1"	"<clr:219,112,147><I>¿Dónde crees que vas?"
"[english]portal.escape_00_part1_nag08-1"	"<clr:219,112,147><I>Where do you think you're going?"
"portal.13_part1_endnag-2"	"<clr:219,112,147><I>Aunque ha sido un compañero fiel, el Cubo de Compañía no podrá seguir con usted. Si pudiese hablar, y permítanos recordarle que no puede, seguro que estaría de acuerdo y diría que prefiere morir carbonizado que convertirse en una carga para usted."
"[english]portal.13_part1_endnag-2"	"<clr:219,112,147><I>While it has been a faithful companion, your Companion Cube cannot accompany you through the rest of the test. If it could talk - and the Enrichment Center takes this opportunity to remind you that it cannot - it would tell you to go on without it because it would rather die in a fire than become a burden to you."
"portal.03_part1_entry-1"	"<clr:219,112,147><I>Aunque la seguridad es una de nuestras prioridades, debes saber que la esfera de energía comprimida de Aperture Science, que se encuentra en la habitación de la izquierda, puede causar discapacidades permanentes, como la desintegración."
"[english]portal.03_part1_entry-1"	"<clr:219,112,147><I>While safety is one of many Enrichment Center goals, the Aperture Science High Energy Pellet, seen to the left of the chamber, can and has caused permanent disabilities such as vaporization."
"portal.glados.escape_02_miscbabble-15"	"<clr:219,112,147><I>¿Quién hará las tartas cuando yo desaparezca? ¿Tú?"
"[english]portal.glados.escape_02_miscbabble-15"	"<clr:219,112,147><I>Who's gonna make the cake when I'm gone? You?"
"portal.01_part1_get_portal_gun-2"	"<clr:219,112,147><I>Le permitirá crear sus propios portales."
"[english]portal.01_part1_get_portal_gun-2"	"<clr:219,112,147><I>With it, you can create your own portals."
"portal.glados.core_destroy1_01"	"<clr:219,112,147><I>¿Estás de broma?"
"[english]portal.glados.core_destroy1_01"	"<clr:219,112,147><I>You are kidding me."
"portal.escape_00_part1_nag06-1"	"<clr:219,112,147><I>Soy invulnerable."
"[english]portal.escape_00_part1_nag06-1"	"<clr:219,112,147><I>You can't hurt me."
"portal.glados.supprise_3_2_1"	"<clr:219,112,147><I>No cambiarás de idea. Pues tengo una sorpresa. Sorpresa en 5... cuatro..."
"[english]portal.glados.supprise_3_2_1"	"<clr:219,112,147><I>You chose this path. Now I have a surprise for you. Deploying surprise in Five. Four."
"portal.13_part1_end-1"	"<clr:219,112,147><I>¡Lo consiguió! Parece que el Cubo de Compañía le trajo suerte."
"[english]portal.13_part1_end-1"	"<clr:219,112,147><I>You did it! The Weighted Companion Cube certainly brought you good luck."
"portal.escape_01_part1_nag05-1"	"<clr:219,112,147><I>Te da igual todo, ¿verdad?"
"[english]portal.escape_01_part1_nag05-1"	"<clr:219,112,147><I>You don't even care. Do you?"
"portal.glados.escape_02_miscbabble-05"	"<clr:219,112,147><I>Te da igual todo, ¿verdad?"
"[english]portal.glados.escape_02_miscbabble-05"	"<clr:219,112,147><I>You don't even care. Do you?"
"portal.13_part1_euthanized-1"	"<clr:219,112,147><I>Ha aplicado la eutanasia a su fiel Cubo de Compañía más rápido que ningún sujeto. Enhorabuena."
"[english]portal.13_part1_euthanized-1"	"<clr:219,112,147><I>You euthanized your faithful Companion Cube more quickly than any test subject on record. Congratulations."
"portal.escape_00_part1_nag05-1"	"<clr:219,112,147><I>¿Te crees que has escapado?"
"[english]portal.escape_00_part1_nag05-1"	"<clr:219,112,147><I>You haven't escaped, you know."
"escape_nags_01"	"<clr:219,112,147><I>A la... izquierda... en el siguiente cruce."
"[english]escape_nags_01"	"<clr:219,112,147><I>You need to make a left at the next junction."
"escape_nags_02"	"<clr:219,112,147><I>A la... derecha... en el siguiente cruce."
"[english]escape_nags_02"	"<clr:219,112,147><I>You need to make a right at the next junction."
"portal.glados.escape_02_miscbabble-13"	"<clr:219,112,147><I>En cambio a ti su toxicidad no te va a hacer ni puñetera gracia."
"[english]portal.glados.escape_02_miscbabble-13"	"<clr:219,112,147><I>You on the other hand, are going to find its deadliness a lot less funny."
"portal.escape_01_part1_nag08-1"	"<clr:219,112,147><I>Tenías que girar a la izquierda."
"[english]portal.escape_01_part1_nag08-1"	"<clr:219,112,147><I>You should have turned left before."
"portal.escape_00_part1_nag11-1"	"<clr:219,112,147><I>No deberías estar aquí. No es seguro."
"[english]portal.escape_00_part1_nag11-1"	"<clr:219,112,147><I>You shouldn't be here. This isn't safe for you."
"portal.glados.core_destroy4_11"	"<clr:219,112,147><I>Tu vida ha sido solo un error matemático. Y voy a corregirlo ahora mismo."
"[english]portal.glados.core_destroy4_11"	"<clr:219,112,147><I>Your entire life has been a mathematical error. A mathematical error I'm about to correct."
"portal.00_part1_entry-3"	"<clr:219,112,147><I>Se ha procesado su espécimen, comencemos ahora con la prueba en sí."
"[english]portal.00_part1_entry-3"	"<clr:219,112,147><I>Your specimen has been processed and we are now ready to begin the test proper."
"portal.02_part1_entry-2"	"<clr:219,112,147><I>Es usted muy eficiente."
"[english]portal.02_part1_entry-2"	"<clr:219,112,147><I>You're doing quite well."
"portal.01_part1_entry-1"	"<clr:219,112,147><I>¡Así, muy bien!"
"[english]portal.01_part1_entry-1"	"<clr:219,112,147><I>You're doing very well!"
"portal.glados.core_destroy2_04"	"<clr:219,112,147><I>Pero lo vas a descubrir antes de que acabe de contártelo, así que no merece la pena."
"[english]portal.glados.core_destroy2_04"	"<clr:219,112,147><I>You're going to find out first hand before I'd finish explaining it, though, so I won't bother."
"portal.escape_01_part1_nag01-1"	"<clr:219,112,147><I>Eres una niña mala, ¿lo sabías?"
"[english]portal.escape_01_part1_nag01-1"	"<clr:219,112,147><I>You're not a good person. You know that, right?"
"portal.escape_00_part1_nag07-1"	"<clr:219,112,147><I>Me parece que no vas bien."
"[english]portal.escape_00_part1_nag07-1"	"<clr:219,112,147><I>You're not going the right way."
"portal.glados.core_destroy3_07"	"<clr:219,112,147><I>No eres lista. No eres un científico. No eres una doctora. Ni siquiera tienes contrato indefinido. Toda tu vida al retrete."
"[english]portal.glados.core_destroy3_07"	"<clr:219,112,147><I>You're not smart. You're not a scientist. You're not a doctor. You're not even a fulltime employee. Where did your life go so wrong?"
"portal.glados.core_destroy4_09"	"<clr:219,112,147><I>Aunque muevas las piernas, créeme, estás muerta."
"[english]portal.glados.core_destroy4_09"	"<clr:219,112,147><I>You're still shuffling around a little, but believe me you're dead."
"portal.glados.core_destroy3_06"	"<clr:219,112,147><I>Te has equivocado en cada paso que has dado, y aún más ahora."
"[english]portal.glados.core_destroy3_06"	"<clr:219,112,147><I>You've been wrong about every single thing you've ever done, including this thing."
"portal.glados_core.crazy_34"	"<clr:29,114,183><I>Reposacabezas regulable de aluminio."
"[english]portal.glados_core.crazy_34"	"<clr:29,114,183><I>Adjustable aluminum head positioner."
"portal.glados_core.crazy_18"	"<clr:29,114,183><I>Alfarresinas."
"[english]portal.glados_core.crazy_18"	"<clr:29,114,183><I>Alpha resins."
"portal.glados_core.crazy_25"	"<clr:29,114,183><I>Un manual titulado, Cómo matar a alguien solo con las manos."
"[english]portal.glados_core.crazy_25"	"<clr:29,114,183><I>An entry called 'how to kill someone with your bare hands.'"
"portal.glados_core.crazy_40"	"<clr:29,114,183><I>Y contiene conservantes, agentes de acción profunda y compuestos de control de gas y olor."
"[english]portal.glados_core.crazy_40"	"<clr:29,114,183><I>And it contains proven preservatives, deep penetration agents, and gas and odor control chemicals."
"portal.glados_core.crazy_21"	"<clr:29,114,183><I>Y leche malteada altamente volátil."
"[english]portal.glados_core.crazy_21"	"<clr:29,114,183><I>And volatile malted milk impoundments."
"portal.glados_core.crazy_16"	"<clr:29,114,183><I>Mantequilla de cacahuete cubierta de caramelo. Pisciforme."
"[english]portal.glados_core.crazy_16"	"<clr:29,114,183><I>Candy coated peanut butter pieces. Shaped like fish."
"portal.glados_core.crazy_36"	"<clr:29,114,183><I>Jeringa eléctrica inalámbrica."
"[english]portal.glados_core.crazy_36"	"<clr:29,114,183><I>Cordless electric needle injector."
"portal.glados_core.crazy_39"	"<clr:29,114,183><I>Protector craneal."
"[english]portal.glados_core.crazy_39"	"<clr:29,114,183><I>Cranial caps."
"portal.glados_core.crazy_08"	"<clr:29,114,183><I>Sin olvidar los adornos como:"
"[english]portal.glados_core.crazy_08"	"<clr:29,114,183><I>Don't forget garnishes such as:"
"portal.glados_core.crazy_20"	"<clr:29,114,183><I>Resinas de fibra de vidrio."
"[english]portal.glados_core.crazy_20"	"<clr:29,114,183><I>Fiberglass surface resins."
"portal.glados_core.crazy_10"	"<clr:29,114,183><I>Caramelos pisciformes."
"[english]portal.glados_core.crazy_10"	"<clr:29,114,183><I>Fish shaped candies."
"portal.glados_core.crazy_09"	"<clr:29,114,183><I>Galletitas pisciformes."
"[english]portal.glados_core.crazy_09"	"<clr:29,114,183><I>Fish shaped crackers."
"portal.glados_core.crazy_12"	"<clr:29,114,183><I>Barro pisciforme."
"[english]portal.glados_core.crazy_12"	"<clr:29,114,183><I>Fish shaped dirt."
"portal.glados_core.crazy_13"	"<clr:29,114,183><I>Etilbenceno pisciforme."
"[english]portal.glados_core.crazy_13"	"<clr:29,114,183><I>Fish shaped ethyl benzene."
"portal.glados_core.crazy_15"	"<clr:29,114,183><I>Desechos orgánicos pisciformes y desechos desechiformes."
"[english]portal.glados_core.crazy_15"	"<clr:29,114,183><I>Fish shaped organic compounds and sediment shaped sediment."
"portal.glados_core.crazy_11"	"<clr:29,114,183><I>Heces pisciformes."
"[english]portal.glados_core.crazy_11"	"<clr:29,114,183><I>Fish shaped solid waste."
"portal.glados_core.crazy_04"	"<clr:29,114,183><I>4 huevos grandes. Una taza de fideos de chocolate."
"[english]portal.glados_core.crazy_04"	"<clr:29,114,183><I>Four large eggs. One cup semi-sweet chocolate chips."
"portal.glados_core.crazy_37"	"<clr:29,114,183><I>Jeringa neumática."
"[english]portal.glados_core.crazy_37"	"<clr:29,114,183><I>Injector needle driver."
"portal.glados_core.crazy_38"	"<clr:29,114,183><I>Pistola jeringa."
"[english]portal.glados_core.crazy_38"	"<clr:29,114,183><I>Injector needle gun."
"portal.glados_core.crazy_22"	"<clr:29,114,183><I>9 yemas de huevo."
"[english]portal.glados_core.crazy_22"	"<clr:29,114,183><I>Nine large egg yolks."
"portal.glados_core.crazy_01"	"<clr:29,114,183><I>Un paquete de preparado para tarta de chocolate."
"[english]portal.glados_core.crazy_01"	"<clr:29,114,183><I>One 18.25 ounce package chocolate cake mix."
"portal.glados_core.crazy_06"	"<clr:29,114,183><I>Una taza y 2/3 de taza de azúcar granulado."
"[english]portal.glados_core.crazy_06"	"<clr:29,114,183><I>One and two third cups granulated sugar."
"portal.glados_core.crazy_02"	"<clr:29,114,183><I>Una lata de nueces pecanas ralladas."
"[english]portal.glados_core.crazy_02"	"<clr:29,114,183><I>One can prepared coconut pecan frosting."
"portal.glados_core.crazy_32"	"<clr:29,114,183><I>Un ruibarbo estroboscópico electromagnético."
"[english]portal.glados_core.crazy_32"	"<clr:29,114,183><I>One cross borehole electro-magnetic imaging rhubarb."
"portal.glados_core.crazy_24"	"<clr:29,114,183><I>Una taza de azúcar granulado."
"[english]portal.glados_core.crazy_24"	"<clr:29,114,183><I>One cup granulated sugar."
"portal.glados_core.crazy_17"	"<clr:29,114,183><I>Una taza de jugo de limón."
"[english]portal.glados_core.crazy_17"	"<clr:29,114,183><I>One cup lemon juice."
"portal.glados_core.crazy_31"	"<clr:29,114,183><I>Un ruibarbo grande."
"[english]portal.glados_core.crazy_31"	"<clr:29,114,183><I>One large rhubarb."
"portal.glados_core.crazy_28"	"<clr:29,114,183><I>Una cucharada de ruibarbo."
"[english]portal.glados_core.crazy_28"	"<clr:29,114,183><I>One tablespoon all-purpose rhubarb."
"portal.glados_core.crazy_29"	"<clr:29,114,183><I>Una cucharadita de ruibarbo rallado."
"[english]portal.glados_core.crazy_29"	"<clr:29,114,183><I>One teaspoon grated orange rhubarb."
"portal.glados_core.crazy_14"	"<clr:29,114,183><I>Regaliz natural."
"[english]portal.glados_core.crazy_14"	"<clr:29,114,183><I>Pull and peel licorice."
"portal.glados_core.crazy_35"	"<clr:29,114,183><I>Jeringa de inyección letal eléctrica."
"[english]portal.glados_core.crazy_35"	"<clr:29,114,183><I>Slaughter electric needle injector."
"portal.glados_core.crazy_41"	"<clr:29,114,183><I>Desodoriza y conserva tejido putrefacto."
"[english]portal.glados_core.crazy_41"	"<clr:29,114,183><I>That will deodorize and preserve putrid tissue."
"portal.glados_core.crazy_03"	"<clr:29,114,183><I>3 o 4 tazas de aceite vegetal."
"[english]portal.glados_core.crazy_03"	"<clr:29,114,183><I>Three slash four cup vegetable oil."
"portal.glados_core.crazy_05"	"<clr:29,114,183><I>3 o 4 tazas de mantequilla o margarina."
"[english]portal.glados_core.crazy_05"	"<clr:29,114,183><I>Three slash four cups butter or margarine."
"portal.glados_core.crazy_30"	"<clr:29,114,183><I>3 cucharadas de ruibarbo en llamas."
"[english]portal.glados_core.crazy_30"	"<clr:29,114,183><I>Three tablespoons rhubarb, on fire."
"portal.glados_core.crazy_23"	"<clr:29,114,183><I>12 membranas geosintéticas medianas."
"[english]portal.glados_core.crazy_23"	"<clr:29,114,183><I>Twelve medium geosynthetic membranes."
"portal.glados_core.crazy_07"	"<clr:29,114,183><I>2 tazas de harina."
"[english]portal.glados_core.crazy_07"	"<clr:29,114,183><I>Two cups all purpose flower."
"portal.glados_core.crazy_26"	"<clr:29,114,183><I>2 tazas de ruibarbo cortado."
"[english]portal.glados_core.crazy_26"	"<clr:29,114,183><I>Two cups rhubarb, sliced."
"portal.glados_core.crazy_27"	"<clr:29,114,183><I>Una taza y 2/3 de taza de ruibarbo granulado."
"[english]portal.glados_core.crazy_27"	"<clr:29,114,183><I>Two slash three cups granulated rhubarb."
"portal.glados_core.crazy_33"	"<clr:29,114,183><I>2 cucharadas de jugo de ruibarbo."
"[english]portal.glados_core.crazy_33"	"<clr:29,114,183><I>Two tablespoons rhubarb juice."
"portal.glados_core.crazy_19"	"<clr:29,114,183><I>Resina de poliéster insaturado."
"[english]portal.glados_core.crazy_19"	"<clr:29,114,183><I>Unsaturated polyester resin."
"portal.glados_core.curiosity_18"	"<clr:205,129,40><I>¡Aaaaaaagh!"
"[english]portal.glados_core.curiosity_18"	"<clr:205,129,40><I>[DEATH SCREAM]"
"portal.glados_core.curiosity_10"	"<clr:205,129,40><I>¿Volverás?"
"[english]portal.glados_core.curiosity_10"	"<clr:205,129,40><I>Are you coming back?"
"portal.glados_core.curiosity_15"	"<clr:205,129,40><I>¿No te huele a quemado?"
"[english]portal.glados_core.curiosity_15"	"<clr:205,129,40><I>Do you smell something burning?"
"portal.glados_core.curiosity_8"	"<clr:205,129,40><I>Puag, ¿qué te pasa en las piernas?"
"[english]portal.glados_core.curiosity_8"	"<clr:205,129,40><I>Ewww, what's wrong with your legs?"
"portal.glados_core.curiosity_7"	"<clr:205,129,40><I>¡Hala! ¡Mira ESO! No, eso de ahí."
"[english]portal.glados_core.curiosity_7"	"<clr:205,129,40><I>Hey, look at THAT thing! No, that other thing."
"portal.glados_core.curiosity_13"	"<clr:205,129,40><I>¿Es un arma?"
"[english]portal.glados_core.curiosity_13"	"<clr:205,129,40><I>Is that a gun?"
"portal.glados_core.curiosity_11"	"<clr:205,129,40><I>¡Vaya! ¡Eres la chica de las pruebas! ¡Hola!"
"[english]portal.glados_core.curiosity_11"	"<clr:205,129,40><I>Oh hey, you're the lady from the test! Hi!"
"portal.glados_core.curiosity_17"	"<clr:205,129,40><I>¡Oh! ¿Qué hay dentro?"
"[english]portal.glados_core.curiosity_17"	"<clr:205,129,40><I>Oh, what's in here?"
"portal.glados_core.curiosity_3"	"<clr:205,129,40><I>¡Oh! ¿qué fue eso?"
"[english]portal.glados_core.curiosity_3"	"<clr:205,129,40><I>Oh, what's that?"
"portal.glados_core.curiosity_6"	"<clr:205,129,40><I>¡Oh! Esa cosa tiene números."
"[english]portal.glados_core.curiosity_6"	"<clr:205,129,40><I>Ooh, that thing has numbers on it!"
"portal.glados_core.curiosity_2"	"<clr:205,129,40><I>¿Qué es eso?"
"[english]portal.glados_core.curiosity_2"	"<clr:205,129,40><I>What is that?"
"portal.glados_core.curiosity_5"	"<clr:205,129,40><I>¿Qué es ESO?"
"[english]portal.glados_core.curiosity_5"	"<clr:205,129,40><I>What is THAT?"
"portal.glados_core.curiosity_12"	"<clr:205,129,40><I>¿Qué es ese ruido?"
"[english]portal.glados_core.curiosity_12"	"<clr:205,129,40><I>What's that noise?"
"portal.glados_core.curiosity_4"	"<clr:205,129,40><I>¿Qué es eso?"
"[english]portal.glados_core.curiosity_4"	"<clr:205,129,40><I>What's that?"
"portal.glados_core.curiosity_16"	"<clr:205,129,40><I>¿Dónde vamos?"
"[english]portal.glados_core.curiosity_16"	"<clr:205,129,40><I>Where are we going?"
"portal.glados_core.curiosity_9"	"<clr:205,129,40><I>¿Dónde vamos?"
"[english]portal.glados_core.curiosity_9"	"<clr:205,129,40><I>Where are we going?"
"portal.glados_core.curiosity_1"	"<clr:205,129,40><I>¿Quién eres?"
"[english]portal.glados_core.curiosity_1"	"<clr:205,129,40><I>Who are you?"
"npc_floorturret.talkactive"	"<clr:255,208,172><I>Activo..."
"[english]npc_floorturret.talkactive"	"<clr:255,208,172><I>Activated!"
"npc_floorturret.talkcollide"	"<clr:255,208,172><I>¡Que voy!"
"[english]npc_floorturret.talkcollide"	"<clr:255,208,172><I>Coming through!"
"npc_floorturret.talkdisabled"	"<clr:255,208,172><I>Error grave."
"[english]npc_floorturret.talkdisabled"	"<clr:255,208,172><I>Critical Error!"
"npc_floorturret.talkdeploy"	"<clr:255,208,172><I>Desplegando..."
"[english]npc_floorturret.talkdeploy"	"<clr:255,208,172><I>Deploying!"
"npc_floorturret.talkshotat"	"<clr:255,208,172><I>¡Oye, que soy yo!"
"[english]npc_floorturret.talkshotat"	"<clr:255,208,172><I>Hey! It's me!"
"npc_floorturret.talktipped"	"<clr:255,208,172><I>¡Aaau!"
"[english]npc_floorturret.talktipped"	"<clr:255,208,172><I>Ouch!"
"npc_floorturret.talkdissolved"	"<clr:255,208,172><I>Au, au, auu..."
"[english]npc_floorturret.talkdissolved"	"<clr:255,208,172><I>Ow ow ow!"
"npc_floorturret.talkpickup"	"<clr:255,208,172><I>¡Déjame!"
"[english]npc_floorturret.talkpickup"	"<clr:255,208,172><I>Put me down!"
"npc_floorturret.talkautosearch"	"<clr:255,208,172><I>¡Modo de búsqueda activado!"
"[english]npc_floorturret.talkautosearch"	"<clr:255,208,172><I>Search mode activated!"
"npc_floorturret.talksearch"	"<clr:255,208,172><I>Buscando..."
"[english]npc_floorturret.talksearch"	"<clr:255,208,172><I>Searching!"
"npc_floorturret.talkretire"	"<clr:255,208,172><I>Objetivo perdido."
"[english]npc_floorturret.talkretire"	"<clr:255,208,172><I>Target lost!"
"EnergyBall.AmbientLoop"	" "
"[english]EnergyBall.AmbientLoop"	" "
"portal.tube_suck"	"<sfx><len:10>[Corriente de aire]"
"[english]portal.tube_suck"	"<sfx><len:10>[Air Rushing]"
"portalplayer.woosh"	"<sfx><len><clr:255,170,0>[Corriente de aire]"
"[english]portalplayer.woosh"	"<sfx><len><clr:255,170,0>[Air Rushing]"
"escape.cake_ride-2"	"<sfx>[Aire azotando]"
"[english]escape.cake_ride-2"	"<sfx>[Air Whipping Past]"
"escape.the_surface-3"	"<sfx>[Canto de pájaros]"
"[english]escape.the_surface-3"	"<sfx>[Birds Sing]"
"portal.open_blue"	"<sfx><norepeat:5>[Portal azul abierto]"
"[english]portal.open_blue"	"<sfx><norepeat:5>[Blue Portal Open]"
"Portal.button_down"	"<sfx><norepeat:5>[Botón activado]"
"[english]Portal.button_down"	"<sfx><norepeat:5>[Button Activated]"
"Portal.button_up"	"<sfx><norepeat:5>[Botón desactivado]"
"[english]Portal.button_up"	"<sfx><norepeat:5>[Button Deactivated]"
"escape.glados_destruction-6"	"<sfx>[Viento en calma]"
"[english]escape.glados_destruction-6"	"<sfx>[Calming Wind]"
"portal.room1_clock"	"<sfx>[Tictac del reloj]"
"[english]portal.room1_clock"	"<sfx>[Clock Tick]"
"escape.the_surface-2"	"<sfx>[Crujido de escombros]"
"[english]escape.the_surface-2"	"<sfx>[Crashing Debris]"
"escape.the_surface-1"	"<sfx>[Chirrido de grillos]"
"[english]escape.the_surface-1"	"<sfx>[Crickets Chirp]"
"PortalPlayer.BonkYelp"	"<sfx><clr:255,170,0>[Aplastado]"
"[english]PortalPlayer.BonkYelp"	"<sfx><clr:255,170,0>[Crushed]"
"PortalPlayer.PainYelp"	"<sfx><clr:255,170,0>[Dañado]"
