"lang"
{
"Language"	"swedish"
"[english]sphere03.bw_sp_a4_laser_catapult_solve01"	"<clr:29,172,214>Wheatley: You just solved it, didn't you? I-told you to tell me before you... NNNNGH! Why are you making this so HARD for me?"
"sphere03.bw_sp_a4_laser_platform11"	"<clr:29,172,214>Wheatley: Ledsen för det där med hissen. Den är ur funktion. Den har smält."
"[english]sphere03.bw_sp_a4_laser_platform11"	"<clr:29,172,214>Wheatley: Sorry about the lift. It's, uh... out of service. Because it melted."
"sphere03.bw_sp_a4_laser_platform_intro02"	"<clr:29,172,214>Wheatley: Skulle! Skulle förstöras. Nu har jag fixat det."
"[english]sphere03.bw_sp_a4_laser_platform_intro02"	"<clr:29,172,214>Wheatley: Was. Was self-destructing. Already fixed."
"sphere03.bw_sp_a4_laser_platform_intro03"	"<clr:29,172,214>Wheatley: Programmerade in en sista skakning, för gamla tiders skull."
"[english]sphere03.bw_sp_a4_laser_platform_intro03"	"<clr:29,172,214>Wheatley: Programmed in one last tremor, for old time's sake."
"sphere03.bw_sp_a4_laser_platform_intro05"	"<clr:29,172,214>Wheatley: Två. En eller två skakningar till. För skojs skull."
"[english]sphere03.bw_sp_a4_laser_platform_intro05"	"<clr:29,172,214>Wheatley: Two. One or two more tremors in there. Just for fun."
"sphere03.bw_sp_a4_laser_platform_intro06"	"<clr:29,172,214>Wheatley: Han fick behålla jobbet. Jag är inte helt omänsklig. Strunta i honom bara, fortsätt testa."
"[english]sphere03.bw_sp_a4_laser_platform_intro06"	"<clr:29,172,214>Wheatley: I let him keep his job. I'm not a monster. Ignore what he's saying, though. Keep testing."
"sphere03.bw_sp_a4_laser_platform_solve01"	"<clr:29,172,214>Wheatley: Okej, fortfarande ingenting. Fortsätt framåt."
"[english]sphere03.bw_sp_a4_laser_platform_solve01"	"<clr:29,172,214>Wheatley: Alright. Still nothing, let's keep moving."
"sphere03.bw_sp_a4_laser_platform_tbeam04"	"<clr:29,172,214>Wheatley: Jag kan lika gärna visa dig runt."
"[english]sphere03.bw_sp_a4_laser_platform_tbeam04"	"<clr:29,172,214>Wheatley: Might as well give you the tour."
"sphere03.bw_sp_a4_laser_platform_tbeam05"	"<clr:29,172,214>Wheatley: Till vänster ser du några lampor. Vet inte vad de är till för."
"[english]sphere03.bw_sp_a4_laser_platform_tbeam05"	"<clr:29,172,214>Wheatley: To your left... you'll see some lights of some kind. Don't know what they do. But very sciencey anyway."
"sphere03.bw_sp_a4_laser_platform_tbeam06"	"<clr:29,172,214>Wheatley: Och till höger ser du nåt stort som kommer emot dig. SPRING FÖR LIVET! DEN DÄR GREJEN SKA INTE VARA DÄR."
"[english]sphere03.bw_sp_a4_laser_platform_tbeam06"	"<clr:29,172,214>Wheatley: And to your right, something huge hurtling towards you OH GOD RUN! THAT'S NOT SUPPOSED TO BE THERE."
"sphere03.bw_sp_a4_laser_platform_tbeam_drop01"	"<clr:29,172,214>Wheatley: Är du okej? Jag stänger av strålen."
"[english]sphere03.bw_sp_a4_laser_platform_tbeam_drop01"	"<clr:29,172,214>Wheatley: Are you alright back there? Here, I'll turn the beam off."
"sphere03.bw_sp_a4_laser_platform_tbeam_drop02"	"<clr:29,172,214>Wheatley: Vänta! Det där hjälper inte. Varför tyckte jag att det var en bra idé?"
"[english]sphere03.bw_sp_a4_laser_platform_tbeam_drop02"	"<clr:29,172,214>Wheatley: Waitwaitwait. Ohhhh. Not helpful. Rrrrrg. Don't know why I thought that would help."
"sphere03.bw_sp_a4_speed_tb_catch_intro04"	"<clr:29,172,214>Wheatley: Så där. Bing! Perfekt. I väg med dig nu."
"[english]sphere03.bw_sp_a4_speed_tb_catch_intro04"	"<clr:29,172,214>Wheatley: There. Bing! Perfect. On you go."
"sphere03.bw_sp_a4_speed_tb_catch_solve01"	"<clr:29,172,214>Wheatley: När jag hade stängt av strålen trodde jag att du var borta. Så jag snokade lite efter andra testdeltagare, men de är fortfarande döda allihopa."
"[english]sphere03.bw_sp_a4_speed_tb_catch_solve01"	"<clr:29,172,214>Wheatley: After you told me to turn the beam off, I thought I'd lost you. Went poking around for other test subjects. No luck there. Everyone's still all dead."
"sphere03.bw_sp_a4_speed_tb_catch_solve02"	"<clr:29,172,214>Wheatley: Just det! Jag hittade en sak. Jag har en stor överraskning åt er. Nåt att se fram emot."
"[english]sphere03.bw_sp_a4_speed_tb_catch_solve02"	"<clr:29,172,214>Wheatley: Oh! But I did find something. Reminds me: I've got a big surprise for you two. Seriously. Look forward to it."
"sphere03.bw_sp_a4_stop_the_box_intro01"	"<clr:29,172,214>Wheatley: Bry dig inte om mig. Jag flyttar testkammaren lite närmare mig bara. Tänkte försöka förbättra resultaten genom att flytta testen lite närmare."
"[english]sphere03.bw_sp_a4_stop_the_box_intro01"	"<clr:29,172,214>Wheatley: Don't mind me. Just moving the test chamber a little closer to me. Had a thought: Maybe proximity to the test solving might give us stronger results."
"sphere03.bw_sp_a4_stop_the_box_intro02"	"<clr:29,172,214>Wheatley: Vad sa du?"
"[english]sphere03.bw_sp_a4_stop_the_box_intro02"	"<clr:29,172,214>Wheatley: What was that?"
"sphere03.bw_sp_a4_stop_the_box_intro03"	"<clr:29,172,214>Wheatley: Ursäkta mig, jag tyckte att du sa nåt."
"[english]sphere03.bw_sp_a4_stop_the_box_intro03"	"<clr:29,172,214>Wheatley: Oh. Sorry. Could have... sworn you said something."
"sphere03.bw_sp_a4_stop_the_box_missedme01"	"<clr:29,172,214>Wheatley: Ha! Där missade du mig allt. Aaah, du höll på att testa. Glöm det, fortsätt du bara."
"[english]sphere03.bw_sp_a4_stop_the_box_missedme01"	"<clr:29,172,214>Wheatley: Ha! Missed me that time. Ohhh, you were solving-nevermind, carry on. My fault."
"sphere03.bw_sp_a4_stop_the_box_solve01"	"<clr:29,172,214>Wheatley: Är du helt säker på att du löser dem på rätt sätt?"
"[english]sphere03.bw_sp_a4_stop_the_box_solve01"	"<clr:29,172,214>Wheatley: Are you... are you sure you're solving these correctly?"
"sphere03.bw_sp_a4_stop_the_box_solve02"	"<clr:29,172,214>Wheatley: Ja, du \"löste\" problemet, men jag undrar om det finns fler sätt att lösa dem på och du råkar välja de sämsta sätten."
"[english]sphere03.bw_sp_a4_stop_the_box_solve02"	"<clr:29,172,214>Wheatley: Yes, you 'solved' it, but I'm wondering if there are a number of ways to solve them and you're picking all the worst ways."
"sphere03.bw_sp_a4_stop_the_box_solve04"	"<clr:29,172,214>Wheatley: Nej. Nej. Det var det som var lösningen. Morr! Vad gör jag för fel?"
"[english]sphere03.bw_sp_a4_stop_the_box_solve04"	"<clr:29,172,214>Wheatley: No. No. That was the solution. Rrrg! What am I missing?"
"sphere03.bw_sp_a4_tb_catch_intro09"	"<clr:29,172,214>Wheatley: Hursomhelst. Läste just ut den sista, den tyngsta av dem. Machiavelli. Vet inte riktigt vad grejen var med den boken, jag förstod allt."
"[english]sphere03.bw_sp_a4_tb_catch_intro09"	"<clr:29,172,214>Wheatley: Anyway. Just finished the last one. The hardest one. Machiavelli. Do not know what all the fuss was about. Understood it perfectly. Have you read that one?"
"sphere03.bw_sp_a4_tb_catch_intro11"	"<clr:29,172,214>Wheatley: Det tvivlar jag på."
"[english]sphere03.bw_sp_a4_tb_catch_intro11"	"<clr:29,172,214>Wheatley: Yeah, doubt it."
"sphere03.bw_sp_a4_tb_catch_intro13"	"<clr:29,172,214>Wheatley: Tillbaka till testet."
"[english]sphere03.bw_sp_a4_tb_catch_intro13"	"<clr:29,172,214>Wheatley: Well, on with the test."
"sphere03.bw_sp_a4_tb_catch_intro14"	"<clr:29,172,214>Wheatley: Önskar att det fanns fler böcker, men det gör det alltså inte."
"[english]sphere03.bw_sp_a4_tb_catch_intro14"	"<clr:29,172,214>Wheatley: Wish there was more books! But there's not."
"sphere03.bw_sp_a4_tb_catch_solve02"	"<clr:29,172,214>Wheatley: Morr! Det duger inte! Om jag är en idiot, hur kommer det då sig att du inte kan lösa ett enda enkelt test?"
"[english]sphere03.bw_sp_a4_tb_catch_solve02"	"<clr:29,172,214>Wheatley: NNGH! It's not enough! If I'm such a moron, why can't you solve a simple test?"
"sphere03.bw_sp_a4_tb_intro_solve02"	"<clr:29,172,214>Wheatley: Aaaaahhhhh. Snyggt jobbat båda två. Ni kan gå i förväg så kommer jag sen."
"[english]sphere03.bw_sp_a4_tb_intro_solve02"	"<clr:29,172,214>Wheatley: Ahhhohohhhh. Wow. Well done, seriously, both of you. Why don't you two go on ahead? I'll catch up with you."
"sphere03.bw_sp_a4_tb_polarity_intro01"	"<clr:29,172,214>Wheatley: Okej, det senaste testet var en stor besvikelse. Artighet verkar inte motivera dig, så jag försöker med hennes metod: Tjockis. Adopterade tjockis. Din föräldralösa tjockis."
"[english]sphere03.bw_sp_a4_tb_polarity_intro01"	"<clr:29,172,214>Wheatley: Alright. So that last test was... seriously disappointing. Apparently being civil isn't motivating you.  So let's try things her way... fatty.  Adopted fatty. Fatty fatty no-parents."
"sphere03.bw_sp_a4_tb_polarity_intro06"	"<clr:29,172,214>Wheatley: Öh. Först och främst... inga föräldrar och... dessutom... även... inget. Några av mina bästa vänner är föräldralösa."
"[english]sphere03.bw_sp_a4_tb_polarity_intro06"	"<clr:29,172,214>Wheatley: What -what's wrong with being adopted? Um. Well... lack of parents, for one, and... also... furthermore... nothing. Some of my best... friends are... orphans... But..."
"sphere03.bw_sp_a4_tb_polarity_intro08"	"<clr:29,172,214>Wheatley: Vad då?"
"[english]sphere03.bw_sp_a4_tb_polarity_intro08"	"<clr:29,172,214>Wheatley: What?"
"sphere03.bw_sp_a4_tb_polarity_intro10"	"<clr:29,172,214>Wheatley: Gör testet nu! Gör testet."
"[english]sphere03.bw_sp_a4_tb_polarity_intro10"	"<clr:29,172,214>Wheatley: Just--do the test! Just do the test."
"sphere03.bw_sp_a4_tb_polarity_solve04"	"<clr:29,172,214>Wheatley: Åh, ursäkta mig. Hoppas att jag inte störde dig. Det var bara jag som bläddrade i en bok."
"[english]sphere03.bw_sp_a4_tb_polarity_solve04"	"<clr:29,172,214>Wheatley: [sound of pages turning] Oh, sorry. Hope that didn't disturb you just then. It was the sound of books. Pages being turned."
"sphere03.bw_sp_a4_tb_polarity_solve05"	"<clr:29,172,214>Wheatley: Det är det jag håller på med, läser böcker. Jag är nämligen ingen idiot."
"[english]sphere03.bw_sp_a4_tb_polarity_solve05"	"<clr:29,172,214>Wheatley: So that's just what I was doing. I was just reading... ah... books. So I'm not a moron."
"sphere03.bw_sp_a4_tb_trust_drop_help04"	"<clr:29,172,214>Wheatley: Strunt samma. Du får klara dig själv."
"[english]sphere03.bw_sp_a4_tb_trust_drop_help04"	"<clr:29,172,214>Wheatley: [tired breathing] Nevermind. Nevermind. Solve it yourself. You're on your own."
"sphere03.bw_sp_a4_tb_trust_drop_impatient01"	"<clr:29,172,214>Wheatley: Det här tar för lång tid, det är bättre att jag talar om hur du ska göra."
"[english]sphere03.bw_sp_a4_tb_trust_drop_impatient01"	"<clr:29,172,214>Wheatley: Alright, this is taking too long. I'll just tell you how to solve the test."
"sphere03.bw_sp_a4_tb_trust_drop_impatient02"	"<clr:29,172,214>Wheatley: Ser du den där knappen där? Du behöver bara gå bo...."
"[english]sphere03.bw_sp_a4_tb_trust_drop_impatient02"	"<clr:29,172,214>Wheatley: You see that button over there? You just need to ARRRRRGH!"
"sphere03.bw_sp_a4_tb_trust_drop_intro01"	"<clr:29,172,214>Wheatley: Det här testet har jag skapat själv. Av andra mindre test som jag hittade."
"[english]sphere03.bw_sp_a4_tb_trust_drop_intro01"	"<clr:29,172,214>Wheatley: Yeah... Made this test myself. Out of some smaller tests. That I found. Lying around."
"sphere03.bw_sp_a4_tb_trust_drop_intro03"	"<clr:29,172,214>Wheatley: Slog ihop dem bara. Knappar. Kanaler. Bottenlösa gropar. Det har allt, rena dynamiten."
"[english]sphere03.bw_sp_a4_tb_trust_drop_intro03"	"<clr:29,172,214>Wheatley: Jammed 'em all together. Buttons. Got funnels. Bottomless pits are involved. It's got it all, it's absolute dynamite."
"sphere03.bw_sp_a4_tb_trust_drop_solve05"	"<clr:29,172,214>Wheatley: Va? Nej, du tryckte på knaAAAAHHHH"
"[english]sphere03.bw_sp_a4_tb_trust_drop_solve05"	"<clr:29,172,214>Wheatley: What? No, you pressed that bAGGGHHHHHH"
"sphere03.bw_sp_a4_tb_wall_button_intro01"	"<clr:29,172,214>Wheatley: Jag kommer! Jag kommer! Vänta på mig!"
"[english]sphere03.bw_sp_a4_tb_wall_button_intro01"	"<clr:29,172,214>Wheatley: Coming! Coming! Don't start yet!"
"sphere03.bw_sp_a4_tb_wall_button_intro03"	"<clr:29,172,214>Wheatley: Du kommer inte att tro dina öron, men jag hittade en avstängd avdelning där borta med flera hundra utmärkta testkammare. Helt oanvända, fast fulla med skelett som jag rensade ut. Det blev jättebra!"
"[english]sphere03.bw_sp_a4_tb_wall_button_intro03"	"<clr:29,172,214>Wheatley: You're not going to believe this. I found a sealed off wing. Hundreds - HUNDREDS! - of perfectly good test chambers. Just sitting there. Filled with skeletons. Shook them out. Good as new!"
"sphere03.bw_sp_a4_tb_wall_button_intro07"	"<clr:29,172,214>Wheatley: Sssssåååå... DÄR ja."
"[english]sphere03.bw_sp_a4_tb_wall_button_intro07"	"<clr:29,172,214>Wheatley: Anddddd...THERE we go."
"sphere03.bw_sp_a4_tb_wall_button_intro08"	"<clr:29,172,214>Wheatley: Helt ärligt. Det märks inte ens, eller hur?"
"[english]sphere03.bw_sp_a4_tb_wall_button_intro08"	"<clr:29,172,214>Wheatley: Be honest. You can't even tell, can you? Seamless."
"sphere03.bw_sp_a4_tb_wall_button_not_solve01"	"<clr:29,172,214>Wheatley: Aaaaah! Kom igen då."
"[english]sphere03.bw_sp_a4_tb_wall_button_not_solve01"	"<clr:29,172,214>Wheatley: Come on. Ohhhh. Hit me with it."
"sphere03.bw_sp_a4_tb_wall_button_not_solve05"	"<clr:29,172,214>Wheatley: Ähhh! Du måste skämta?"
"[english]sphere03.bw_sp_a4_tb_wall_button_not_solve05"	"<clr:29,172,214>Wheatley: Ohhh! Are you having a laugh?"
"sphere03.bw_sp_a4_tb_wall_button_solve02"	"<clr:29,172,214>Wheatley: Åhhhh, snart så... snart så..."
"[english]sphere03.bw_sp_a4_tb_wall_button_solve02"	"<clr:29,172,214>Wheatley: Ohhhh, here we go... here it comes..."
"sphere03.bw_sp_a4_tb_wall_button_solve04"	"<clr:29,172,214>Wheatley: Det här kommer jag att gilla. Jag vill inte höja förväntningarna alltför mycket, men det här kommer jag att gilla, det vet jag."
"[english]sphere03.bw_sp_a4_tb_wall_button_solve04"	"<clr:29,172,214>Wheatley: Preparing to love this... don't want to build it up too much... but I think this one's going to be good, I can tell..."
"sphere03.bw_sp_a4_tb_wall_button_solve06"	"<clr:29,172,214>Wheatley: Öh. Vilken besvikelse."
"[english]sphere03.bw_sp_a4_tb_wall_button_solve06"	"<clr:29,172,214>Wheatley: Oh. Disappointing."
"sphere03.bw_sp_a4_tb_wall_button_solve08"	"<clr:29,172,214>Wheatley: Öööaaaaahhh. Vad var det? Ingenting!"
"[english]sphere03.bw_sp_a4_tb_wall_button_solve08"	"<clr:29,172,214>Wheatley: Ahungh. What was that? That was nothing! That was nothing!"
"sphere03.bw_sp_a4_tb_wall_button_solve09"	"<clr:29,172,214>Wheatley: Öööaaaaahhh."
"[english]sphere03.bw_sp_a4_tb_wall_button_solve09"	"<clr:29,172,214>Wheatley: Ahungh."
"sphere03.callingoutinitial14"	"<clr:29,172,214>Wheatley: Lyft upp mig så drar vi."
"[english]sphere03.callingoutinitial14"	"<clr:29,172,214>Wheatley: Pick me up. Let's get out of here."
"sphere03.container_ride_leave_nags01"	"<clr:29,172,214>Wheatley: Seså, i väg med dig!"
"[english]sphere03.container_ride_leave_nags01"	"<clr:29,172,214>Wheatley: Alright, off you go!"
"sphere03.container_ride_leave_nags02"	"<clr:29,172,214>Wheatley: Seså, det är bara att sätta av genom hålet."
"[english]sphere03.container_ride_leave_nags02"	"<clr:29,172,214>Wheatley: Go on. Just... March on through that hole."
"sphere03.container_ride_leave_nags03"	"<clr:29,172,214>Wheatley: Ja, det är okej. I väg med dig."
"[english]sphere03.container_ride_leave_nags03"	"<clr:29,172,214>Wheatley: Yeah, it's alright. Go ahead."
"sphere03.container_ride_leave_nags04"	"<clr:29,172,214>Wheatley: Jag har målat upp en ganska dyster bild av dina framtidsutsikter, men om du står kvar här kommer vi garanterat att dö båda två."
"[english]sphere03.container_ride_leave_nags04"	"<clr:29,172,214>Wheatley: I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die."
"sphere03.container_ride_leave_nags05"	"<clr:29,172,214>Wheatley: Än en gång... sätt fart. Ena foten framför den andra du vet."
"[english]sphere03.container_ride_leave_nags05"	"<clr:29,172,214>Wheatley: So, once again, just... move along. One small step and everything."
"sphere03.container_ride_leave_nags06"	"<clr:29,172,214>Wheatley: Seså."
"[english]sphere03.container_ride_leave_nags06"	"<clr:29,172,214>Wheatley: Go on."
"sphere03.container_ride_leave_nags07"	"<clr:29,172,214>Wheatley: I väg med dig nu."
"[english]sphere03.container_ride_leave_nags07"	"<clr:29,172,214>Wheatley: On ya go."
"sphere03.container_ride_leave_nags08"	"<clr:29,172,214>Wheatley: Det är inte så troligt att destination kommer och möter oss, eller hur? Så sätt fart nu."
"[english]sphere03.container_ride_leave_nags08"	"<clr:29,172,214>Wheatley: Your destination's probably not going to come meet us here. Is it? So go on."
"sphere03.demospherebreakerlift02"	"<clr:29,172,214>Wheatley: Ah. Hmmmm."
"[english]sphere03.demospherebreakerlift02"	"<clr:29,172,214>Wheatley: Ah. Hmmmm."
"sphere03.demospherebreakerlift03"	"<clr:29,172,214>Wheatley: Det här är... just det. Öööh. Hm. Okej. Jag vill inte oroa dig, men om du har nåt slags plan vore det lämpligt att övergå till den nu."
"[english]sphere03.demospherebreakerlift03"	"<clr:29,172,214>Wheatley: This is.... yeah. Ummm. Hm. Okay. Don't want to alarm you, but if you've got a plan, of any kind, now would be a great time for us to switch to your plan."
"sphere03.demospherebreakerlift04"	"<clr:29,172,214>Wheatley: Oj! Det går fortare. Det var oväntat."
"[english]sphere03.demospherebreakerlift04"	"<clr:29,172,214>Wheatley: Oh! It's going faster, which I was... not expecting."
"sphere03.demospherebreakerlift07"	"<clr:29,172,214>Wheatley: Okej! Ingen fara! Ingen fara! Jag fixar det! Det här borde fungera!"
"[english]sphere03.demospherebreakerlift07"	"<clr:29,172,214>Wheatley: Okay! No, don't worry! Don't worry! I've got it I've got it I've got it! THIS should slow it down!"
"sphere03.demospherebreakerlift14"	"<clr:29,172,214>Wheatley: Nej, det går bara fortare."
"[english]sphere03.demospherebreakerlift14"	"<clr:29,172,214>Wheatley: No. Makes it go faster."
"sphere03.demospherebreakerlift19"	"<clr:29,172,214>Wheatley: Okej..."
"[english]sphere03.demospherebreakerlift19"	"<clr:29,172,214>Wheatley: Okay..."
"sphere03.demospherecatch02"	"<clr:29,172,214>Wheatley: Jag räknar till tre. Är du med? Ett. Två."
"[english]sphere03.demospherecatch02"	"<clr:29,172,214>Wheatley: On three. Ready? One... Two..."
"sphere03.demospherecatch05"	"<clr:29,172,214>Wheatley: TRE! Vad högt det är. Det är FÖR högt, eller hur?"
"[english]sphere03.demospherecatch05"	"<clr:29,172,214>Wheatley: THREE! That's high. It's TOO high, isn't it, really, that--"
"sphere03.demospherecatch07"	"<clr:29,172,214>Wheatley: Det var en dålig idé att räkna till tre, man hinner tänka för mycket. Vi kör på ett i stället. Är du beredd?"
"[english]sphere03.demospherecatch07"	"<clr:29,172,214>Wheatley: Alright, going on three just gives you too much time to think about it. Let's, uh, go on one this time. Okay, ready?"
"sphere03.demospherefall04"	"<clr:29,172,214>Wheatley: ETT! Ta emot mig. Ta emot mig. Ta emot mig. OOHHH!"
"[english]sphere03.demospherefall04"	"<clr:29,172,214>Wheatley: ONE Catchmecatchmecatchmecatchmecatchme"
"sphere03.demospherefirstdoorwaysequence01"	"<clr:29,172,214>Wheatley: Anslut mig till den där pinnen på väggen där borta, så ska jag visa dig nåt."
"[english]sphere03.demospherefirstdoorwaysequence01"	"<clr:29,172,214>Wheatley: Plug me into that stick on the wall over there. I'll show you something."
"sphere03.demospherefirstdoorwaysequence02"	"<clr:29,172,214>Wheatley: Jag kan inte göra det när du ser på. [nervöst skratt]"
"[english]sphere03.demospherefirstdoorwaysequence02"	"<clr:29,172,214>Wheatley: I can't... I can't do it if you're watching. [nervous laugh]"
"sphere03.demospherefirstdoorwaysequence04"	"<clr:29,172,214>Wheatley: Anslut mig till den där pinnen på väggen där borta, så ska jag visa dig nåt. Du kommer att bli imponerad."
"[english]sphere03.demospherefirstdoorwaysequence04"	"<clr:29,172,214>Wheatley: Plug me into that stick on the wall over there. Yeah? And I'll show you something. You'll be impressed by this."
"sphere03.demospherefirstdoorwaysequence05"	"<clr:29,172,214>Wheatley: Kom igen nu. Anslut mig till pinnen där borta."
"[english]sphere03.demospherefirstdoorwaysequence05"	"<clr:29,172,214>Wheatley: Go on. Just jam me in over there."
"sphere03.demospherefirstdoorwaysequence06"	"<clr:29,172,214>Wheatley: Sätt fast mig på pinnen där borta. Stick in den nu."
"[english]sphere03.demospherefirstdoorwaysequence06"	"<clr:29,172,214>Wheatley: Right on that stick over there. Just put me right on it."
"sphere03.demospherefirstdoorwaysequence07"	"<clr:29,172,214>Wheatley: Det är svårt. Det är svårt. Men... du måste sticka in den."
"[english]sphere03.demospherefirstdoorwaysequence07"	"<clr:29,172,214>Wheatley: It is tricky. It is tricky. But just... plug me in, please."
"sphere03.demospherefirstdoorwaysequence08"	"<clr:29,172,214>Wheatley: Det låter lite fräckt, det gör det verkligen. Men det är det inte. Stick in pinnen bara. Kom igen nu."
"[english]sphere03.demospherefirstdoorwaysequence08"	"<clr:29,172,214>Wheatley: It DOES sound rude. I'm not going to lie to you. It DOES sound rude. It's not. Put me right on it. Stick me in."
"sphere03.demospherefirstdoorwaysequence09"	"<clr:29,172,214>Wheatley: Jag kan inte göra det när du ser på. Kan du vända dig om?"
"[english]sphere03.demospherefirstdoorwaysequence09"	"<clr:29,172,214>Wheatley: I can't do it if you're watching. If you.... just turn around?"
"sphere03.demospherefirstdoorwaysequence10"	"<clr:29,172,214>Wheatley: Ööööh. Jag kan inte göra det när du ser på."
"[english]sphere03.demospherefirstdoorwaysequence10"	"<clr:29,172,214>Wheatley: Ummmm. Yeah, I can't do it if you're watching."
"sphere03.demospherefirstdoorwaysequence11"	"<clr:29,172,214>Wheatley: Jag menar allvar. Kan du inte vända ryggen till en liten stund?"
"[english]sphere03.demospherefirstdoorwaysequence11"	"<clr:29,172,214>Wheatley: Seriously, I'm not joking. Could you just turn around for a second?"
"sphere03.demospherefirstdoorwaysequence13"	"<clr:29,172,214>Wheatley: Okej. [nervöst skratt] Jag kan inte göra det när du glor på mig. Det känns konstigt."
"[english]sphere03.demospherefirstdoorwaysequence13"	"<clr:29,172,214>Wheatley: Alright. [nervous laugh] Can't do it if you're leering at me. Creepy."
"sphere03.demospherefirstdoorwaysequence16"	"<clr:29,172,214>Wheatley: Titta bakom dig! En robot på en pinne! Fast en annan!"
"[english]sphere03.demospherefirstdoorwaysequence16"	"<clr:29,172,214>Wheatley: What's that behind you? It's only a robot on a bloody stick! A different one!"
"sphere03.demospherefirstdoorwaysequence20"	"<clr:29,172,214>Wheatley: Jag kan inte göra det när du ser på. Det kanske verkar töntigt efter allt vi har gått igenom tillsammans, men kan du inte bara vända dig om. Snälla?"
"[english]sphere03.demospherefirstdoorwaysequence20"	"<clr:29,172,214>Wheatley: Okay. Listen. I can't do it with you watching. I know it seems pathetic, given what we've been through. But just turn around. Please?"
"sphere03.demospheregladoschamber01"	"<clr:29,172,214>Wheatley: Där är hon..."
"[english]sphere03.demospheregladoschamber01"	"<clr:29,172,214>Wheatley: There she is..."
"sphere03.demospheregladoschamber03"	"<clr:29,172,214>Wheatley: Där borta fanns nervgiftsknappen. Han som skötte den hade ett STORT ansvar. Och gissa vem det var? Inte jag. Men jag var hans assistent och skötte den administrativa biten åt honom."
"[english]sphere03.demospheregladoschamber03"	"<clr:29,172,214>Wheatley: Over there is where they used to keep the old neurotoxin release button. BIG responsibility, the guy in charge of the neurotoxin release button. And guess who he WAS? He wasn't me. But I was his assistant, and I did a lot of his admin."
"sphere03.demospheregladoschamber04"	"<clr:29,172,214>Wheatley: Ja, jag fick sparken till slut. Det är mycket politik, du vet. En enda stor popularitetstävling faktiskt, som går ut på vem som känner vem och vem som gör vem en tjänst, vem som inte trycker på – eller som i mitt fall av misstag trycker på – nervgiftsknappen."
"[english]sphere03.demospheregladoschamber04"	"<clr:29,172,214>Wheatley: You know, in the end, yes, they let me go. It's all politics, to be honest. It's a big popularity contest, it's all about who you know, and whose back you're willing to scratch, who doesn't touch -- or, in my case, who did accidentally touch -- the neurotoxin button."
"sphere03.demospheregladoschamber05"	"<clr:29,172,214>Wheatley: Men det var inte bara mitt fel! Du skulle bara veta hur stor den var! Jag borde ha fått löneförhöjning för alla gånger jag INTE kom emot den."
"[english]sphere03.demospheregladoschamber05"	"<clr:29,172,214>Wheatley: But not entirely my fault! You shoulda seen the SIZE of that thing, it was huge! I should have gotten a raise for all the times I DIDN'T bump into it."
"sphere03.demospheregladoschamber06"	"<clr:29,172,214>Wheatley: Fy vad hemsk hon var. En riktig galning."
"[english]sphere03.demospheregladoschamber06"	"<clr:29,172,214>Wheatley: What a nasty piece of work she was, honestly. Like a proper maniac."
"sphere03.demospheregladoschamber07"	"<clr:29,172,214>Wheatley: Vet du vem som fick henne på fall till slut? Du kommer inte att tro det. En människa."
"[english]sphere03.demospheregladoschamber07"	"<clr:29,172,214>Wheatley: You know who ended up, do you know who ended up taking her down in the end? You're not going to believe this. A human."
"sphere03.demospheregladoschamber08"	"<clr:29,172,214>Wheatley: Jag vet! Jag skulle inte heller tro mina öron."
"[english]sphere03.demospheregladoschamber08"	"<clr:29,172,214>Wheatley: I know! I know, I wouldn't have believed it either."
"sphere03.demospheregladoschamber09"	"<clr:29,172,214>Wheatley: Människan lyckades tydligen fly och sen dess har ingen sett till honom."
"[english]sphere03.demospheregladoschamber09"	"<clr:29,172,214>Wheatley: Apparently this human escaped and nobody's seen him since."
"sphere03.demospheregladoschamber11"	"<clr:29,172,214>Wheatley: Efter det gick det jättelång tid utan att det hände nånting alls och nu ska vi fly tillsammans. Det var väl allt tror jag. Rör ingenting."
"[english]sphere03.demospheregladoschamber11"	"<clr:29,172,214>Wheatley: Then there was a sort of long chunk of time where absolutely nothing happened and then there's us escaping now. So that's pretty much the whole story, you're up to speed. Don't touch anything."
"sphere03.demosphereintro02"	"<clr:29,172,214>Wheatley: Släng upp en portal på väggen bakom mig, så möts vi på andra sidan rummet."
"[english]sphere03.demosphereintro02"	"<clr:29,172,214>Wheatley: Pop a portal on that wall behind me there, and I'll meet you on the other side of the room."
"sphere03.demosphereintro04"	"<clr:29,172,214>Wheatley: Lysande. Du hittade en portalpistol! Det bevisar att personer med hjärnskador är de verkliga hjältarna, eller hur? När allt kommer omkring liksom. Hjältar."
"[english]sphere03.demosphereintro04"	"<clr:29,172,214>Wheatley: Oh, brilliant. You DID find a portal gun! You know what? It just goes to show: people with brain damage are the real heroes in the end aren't they? At the end of the day. Brave."
"sphere03.demosphereintro07"	"<clr:29,172,214>Wheatley: Precis bakom mig."
"[english]sphere03.demosphereintro07"	"<clr:29,172,214>Wheatley: Right behind me."
"sphere03.demosphereintro08"	"<clr:29,172,214>Wheatley: Släng upp en portal bakom mig och ta dig över till andra sidan."
"[english]sphere03.demosphereintro08"	"<clr:29,172,214>Wheatley: Just pop a portal right behind me there, and come on through to the other side."
