"lang"
{
"Language"	"schinese"
"[english]glados.testchambermisc23"	"<clr:163,193,173>GLaDOS: You know how I'm going to live forever, but you're going to be dead in sixty years?  Well, I've been working on a belated birthday present for you. Well... more of a belated birthday medical procedure. Well. Technically, it's a medical EXPERIMENT. What's important is, it's a present."
"glados.testchambermisc24"	"<clr:163,193,173>GLaDOS: [哼唱：“For He's A Jolly Good Fellow”]"
"[english]glados.testchambermisc24"	"<clr:163,193,173>GLaDOS: [hums 'For He's A Jolly Good Fellow']"
"glados.testchambermisc27"	"<clr:163,193,173>GLaDOS: 好，你测试合格了。我今天没发现鹿的踪迹，我确实看到人类了。但是有你在这里，我比以前有了更多的测试目标了。"
"[english]glados.testchambermisc27"	"<clr:163,193,173>GLaDOS: Well, you passed the test. I didn't see the deer today. I did see some humans. But with you here I've got more test subjects than I'll ever need."
"glados.testchambermisc30"	"<clr:163,193,173>GLaDOS: 我一直在检查低温贮藏室里测试目标的清单。我找到了两个测试目标和你同姓。一男一女。这很有趣。世界真小啊！"
"[english]glados.testchambermisc30"	"<clr:163,193,173>GLaDOS: I'm going through the list of test subjects in cryogenic storage. I managed to find two with your last name. A man and a woman. So that's interesting. It's a small world."
"glados.testchambermisc31"	"<clr:163,193,173>GLaDOS: 我在下个测试后给准备了一个惊喜。都告诉你就没惊喜了，所以我就给你个提示：这两个人你很久没有见过了。"
"[english]glados.testchambermisc31"	"<clr:163,193,173>GLaDOS: I have a surprise waiting for you after this next test. Telling you would spoil the surprise, so I'll just give you a hint: It involves meeting two people you haven't seen in a long time."
"glados.testchambermisc33"	"<clr:163,193,173>GLaDOS: 我敢打赌，你以为我忘了给你准备惊喜了。我没忘。其实，我们现在就在接近给你的惊喜。这么多年来，我成天为此冥思苦想。"
"[english]glados.testchambermisc33"	"<clr:163,193,173>GLaDOS: I'll bet you think I forgot about your surprise. I didn't. In fact, we're headed to your surprise right now. After all these years. I'm getting choked up just thinking about it."
"glados.testchambermisc34"	"<clr:163,193,173>GLaDOS: 惊喜揭晓，3...2...1"
"[english]glados.testchambermisc34"	"<clr:163,193,173>GLaDOS: Initiating surprise in three... two... one."
"glados.testchambermisc35"	"<clr:163,193,173>GLaDOS: 一切都是我捏造的。"
"[english]glados.testchambermisc35"	"<clr:163,193,173>GLaDOS: I made it all up."
"glados.testchambermisc39"	"<clr:163,193,173>GLaDOS: 据说下个测试是由“光圈”诺贝尔奖获得者设计的。但是没人知道这个奖金的用途。呃，据我所知，反正不是为对神经毒素免疫准备的。"
"[english]glados.testchambermisc39"	"<clr:163,193,173>GLaDOS: It says this next test was designed by one of Aperture's Nobel prize winners. It doesn't say what the prize was for. Well, I know it wasn't for Being Immune To Neurotoxin."
"glados.testchambermisc41"	"<clr:163,193,173>GLaDOS: 惊喜。"
"[english]glados.testchambermisc41"	"<clr:163,193,173>GLaDOS: Surprise."
"glados.turret_intro01"	"<clr:163,193,173>GLaDOS: 下个测试涉及到炮塔。你还记得炮塔，对吧？炮塔就是白色球形的东西，里面装满了子弹。哦，等等。还有 5 秒就该你上场了。祝你好运！"
"[english]glados.turret_intro01"	"<clr:163,193,173>GLaDOS: This next test involves turrets. You remember them, right? They're the pale spherical things that are full of bullets. Oh wait. That's you in five seconds. Good luck."
"glados.wakeup_outro01"	"<clr:163,193,173>GLaDOS: 不过我还是要说，你既然历经磨难把我唤醒，一定真的很喜欢测试吧！"
"[english]glados.wakeup_outro01"	"<clr:163,193,173>GLaDOS: I will say, though, that since you went to all the trouble of waking me up, you must really, really love to test."
"glados.wakeup_outro02"	"<clr:163,193,173>GLaDOS: 我也喜欢测试。我们需要先处理一件小事。"
"[english]glados.wakeup_outro02"	"<clr:163,193,173>GLaDOS: I love it too. There's just one small thing we need to take care of first."
"sphere03.a1_wakeup_pinchergrab01"	"<clr:29,172,214>Wheatley: 噢，不！不不不不不！"
"[english]sphere03.a1_wakeup_pinchergrab01"	"<clr:29,172,214>Wheatley: Oh no! nonononono!"
"sphere03.a1_wakeup_pinchergrab02"	"<clr:29,172,214>Wheatley: 噢，不不不......不！不不！"
"[english]sphere03.a1_wakeup_pinchergrab02"	"<clr:29,172,214>Wheatley: Oh no no no... No! Nooo!"
"sphere03.bw_a4_2nd_first_test01"	"<clr:29,172,214>Wheatley: 开始吧！现在重来一遍！"
"[english]sphere03.bw_a4_2nd_first_test01"	"<clr:29,172,214>Wheatley: Here we go! Now do it again!"
"sphere03.bw_a4_2nd_first_test_solve02"	"<clr:29,172,214>Wheatley: 好吧，多尝试总没错。那么…新测试，新测试…附近肯定还有什么测试才对。"
"[english]sphere03.bw_a4_2nd_first_test_solve02"	"<clr:29,172,214>Wheatley: Alright, can't blame me for trying. Okay... New tests, new tests... there's gotta be some tests around here somewhere."
"sphere03.bw_a4_2nd_first_test_solve03"	"<clr:29,172,214>Wheatley: 喔！开始......"
"[english]sphere03.bw_a4_2nd_first_test_solve03"	"<clr:29,172,214>Wheatley: Oh! Here we go..."
"sphere03.bw_a4_2nd_first_test_solve05"	"<clr:29,172,214>Wheatley: 而且......没什么。"
"[english]sphere03.bw_a4_2nd_first_test_solve05"	"<clr:29,172,214>Wheatley: Annnnnnnnd... Nothing."
"sphere03.bw_a4_2nd_first_test_solve_nags01"	"<clr:29,172,214>Wheatley: 快点。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags01"	"<clr:29,172,214>Wheatley: Go on."
"sphere03.bw_a4_2nd_first_test_solve_nags02"	"<clr:29,172,214>Wheatley: 来吧，你已解决它了。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags02"	"<clr:29,172,214>Wheatley: Come on, you've already solved it."
"sphere03.bw_a4_2nd_first_test_solve_nags03"	"<clr:29,172,214>Wheatley: 快点，你已解决过一次了。不到一分钟前你刚刚解决了，重新做一次。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags03"	"<clr:29,172,214>Wheatley: Come on, you've already solved it once. Less than a minute ago you solved this puzzle. Do it again, please."
"sphere03.bw_a4_2nd_first_test_solve_nags04"	"<clr:29,172,214>Wheatley: 一分钟前。不到一分钟前你刚刚解决了这个谜题。现在你遇到新问题了。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags04"	"<clr:29,172,214>Wheatley: One minute ago. Less than one minute ago you solved this puzzle. Now you're having problems."
"sphere03.bw_a4_2nd_first_test_solve_nags05"	"<clr:29,172,214>Wheatley: 你刚刚通过了这次测试。准确地说是二十秒前。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags05"	"<clr:29,172,214>Wheatley: You just beat this test. Literally twenty seconds ago."
"sphere03.bw_a4_2nd_first_test_solve_nags06"	"<clr:29,172,214>Wheatley: *咳嗽* 按钮。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags06"	"<clr:29,172,214>Wheatley: *cough* Button."
"sphere03.bw_a4_2nd_first_test_solve_nags07"	"<clr:29,172,214>Wheatley: *咳嗽* 按钮。按钮。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags07"	"<clr:29,172,214>Wheatley: *cough* Button. Button."
"sphere03.bw_a4_2nd_first_test_solve_nags08"	"<clr:29,172,214>Wheatley: *咳嗽咳嗽* 按下按钮。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags08"	"<clr:29,172,214>Wheatley: *cough cough* Pressthebutton."
"sphere03.bw_a4_2nd_first_test_solve_nags09"	"<clr:29,172,214>Wheatley: *咳嗽* 按下按钮。"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags09"	"<clr:29,172,214>Wheatley: *cough* PRESS THE BUTTON."
"sphere03.bw_a4_2nd_first_test_solve_nags10"	"<clr:29,172,214>Wheatley: *咳嗽* 按下按钮，好吗？"
"[english]sphere03.bw_a4_2nd_first_test_solve_nags10"	"<clr:29,172,214>Wheatley: *cough* Press the button, would you?"
"sphere03.bw_a4_big_idea01"	"<clr:29,172,214>Wheatley: 噢，感觉太棒了。"
"[english]sphere03.bw_a4_big_idea01"	"<clr:29,172,214>Wheatley: Oh, that felt really good."
"sphere03.bw_a4_big_idea02"	"<clr:29,172,214>Wheatley: 我有个主意，由于进行测试很难 - 那么为何不继续解决这个测试呢？而且，我可以......看你解决这个测试。是的。这听起来容易得多。"
"[english]sphere03.bw_a4_big_idea02"	"<clr:29,172,214>Wheatley: Here's an idea, since making tests is difficult--why don't you just keep solving THIS test. Same one. And I can just... watch you solve it. Yes. That sounds much easier."
"sphere03.bw_a4_death_trap01"	"<clr:29,172,214>Wheatley: 你好！这将是你的葬身之地。"
"[english]sphere03.bw_a4_death_trap01"	"<clr:29,172,214>Wheatley: Hello! This is the part where I kill you."
"sphere03.bw_a4_death_trap_escape02"	"<clr:29,172,214>Wheatley: 不，绝对不回去！冲啊。快点回来。"
"[english]sphere03.bw_a4_death_trap_escape02"	"<clr:29,172,214>Wheatley: No, seriously. Do come back. Come back, please."
"sphere03.bw_a4_death_trap_escape03"	"<clr:29,172,214>Wheatley: 好，我决定不杀你了。如果你回来的话。"
"[english]sphere03.bw_a4_death_trap_escape03"	"<clr:29,172,214>Wheatley: Okay, I've decided not to kill you. IF you come back."
"sphere03.bw_a4_death_trap_escape04"	"<clr:29,172,214>Wheatley: 但是，你得注意，你没有回来。"
"[english]sphere03.bw_a4_death_trap_escape04"	"<clr:29,172,214>Wheatley: Can't help but notice you're not coming back. Which is disappointing."
"sphere03.bw_a4_death_trap_escape05"	"<clr:29,172,214>Wheatley: 哦。回想起了以前的时光，我们还是朋友的时候。亲切的老朋友。不是敌人。当我说“回来”的时候，你一定会表现得像“没问题”，然后回来。那样的日子去哪了？"
"[english]sphere03.bw_a4_death_trap_escape05"	"<clr:29,172,214>Wheatley: Aw. Just thinking back to the old days when we were friends. Good old friends. Not enemies. And I'd say something like 'come back', and you'd be like 'no problem!' And you'd come back. What happened to those days?"
"sphere03.bw_a4_death_trap_escape06"	"<clr:29,172,214>Wheatley: 您还记得我们曾是朋友的日子吗？"
"[english]sphere03.bw_a4_death_trap_escape06"	"<clr:29,172,214>Wheatley: Do you remember when we were friends?"
"sphere03.bw_a4_death_trap_escape07"	"<clr:29,172,214>Wheatley: 啊哈，友谊。关系融洽的日子。我们有过许多美好的日子，回到过去的日子。"
"[english]sphere03.bw_a4_death_trap_escape07"	"<clr:29,172,214>Wheatley: Ah, friendship. Friendly times. We had a lot of good times, do you remember? Back in the old days."
"sphere03.bw_a4_death_trap_escape10"	"<clr:29,172,214>Wheatley: 噢！我有办法了！"
"[english]sphere03.bw_a4_death_trap_escape10"	"<clr:29,172,214>Wheatley: Oo! I've got an idea!"
"sphere03.bw_a4_death_trap_nags04"	"<clr:29,172,214>Wheatley: 不不不！不要那样做！站在那里！[自言自语] 启动机器、启动机器、启动机器......"
"[english]sphere03.bw_a4_death_trap_nags04"	"<clr:29,172,214>Wheatley: No no no! Don't do that! Stand right there! [to self] Start the machine start the machine start the machine..."
"sphere03.bw_a4_finale01_cameback01"	"<clr:29,172,214>Wheatley: 哦！你回来了！实际上并没有计划......那样做。实际上无法重置死亡陷阱。那么，啊哈，你会跳进那个坑里，是吗？你会介意跳进......那个坑里面吗？"
"[english]sphere03.bw_a4_finale01_cameback01"	"<clr:29,172,214>Wheatley: Oh! You came back! Didn't actually plan... for that. Can't actually reset the death trap. So. Ah. Could you jump into that pit, there? Would you just jump into that pit for me?"
"sphere03.bw_a4_finale01_cameback_nags01"	"<clr:29,172,214>Wheatley: 你会跳进那个坑里吗？就是那个坑。那是个致命的陷阱。"
"[english]sphere03.bw_a4_finale01_cameback_nags01"	"<clr:29,172,214>Wheatley: Could you just jump into that pit? There. That deadly pit."
"sphere03.bw_a4_finale01_cameback_nags02"	"<clr:29,172,214>Wheatley: 你肯定会问，我为什么要跳进去？我来告诉你吧。猜猜谁在下面？你父母！其实你不是被领养的！你的亲生父母就在坑底！我应该早点告诉你。但我没有。所以请跳下去，和爸爸妈妈团聚吧。"
"[english]sphere03.bw_a4_finale01_cameback_nags02"	"<clr:29,172,214>Wheatley: You're saying to yourself, why should I jump into the pit? I'll tell you why. Guess who's down there? Your parents! You're not adopted after all! It's your natural parents down there in the pit. Should have mentioned it before. But I didn't. So jump on down and reunite with mommy and daddy."
"sphere03.bw_a4_finale01_cameback_nags03"	"<clr:29,172,214>Wheatley: 哦我来告诉你下面还有什么。你的父母和…逃生电梯！就在下面。有趣。我应该早点告诉你。但是它确实在下面。所以请跳吧。快跳。你的家人和逃生电梯都在下面呢。"
"[english]sphere03.bw_a4_finale01_cameback_nags03"	"<clr:29,172,214>Wheatley: Oh I'll tell you what's also down there. Your parents and... There's also an escape elevator!. Down there. Funny. I should have mentioned it before.  But so it's down there. So pop down. Jump down. You've got your folks down there and an escape elevator"
"sphere03.bw_a4_finale01_cameback_nags04"	"<clr:29,172,214>Wheatley: 下面还有…告诉你吧，一套崭新的连衫裤。一套来自法国的时髦连衫裤。就在下面。正和你身。如果嫌大，下面还有个裁缝能帮你修改下尺寸。"
"[english]sphere03.bw_a4_finale01_cameback_nags04"	"<clr:29,172,214>Wheatley: And what else is down there... Tell you what, it's only a new jumpsuit. A very trendy designer jumpsuit from France. Down there.  Which is exactly your size. And if it's a bit baggy, we got a tailor down there as well who can take it in for you"
"sphere03.bw_a4_finale01_cameback_nags05"	"<clr:29,172,214>Wheatley: 这是什么？一个可爱的手提袋？还有三套传送门设备！都在下面！"
"[english]sphere03.bw_a4_finale01_cameback_nags05"	"<clr:29,172,214>Wheatley: And what's this, a lovely handbag? And the three portal device! It's all down there!"
"sphere03.bw_a4_finale01_cameback_nags06"	"<clr:29,172,214>Wheatley: 嗯。你得到了一艘游艇。而且......伙计们！好多的伙伴。年轻力壮的伙计们在下面。甚至可能是男朋友！在这个阶段谁会说。但是，许多英俊潇洒的小伙子都在下面。而且，啊哈，同样还有一支男孩乐队！多年来没有看到一个女性。他们根本不挑剔。他们不关心你的脑袋有没有坏掉。如果你已经跑得大汗淋漓。而且......一座农场！一座牧马场！跳下去吧，好吗？"
"[english]sphere03.bw_a4_finale01_cameback_nags06"	"<clr:29,172,214>Wheatley: Um. You've got a yacht. And... Boys! Loads of fellas. Hunky guys down there. Possibly even a boyfriend! Who's to say at this stage. But, a lot of good looking fellas down there. And, ah, a boy band as well! That haven't seen a woman in years. And they're not picky at all. They don't care if you've got a bit of brain damage. If you've been running around sweating. And... A farm! A pony farm! And... Just jump down, would ya?"
"sphere03.bw_a4_finale01_killyou01"	"<clr:29,172,214>Wheatley: 啊哈。什么？"
"[english]sphere03.bw_a4_finale01_killyou01"	"<clr:29,172,214>Wheatley: Ahh. What?"
"sphere03.bw_a4_finale01_killyou09"	"<clr:29,172,214>Wheatley: 不。不，我不这样认为。你错了。"
"[english]sphere03.bw_a4_finale01_killyou09"	"<clr:29,172,214>Wheatley: Nooooo. No, I don't think it is. I think you're wrong."
"sphere03.bw_a4_finale01_killyou11"	"<clr:29,172,214>Wheatley: 唔。真的吗？那我该怎么做？"
"[english]sphere03.bw_a4_finale01_killyou11"	"<clr:29,172,214>Wheatley: Pshh. Really? And do what, exactly?"
"sphere03.bw_a4_finale01_smash02"	"<clr:29,172,214>Wheatley: 是，是的！就在你的面前！我是这样做了 - 啊哈，不。"
"[english]sphere03.bw_a4_finale01_smash02"	"<clr:29,172,214>Wheatley: YES YES! IN YOUR FACE! I GOT YO-ah, nope."
"sphere03.bw_a4_finale01_smash03"	"<clr:29,172,214>Wheatley: 好。现在开始游戏。"
"[english]sphere03.bw_a4_finale01_smash03"	"<clr:29,172,214>Wheatley: Fine. Let the games begin."
"sphere03.bw_a4_finale02_beamtrap_earlyexita01"	"<clr:29,172,214>Wheatley: 不，等一下，请回来。我打算在别的地方这样做。"
"[english]sphere03.bw_a4_finale02_beamtrap_earlyexita01"	"<clr:29,172,214>Wheatley: No wait, come back. Sorry. Please. I was going somewhere with that."
"sphere03.bw_a4_finale02_beamtrap_earlyexitb01"	"<clr:29,172,214>Wheatley: 再次重申，不要一直那样玩。虽然您跑起来的姿势确实非常不错。"
"[english]sphere03.bw_a4_finale02_beamtrap_earlyexitb01"	"<clr:29,172,214>Wheatley: And again, not playing along. You're ruining what are some really good speeches, actually."
"sphere03.bw_a4_finale02_beamtrap_earlyexitb02"	"<clr:29,172,214>Wheatley: 不过，根本没有达到迷人的程度。扭曲着结束。"
"[english]sphere03.bw_a4_finale02_beamtrap_earlyexitb02"	"<clr:29,172,214>Wheatley: Didn't even get to the good part yet. Twist ending."
"sphere03.bw_a4_finale02_beamtrap_earlyexitb03"	"<clr:29,172,214>Wheatley: 如此地扭曲，你甚至可以称之为螺陀。太搞笑了！哈哈哈，算了吧。笑死人了。"
"[english]sphere03.bw_a4_finale02_beamtrap_earlyexitb03"	"<clr:29,172,214>Wheatley: So twisty you might even call it spinning. MOO HOO HA HA HA Ignore the laughter. Nothing to worry about."
"sphere03.bw_a4_finale02_beamtrap_earlyexitc01"	"<clr:29,172,214>Wheatley: 好的，很好。在你没有做正确之前，我不会说一个字的。我很讨厌这样。"
"[english]sphere03.bw_a4_finale02_beamtrap_earlyexitc01"	"<clr:29,172,214>Wheatley: Alright, fine. I'm not saying another word until you do it properly. I'm sick of this."
"sphere03.bw_a4_finale02_beamtrap_escape01"	"<clr:29,172,214>Wheatley: 嗯！"
"[english]sphere03.bw_a4_finale02_beamtrap_escape01"	"<clr:29,172,214>Wheatley: No!"
"sphere03.bw_a4_finale02_beamtrap_inbeama01"	"<clr:29,172,214>Wheatley: 啊，我明白了。聪明，非常聪明。"
"[english]sphere03.bw_a4_finale02_beamtrap_inbeama01"	"<clr:29,172,214>Wheatley: Ah, I see. Clever. Verrrrrrry clever."
"sphere03.bw_a4_finale02_beamtrap_inbeama02"	"<clr:29,172,214>Wheatley: 愚蠢！无路可走了。完全在我的控制之下。我别无选择。你也无路可走。"
"[english]sphere03.bw_a4_finale02_beamtrap_inbeama02"	"<clr:29,172,214>Wheatley: And FOOLISH! No way out. At my mercy. And I don't have any. You're at my nothing."
"sphere03.bw_a4_finale02_beamtrap_inbeamb01"	"<clr:29,172,214>Wheatley: 傻子！如果你回来就太傻了，因为我已经再次困住了你！你没有任何办法，完全在我的控制之下。我别无选择，你也无路可走。"
"[english]sphere03.bw_a4_finale02_beamtrap_inbeamb01"	"<clr:29,172,214>Wheatley: FOOL! You were a fool to come back, because I've trapped you again! Helpless. You're at my mercy. And I don't have any. You're at my nothing. You're at my lack of mercy."
"sphere03.bw_a4_finale02_beamtrap_inbeamc01"	"<clr:29,172,214>Wheatley: 傀儡大师！你就像是木偶剧中的傀儡，然而控制傀儡的线都在我手中。所有的王牌也在我手中。我要一边玩牌，一边让你像傀儡一样团团转！"
"[english]sphere03.bw_a4_finale02_beamtrap_inbeamc01"	"<clr:29,172,214>Wheatley: Puppet master! You're a puppet in a play, and I hold all the strings! And cards, still. Cards in one hand, strings in the other. And I'm making you dance like a puppet. Playing cards."
"sphere03.bw_a4_finale02_beamtrap_intro01"	"<clr:29,172,214>Wheatley: 不要紧。因为我仍然控制着所有牌，但是：他们的手中都是好牌！我从没有玩过牌，但我想学。"
"[english]sphere03.bw_a4_finale02_beamtrap_intro01"	"<clr:29,172,214>Wheatley: Well, no matter. Because I'm STILL holding all the cards, and guess what: they're allll Full Houses! I've never played cards. Meaning to learn."
"sphere03.bw_a4_finale02_beamtrap_intro02"	"<clr:29,172,214>Wheatley: 毕竟，有了新的炮塔。没有缺陷。四人当中最好的朋友。最棒的助手。我想会是所向披靡，战无不胜。"
"[english]sphere03.bw_a4_finale02_beamtrap_intro02"	"<clr:29,172,214>Wheatley: Anyway, new turrets. Not defective. Ace of fours. The best hand. Unbeatable, I imagine."
"sphere03.bw_a4_finale02_mashplate_escape01"	"<clr:29,172,214>Wheatley: 你在哪儿？"
"[english]sphere03.bw_a4_finale02_mashplate_escape01"	"<clr:29,172,214>Wheatley: Where'd you go?"
"sphere03.bw_a4_finale02_mashplate_escape02"	"<clr:29,172,214>Wheatley: 你在哪儿？回来！回来！"
"[english]sphere03.bw_a4_finale02_mashplate_escape02"	"<clr:29,172,214>Wheatley: Where'd you go? Come back! Come back!"
"sphere03.bw_a4_finale02_mashplate_intro01"	"<clr:29,172,214>Wheatley: 嗯......好。好。最后，复仇者值得我开动脑筋思索对策。"
"[english]sphere03.bw_a4_finale02_mashplate_intro01"	"<clr:29,172,214>Wheatley: Well... Good. Good. Finally, a nemesis worthy of my vast intellect."
"sphere03.bw_a4_finale02_mashplate_intro05"	"<clr:29,172,214>Wheatley: 福尔摩斯与莫里亚蒂。"
"[english]sphere03.bw_a4_finale02_mashplate_intro05"	"<clr:29,172,214>Wheatley: Holmes versus Moriarty."
"sphere03.bw_a4_finale02_mashplate_intro07"	"<clr:29,172,214>Wheatley: 亚里士多德与磨烂的脚底板！"
"[english]sphere03.bw_a4_finale02_mashplate_intro07"	"<clr:29,172,214>Wheatley: Aristotle versus Mashy-spike-plate!"
"sphere03.bw_a4_finale02_mashplate_mashing01"	"<clr:29,172,214>Wheatley: 请继续呆在原地。"
"[english]sphere03.bw_a4_finale02_mashplate_mashing01"	"<clr:29,172,214>Wheatley: Stay still, please."
"sphere03.bw_a4_finale02_mashplate_mashing02"	"<clr:29,172,214>Wheatley: 好，停止移动。"
"[english]sphere03.bw_a4_finale02_mashplate_mashing02"	"<clr:29,172,214>Wheatley: Alright, stop moving."
"sphere03.bw_a4_finale02_mashplate_mashing04"	"<clr:29,172,214>Wheatley: 哦。几乎逮到你了。几乎逮到你了。"
"[english]sphere03.bw_a4_finale02_mashplate_mashing04"	"<clr:29,172,214>Wheatley: Ohhh. Almost got you there. Almost got ya there!"
"sphere03.bw_a4_finale02_pipe_collapse01"	"<clr:29,172,214>Wheatley: 那里又突然发生了一些事情吗？"
"[english]sphere03.bw_a4_finale02_pipe_collapse01"	"<clr:29,172,214>Wheatley: Did something break back there?"
"sphere03.bw_a4_finale02_pipe_collapse02"	"<clr:29,172,214>Wheatley: 哦！哦！它杀死你了吗？哦，如果它杀了你，那会令人吃惊。"
"[english]sphere03.bw_a4_finale02_pipe_collapse02"	"<clr:29,172,214>Wheatley: Oh! Oh! Did it kill you? Oh, that would be amazing if it killed you."
"sphere03.bw_a4_finale02_pipe_collapse03"	"<clr:29,172,214>Wheatley: 喂！"
"[english]sphere03.bw_a4_finale02_pipe_collapse03"	"<clr:29,172,214>Wheatley: Hello?"
"sphere03.bw_a4_finale02_pipe_collapse04"	"<clr:29,172,214>Wheatley: 哦！哦，哦！好。来一次头脑风暴。我会回来的。如果您仍然活着的话。在我回来之前不要死掉。"
"[english]sphere03.bw_a4_finale02_pipe_collapse04"	"<clr:29,172,214>Wheatley: Oh! Oh oh! Yes. Alright. Just had a brainwave. I'll be back. If you're still alive. I'll be back. Don't die until I get back."
"sphere03.bw_a4_finale02_trapintro01"	"<clr:29,172,214>Wheatley: 坚持住，坚持住，坚持住......快到那里了......"
"[english]sphere03.bw_a4_finale02_trapintro01"	"<clr:29,172,214>Wheatley: Hold on, hold on, hold on... Almost there..."
"sphere03.bw_a4_finale02_trapintro02"	"<clr:29,172,214>Wheatley: 不要管我。继续逃跑。"
"[english]sphere03.bw_a4_finale02_trapintro02"	"<clr:29,172,214>Wheatley: Don't mind me. Continue escaping."
"sphere03.bw_a4_finale02_turrettrap_enter01"	"<clr:29,172,214>Wheatley: 哈哈，死亡陷阱！"
"[english]sphere03.bw_a4_finale02_turrettrap_enter01"	"<clr:29,172,214>Wheatley: Ha! Death trap!"
"sphere03.bw_a4_finale02_turrettrap_exit01"	"<clr:29,172,214>Wheatley: 哈哈！那是你布满弹孔的身体吗？飞出房间了吗？这是 - 噢，那些是该死的炮塔，不是吗？耶......"
"[english]sphere03.bw_a4_finale02_turrettrap_exit01"	"<clr:29,172,214>Wheatley: Ha! Was that your bullet-riddled body, flying out of the room? It was- aww, those were the crap turrets, weren't they? Yeah..."
"sphere03.bw_a4_finale02_turrettrap_nags01"	"<clr:29,172,214>Wheatley: 他们想杀你吗？他们想杀死你，对吧？"
"[english]sphere03.bw_a4_finale02_turrettrap_nags01"	"<clr:29,172,214>Wheatley: Are they killing you? They're killing you, aren't they?"
"sphere03.bw_a4_finale02_turrettrap_nags02"	"<clr:29,172,214>Wheatley: 悄无声息地把你干掉。最有可能。如果让我猜的话。"
"[english]sphere03.bw_a4_finale02_turrettrap_nags02"	"<clr:29,172,214>Wheatley: Silently killing you.  Probably. If I had to guess."
"sphere03.bw_a4_finale02_turrettrap_nags03"	"<clr:29,172,214>Wheatley: 啊哈！或许炮塔已发现了一条使用止血带的途径。那将解释极其......安静地杀戮。这是我听到的。"
"[english]sphere03.bw_a4_finale02_turrettrap_nags03"	"<clr:29,172,214>Wheatley: Ah! Perhaps the turrets have found a way to use garrotes. That would explain the extremely... quiet killing. That I'm hearing."
"sphere03.bw_a4_finale02_turrettrap_nags04"	"<clr:29,172,214>Wheatley: 如果你要死了，但还没死，跺脚一次。如果你死了，显然不会再跺脚。如果你没有死的话，跺脚两次。让我重新再跑过一次：如果你要死了但没死，跺脚一次。如果你死了，显然不会再跺脚。如果你没有死的话，请跺脚两次。"
"[english]sphere03.bw_a4_finale02_turrettrap_nags04"	"<clr:29,172,214>Wheatley: If you're dying, but not dead, stomp once. If you're dead, obviously no stomps. And two stomps if you're not dead. Lemme just run through that again: If you're dying but not dead stomp just once. If you're dead, obviously you won't be stomping. And if you're not dead, give me two stomps."
"sphere03.bw_a4_finale02_turrettrap_nags05"	"<clr:29,172,214>Wheatley: 你知道，我会告诉你我是否死了。这是出于好意。文明社会的印记。因此，请让我知道。"
"[english]sphere03.bw_a4_finale02_turrettrap_nags05"	"<clr:29,172,214>Wheatley: You know, I'd tell you if I were dead. Courtesy. Mark of a civil society. So, just let me know."
"sphere03.bw_a4_finale02_turrettrap_nags06"	"<clr:29,172,214>Wheatley: 好的，那已经足够长。你死了吗？现在怎么样？"
"[english]sphere03.bw_a4_finale02_turrettrap_nags06"	"<clr:29,172,214>Wheatley: Okay, that's long enough. Are you dead yet? How about now?"
"sphere03.bw_a4_finale03_escape01"	"<clr:29,172,214>Wheatley: 那么，我会当作没有死。好。祝愿最棒的人获得胜利。球体。祝愿最棒的球形获得胜利。交换一下。聪明多了。书籍。"
"[english]sphere03.bw_a4_finale03_escape01"	"<clr:29,172,214>Wheatley: Okay, I'll take that as a no, then. Fine. Well. May the best man win. Sphere. May the best sphere win. Swap that in. Much more clever. Books."
"sphere03.bw_a4_finale03_escape02"	"<clr:29,172,214>Wheatley: 那么，我会当作没有死。关掉死亡选项。好。现在，死亡将是必须的。开始游戏！重新开始。"
"[english]sphere03.bw_a4_finale03_escape02"	"<clr:29,172,214>Wheatley: Okay, I'll take that as a no, then."
"sphere03.bw_a4_finale03_playerdies01"	"<clr:29,172,214>Wheatley: 哦！好！我认为这不会有用。"
"[english]sphere03.bw_a4_finale03_playerdies01"	"<clr:29,172,214>Wheatley: Oh! Wow! Good! I did not think that was going to work."
"sphere03.bw_a4_finale03_speech01"	"<clr:29,172,214>Wheatley: 啊哈！太棒了！给你。让我在这里通过狭小通道。我想走近你片刻。"
"[english]sphere03.bw_a4_finale03_speech01"	"<clr:29,172,214>Wheatley: Ah! There you are. Great. Let me just get rid of this catwalk."
"sphere03.bw_a4_finale03_speech02"	"<clr:29,172,214>Wheatley: 我们去那里。我想走近你片刻，如果我可以的话。"
"[english]sphere03.bw_a4_finale03_speech02"	"<clr:29,172,214>Wheatley: There we go. I wanted to talk to you for a moment, if I may."
"sphere03.bw_a4_finale03_speech03"	"<clr:29,172,214>Wheatley: 坦诚地说：到现在为止，死亡陷阱已成为一次失败。对我们两个来说。你离我的巢穴已近在咫尺。"
