"lang"
{
"Language"	"turkish"
"[english]sphere03.bw_a4_finale03_speech06"	"<clr:29,172,214>Wheatley: Sounds crazy, I know. But hear me out. Once you get to my lair, death will not be optional. It will be mandatory. No tricks, no surprises: just you dying, as a result of me killing you in a very very gruesome way."
"sphere03.bw_a4_finale03_speech07"	"<clr:29,172,214>Wheatley: Ve. Bumm. Kendini öldürmen daha iyi bir teklif. Tam burada kullanılabilecek mükemmel bir ölüm seçeneği varken, benim ölümcül inime kadar onca yol yürümek çok fazla efor gerektirir gibi görünüyor. Tekrar söylüyorum: bu bir ölüm tuzağı değil. Ölümün tamamen gönüllü olacak. Ve takdir edilecek."
"[english]sphere03.bw_a4_finale03_speech07"	"<clr:29,172,214>Wheatley: So. Boom. Better offer here is just kill yourself. Seems like a lot of effort to walk all the way to my deadly lair, when there's a perfectly serviceable death option right there. Again: not a death trap. Your death would be entirely voluntary. And very much appreciated."
"sphere03.bw_a4_finale03_speech08"	"<clr:29,172,214>Wheatley: Ezici çalışır durumda. Bunu belirtmem gerek. Geçmişte birkaç sorunumuz olduğunu biliyorum. Bu ezici kesinlikle çalışır durumda ve seni öldürecek. Eğer bu atlamak konusundaki endişelerinden biriyse, ezici seni öldürecek. Acı çektirmeden. Yani, acısız olmayacak elbette. Ama seni ezecek."
"[english]sphere03.bw_a4_finale03_speech08"	"<clr:29,172,214>Wheatley: The masher does work. I should point that out. I know we've had a couple of problems in the past. This masher definitely works and it will kill you. If that's one of your concerns about jumping in, the masher will kill you. Painless. Well, it won't be painless, obviously. But it will mash you up."
"sphere03.bw_a4_finale03_speech09"	"<clr:29,172,214>Wheatley: Özet olarak: kesin ölüm için bütün yolu yürü veya şimdi pes et. Onurunla. Tıpkı bir samuray gibi! Kendini yolculuk derdinden kurtar. Bir taşla iki kuş."
"[english]sphere03.bw_a4_finale03_speech09"	"<clr:29,172,214>Wheatley: In summary: walk all the way to certain doom, or give up now. Honorably. Like a samurai! Save yourself a trip. It's win-win for you."
"sphere03.bw_a4_finale03_speech10"	"<clr:29,172,214>Wheatley: Ayrıca, bu ini senin için hazırlarken çok uğraştım. Eğer kapıdan yirmi metre uzakta, acısız bir şekilde ölseydin bundan kesinlikle bir ders alırdım. Çok öfkeli olurdum. HIRRRR falan olurdum. Hakettiğimi aldım işte. Hakettiğimden fazlasını değil. Neden şu eski eziciye atlayıp bana bir ders vermeyesin ki?"
"[english]sphere03.bw_a4_finale03_speech10"	"<clr:29,172,214>Wheatley: Plus, I put a lot of effort in getting this lair ready for you. It'd certainly teach me a lesson if you simply died, painlessly, twenty feet from the door. I'd be furious. I'd be like RRRRR. I got my just desserts. No more than I deserve. Why not teach me a lesson by jumping in the old masher?"
"sphere03.bw_a4_finale03_speech11"	"<clr:29,172,214>Wheatley: Sana söylüyorum, eğer ben imkansız bir durumla karşı karşıya olsaydım bu şekilde ölmek isterdim: şerefimle ezilerek. Benim seçeceğim yol bu olurdu."
"[english]sphere03.bw_a4_finale03_speech11"	"<clr:29,172,214>Wheatley: I tell you, if I was up against impossible odds, this is the way I'd want to go out: mashed with dignity. That'd be the way I'd choose."
"sphere03.bw_a4_finale03_speech12"	"<clr:29,172,214>Wheatley: Ve işte en iyi kısım. Seni konforlu bir şekilde eziciye taşıyacak bir taşıyıcı kemer var. Hiçbir şey yapmak zorunda değilsin. Her şeyin çaresine bakıldı. Ki zorunda değildim. Yapmak zorunda değildim."
"[english]sphere03.bw_a4_finale03_speech12"	"<clr:29,172,214>Wheatley: And here's the best part. There's a conveyor belt that will convey you in convenient comfort right into the masher. You won't have to lift a finger. Everything's been taken care of. Didn't have to. Didn't have to do that."
"sphere03.bw_a4_finale03_speech13"	"<clr:29,172,214>Wheatley: Bak, neyse. Yeterince konuştum. Düşün taşın. Bunu düşünmene izin veriyorum. Sana baskı yapmak istemiyorum: in mi? Ezici mi? Benim görüşümü biliyorsun: Ezici. Ben eziciye yöneliyorum. Sana bağlı. Sana düşünmen için vakit veriyorum."
"[english]sphere03.bw_a4_finale03_speech13"	"<clr:29,172,214>Wheatley: Look, anyway. I've spoken enough. Take your time. I'll let you think about it. I don't want to pressure you: is it the lair? Is it the masher? You know what my opinion is: Masher. I'm leaning toward masher. Up to you. Just gonna give you some time to think"
"sphere03.bw_a4_finale04_bombtaunts01"	"<clr:29,172,214>Wheatley: Nereye gidiyorsun? Koşma! Koşma! Sana neden koşmaman gerektiğini söyleyeyim: Ne kadar sık nefes alıp verirsen, o kadar fazla sinir gazını içine çekiyorsun. Çok zekice bu. Cidden, şeytanca."
"[english]sphere03.bw_a4_finale04_bombtaunts01"	"<clr:29,172,214>Wheatley: Where are you going? Don't run! Don't run! I'll tell you why you shouldn't run: The harder you breathe, the more neurotoxin you'll inhale. It's bloody clever, this stuff. Seriously, it's devilish."
"sphere03.bw_a4_finale04_bombtaunts02"	"<clr:29,172,214>Wheatley: Hâlâ koşuyorsun. Pekâlâ. Yorucuya benziyor. Bak ne diyeceğim - sen koşmayı bırak ve ben de seni bombalamayı bırakayım... Adil görünüyor."
"[english]sphere03.bw_a4_finale04_bombtaunts02"	"<clr:29,172,214>Wheatley: Still running. Alright. Looks tiring. Tell you what - you stop running and I'll stop bombing you... That seems fair."
"sphere03.bw_a4_finale04_bombtaunts03"	"<clr:29,172,214>Wheatley: Peki. Bunu yutmadın. Yalan söylediğimi bildin. Al sana bir puan. Fakat yine de sinir gazı soluyorsun. Yani puanın silindi."
"[english]sphere03.bw_a4_finale04_bombtaunts03"	"<clr:29,172,214>Wheatley: Alright. Didn't go for that, I see. Knew I was lying. Point to you. But you still are inhaling neurotoxin. So, point deducted."
"sphere03.bw_a4_finale04_bombtaunts11"	"<clr:29,172,214>Wheatley: Dikkat et! Hemen arkandayım! Hayır, tabii ki değilim. Bunu da yutmadın. 12 metreyim, hemen önündeyim. Kabul ediyorum, en iyi numaram değildi. Yine de hâlâ dev bir robotum."
"[english]sphere03.bw_a4_finale04_bombtaunts11"	"<clr:29,172,214>Wheatley: Look out! I'm right behind you! No, of course I'm not. Saw through that too. Forty feet tall, right in front of you. Not my greatest ruse. To be honest. Still a giant robot, though."
"sphere03.bw_a4_finale04_intro_all01"	"<clr:29,172,214>Wheatley: Ayrıca, senin onu öldürüşünün kayıtlarını izledim ve aynı hataları yapmayacağım. Dört kısımlık plan şu:"
"[english]sphere03.bw_a4_finale04_intro_all01"	"<clr:29,172,214>Wheatley: Also, I took the liberty of watching the tapes of you killing her, and I'm not going to make the same mistakes. Four part plan is this:"
"sphere03.bw_a4_finale04_intro_all02"	"<clr:29,172,214>Wheatley: Bir: Portal açılabilecek yüzey yok."
"[english]sphere03.bw_a4_finale04_intro_all02"	"<clr:29,172,214>Wheatley: One: No portal surfaces."
"sphere03.bw_a4_finale04_intro_all03"	"<clr:29,172,214>Wheatley: İki: Sinir gazı hemen devreye girecek."
"[english]sphere03.bw_a4_finale04_intro_all03"	"<clr:29,172,214>Wheatley: Two: Start the neurotoxin immediately."
"sphere03.bw_a4_finale04_intro_all04"	"<clr:29,172,214>Wheatley: Üç: Benim için bombaya dayanıklı kalkanlar. Bu da biz direkt olarak dördüncüye götürüyor: Bombalar. Sana atmak için."
"[english]sphere03.bw_a4_finale04_intro_all04"	"<clr:29,172,214>Wheatley: Three: Bomb-proof shields for me. Leading directly into number Four: Bombs. For throwing at you."
"sphere03.bw_a4_finale04_intro_all05"	"<clr:29,172,214>Wheatley: Biliyor musun, bu plan o kadar iyi ki, sana bir yarışma şansı verip sinir gazını kapatacağım. Şaka yapıyorum elbette. Hoşçakal."
"[english]sphere03.bw_a4_finale04_intro_all05"	"<clr:29,172,214>Wheatley: You know what, this plan is so good, I'm going to give you a sporting chance and turn off the neurotoxin. I'm joking. Of course. Goodbye."
"sphere03.bw_a4_finale04_introb01"	"<clr:29,172,214>Wheatley: Vay vay vay. İNİME HOŞ GELDİN! Önce bir şey belirtmeme izin ver: Oradaki kontrol paneline göre tüm bina altı dakika içerisinde kendisini yok edecek. Panelle ilgili bir sorundan dolayı olduğundan gayet eminim. Ama öyle değilse diye, seni gerçekten öldürmem gerekecek. Daha önce tartıştığımız gibi."
"[english]sphere03.bw_a4_finale04_introb01"	"<clr:29,172,214>Wheatley: Well, well, well. Welcome to MY LAIR! Lemme just flag something up: According to the control panel light up there, the entire building's going to self destruct in about six minutes. Pretty sure it's a problem with the light. I think the light's on the blink. But just in case it isn't, I actually am going to have to kill you. As discussed earlier."
"sphere03.bw_a4_finale04_introb02"	"<clr:29,172,214>Wheatley: Yani, seni öldürmek üç dakika diyelim, sonra bir dakikalık bir ara, ki böylece bu yangınlara sebep veren sorunu bulup çözmek için rahat bir iki dakika kalsın. Yani neyse, plan bu."
"[english]sphere03.bw_a4_finale04_introb02"	"<clr:29,172,214>Wheatley: So, let's call that three minutes, and then a minute break, which should leave a leisurely two minutes to figure out how to shut down whatever's starting all these fires. So anyway, that's the itinerary."
"sphere03.bw_a4_finale04_wakeupa01"	"<clr:29,172,214>Wheatley: Ahhh... Ne- Ne oldu?"
"[english]sphere03.bw_a4_finale04_wakeupa01"	"<clr:29,172,214>Wheatley: Ahhh... Wha- What happened?"
"sphere03.bw_a4_finale04_wakeupa02"	"<clr:29,172,214>Wheatley: Ne oldu? Ne, ne, ne koydunuz üzerime? Bu da ne?"
"[english]sphere03.bw_a4_finale04_wakeupa02"	"<clr:29,172,214>Wheatley: What happened? What, what, what have you put onto me? What is that?"
"sphere03.bw_a4_finale04_wakeupa03"	"<clr:29,172,214>Wheatley: Bekle, [tık tık tık] Ah, lanet bombalar sıkıştı. Farketmez - kalkanları yeniden düzenledim."
"[english]sphere03.bw_a4_finale04_wakeupa03"	"<clr:29,172,214>Wheatley: Hold on, [click click click] Ah, the bloody bombs are stuck on. Doesn't matter - I've reconfigured the shields."
"sphere03.bw_a4_finale04_wakeupa04"	"<clr:29,172,214>Wheatley: Ah, üzerime koyduğun şey bir küre! Bunu yapmanı kim söyledi sana? O mu? [etrafına bakınır] Bu sadece beni daha da güçlendirir tatlım! Bu çok saçma bir çaba!"
"[english]sphere03.bw_a4_finale04_wakeupa04"	"<clr:29,172,214>Wheatley: Oh, it's a core you've put on me! Who told you to do that? Was it her? [as if he's looking around] It's just making me stronger, luv! It's a fool's errand!"
"sphere03.bw_a4_finale04_wakeupa05"	"<clr:29,172,214>Wheatley: Beni ağırlaştırmaya mı çalışıyorsunuz? Tavandan düşeceğimi mi düşünüyorsunuz? İşe yaramayacak. Sadece çok zeki değilim, ayrıca çok da güçlüyüm. Vücudumdaki en büyük kas: beynim. İkinci en büyük: kaslarım. Yani işe yaramayacak. Açıkça."
"[english]sphere03.bw_a4_finale04_wakeupa05"	"<clr:29,172,214>Wheatley: Are you trying to weigh me down? Think I'll fall out of the ceiling? Won't work. I'm not just quite brilliant, I'm also quite strong. Biggest muscle in my body: my brain. Second biggest: My muscles. So, it's not going to work. Clearly."
"sphere03.bw_a4_finale04_wakeupa06"	"<clr:29,172,214>Wheatley: İçlerine virüs mü koydunuz? O da işe yaramayacak. Bende güvenlik duvarı var dostum. Gerçekten, kelimenin tam anlamıyla, biraz etrafıma bakıyorum da. Buranın etrafında gerçekten çok güvenlikli bir duvar var. Endişelendirici. En hafif deyimle."
"[english]sphere03.bw_a4_finale04_wakeupa06"	"<clr:29,172,214>Wheatley: Did you put a virus in them? It's not going to work either. I've got a firewall, mate. Literally, actually, now that I look around. There appears to be literally a wall of fire around this place. Alarming. To say the least."
"sphere03.bw_a4_finale04_wakeupa07"	"<clr:29,172,214>Wheatley: Aslında, bir dakikalık bir mola almak zorundayım. O sürede tesisin patlamasını engellerken sana bomba atmaya devam edeceğim bir yarım mola."
"[english]sphere03.bw_a4_finale04_wakeupa07"	"<clr:29,172,214>Wheatley: In fact, I'm going to have to take a break for a minute. A partial break during which I'll stop the facility from exploding while still throwing bombs at you."
"sphere03.bw_a4_finale04_wakeupa08"	"<clr:29,172,214>Wheatley: Pekâlâ o zaman. Bakalım... 'Hayatî bakım protokolları.' Vay canına, bunlardan çok varmış. Buna daha önceden bakmam gerekirdi. Eh, bunu deneyelim: [yazarken okuyarak] YAP ONLARI. [başarısızlık zili]. Yeterince mantıklı. Belki de bir paroladır."
"[english]sphere03.bw_a4_finale04_wakeupa08"	"<clr:29,172,214>Wheatley: Alright, then. Let us see... 'Vital maintenance protocols.' Wow, there are a lot of them. Should have looked into this earlier. Well, let's try this: [reading while typing] DO THEM. [failure buzzer]. Fair enough. Maybe it's a password."
"sphere03.bw_a4_finale04_wakeupa09"	"<clr:29,172,214>Wheatley: A, A, A, A, A, A. [NNNT!] Hayır. A, A, A, A, A, B. [NNNT!] Bekle, bunların ikisini de yaptım. Geçiyorum. A, B, C... D, G, H.[DING!]"
"[english]sphere03.bw_a4_finale04_wakeupa09"	"<clr:29,172,214>Wheatley: A, A, A, A, A, A. [NNNT!] No. A, A, A, A, A, B. [NNNT!] Hold on, I've done both of these. Skip ahead. A, B, C... D, G, H.[DING!]"
"sphere03.bw_a4_finale04_wakeupb01"	"<clr:29,172,214>Wheatley: Yeter! O küreleri benim üstüme koymamanı söylemiştim. Ama dinlemiyorsun, değil mi? Sessizlik. Her zaman. Söylediğim tek bir kelimeyi bile dinlemiyorsun. Beni yargılıyorsun. Sessizce. En kötü şekilde."
"[english]sphere03.bw_a4_finale04_wakeupb01"	"<clr:29,172,214>Wheatley: Enough! I told you not to put these cores on me. But you don't listen, do you? Quiet. All the time. Quietly not listening to a word I say. Judging me. Silently. The worst kind."
"sphere03.bw_a4_finale04_wakeupb02"	"<clr:29,172,214>Wheatley: Tek istediğim her şeyi benim için daha iyi yapmaktı! Tek yapman gereken bir kaç yıl boyunca bir kaç yüz tane basit test çözmekti. Ve buna sahip olmama bile izin veremezdin, değil mi?"
"[english]sphere03.bw_a4_finale04_wakeupb02"	"<clr:29,172,214>Wheatley: All I wanted to do was make everything better for me! All you had to do was solve a couple hundred simple tests for a few years. And you couldn't even let me have that, could you?"
"sphere03.bw_a4_finale04_wakeupb03"	"<clr:29,172,214>Wheatley: Kimse uzaya gitmiyor dostum!"
"[english]sphere03.bw_a4_finale04_wakeupb03"	"<clr:29,172,214>Wheatley: Nobody is going to space, mate!"
"sphere03.bw_a4_finale04_wakeupb04"	"<clr:29,172,214>Wheatley: Ve başka bir şey daha! Beni hiç yakalamadın. Sana raydan düşünce ölebileceğimi söylemiştim. Ve sen beni yakalamadın. Denemedin bile. Ah, her şey açıkça görülüyor artık. Seni soğutucu uykusundan uyandıracak bir enayi bul. Ona yüzeye kaçış hakkında hüzünlü bir hikaye anlat. Onu bir portal silahını nasıl bulabileceğin konusunda bilgi almak için zorla."
"[english]sphere03.bw_a4_finale04_wakeupb04"	"<clr:29,172,214>Wheatley: And another thing! You never caught me. I told you I could die falling off that rail. And you didn't catch me. You didn't even try. Oh, it's all becoming clear to me now. Find some dupe to break you out of cryosleep. Give him a sob story about escaping to the surface. Squeeze him for information on where to find a portal gun."
"sphere03.bw_a4_finale04_wakeupb05"	"<clr:29,172,214>Wheatley: Sonra da ihtiyacın kalmadığında ufak bir kaza geçirsin. Öyle değil mi? Yönetim rayından 'düşsün'. Değil mi?"
"[english]sphere03.bw_a4_finale04_wakeupb05"	"<clr:29,172,214>Wheatley: Then, when he's no more use to you, he has a little accident. Doesn't he? 'Falls' off his management rail. Doesn't he?"
"sphere03.bw_a4_finale04_wakeupb07"	"<clr:29,172,214>Wheatley: Bu ikinizin planı, değil mi? Başından beri beni kandırıyordunuz! İkiniz de! Önce beyin hasarlı olduğunu düşünmemi sağladın! Sonra da beni o en iyi dostunla düşman olduğuna ikna ettin!"
"[english]sphere03.bw_a4_finale04_wakeupb07"	"<clr:29,172,214>Wheatley: You're in this together, aren't you? You've been playing me the whole time! Both of you! First you make me think you're brain damaged! Then you convince me you're sworn enemies with your best friend over here!"
"sphere03.bw_a4_finale04_wakeupb08"	"<clr:29,172,214>Wheatley: Sonra da, sonra da ben isteksizce burayı yönetme sorumluluğunu alınca beraber kaçmaya karar verdiniz. Tam da sana en çok ihtiyaç duyduğum zamanda."
"[english]sphere03.bw_a4_finale04_wakeupb08"	"<clr:29,172,214>Wheatley: Then, then, when I reluctantly assume the responsibility of running the place, you conveniently decide to run off together. Just when I need you most."
"sphere03.bw_a4_finale04_wakeupb10"	"<clr:29,172,214>Wheatley: Şu sürekli düşen tavan parçaları var ya? Bahse girerim onlar tavanın kendisidir, muhtemelen. Oldukça gerçekçi görünüyordu. Ama demek istediğim, o hiçbir şey ifade etmiyor."
"[english]sphere03.bw_a4_finale04_wakeupb10"	"<clr:29,172,214>Wheatley: All those pieces of the ceiling that keep falling out? Probably actually pieces of the ceiling, I'll bet. That looked real. But it doesn't signify anything, is my point."
"sphere03.bw_a4_finale04_wakeupb11"	"<clr:29,172,214>Wheatley: Ama asıl nokta ise- ah, ah! Şimdi ne hatırladım biliyor musun? Futbol! Eğlenmek için topu sağa sola atmak. Açıkçası, bu zalimce. İnsanlar buna bayılıyor. Benzetme. Bunun olacağını kestirmeliydin."
"[english]sphere03.bw_a4_finale04_wakeupb11"	"<clr:29,172,214>Wheatley: But the real point is - oh, oh! You know what I've just remembered? Football! Kicking a ball around for fun. Cruel, obviously. Humans love it. Metaphor. Should have seen this coming."
"sphere03.bw_a4_finale04_whitegel_break01"	"<clr:29,172,214>Wheatley: Hayır! Yapma! Hayır! AHHHHHHHH!"
"[english]sphere03.bw_a4_finale04_whitegel_break01"	"<clr:29,172,214>Wheatley: No! Don't! No! AHHHHHHHHHHHH!"
"sphere03.bw_a4_finale04_whitegel_break02"	"<clr:29,172,214>Wheatley: Ha... Bu gerçekmiş gibi durdu. Hayır! O aslında senin bir taklidindi. Gerçekten. Çünkü az önce tuzağıma düştün. Benim harika planıma. Hemen az önce. Seni o boruyu patlatmam için beni kandırmanı istiyordum. Sen beni kandırmadın. Kandırmışsın gibi görünmesini sağladım. Sana sahte umut vermek için. Bu fazla kendine güvene sebep olur çünkü. Ve o da hatalara. Ölümcül hatalara. Hepsi planımın bir parçası."
"[english]sphere03.bw_a4_finale04_whitegel_break02"	"<clr:29,172,214>Wheatley: Ha... That sounded real. No! That was actually an impression of you. Actually. Because you just fell into my trap. My brilliant trap. Just then. I wanted you to trick me into bursting that pipe. You didn't trick me. Seemingly trick me. Gives you false hope. Leads to overconfidence. And that leads to mistakes. Fatal mistakes. It's all part of my plan."
"sphere03.bw_a4_finale04_whitegel_break03"	"<clr:29,172,214>Wheatley: Ah, ama az önce... planımı sana anlatarak... ilk gerçek hatamı yaptım. Hemen az önce. Grrr... Benim zayıf noktam bu işte. Bu bilgiyi bildiğine göre dönüştürme jelini bile kullanmazsın sanıyorum. Ah kader! Ah o acımasız leydi!"
"[english]sphere03.bw_a4_finale04_whitegel_break03"	"<clr:29,172,214>Wheatley: Oh, but I just... have made my actual first mistake... by telling you my plan. Just now. Grrr... It's me old Achilles heel again. Armed with that knowledge, I imagine you won't even use the conversion gel. Oh fate! Oh cruel mistress."
"sphere03.bw_a4_finale04_whitegel_break05"	"<clr:29,172,214>Wheatley: O dönüştürme jeli yıllardır o boruda hareketsiz duruyordu. Muhtemelen sırf içinden geçerken bile gıda zehirlenmesi yaşayabilirsin."
"[english]sphere03.bw_a4_finale04_whitegel_break05"	"<clr:29,172,214>Wheatley: That conversion gel has been sitting in that pipe going stagnant for years. You'll probably get botulism portalling through it like that."
"sphere03.bw_a4_finale04_whitegel_break06"	"<clr:29,172,214>Wheatley: Ve muhtemelen mantar kapacaksın. Ve ayak mantarı. Ve... Kolera. Veya korkunç... bir şey. Seni patlatmamdan çok daha kötü olacak."
"[english]sphere03.bw_a4_finale04_whitegel_break06"	"<clr:29,172,214>Wheatley: And you'll probably get ringworm. And Athlete's Foot. And... Cholera. Or something... Horrible. It's gonna be even worse than if I'd just blown you up."
"sphere03.bw_a4_finale04_whitegel_break07"	"<clr:29,172,214>Wheatley: Ama tüm bunları önlemek için çok geç değil, sadece jeli kullanma. İşte, söyledim. Planımı ele verdim. Ama senin kendine böyle zarar vermeni izleyemezdim."
"[english]sphere03.bw_a4_finale04_whitegel_break07"	"<clr:29,172,214>Wheatley: But it's not too late to avoid all of that by simply not using the gel. There you go, I said it. I gave away my plan. But I couldn't watch you hurt yourself like this."
"sphere03.bw_a4_finale_one01"	"<clr:29,172,214>Wheatley: SÜRPRİZ! ŞİMDİ yapıyoruz!"
"[english]sphere03.bw_a4_finale_one01"	"<clr:29,172,214>Wheatley: SURPRISE! We're doing it NOW!"
"sphere03.bw_a4_finale_one03"	"<clr:29,172,214>Wheatley: Muhtemelen şimdiye kadar anlamışsındır, ama artık sana ihtiyacım kalmadı."
"[english]sphere03.bw_a4_finale_one03"	"<clr:29,172,214>Wheatley: You've probably figured it out by now, but I don't need you anymore."
"sphere03.bw_a4_finale_one04"	"<clr:29,172,214>Wheatley: Burada iki küçük robot buldum. Özellikle test için yapılmışlar!"
"[english]sphere03.bw_a4_finale_one04"	"<clr:29,172,214>Wheatley: I found two little robots back here. Built specifically for testin'!"
"sphere03.bw_a4_first_test02"	"<clr:29,172,214>Wheatley: Hendeğin... oldukça büyük olduğunu farketmiş olabilirsin. Ölümcül olduğunu söylememe gerek yok. [güler]"
"[english]sphere03.bw_a4_first_test02"	"<clr:29,172,214>Wheatley: You might want to notice the moat area... rather large. Not to mention deadly. [laughs]"
"sphere03.bw_a4_first_test_solve_nags02"	"<clr:29,172,214>Wheatley: Anlamak imkansız gibi dursa da, gerçekten bir çözüm var. Şeytanca saklanmış."
"[english]sphere03.bw_a4_first_test_solve_nags02"	"<clr:29,172,214>Wheatley: Impossible as it is to imagine, there actually is a solution. Devilishly hidden."
"sphere03.bw_a4_first_test_solve_nags03"	"<clr:29,172,214>Wheatley: Sana bir ipucu vereyim. Düğme. Tek söyleyeceğim bu. Tek kelime. Düğme."
"[english]sphere03.bw_a4_first_test_solve_nags03"	"<clr:29,172,214>Wheatley: I'll give you a hint. Button. That's all I'm gonna say. One word. Button."
"sphere03.bw_a4_found_something01"	"<clr:29,172,214>Wheatley: Bahse varım ikiniz de büyük sürprizin ne olduğunu öğrenmeye can atıyorsunuzdur. Sadece İKİ test kaldı."
"[english]sphere03.bw_a4_found_something01"	"<clr:29,172,214>Wheatley: I'll bet you're both dying to know what your big surprise is. Only TWO more chambers!"
"sphere03.bw_a4_leave_nags01"	"<clr:29,172,214>Wheatley: YÜRÜ."
"[english]sphere03.bw_a4_leave_nags01"	"<clr:29,172,214>Wheatley: MOVE."
"sphere03.bw_a4_love_to_death02"	"<clr:29,172,214>Wheatley: Heh heh heh. Tamam mı? Orada ima ettiğimi anladınız mı bilemiyorum, ama..."
"[english]sphere03.bw_a4_love_to_death02"	"<clr:29,172,214>Wheatley: Heh heh heh. Alright? I don't know whether you're picking up on what I'm saying there, but..."
"sphere03.bw_a4_love_to_death03"	"<clr:29,172,214>Wheatley: Siz ikiniz bu büyük sürprize BAYILACAKSINIZ. Aslında, ikiniz de ölümüne seveceksiniz diyebiliriz. Seveceksiniz... sizi öldürene kadar. Siz ölene kadar."
"[english]sphere03.bw_a4_love_to_death03"	"<clr:29,172,214>Wheatley: You two are going to LOVE this big surprise. In fact, you might say that you're both going to love it to death. Love it... until it kills you. Until you're dead."
"sphere03.bw_a4_love_to_death06"	"<clr:29,172,214>Wheatley: Büyük sürprizinize sadece üç test daha kaldı! [manyakça güler] Ahhh, bu yorucuymuş."
"[english]sphere03.bw_a4_love_to_death06"	"<clr:29,172,214>Wheatley: Only three more chambers until your big surprise! [maniacal laughter] Ohhh, that's tiring."
"sphere03.bw_a4_misc_solve_nags01"	"<clr:29,172,214>Wheatley: Devam et."
"[english]sphere03.bw_a4_misc_solve_nags01"	"<clr:29,172,214>Wheatley: Go on."
"sphere03.bw_a4_misc_solve_nags02"	"<clr:29,172,214>Wheatley: Hadi, çöz şunu!"
"[english]sphere03.bw_a4_misc_solve_nags02"	"<clr:29,172,214>Wheatley: Come on, solve it!"
"sphere03.bw_a4_misc_solve_nags03"	"<clr:29,172,214>Wheatley: Çöz şunuuu..."
"[english]sphere03.bw_a4_misc_solve_nags03"	"<clr:29,172,214>Wheatley: Sollllve it..."
"sphere03.bw_a4_misc_solve_nags04"	"<clr:29,172,214>Wheatley: ÇÖZ ŞUNU! Emreden ses..."
"[english]sphere03.bw_a4_misc_solve_nags04"	"<clr:29,172,214>Wheatley: SOLVE IT! Commanding voice..."
"sphere03.bw_a4_misc_solve_nags06"	"<clr:29,172,214>Wheatley: Devam et!"
"[english]sphere03.bw_a4_misc_solve_nags06"	"<clr:29,172,214>Wheatley: Go on!"
"sphere03.bw_a4_misc_solve_nags07"	"<clr:29,172,214>Wheatley: Bitir şunu..."
"[english]sphere03.bw_a4_misc_solve_nags07"	"<clr:29,172,214>Wheatley: Finish it..."
"sphere03.bw_a4_more_tests01"	"<clr:29,172,214>Wheatley: Tamamdır! Her şey iyi. Az önce birkaç test daha yarattım."
"[english]sphere03.bw_a4_more_tests01"	"<clr:29,172,214>Wheatley: It's alright! Everything's good. I just invented some more tests!"
"sphere03.bw_a4_more_tests02"	"<clr:29,172,214>Wheatley: Tamamen değil, tamamen değil. O duvardaki 'test' yazısına bak. O yepyeni."
"[english]sphere03.bw_a4_more_tests02"	"<clr:29,172,214>Wheatley: Not entirely, not entirely. Look at the word 'test', on the wall there. That's brand new."
"sphere03.bw_a4_paradox01"	"<clr:29,172,214>Wheatley: Ha ha, EVET! Çözeceğini biliyordum!"
"[english]sphere03.bw_a4_paradox01"	"<clr:29,172,214>Wheatley: Ha ha, YES! I knew you'd solve it!"
"sphere03.bw_a4_paradox02"	"<clr:29,172,214>Wheatley: Oh."
"[english]sphere03.bw_a4_paradox02"	"<clr:29,172,214>Wheatley: Oh."
"sphere03.bw_a4_paradox04"	"<clr:29,172,214>Wheatley: Öhöm. 'DOĞRU'. 'Doğru'yu seçiyorum."
"[english]sphere03.bw_a4_paradox04"	"<clr:29,172,214>Wheatley: Um. 'TRUE'. I'll go 'true'."
"sphere03.bw_a4_paradox05"	"<clr:29,172,214>Wheatley: Hah. Bu kolaydı."
"[english]sphere03.bw_a4_paradox05"	"<clr:29,172,214>Wheatley: Huh. That was easy."
"sphere03.bw_a4_paradox06"	"<clr:29,172,214>Wheatley: Dürüst olacağım, onu daha önce duymuş olabilirim. Hile sayılabilir."
"[english]sphere03.bw_a4_paradox06"	"<clr:29,172,214>Wheatley: I'll be honest, I might have heard that one before, though. Sort of cheating."
"sphere03.bw_a4_paradox07"	"<clr:29,172,214>Wheatley: Ahhhhhh. 'YANLIŞ'. 'Yanlış'ı seçiyorum."
"[english]sphere03.bw_a4_paradox07"	"<clr:29,172,214>Wheatley: Ahhhhhh. 'FALSE'. I'll go 'false'."
"sphere03.bw_a4_paradox08"	"<clr:29,172,214>Wheatley: Bekle! Onu düzelttim sanıyordum."
"[english]sphere03.bw_a4_paradox08"	"<clr:29,172,214>Wheatley: Hold on! I thought I fixed that."
"sphere03.bw_a4_paradox09"	"<clr:29,172,214>Wheatley: İşte. Düzeldi."
"[english]sphere03.bw_a4_paradox09"	"<clr:29,172,214>Wheatley: There. Fixed."
"sphere03.bw_a4_paradox10"	"<clr:29,172,214>Wheatley: Hey, sizi tekrar görmek HARİKA. Cidden. Görünüşe göre şu an denek eksiğim var. Yani bu MÜKEMMEL oldu."
"[english]sphere03.bw_a4_paradox10"	"<clr:29,172,214>Wheatley: Hey, it is GREAT seeing you guys again. Seriously. It turns out I'm a little short on test subjects right now. So this works out PERFECT."
"sphere03.bw_a4_paradox11"	"<clr:29,172,214>Wheatley: Pekâlâ, devam edin."
"[english]sphere03.bw_a4_paradox11"	"<clr:29,172,214>Wheatley: Alright, get moving."
