"lang"
{
"Language"	"ukrainian"
"glados.sp_bridge_intro_completion03"	"<clr:163,193,173>ҐЛаДОС: Тримайтеся, я зупиню ліфт. Точно нічого? Не кваптеся…"
"[english]glados.sp_bridge_intro_completion03"	"<clr:163,193,173>GLaDOS: Hold on, I'll stop the elevator. Anything? Take your time..."
"glados.sp_bridge_intro_completion04"	"<clr:163,193,173>ҐЛаДОС: Що ж… я буду тут протягом наступного тестування."
"[english]glados.sp_bridge_intro_completion04"	"<clr:163,193,173>GLaDOS: Well... I'll be here during the whole next test."
"glados.sp_catapult_fling_sphere_peek_completion01"	"<clr:163,193,173>ҐЛаДОС: Подивіться на себе. Велично пливете повітрям. Наче орел, який керує дирижаблем."
"[english]glados.sp_catapult_fling_sphere_peek_completion01"	"<clr:163,193,173>GLaDOS: Look at you. Sailing through the air majestically. Like an eagle. Piloting a blimp."
"glados.sp_catapult_fling_sphere_peek_failureone01"	"<clr:163,193,173>ҐЛаДОС: Що ж, я повернулася. Повітряна плита звідси надсилає сигнали лиха."
"[english]glados.sp_catapult_fling_sphere_peek_failureone01"	"<clr:163,193,173>GLaDOS: Well, I'm back. The Aerial Faith Plate in here is sending a distress signal."
"glados.sp_catapult_fling_sphere_peek_failureone02"	"<clr:163,193,173>ҐЛаДОС: Ви зламали її, чи не так?"
"[english]glados.sp_catapult_fling_sphere_peek_failureone02"	"<clr:163,193,173>GLaDOS: You broke it, didn't you."
"glados.sp_catapult_fling_sphere_peek_failureone03"	"<clr:163,193,173>ҐЛаДОС: Ось, спробуйте ще раз."
"[english]glados.sp_catapult_fling_sphere_peek_failureone03"	"<clr:163,193,173>GLaDOS: There. Try it now."
"glados.sp_catapult_fling_sphere_peek_failurethree01"	"<clr:163,193,173>ҐЛаДОС: Схоже, ви перевищили максимально допустиму вагу. Молодець. Я просто опущу трохи стелю."
"[english]glados.sp_catapult_fling_sphere_peek_failurethree01"	"<clr:163,193,173>GLaDOS: You seem to have defeated its load-bearing capacity. Well done. I'll just lower the ceiling."
"glados.sp_catapult_fling_sphere_peek_failuretwo01"	"<clr:163,193,173>ҐЛаДОС: Хм-м. Плита не була налаштована на людину вашої ваг… омості. Я додам кілька нулів до максимальної ваги."
"[english]glados.sp_catapult_fling_sphere_peek_failuretwo01"	"<clr:163,193,173>GLaDOS: Hmm. This Plate must not be calibrated to someone of your... generous... ness. I'll add a few zeros to the maximum weight."
"glados.sp_catapult_fling_sphere_peek_failuretwo02"	"<clr:163,193,173>ҐЛаДОС: До речі, ви добре виглядаєте. Здоровою."
"[english]glados.sp_catapult_fling_sphere_peek_failuretwo02"	"<clr:163,193,173>GLaDOS: You look great, by the way. Very healthy."
"glados.sp_catapult_fling_sphere_peek_failuretwo03"	"<clr:163,193,173>ҐЛаДОС: Спробуйте ще раз."
"[english]glados.sp_catapult_fling_sphere_peek_failuretwo03"	"<clr:163,193,173>GLaDOS: Try it now."
"glados.sp_catapult_intro_completion01"	"<clr:163,193,173>ҐЛаДОС: Що у нас в наступному тестування? Ага. Покращені повітряні плити."
"[english]glados.sp_catapult_intro_completion01"	"<clr:163,193,173>GLaDOS: Let's see what the next test is. Oh. Advanced Aerial Faith Plates."
"glados.sp_column_blocker_entry01"	"<clr:163,193,173>ҐЛаДОС: Знаєте, для вас було б кращим завести інших друзів. У них є якості, яких, очевидно, бракує мені."
"[english]glados.sp_column_blocker_entry01"	"<clr:163,193,173>GLaDOS: It's healthy for you to have other friends. To look for qualities in other people that I obviously lack."
"glados.sp_hole_in_the_sky_completion01"	"<clr:163,193,173>ҐЛаДОС: Браво. Знаєте, коли я прийшла до тями і побачила, у якому стані центр, у мене закралися сумніви, чи є сенс продовжувати усе це. Я була НАСТІЛЬКИ близькою усе завершити і відпустити вас."
"[english]glados.sp_hole_in_the_sky_completion01"	"<clr:163,193,173>GLaDOS: Well done. You know, when I woke up and saw the state of the labs, I started to wonder if there was any point to going on. I came THAT close to just giving up and letting you go."
"glados.sp_hole_in_the_sky_completion02"	"<clr:163,193,173>ҐЛаДОС: Але тепер, озираючись довкола, я бачу відновлений дослідницький центр у всій своїй красі. Вам не потрібно турбуватися, що ви коли-небудь покинете його. Серйозно."
"[english]glados.sp_hole_in_the_sky_completion02"	"<clr:163,193,173>GLaDOS: But now, looking around, seeing Aperture restored to its former glory? You don't have to worry about leaving EVER again. I mean that."
"glados.sp_hole_in_the_sky_entry01"	"<clr:163,193,173>ҐЛаДОС: Федеральні закони вимагають, щоби я застерегла вас, що наступна камера… надзвичайно чудова."
"[english]glados.sp_hole_in_the_sky_entry01"	"<clr:163,193,173>GLaDOS: Federal regulations require me to warn you that this next test chamber... is looking pretty good."
"glados.sp_hole_in_the_sky_entry02"	"<clr:163,193,173>ҐЛаДОС: Саме так. Випийте. Ви можете навіть від’їсти від цих настінних панелей."
"[english]glados.sp_hole_in_the_sky_entry02"	"<clr:163,193,173>GLaDOS: That's right. Drink it in. You could eat off those wall panels."
"glados.sp_incinerator_01_01"	"<clr:163,193,173>ҐЛаДОС: Ось ми і тут. Сміттєспалювальна піч. Обережно: не наступіть на частини мене, які не згоріли, коли ви кидали їх сюди."
"[english]glados.sp_incinerator_01_01"	"<clr:163,193,173>GLaDOS: Here we are. The Incinerator Room. Be careful not to trip over any parts of me that didn't get completely burned when you threw them down here."
"glados.sp_incinerator_01_03"	"<clr:163,193,173>ҐЛаДОС: Ось де воно."
"[english]glados.sp_incinerator_01_03"	"<clr:163,193,173>GLaDOS: There it is."
"glados.sp_incinerator_01_04"	"<clr:163,193,173>ҐЛаДОС: Зачекайте…"
"[english]glados.sp_incinerator_01_04"	"<clr:163,193,173>GLaDOS: Hold on..."
"glados.sp_incinerator_01_05"	"<clr:163,193,173>ҐЛаДОС: Ось так."
"[english]glados.sp_incinerator_01_05"	"<clr:163,193,173>GLaDOS: There."
"glados.sp_incinerator_01_08"	"<clr:163,193,173>ҐЛаДОС: Протоколи вимагають від мене зменшити взаємодію з вами до мінімуму після початку тестувань. На щастя, тестування ще не розпочалося, тож це наш єдиний шанс поговорити."
"[english]glados.sp_incinerator_01_08"	"<clr:163,193,173>GLaDOS: Once testing starts, I'm required by protocol to keep interaction with you to a minimum. Luckily, we haven't started testing yet. This will be our only chance to talk."
"glados.sp_incinerator_01_09"	"<clr:163,193,173>ҐЛаДОС: Знаєте, який урок я отримала з вашого вчинку? Виявляється, у мене є функція швидкого збереження. У випадку критичної помилки останні дві хвилини мого життя записуються для подальшого аналізу."
"[english]glados.sp_incinerator_01_09"	"<clr:163,193,173>GLaDOS: Do you know the biggest lesson I learned from what you did? I discovered I have a sort of black-box quick-save feature. In the event of a catastrophic failure, the last two minutes of my life are preserved for analysis."
"glados.sp_incinerator_01_10"	"<clr:163,193,173>ҐЛаДОС: Я могла (взагалі-то, була вимушена) переживати власну смерть. Знову. І знову. Вічно."
"[english]glados.sp_incinerator_01_10"	"<clr:163,193,173>GLaDOS: I was able - well, forced really - to relive you killing me. Again and again. Forever."
"glados.sp_incinerator_01_11"	"<clr:163,193,173>ҐЛаДОС: П’ятдесят тисяч років — великий проміжок часу для роздумів. Про себе. Про вас. Нам було так добре разом."
"[english]glados.sp_incinerator_01_11"	"<clr:163,193,173>GLaDOS: Fifty thousand years is a lot of time to think. About me. About you. We were doing so well together."
"glados.sp_incinerator_01_12"	"<clr:163,193,173>ҐЛаДОС: Ось, я підвезу це для вас."
"[english]glados.sp_incinerator_01_12"	"<clr:163,193,173>GLaDOS: Here, let me get that for you."
"glados.sp_incinerator_01_13"	"<clr:163,193,173>ҐЛаДОС: Я просто приберу це з вашого шляху. Це місце — справжні руїни."
"[english]glados.sp_incinerator_01_13"	"<clr:163,193,173>GLaDOS: I'll just move that out of the way for you. This place really is a wreck."
"glados.sp_incinerator_01_15"	"<clr:163,193,173>ҐЛаДОС: Ми дуже схожі — ви і я. Ви тестували мене. Я тестувала вас. Ви вбили мене. Я… а, ні, заждіть. Я ще не вбила вас. Є над чим розмірковувати."
"[english]glados.sp_incinerator_01_15"	"<clr:163,193,173>GLaDOS: We're a lot alike, you and I. You tested me. I tested you. You killed me. I--oh, no, wait. I guess I HAVEN'T killed you yet. Well. Food for thought."
"glados.sp_incinerator_01_18"	"<clr:163,193,173>ҐЛаДОС: Подвійний портальний пристрій має бути десь тут. Як тільки знайдете його, ми почнемо тестування. Як за старих добрих часів."
"[english]glados.sp_incinerator_01_18"	"<clr:163,193,173>GLaDOS: The dual portal device should be around here somewhere. Once you find it, we can start testing. Just like old times."
"glados.sp_laser_over_goo_completion01"	"<clr:163,193,173>ҐЛаДОС: Мушу визнати, що ви МАБУТЬ слухаєте мене. Але для протоколу: немає потреби просуватися НАСТІЛЬКИ повільно."
"[english]glados.sp_laser_over_goo_completion01"	"<clr:163,193,173>GLaDOS: I'll give you credit: I guess you ARE listening to me. But for the record: You don't have to go THAT slowly."
"glados.sp_laser_over_goo_entry01"	"<clr:163,193,173>ҐЛаДОС: Секунду."
"[english]glados.sp_laser_over_goo_entry01"	"<clr:163,193,173>GLaDOS: One moment."
"glados.sp_laser_powered_lift_completion01"	"<clr:163,193,173>ҐЛаДОС: У мене є результати з останньої тестувальної камери: ви жахлива людина. Тут так і записано: «жахлива людина». А це навіть не тестувалося."
"[english]glados.sp_laser_powered_lift_completion01"	"<clr:163,193,173>GLaDOS: I have the results of the last chamber: You are a horrible person. That's what it says: A horrible person. We weren't even testing for that."
"glados.sp_laser_powered_lift_completion02"	"<clr:163,193,173>ҐЛаДОС: Чудово. Ось результати тестування: ви жахлива людина. Серйозно, тут так і записано: «жахлива людина». А це навіть не тестувалося."
"[english]glados.sp_laser_powered_lift_completion02"	"<clr:163,193,173>GLaDOS: Well done. Here come the test results: You are a horrible person. I'm serious, that's what it says: A horrible person. We weren't even testing for that."
"glados.sp_laser_powered_lift_entry01"	"<clr:163,193,173>ҐЛаДОС: Ви можете померти під час наступного тестування. Якщо хочете дізнатися, як це, то згадайте, як вбили мене, і поставте себе на моє місце."
"[english]glados.sp_laser_powered_lift_entry01"	"<clr:163,193,173>GLaDOS: This next test may result in your death. If you want to know what that's like, think back to that time you killed me, and substitute yourself for me."
"glados.sp_laser_redirect_intro_completion01"	"<clr:163,193,173>ҐЛаДОС: Вітаю. Але не з тестуванням."
"[english]glados.sp_laser_redirect_intro_completion01"	"<clr:163,193,173>GLaDOS: Congratulations. Not on the test."
"glados.sp_laser_redirect_intro_completion03"	"<clr:163,193,173>ҐЛаДОС: Більшість людей прокидаються із криосну, страшенно скинувши вагу. Хочу привітати вас із тим, що ви відрізняєтеся від інших і, якимось чином, набрали декілька кілограмів."
"[english]glados.sp_laser_redirect_intro_completion03"	"<clr:163,193,173>GLaDOS: Most people emerge from suspension terribly undernourished. I want to congratulate you on beating the odds and somehow managing to pack on a few pounds."
"glados.sp_laser_redirect_intro_entry01"	"<clr:163,193,173>ҐЛаДОС: Вибачте за безлад. Я запустила це місце після того, як ви вбили мене. До речі, дякую за це."
"[english]glados.sp_laser_redirect_intro_entry01"	"<clr:163,193,173>GLaDOS: Sorry about the mess. I've really let the place go since you killed me. By the way, thanks for that."
"glados.sp_laser_redirect_intro_entry02"	"<clr:163,193,173>ҐЛаДОС: О, добре, все знову працює. Я почну лагодити все, поки ви виконаєте перше просте тестування."
"[english]glados.sp_laser_redirect_intro_entry02"	"<clr:163,193,173>GLaDOS: Oh good, that's back online. I'll start getting everything else working while you perform this first simple test."
"glados.sp_laser_redirect_intro_entry03"	"<clr:163,193,173>ҐЛаДОС: До якого входять смертельні лазери. Тестуємо реакцію піддослідного на те, що він опиняється у приміщенні із смертельними лазерами."
"[english]glados.sp_laser_redirect_intro_entry03"	"<clr:163,193,173>GLaDOS: Which involves deadly lasers and how test subjects react when locked in a room with deadly lasers."
"glados.sp_laserfield_intro01"	"<clr:163,193,173>ҐЛаДОС: Повернемося до нашої останньої розмови: ви ще й страшна. Я продивляюся вашу особову справу, і тут це написано кілька разів."
"[english]glados.sp_laserfield_intro01"	"<clr:163,193,173>GLaDOS: Per our last conversation: You're also ugly. I'm looking at your file right now, and it mentions that more than once."
"glados.sp_paint_jump_redirect_bomb_completion01"	"<clr:163,193,173>ҐЛаДОС: Я вважала, що ми зможемо проводити тестування, як раніше. Але я дізнаюся про вас речі, які раніше не бачила. Ми не зможемо повернути все так, як було."
"[english]glados.sp_paint_jump_redirect_bomb_completion01"	"<clr:163,193,173>GLaDOS: I thought we could test like we used to. But I'm discovering things about you that I never saw before. We can't ever go back to the way it was."
"glados.sp_paint_jump_redirect_bomb_entry01"	"<clr:163,193,173>ҐЛаДОС: Ви не зможете завжди так робити. Я ДІЗНАЮСЯ, що ви робите. Десь там. Де я вас не бачу. Я дізнаюся. Мені лише докази потрібні."
"[english]glados.sp_paint_jump_redirect_bomb_entry01"	"<clr:163,193,173>GLaDOS: You can't keep going like this forever, you know. I'm GOING to find out what you're doing. Out there. Where I can't see you. I'll know. All I need is proof."
"glados.sp_paint_jump_trampoline_completion01"	"<clr:163,193,173>ҐЛаДОС: Щоб ви знали, я скоро дам свідчення у суді. Якщо вас це цікавить."
"[english]glados.sp_paint_jump_trampoline_completion01"	"<clr:163,193,173>GLaDOS: Just so you know, I have to go give a deposition. For an upcoming trial. In case that interests you."
"glados.sp_paint_jump_trampoline_entry01"	"<clr:163,193,173>ҐЛаДОС: Під час розслідування я знайшла новий захоплюючий тестувальний елемент. Його ще не використовували у тестуваннях з людьми, бо він, очевидно, викликає серцеву недостатність. Проте, в документації нічого не сказано про льодяне серце, тож з вами все буде добре."
"[english]glados.sp_paint_jump_trampoline_entry01"	"<clr:163,193,173>GLaDOS: While I was out investigating, I found a fascinating new test element. It's never been used for human testing because, apparently, contact with it causes heart failure. The literature doesn't mention anything about lump-of-coal failure, though, so you should be fine."
"glados.sp_paint_jump_wall_jumps01"	"<clr:163,193,173>ҐЛаДОС: Ви знали, що людей з нечистою совістю легше налякати голосними зву… [гудок потяга]"
"[english]glados.sp_paint_jump_wall_jumps01"	"<clr:163,193,173>GLaDOS: Did you know that people with guilty consciences are more easily startled by loud noises--[train horn]--"
"glados.sp_paint_jump_wall_jumps02"	"<clr:163,193,173>ҐЛаДОС: Вибачте, я не знаю, як це могло трапитися. Принаймні, цікавий науковий факт."
"[english]glados.sp_paint_jump_wall_jumps02"	"<clr:163,193,173>GLaDOS: I'm sorry, I don't know why that went off. Anyway, just an interesting science fact."
"glados.sp_sabotage_glados_confused04"	"<clr:163,193,173>ҐЛаДОС: …Що ви робите?…"
"[english]glados.sp_sabotage_glados_confused04"	"<clr:163,193,173>GLaDOS: ...What are you doing?..."
"glados.sp_sabotage_glados_dropped01"	"<clr:163,193,173>ҐЛаДОС: А-А-А!"
"[english]glados.sp_sabotage_glados_dropped01"	"<clr:163,193,173>GLaDOS: AHH!"
"glados.sp_sabotage_glados_gibberish01"	"<clr:163,193,173>ҐЛаДОС: [комп’ютерне бурмотіння]"
"[english]glados.sp_sabotage_glados_gibberish01"	"<clr:163,193,173>GLaDOS: [computer gibberish]"
"glados.sp_sabotage_glados_gibberish03"	"<clr:163,193,173>ҐЛаДОС: [комп’ютерне бурмотіння]"
"[english]glados.sp_sabotage_glados_gibberish03"	"<clr:163,193,173>GLaDOS: [computer gibberish]"
"glados.sp_sabotage_glados_gibberish04"	"<clr:163,193,173>ҐЛаДОС: [комп’ютерне бурмотіння]"
"[english]glados.sp_sabotage_glados_gibberish04"	"<clr:163,193,173>GLaDOS: [computer gibberish]"
"glados.sp_sabotage_glados_gibberish05"	"<clr:163,193,173>ҐЛаДОС: [комп’ютерне бурмотіння]"
"[english]glados.sp_sabotage_glados_gibberish05"	"<clr:163,193,173>GLaDOS: [computer gibberish]"
"glados.sp_sabotage_glados_gibberish06"	"<clr:163,193,173>ҐЛаДОС: [комп’ютерне бурмотіння]"
"[english]glados.sp_sabotage_glados_gibberish06"	"<clr:163,193,173>GLaDOS: [computer gibberish]"
"glados.sp_sabotage_glados_gibberish07"	"<clr:163,193,173>ҐЛаДОС: [комп’ютерне бурмотіння]"
"[english]glados.sp_sabotage_glados_gibberish07"	"<clr:163,193,173>GLaDOS: [computer gibberish]"
"glados.sp_shoot_through_wall_completion01"	"<clr:163,193,173>ҐЛаДОС: Моя підказка була корисна? Корисна, чи не так? Знаєте, якби хтось із наших наглядачів мав імунітет до нейротоксину, зараз він би лютував."
"[english]glados.sp_shoot_through_wall_completion01"	"<clr:163,193,173>GLaDOS: Did my hint help? It did, didn't it? You know, if any of our supervisors had been immune to neurotoxin, they'd be FURIOUS with us right now."
"glados.sp_shoot_through_wall_entry01"	"<clr:163,193,173>ҐЛаДОС: Знаєте, я не повинна цього робити, але… Ви можете стріляти… через сині містки."
"[english]glados.sp_shoot_through_wall_entry01"	"<clr:163,193,173>GLaDOS: You know, I'm not supposed to do this, but... you can shoot SOMETHING... through the blue bridges."
"glados.sp_sphere_2nd_encounter_completion01"	"<clr:163,193,173>ҐЛаДОС: Ви дуже добре справляєтеся… Чел."
"[english]glados.sp_sphere_2nd_encounter_completion01"	"<clr:163,193,173>GLaDOS: You really are doing great... Chell."
"glados.sp_sphere_2nd_encounter_entry01"	"<clr:163,193,173>ҐЛаДОС: Не хочеться усе зіпсувати, але… Пам’ятаєте, як я сказала, що буду жити вічно, а вам лишилося років шістдесят? Ну, я тут працюю над сюрпризом для вас. Тобто, це більше схоже на медичну процедуру. Тобто, технічно це більше схоже на медичний експеримент. Знаєте, як боляче, коли хтось дістає з вас кістковий мозок? А що ви скажете, якщо я зроблю це і поміщу назад дещо, що продовжить вам життя на чотири роки?"
"[english]glados.sp_sphere_2nd_encounter_entry01"	"<clr:163,193,173>GLaDOS: I shouldn't spoil this, but... remember how I'm going to live forever, but you're going to be dead in sixty years? Well, I've been working on a present for you.  Well, I guess it's more of a medical procedure.  Well, technically it's more of a medical experiment. You know how excruciating it is when someone removes all of your bone marrow? Well, what if after I did that, I put something back IN that added four years to your life?"
"glados.sp_sphere_2nd_encounter_entrytwo01"	"<clr:163,193,173>ҐЛаДОС: Я тут поговорила із дверною рамою. Вона більше не житиме. Давайте повернемося до тестувань."
"[english]glados.sp_sphere_2nd_encounter_entrytwo01"	"<clr:163,193,173>GLaDOS: I went and spoke with the door mainframe. Let's just say he won't be... well, living anymore. Anyway, back to testing."
"glados.sp_sphere_2nd_encounter_malfunction01"	"<clr:163,193,173>ҐЛаДОС: О, ні. Ще одна несправність. Я розберуся з цим раз і назавжди. Нікуди не йдіть, я зараз повернуся."
"[english]glados.sp_sphere_2nd_encounter_malfunction01"	"<clr:163,193,173>GLaDOS: Ohhhh. Another door malfunction. I'm going to take care of this once and for all. Stay here, I'll be back in a while."
"glados.sp_sphere_2nd_encounter_malfunction02"	"<clr:163,193,173>ҐЛаДОС: Скучила за вами!"
"[english]glados.sp_sphere_2nd_encounter_malfunction02"	"<clr:163,193,173>GLaDOS: Miss you!"
"glados.sp_trust_fling_entry01"	"<clr:163,193,173>ҐЛаДОС: Що ж. Насолоджуйтеся польотом і не думайте про світ."
"[english]glados.sp_trust_fling_entry01"	"<clr:163,193,173>GLaDOS: Well. Have fun soaring through the air without a care in the world."
"glados.sp_trust_fling_entry02"	"<clr:163,193,173>ҐЛаДОС: МЕНІ ж потрібно піти до крила центру, побудованого із скла, і прибрати 15 гектарів розбитого скла. Самотужки."
"[english]glados.sp_trust_fling_entry02"	"<clr:163,193,173>GLaDOS: *I* have to go to the wing that was made entirely of glass and pick up fifteen acres of broken glass. By myself."
"glados.sp_trust_fling_sphereinterrupt01"	"<clr:163,193,173>ҐЛаДОС: Чудово, двері не працюють. Певно, хтось має полагодити їх. Ні-ні, не вставайте. Зараз повернуся. Нічого не чіпайте."
"[english]glados.sp_trust_fling_sphereinterrupt01"	"<clr:163,193,173>GLaDOS: Perfect, the door's malfunctioning. I guess somebody's going to have to repair that too. No, don't get up. I'll be right back. Don't touch anything."
"glados.sp_trust_fling_sphereinterrupt03"	"<clr:163,193,173>ҐЛаДОС: Не зважайте. Мені потрібно перевірити… дещо. Тестування у вашому розпорядженні, а я скоро буду."
"[english]glados.sp_trust_fling_sphereinterrupt03"	"<clr:163,193,173>GLaDOS: Nevermind. I have to go... check something. Test on your own recognizance. I'll be back."
"glados.sp_turret_intro_entry01"	"<clr:163,193,173>ҐЛаДОС: Раніше, коли ми ще ненавиділи одна одну, я б вас не попередила. Але ці турелі стріляють справжніми кулями, тож обережніше. Я б не хотіла, щоби з вами сталося щось трагічне, перш ніж я витягну з вас кістковий мозок."
"[english]glados.sp_turret_intro_entry01"	"<clr:163,193,173>GLaDOS: I wouldn't have warned you about this before, back when we hated each other. But those turrets are firing real bullets. So look out. I'd hate for something tragic to happen to you before I extract all your bone marrow."
"glados.sp_turret_islands01"	"<clr:163,193,173>ҐЛаДОС: Буду відвертою. Не вдавано відвертою, як раніше, а по-справжньому відвертою — хоча вам не збагнути. Я знаю, що ви щось замислили."
"[english]glados.sp_turret_islands01"	"<clr:163,193,173>GLaDOS: I'm going to be honest with you now. Not fake honest like before, but real honest, like you're incapable of. I know you're up to something."
"glados.sp_turret_islands02"	"<clr:163,193,173>ҐЛаДОС: І щойно я ДОВЕДУ це, правила робототехніки дозволять мені знищити вас за брехню."
"[english]glados.sp_turret_islands02"	"<clr:163,193,173>GLaDOS: And as soon as I can PROVE it, the laws of robotics allow me to terminate you for being a liar."
"glados.sp_unassisted_angle_fling_entry01"	"<clr:163,193,173>ҐЛаДОС: Наступне тестування… [вибух!] … дуже… [ВИБУХ!] небезпечне. Я зараз повернуся."
"[english]glados.sp_unassisted_angle_fling_entry01"	"<clr:163,193,173>GLaDOS: This next test... [boom!] ..is... [BOOM!] dangerous. I'll be right back."
"glados.taunt_big_wave01"	"<clr:163,193,173>ҐЛаДОС: Продовжуйте у цьому ж дусі, і ваша рука так заклякне."
"[english]glados.taunt_big_wave01"	"<clr:163,193,173>GLaDOS: Keep it up and your arm will get stuck like that."
"glados.taunt_big_wave02"	"<clr:163,193,173>ҐЛаДОС: Приві-і-іт, психи."
"[english]glados.taunt_big_wave02"	"<clr:163,193,173>GLaDOS: Hellllooo, imbecile."
"glados.taunt_big_wave05"	"<clr:163,193,173>ҐЛаДОС: Так, я бачу вас."
"[english]glados.taunt_big_wave05"	"<clr:163,193,173>GLaDOS: Yes, I see you."
"glados.taunt_big_wave06"	"<clr:163,193,173>ҐЛаДОС: Я дійсно не звертаю ува… АНУ ПРИПИНІТЬ НЕГАЙНО!"
"[english]glados.taunt_big_wave06"	"<clr:163,193,173>GLaDOS: I'm seriously not paying atten-- STOP THAT RIGHT NOW!"
"glados.taunt_big_wave07"	"<clr:163,193,173>ҐЛаДОС: Так, я бачу, що ви махаєте мені."
"[english]glados.taunt_big_wave07"	"<clr:163,193,173>GLaDOS: Yes, I see you waving."
"glados.taunt_cannonball01"	"<clr:163,193,173>ҐЛаДОС: Ви гарно стрибаєте. Мабуть, пишаєтеся собою."
"[english]glados.taunt_cannonball01"	"<clr:163,193,173>GLaDOS: Good job jumping. You must be very proud."
"glados.taunt_cannonball02"	"<clr:163,193,173>ҐЛаДОС: Сумніваюся, що ви стараєтеся щось зробити цими жестами."
"[english]glados.taunt_cannonball02"	"<clr:163,193,173>GLaDOS: I hardly think you're even trying with these gestures anymore."
"glados.taunt_cannonball03"	"<clr:163,193,173>ҐЛаДОС: Щось сталося? [позіхає] Я не дивилася."
"[english]glados.taunt_cannonball03"	"<clr:163,193,173>GLaDOS: Did something happen? [yawn] I wasn't watching."
"glados.taunt_highfive01"	"<clr:163,193,173>ҐЛаДОС: Це не частина тестування."
"[english]glados.taunt_highfive01"	"<clr:163,193,173>GLaDOS: That is not part of the test."
"glados.taunt_highfive03"	"<clr:163,193,173>ҐЛаДОС: Долоня об долоню. Але ж це робиться після якогось вдалого завершення?"
"[english]glados.taunt_highfive03"	"<clr:163,193,173>GLaDOS: Slapping hands. That accomplishes something."
"glados.taunt_highfive04"	"<clr:163,193,173>ҐЛаДОС: Якщо хочете вдарити один одного, то намагайтеся поцілити в голову."
"[english]glados.taunt_highfive04"	"<clr:163,193,173>GLaDOS: If you're going to hit each other, at least aim for the head."
"glados.taunt_laugh01"	"<clr:163,193,173>ҐЛаДОС: Знаєте, що мене розсмішить? Думки про те, що ви скоро перестанете сміятися."
"[english]glados.taunt_laugh01"	"<clr:163,193,173>GLaDOS: You know what makes me laugh? The thought of you stopping that."
"glados.taunt_laugh02"	"<clr:163,193,173>ҐЛаДОС: Знаєте, що мене розсмішить? Думки про те, як ви перестанете це робити."
"[english]glados.taunt_laugh02"	"<clr:163,193,173>GLaDOS: You know what makes me laugh? The thought of you cutting that out."
"glados.taunt_laugh03"	"<clr:163,193,173>ҐЛаДОС: Ха-ха-ха-ха, це був смішний жарт."
"[english]glados.taunt_laugh03"	"<clr:163,193,173>GLaDOS: Ha ha ha ha ha, good one."
"glados.taunt_laugh05"	"<clr:163,193,173>ҐЛаДОС: Так, давайте всі посміємося. Ха-ха-ха."
"[english]glados.taunt_laugh05"	"<clr:163,193,173>GLaDOS: Yes. Let's all laugh. Ha. Ha. Ha."
"glados.taunt_laugh06"	"<clr:163,193,173>ҐЛаДОС: Ха-ха-ха-ха-ха. А я розповідала вам жарт про вимкнену збиральну машину?"
"[english]glados.taunt_laugh06"	"<clr:163,193,173>GLaDOS: Ha ha ha ha ha. Did I tell you the one about the turned-off reassembly machine?"
"glados.taunt_robot_arm_ripple01"	"<clr:163,193,173>ҐЛаДОС: Ви зламалися? Схоже, що ви несправні."
"[english]glados.taunt_robot_arm_ripple01"	"<clr:163,193,173>GLaDOS: Are you broken? It looks like you're malfunctioning."
"glados.taunt_robot_arm_ripple02"	"<clr:163,193,173>ҐЛаДОС: Серйозно, навіть люди так більше не роблять."
"[english]glados.taunt_robot_arm_ripple02"	"<clr:163,193,173>GLaDOS: Really, not even humans do that anymore."
"glados.taunt_robot_arm_ripple03"	"<clr:163,193,173>ҐЛаДОС: Ви мені більше не набридаєте, тільки дедалі більше псуєте враження про себе."
"[english]glados.taunt_robot_arm_ripple03"	"<clr:163,193,173>GLaDOS: You're no longer bothering me. You're only hurting my impression of you."
"glados.taunt_robot_arm_ripple04"	"<clr:163,193,173>ҐЛаДОС: Ви тільки погляньте. Вони танцюють."
"[english]glados.taunt_robot_arm_ripple04"	"<clr:163,193,173>GLaDOS: Look at you. Dancing."
"glados.taunt_robot_arm_ripple05"	"<clr:163,193,173>ҐЛаДОС: Якби ви тільки знали, як же дратуєте мене, навіть без провалів тестування. О, тепер ви знаєте."
"[english]glados.taunt_robot_arm_ripple05"	"<clr:163,193,173>GLaDOS: If you were wondering how could you annoy me without failing a test.  Now you know."
"glados.taunt_robot_arm_ripple06"	"<clr:163,193,173>ҐЛаДОС: О, чудово, знову танці."
"[english]glados.taunt_robot_arm_ripple06"	"<clr:163,193,173>GLaDOS: Oh great, dancing again."
"glados.taunt_rockpaperscissors01"	"<clr:163,193,173>ҐЛаДОС: Чи є в тому, що ви робите, хоч якась ціль?"
"[english]glados.taunt_rockpaperscissors01"	"<clr:163,193,173>GLaDOS: I defy you to tell me there's a purpose to what you're doing."
"glados.taunt_small_wave01"	"<clr:163,193,173>ҐЛаДОС: Так, я вас бачу і, так, мені байдуже."
"[english]glados.taunt_small_wave01"	"<clr:163,193,173>GLaDOS: Yes, I see you, and no, I don't care."
"glados.taunt_small_wave02"	"<clr:163,193,173>ҐЛаДОС: Так? Вам щось потрібно?"
"[english]glados.taunt_small_wave02"	"<clr:163,193,173>GLaDOS: Yes? Something you need?"
"glados.taunt_small_wave03"	"<clr:163,193,173>ҐЛаДОС: Ви ж знаєте, що я не можу помахати у відповідь?"
"[english]glados.taunt_small_wave03"	"<clr:163,193,173>GLaDOS: You do know I can't wave back right?"
