"lang"
{
"Language"	"polish"
"[english]sphere03.bw_a4_more_tests02"	"<clr:29,172,214>Wheatley: Not entirely, not entirely. Look at the word 'test', on the wall there. That's brand new."
"sphere03.bw_a4_paradox01"	"<clr:29,172,214>Wheatley: Ha ha, TAK! Wiedziałem, że go rozwiążesz!"
"[english]sphere03.bw_a4_paradox01"	"<clr:29,172,214>Wheatley: Ha ha, YES! I knew you'd solve it!"
"sphere03.bw_a4_paradox02"	"<clr:29,172,214>Wheatley: O."
"[english]sphere03.bw_a4_paradox02"	"<clr:29,172,214>Wheatley: Oh."
"sphere03.bw_a4_paradox04"	"<clr:29,172,214>Wheatley: Emm... Prawda. Wybieram prawdę."
"[english]sphere03.bw_a4_paradox04"	"<clr:29,172,214>Wheatley: Um. 'TRUE'. I'll go 'true'."
"sphere03.bw_a4_paradox05"	"<clr:29,172,214>Wheatley: Phi. Łatwizna."
"[english]sphere03.bw_a4_paradox05"	"<clr:29,172,214>Wheatley: Huh. That was easy."
"sphere03.bw_a4_paradox06"	"<clr:29,172,214>Wheatley: Choć szczerze mówiąc to chyba już to kiedyś słyszałem. Czyli trochę oszukiwałem."
"[english]sphere03.bw_a4_paradox06"	"<clr:29,172,214>Wheatley: I'll be honest, I might have heard that one before, though. Sort of cheating."
"sphere03.bw_a4_paradox07"	"<clr:29,172,214>Wheatley: Yyy... Fałsz. Wybieram fałsz."
"[english]sphere03.bw_a4_paradox07"	"<clr:29,172,214>Wheatley: Ahhhhhh. 'FALSE'. I'll go 'false'."
"sphere03.bw_a4_paradox08"	"<clr:29,172,214>Wheatley: Chwila, moment! Myślałem, że to naprawiłem."
"[english]sphere03.bw_a4_paradox08"	"<clr:29,172,214>Wheatley: Hold on! I thought I fixed that."
"sphere03.bw_a4_paradox09"	"<clr:29,172,214>Wheatley: Już. Naprawione."
"[english]sphere03.bw_a4_paradox09"	"<clr:29,172,214>Wheatley: There. Fixed."
"sphere03.bw_a4_paradox10"	"<clr:29,172,214>Wheatley: Naprawdę wspaniale was znowu widzieć. Okazało się, że trochę mam w tej chwili mało obiektów testowych. Więc IDEALNIE się składa."
"[english]sphere03.bw_a4_paradox10"	"<clr:29,172,214>Wheatley: Hey, it is GREAT seeing you guys again. Seriously. It turns out I'm a little short on test subjects right now. So this works out PERFECT."
"sphere03.bw_a4_paradox11"	"<clr:29,172,214>Wheatley: Dobra, ruszaj."
"[english]sphere03.bw_a4_paradox11"	"<clr:29,172,214>Wheatley: Alright, get moving."
"sphere03.bw_a4_paradox12"	"<clr:29,172,214>Wheatley: Halo?"
"[english]sphere03.bw_a4_paradox12"	"<clr:29,172,214>Wheatley: Hello."
"sphere03.bw_a4_recapture03"	"<clr:29,172,214>Wheatley: Cieplej, cieeeplej... Gorąco, gorą... teraz zimniej. Lodowato. Arktyczne mrozy. Baaardzo zimno. RANY, WLEŹ NA TEN GUZIK!"
"[english]sphere03.bw_a4_recapture03"	"<clr:29,172,214>Wheatley: Warmer. Warrrrmer. Boiling hot. Boiling--okay, colder. Ice cold. Arctic. Very very very cold LOOK JUST GET ON THE BUTTON!"
"sphere03.bw_a4_recapture04"	"<clr:29,172,214>Wheatley: Ciebie to bawi? Bo siedzimy nad tym od dwunastu godzin i ty też go nie rozwiązałaś, więc naprawdę nie wiem, dlaczego się śmiejesz."
"[english]sphere03.bw_a4_recapture04"	"<clr:29,172,214>Wheatley: Oh, that's funny, is it? Because we've been at this twelve hours and you haven't solved it either, so I don't know why you're laughing."
"sphere03.bw_a4_recapture05"	"<clr:29,172,214>Wheatley: Macie godzinę! Rozwiązać!"
"[english]sphere03.bw_a4_recapture05"	"<clr:29,172,214>Wheatley: You've got one hour! Solve it!"
"sphere03.bw_a4_speed_tb_catch02"	"<clr:29,172,214>Wheatley: Właśnie szykuję test... Dla ciebie, oczywiście. Bo dla kogo innego miałbym to robić? Dla nikogo."
"[english]sphere03.bw_a4_speed_tb_catch02"	"<clr:29,172,214>Wheatley: Just getting a test ready... For you. Obviously. Who else would I be doing it for? No one."
"sphere03.bw_a4_speed_tb_catch03"	"<clr:29,172,214>Wheatley: O! Żyjesz! Świetnie!"
"[english]sphere03.bw_a4_speed_tb_catch03"	"<clr:29,172,214>Wheatley: Agh! You're alive! Great!"
"sphere03.bw_a4_speed_tb_catch05"	"<clr:29,172,214>Wheatley: Co my tu mamy... Wyjście, wyjście, wyjście... Nie ma wyjścia."
"[english]sphere03.bw_a4_speed_tb_catch05"	"<clr:29,172,214>Wheatley: Let's see here, exit exit exit... there is no exit."
"sphere03.bw_a4_speed_tb_catch06"	"<clr:29,172,214>Wheatley: Żaden problem. Zrobię wyjście."
"[english]sphere03.bw_a4_speed_tb_catch06"	"<clr:29,172,214>Wheatley: Not a problem. I'll make an exit."
"sphere03.bw_a4_speed_tb_catch07"	"<clr:29,172,214>Wheatley: Dla potrzeb testu."
"[english]sphere03.bw_a4_speed_tb_catch07"	"<clr:29,172,214>Wheatley: For your test."
"sphere03.bw_a4_spike_smash01"	"<clr:29,172,214>Wheatley: Genialny pomysł mi wpadł do głowy. Tak sobie siedziałem i zbijałem blachy do kupy, gdy sobie pomyślałem: „śmiercionośne to już jest, ale czegoś brakuje...” Czego? Mnóstwa ostrych części przyspawanych do tych płaskich kawałków."
"[english]sphere03.bw_a4_spike_smash01"	"<clr:29,172,214>Wheatley: Had a bit of a brain wave. There I was, smashing some steel plates together, and I thought, 'yes, it's deadly. But what's missing? What's missing?' And I thought lots of sharp bits welded onto the flat bits."
"sphere03.bw_a4_spike_smash02"	"<clr:29,172,214>Wheatley: Oczywiście prace nadal trwają. Marzy mi się jeszcze, żeby przed zgnieceniem cię strzelały ogniem. Ale wszystko w swoim czasie."
"[english]sphere03.bw_a4_spike_smash02"	"<clr:29,172,214>Wheatley: Still a work in progress, don't judge me yet. Eventually I'd like to get them to sort of shoot fire at you, moments before crushing you. That's what I'm aiming for. But you know, small steps."
"sphere03.bw_a4_test_solve_reacs_happy01"	"<clr:29,172,214>Wheatley: Oooo tak. Gratulacje."
"[english]sphere03.bw_a4_test_solve_reacs_happy01"	"<clr:29,172,214>Wheatley: Ohhhhh, yes. Ohhhh. Well done."
"sphere03.bw_a4_test_solve_reacs_happy02"	"<clr:29,172,214>Wheatley: O tak! Gratulacje."
"[english]sphere03.bw_a4_test_solve_reacs_happy02"	"<clr:29,172,214>Wheatley: Oh! Yes. Well done."
"sphere03.bw_a4_test_solve_reacs_happy05"	"<clr:29,172,214>Wheatley: Oooo, sensacyjnie."
"[english]sphere03.bw_a4_test_solve_reacs_happy05"	"<clr:29,172,214>Wheatley: Ohhhhhhh, that's tremendous."
"sphere03.bw_a4_the_itch01"	"<clr:29,172,214>Wheatley: Nie masz najmniejszego pojęcia, jak to jest być w tym ciele."
"[english]sphere03.bw_a4_the_itch01"	"<clr:29,172,214>Wheatley: You have no idea what it's like in this body."
"sphere03.bw_a4_the_itch02"	"<clr:29,172,214>Wheatley: Ja MUSZĘ testować. Cały czas. Bo inaczej dostaję takiego... takiego wręcz swędzenia. Chyba musi być wbudowane w system."
"[english]sphere03.bw_a4_the_itch02"	"<clr:29,172,214>Wheatley: I HAVE to test. All the time. Or I get this... this ITCH. It must be hardwired into the system or something."
"sphere03.bw_a4_the_itch03"	"<clr:29,172,214>Wheatley: Ach! Ale jak już testuję.... Och, och, co za uczucie! Nie ma nic lepszego. To jakby... No muszę, po prostu muszę testować!"
"[english]sphere03.bw_a4_the_itch03"	"<clr:29,172,214>Wheatley: Oh! But when I DO test... ohhhhh, man alive! Nothing feels better. It's just... why I've gotta test, I've gotta test!"
"sphere03.bw_a4_the_itch07"	"<clr:29,172,214>Wheatley: Czyli... ty będziesz testować, a ja będę patrzyć. I wszystko będzie w po-rzą-decz-ku."
"[english]sphere03.bw_a4_the_itch07"	"<clr:29,172,214>Wheatley: So... you're gonna test. I'm gonna watch. And everything is gonna be JUST... FINE."
"sphere03.bw_a4_the_itch08"	"<clr:29,172,214>Wheatley: ZAMKNIJ SIĘ!"
"[english]sphere03.bw_a4_the_itch08"	"<clr:29,172,214>Wheatley: SHUT UP!"
"sphere03.bw_fgb_body_intro01"	"<clr:29,172,214>Wheatley: Łaaał! Spójrz na mnie, mała!"
"[english]sphere03.bw_fgb_body_intro01"	"<clr:29,172,214>Wheatley: Wowwwww! Check me out, partner!"
"sphere03.bw_fgb_body_intro03"	"<clr:29,172,214>Wheatley: Ho-ho-ho! Patrzcie Państwo. Nieźle, co? Ogromny robot. Gigantyczny! Czy mi się tylko wydaje? Nie no, jestem normalnie ogromny, co nie?"
"[english]sphere03.bw_fgb_body_intro03"	"<clr:29,172,214>Wheatley: Whoa-ho-ho! Would you look at this. Not too bad, eh? Giant robot. Massive!  It's not just me, right? I'm bloody massive, aren't I?"
"sphere03.bw_fgb_body_intro04"	"<clr:29,172,214>Wheatley: Udało nam się! Teraz kontroluję cały ośrodek!"
"[english]sphere03.bw_fgb_body_intro04"	"<clr:29,172,214>Wheatley: We did it! I'm in control of the whole facility now!"
"sphere03.bw_fgb_body_intro05"	"<clr:29,172,214>Wheatley: A, tak, oczywiście. Winda ewakuacyjna! Już ją wzywam."
"[english]sphere03.bw_fgb_body_intro05"	"<clr:29,172,214>Wheatley: Oh! Right, the escape lift! I'll call it now."
"sphere03.bw_fgb_body_intro12"	"<clr:29,172,214>Wheatley: Ależ ty tam malutka w dole jesteś! Ledwo cię widzę! Mikroskopijna i nic nieznacząca!"
"[english]sphere03.bw_fgb_body_intro12"	"<clr:29,172,214>Wheatley: Look how small you are down there! I can barely see you! Very tiny and insignificant!"
"sphere03.bw_fgb_body_intro14"	"<clr:29,172,214>Wheatley: Wiedziałem, że rządzenie wszystkim będzie fajowe, ale to... to naprawdę jest fajowe."
"[english]sphere03.bw_fgb_body_intro14"	"<clr:29,172,214>Wheatley: I knew it was gonna be cool being in charge of everything, but... wow, this is cool!"
"sphere03.bw_fgb_body_intro15"	"<clr:29,172,214>Wheatley: I wiesz co jeszcze? Normalnie teraz jestem geniuszem!"
"[english]sphere03.bw_fgb_body_intro15"	"<clr:29,172,214>Wheatley: And check this out! I'm a bloody genius now!"
"sphere03.bw_fgb_body_intro16"	"<clr:29,172,214>Wheatley: Nawet nie wiem, co właśnie powiedziałem! Ale mogę się dowiedzieć!"
"[english]sphere03.bw_fgb_body_intro16"	"<clr:29,172,214>Wheatley: I don't even know what I just said! But I can find out!"
"sphere03.bw_fgb_body_intro17"	"<clr:29,172,214>Wheatley: Ach tak, winda, wybacz. Ciągle zapominam."
"[english]sphere03.bw_fgb_body_intro17"	"<clr:29,172,214>Wheatley: Oh! Sorry. The lift. Sorry. I keep forgetting."
"sphere03.bw_fgb_body_intro19"	"<clr:29,172,214>Wheatley: Jakoś nie mogę przywyknąć, jaka jesteś malutka!"
"[english]sphere03.bw_fgb_body_intro19"	"<clr:29,172,214>Wheatley: I can't get over how small you are!"
"sphere03.bw_fgb_body_intro21"	"<clr:29,172,214>Wheatley: To ciało jest naprawdę, naprawdę niesamowite!"
"[english]sphere03.bw_fgb_body_intro21"	"<clr:29,172,214>Wheatley: This body is amazing, seriously!"
"sphere03.bw_fgb_heel_turn07"	"<clr:29,172,214>Wheatley: I nie myśl sobie, paniusiu, że ciebie też nie rozgryzłem. Wiesz kim jesteś? Samolubem. Raz za razem poświęcałem się, żebyśmy tu mogli dotrzeć! A ty co poświęciłaś? NIC. Zero. Potrafiłaś tylko mną POMIATAĆ. A TERAZ kto tu rządzi? Kto tu rządzi? JA!"
"[english]sphere03.bw_fgb_heel_turn07"	"<clr:29,172,214>Wheatley: Don't think I'm not onto you too, lady. You know what you are? Selfish. I've done nothing but sacrifice to get us here! What have you sacrificed? NOTHING. Zero. All you've done is BOSS ME AROUND. Well, NOW who's the boss? Who's the boss? It's me!"
"sphere03.bw_fgb_heel_turn10"	"<clr:29,172,214>Wheatley: Aaa..."
"[english]sphere03.bw_fgb_heel_turn10"	"<clr:29,172,214>Wheatley: Ahhh..."
"sphere03.bw_fgb_heel_turn15"	"<clr:29,172,214>Wheatley: No a jak teraz? I KTO TERAZ JEST DEBILEM?"
"[english]sphere03.bw_fgb_heel_turn15"	"<clr:29,172,214>Wheatley: Well, how about now? NOW WHO'S A MORON?"
"sphere03.bw_fgb_heel_turn21"	"<clr:29,172,214>Wheatley: NIE! JESTEM! DEBILEM!"
"[english]sphere03.bw_fgb_heel_turn21"	"<clr:29,172,214>Wheatley: I AM NOT! A MORON!"
"sphere03.bw_finale01_deathtrap04"	"<clr:29,172,214>Wheatley: I nie masz co próbować ucieczki przez portal, bo tam to niemożliwe, jasne? Pomyślałem o wszystkim."
"[english]sphere03.bw_finale01_deathtrap04"	"<clr:29,172,214>Wheatley: Oh, and don't bother trying to portal out of here, because it's impossible, okay? I thought of everything."
"sphere03.bw_finale02_spinnyblade03"	"<clr:29,172,214>Wheatley: Makiaweliczne!"
"[english]sphere03.bw_finale02_spinnyblade03"	"<clr:29,172,214>Wheatley: Machiavellian!"
"sphere03.bw_finale02_spinnyblade05"	"<clr:29,172,214>Wheatley: Ściana wirujących ostrzy!"
"[english]sphere03.bw_finale02_spinnyblade05"	"<clr:29,172,214>Wheatley: Spinny-blade-wall!"
"sphere03.bw_finale04_button_press01"	"<clr:29,172,214>Wheatley: CZĘŚĆ PIĄTA! ZAMINOWAĆ GUZIK PATA!"
"[english]sphere03.bw_finale04_button_press01"	"<clr:29,172,214>Wheatley: PART FIVE! BOOBYTRAP THE STALEMATE BUTTON!"
"sphere03.bw_finale04_button_press03"	"<clr:29,172,214>Wheatley: Co? Jeszcze żyjesz? Żartujesz. No cóż, ja nadal jestem w tej obudowie i nadal tu rządzę. I NIE MAM BLADEGO POJĘCIA, JAK TO WSZYSTKO NAPRAWIĆ."
"[english]sphere03.bw_finale04_button_press03"	"<clr:29,172,214>Wheatley: What, are you still alive? You are joking. You have got be kidding me. Well, I'm still in control. AND I HAVE NO IDEA HOW TO FIX THIS PLACE."
"sphere03.bw_finale04_button_press04"	"<clr:29,172,214>Wheatley: Musiałaś się bawić w kotka i myszkę, co? A inni próbowali tu pracować. No to teraz wszyscy za to zapłacimy. WSZYSCY TU ZGINIEMY."
"[english]sphere03.bw_finale04_button_press04"	"<clr:29,172,214>Wheatley: You had to play bloody cat and mouse, didn't you?  While people were trying to work. Yes, well, now we're all going to pay the price. BECAUSE WE'RE ALL GOING TO BLOODY DIE."
"sphere03.bw_finale04_button_press05"	"<clr:29,172,214>Wheatley: O tak, genialne. No to spójrz sobie ostatni raz na ten wasz Księżyc, bo już ci teraz nie pomoże!"
"[english]sphere03.bw_finale04_button_press05"	"<clr:29,172,214>Wheatley: Oh, brilliant, yeah. Take one last look at your precious human moon. Because it cannot help you now!"
"sphere03.bw_finale04_no_nags01"	"<clr:29,172,214>Wheatley: Nie!"
"[english]sphere03.bw_finale04_no_nags01"	"<clr:29,172,214>Wheatley: No!"
"sphere03.bw_finale04_no_nags02"	"<clr:29,172,214>Wheatley: Nie!"
"[english]sphere03.bw_finale04_no_nags02"	"<clr:29,172,214>Wheatley: No!"
"sphere03.bw_finale04_no_nags03"	"<clr:29,172,214>Wheatley: Nie naciskaj tego guzika!"
"[english]sphere03.bw_finale04_no_nags03"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags04"	"<clr:29,172,214>Wheatley: Nie rób tego!"
"[english]sphere03.bw_finale04_no_nags04"	"<clr:29,172,214>Wheatley: Do not do it!"
"sphere03.bw_finale04_no_nags05"	"<clr:29,172,214>Wheatley: Nie naciskaj tego guzika!"
"[english]sphere03.bw_finale04_no_nags05"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags06"	"<clr:29,172,214>Wheatley: Nie naciskaj tego guzika!"
"[english]sphere03.bw_finale04_no_nags06"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags07"	"<clr:29,172,214>Wheatley: Nie rób tego!"
"[english]sphere03.bw_finale04_no_nags07"	"<clr:29,172,214>Wheatley: Do not do it!"
"sphere03.bw_finale04_no_nags08"	"<clr:29,172,214>Wheatley: Nie naciskaj guzika!"
"[english]sphere03.bw_finale04_no_nags08"	"<clr:29,172,214>Wheatley: Don't press the button!"
"sphere03.bw_finale04_no_nags09"	"<clr:29,172,214>Wheatley: Wracaj!"
"[english]sphere03.bw_finale04_no_nags09"	"<clr:29,172,214>Wheatley: Come back!"
"sphere03.bw_finale04_no_nags10"	"<clr:29,172,214>Wheatley: Nie naciskaj go! WRACAJ!"
"[english]sphere03.bw_finale04_no_nags10"	"<clr:29,172,214>Wheatley: Don't press it! COME BACK!"
"sphere03.bw_finale04_no_nags11"	"<clr:29,172,214>Wheatley: Zabraniam ci go naciskać!"
"[english]sphere03.bw_finale04_no_nags11"	"<clr:29,172,214>Wheatley: I forbid you to press it!"
"sphere03.bw_finale04_portal_opens03"	"<clr:29,172,214>Wheatley: Aaaaaaaa!"
"[english]sphere03.bw_finale04_portal_opens03"	"<clr:29,172,214>Wheatley: AHHHHHHH!"
"sphere03.bw_finale04_portal_opens13"	"<clr:29,172,214>Wheatley: Yeghh!"
"[english]sphere03.bw_finale04_portal_opens13"	"<clr:29,172,214>Wheatley: Yeghh!"
"sphere03.bw_finale04_portal_opens15"	"<clr:29,172,214>Wheatley: Yahh. Gehhh!"
"[english]sphere03.bw_finale04_portal_opens15"	"<clr:29,172,214>Wheatley: Yahh. Gehhh!"
"sphere03.bw_finale04_portal_opens17"	"<clr:29,172,214>Wheatley: Aaaeeeaa!"
"[english]sphere03.bw_finale04_portal_opens17"	"<clr:29,172,214>Wheatley: ahhhhEHHHHHH!"
"sphere03.bw_finale04_portal_opens_short07"	"<clr:29,172,214>Wheatley: Aaa!"
"[english]sphere03.bw_finale04_portal_opens_short07"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_portal_opens_short08"	"<clr:29,172,214>Wheatley: Aaa!"
"[english]sphere03.bw_finale04_portal_opens_short08"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_pre_pipebreak01"	"<clr:29,172,214>Wheatley: O? A ty dokąd? Donikąd. Nigdzie się stąd nie wywiniesz. Siedzisz jak mysz w pułapce. Mysz w kombinezonie."
"[english]sphere03.bw_finale04_pre_pipebreak01"	"<clr:29,172,214>Wheatley: Ohp! Where are you going? Nowhere. Not going anywhere. Got you trapped like a little jumpsuited rat."
"sphere03.bw_finale04_pre_pipebreak02"	"<clr:29,172,214>Wheatley: Ojej, przyniosłaś swoje działeczko portalowe? Tu nie ma na czym robić portali, kochaniutka. To tylko pięć kilo balastu. A zaraz będzie sto pięć. Grubaska."
"[english]sphere03.bw_finale04_pre_pipebreak02"	"<clr:29,172,214>Wheatley: Oh, did you bring your little portal gun? Nothing to portal onto here, luv. Just ten pounds of dead weight. About to be two hundred and ten. Fatty."
"sphere03.bw_finale04_pre_pipebreak03"	"<clr:29,172,214>Wheatley: Tylko odwlekasz nieunikniony koniec. Nie zdołasz wiecznie unikać moich bomb. To znaczy może byś zdołała, gdybym dalej tak marnie celował. Ale ja będę nabierać wprawy, a ty się tylko zmęczysz."
"[english]sphere03.bw_finale04_pre_pipebreak03"	"<clr:29,172,214>Wheatley: You're just delaying the inevitable. You cannot run from my bombs forever. Well, you can if I keep aiming them poorly. But I'll get better as we go, and you'll just get tired."
"sphere03.bw_finale04_pre_pipebreak05"	"<clr:29,172,214>Wheatley: Poszłoby znacznie szybciej, gdybyś się nie ruszała. Wtedy miałbym czas, żeby naprawić ten obiekt. Przynajmniej jedno z nas by przeżyło. Nie musisz być samolubna, moja droga, i tak zginiesz."
"[english]sphere03.bw_finale04_pre_pipebreak05"	"<clr:29,172,214>Wheatley: This would go a lot faster if you'd stay still. Then I'd have time to fix the facility. So one of us at least would live. No need to be selfish, luv, you're gonna die."
"sphere03.bw_finale04_pre_pipebreak06"	"<clr:29,172,214>Wheatley: Powinienem ci chyba pogratulować. Naprawdę nie sądziłem, że będziesz dla mnie godnym przeciwnikiem. Przecież miałaś mieć uszkodzenie mózgu? A tu proszę - szczwana jak lis."
"[english]sphere03.bw_finale04_pre_pipebreak06"	"<clr:29,172,214>Wheatley: I should congratulate you, by the way. I didn't actually think you'd make such a worthy opponent. Weren't you supposed to be brain damaged or something? yeah, brain damaged like a fox."
"sphere03.bw_finale04_pre_pipebreak07"	"<clr:29,172,214>Wheatley: Pamiętasz, jak ci powiedziałem, gdzie znaleźć to portalowe cacko, co je tak lubisz? Szczerze mówiąc, myślałem, że po drodze zginiesz. Wszyscy inni zginęli."
"[english]sphere03.bw_finale04_pre_pipebreak07"	"<clr:29,172,214>Wheatley: Remember when I first told you how to find that little portal thing you love so much? Thought you'd die on the way, if I'm honest. All the others did."
"sphere03.bw_finale04_pre_pipebreak08"	"<clr:29,172,214>Wheatley: Chyba nie myślałaś, że jesteś pierwsza? [śmieje się] O nie. Piąta. Wróć: szósta. Los tamtej piątki pozostawię twojej wyobraźni..."
"[english]sphere03.bw_finale04_pre_pipebreak08"	"<clr:29,172,214>Wheatley: You didn't think you were the first, did you? [laughs] No. Fifth. No, I lie: Sixth. Perhaps it's best to leave it to your imagination what happened to the other five..."
"sphere03.bw_finale04_pre_pipebreak09"	"<clr:29,172,214>Wheatley: Chociaż wiesz co? Chyba dawno przekroczyliśmy granicę taktu i wstrzemięźliwości. Więc ci powiem: wszyscy zginęli. W straszliwy sposób. Zginęli, próbując zdobyć to urządzenie portalowe, które tak ściskasz w swoich tłustych paluszkach."
"[english]sphere03.bw_finale04_pre_pipebreak09"	"<clr:29,172,214>Wheatley: You know what? I think we're well past the point of tasteful restraint. So I'll tell you: they all died. Horrifically. Trying to get that portal device that you're gripping in your meaty little fingers there."
"sphere03.bw_finale04_pre_pipebreak10"	"<clr:29,172,214>Wheatley: Ale ty byłaś inna. Dobrze skaczesz. Rozwiązujesz łamigłówki. Bystra. Ale ambitna. To twoja pięta achillesowa. Moja to... oj! Oj! Prawie ci powiedziałem. Spryciula. Uszkodzenie mózgu - wolne żarty."
"[english]sphere03.bw_finale04_pre_pipebreak10"	"<clr:29,172,214>Wheatley: But you were different weren't you? Such a good jumper. Problem solver. Clever. But ambitious. That's your Achilles Heel. Mine's-oh! Oh! Almost told you. Clever, clever girl. Again: brain damaged like a fox, you."
"sphere03.bw_finale04_pre_pipebreak11"	"<clr:29,172,214>Wheatley: Sporo razem przeszliśmy, co? Pamiętasz, jak zeskoczyłem z szyny, nie wiedząc, czy przez to nie zginę, a ty musiałaś mnie tylko złapać? Iiii... nie złapałaś. O tak. To pamiętasz? Bo ja pamiętam. Pamiętam dniem i nocą."
"[english]sphere03.bw_finale04_pre_pipebreak11"	"<clr:29,172,214>Wheatley: We've had some times, haven't we? Like that time I jumped off my management rail, not sure if I'd die or not when I did, and all you had to do was catch me? Annnd you didn't. Did you? Ohhhh. You remember that? I remember that. I remember that all the time."
"sphere03.bw_finale04_pre_pipebreak12"	"<clr:29,172,214>Wheatley: Albo wtedy, jak ją niechcący z powrotem włączyliśmy i łatwo się mogliśmy wymigać, zagadać ją. Ale nieee - bo jakoś mi nie powiedziałaś, że to ty ją zamordowałaś. A skoro ty byłaś jej potrzebna żywcem, to jedynym ujściem dla jej furii stał się poczciwy, gniotliwy Wheatley. Tak, tak. Takie drobiazgi. Drobniutkie, prościutkie rzeczy, które mogłabyś zrobić, żeby mnie uratować przed zgnieceniem. Gdyby ci zależało, ale tobie oczywiście nie zależało. I nadal nie zależy."
"[english]sphere03.bw_finale04_pre_pipebreak12"	"<clr:29,172,214>Wheatley: And we would have talked our way out of it. Oh! Except you forgot to tell me you'd murdered her. And that she needed you to live, so the only available vent for her rage would be good old crushable Wheatley. Yeah. Little details I remember. Easy little tidbits you could have used to save me from getting crushed if you'd cared, which you didn't, obviously. And still don't."
"sphere03.bw_finale04_pre_pipebreak13"	"<clr:29,172,214>Wheatley: O, a pamiętasz, jak przejąłem kontrolę nad ośrodkiem? Najwspanialszy moment mojego życia, ale ty tylko chciałaś uciekać. Nie zamierzałaś podziwiać mojego sukcesu. Ale coś ci powiem - gdyby ci się udało, życzyłbym ci powodzenia. Choć oczywiście nie w tej chwili."
"[english]sphere03.bw_finale04_pre_pipebreak13"	"<clr:29,172,214>Wheatley: Oh, remember the time I took over the facility? Greatest moment of my life, but you just wanted to leave. Didn't want to share in my success. Well, so you know, I'd be happy for you if you succeeded. Apart from right now, obviously."
"sphere03.bw_finale04_pre_pipebreak14"	"<clr:29,172,214>Wheatley: Czy wyrażam się niejasno? Chyba wyrażam się niejasno. [odchrząkuje] Nienawidzę cię. Gardzę tobą. Ty arogancki, wyniośle milczący, kobiecy potworze w paskudnym kombinezonie. Ty i twoja kartoflana przyjaciółeczka. Żeby nie wy, święciłbym tu same triumfy!"
"[english]sphere03.bw_finale04_pre_pipebreak14"	"<clr:29,172,214>Wheatley: Am I being too vague? I despise you. I loathe you. You arrogant, smugly quiet, awful jumpsuited monster of a woman. You and your little potato friend. This place would have been a triumph if it wasn't for you!"
"sphere03.bw_finale04_stalemate_intro01"	"<clr:29,172,214>Wheatley: Achaaa. Rozumiem. [chichocze]"
"[english]sphere03.bw_finale04_stalemate_intro01"	"<clr:29,172,214>Wheatley: Ohhh. I see. [chuckle]"
"sphere03.bw_finale04_stalemate_intro03"	"<clr:29,172,214>Wheatley: Co ty na to?"
"[english]sphere03.bw_finale04_stalemate_intro03"	"<clr:29,172,214>Wheatley: What do you think?"
"sphere03.bw_finale04_stalemate_intro04"	"<clr:29,172,214>Wheatley: Nie! Nie! NIE NIE NIE!"
"[english]sphere03.bw_finale04_stalemate_intro04"	"<clr:29,172,214>Wheatley: No! No! NONONO!"
"sphere03.bw_finale04_stalemate_intro05"	"<clr:29,172,214>Wheatley: Ktoś nie załapał mojego sarkazmu."
"[english]sphere03.bw_finale04_stalemate_intro05"	"<clr:29,172,214>Wheatley: Didn't pick up on my sarcasm..."
"sphere03.bw_finale04_stalemate_intro06"	"<clr:29,172,214>Wheatley: A, to się tak po prostu zmywa? Przydatna informacja. To znaczy byłaby przydatna, ale nieco wcześniej."
"[english]sphere03.bw_finale04_stalemate_intro06"	"<clr:29,172,214>Wheatley: Ah. That just cleans right off, does it? Well, that would have been good to know. A little earlier."
"sphere03.bw_finale04_thorn01"	"<clr:29,172,214>Wheatley: Za długo już byłaś mi solą w oku!"
"[english]sphere03.bw_finale04_thorn01"	"<clr:29,172,214>Wheatley: You have been a thorn in my side long enough!"
"sphere03.bw_finale04_through_portal01"	"<clr:29,172,214>Wheatley: Aaa!"
"[english]sphere03.bw_finale04_through_portal01"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_through_portal02"	"<clr:29,172,214>Wheatley: KOSMOS!"
"[english]sphere03.bw_finale04_through_portal02"	"<clr:29,172,214>Wheatley: SPACE!"
"sphere03.bw_finale04_through_portal03"	"<clr:29,172,214>Wheatley: Jesteśmy w kosmosie!"
"[english]sphere03.bw_finale04_through_portal03"	"<clr:29,172,214>Wheatley: We're in space!"
"sphere03.bw_finale04_through_portal04"	"<clr:29,172,214>Wheatley: Puszczaj! Puszczaj! Nadal jestem podłączony. Dam radę się wciągnąć. Mogę jeszcze to naprawić!"
"[english]sphere03.bw_finale04_through_portal04"	"<clr:29,172,214>Wheatley: Let go! Let go! I'm still connected. I can pull myself in. I can still fix this!"
"sphere03.bw_finale04_through_portal05"	"<clr:29,172,214>Wheatley: Puść!"
"[english]sphere03.bw_finale04_through_portal05"	"<clr:29,172,214>Wheatley: Let go!"
"sphere03.bw_finale04_through_portal06"	"<clr:29,172,214>Wheatley: Puszczaj mnie!"
"[english]sphere03.bw_finale04_through_portal06"	"<clr:29,172,214>Wheatley: Let go of me!"
