"lang"
{
"Language"	"czech"
"[english]sphere03.bw_fgb_body_intro05"	"<clr:29,172,214>Wheatley: Oh! Right, the escape lift! I'll call it now."
"sphere03.bw_fgb_body_intro12"	"<clr:29,172,214>Wheatley: Hele, jaká jsi tam dole maličká! Skoro tě nevidím! Takový bezvýznamný drobeček!"
"[english]sphere03.bw_fgb_body_intro12"	"<clr:29,172,214>Wheatley: Look how small you are down there! I can barely see you! Very tiny and insignificant!"
"sphere03.bw_fgb_body_intro14"	"<clr:29,172,214>Wheatley: Já věděl, že to bude fajn, mít všechno na povel. Ale je to... ty jo, fakt super."
"[english]sphere03.bw_fgb_body_intro14"	"<clr:29,172,214>Wheatley: I knew it was gonna be cool being in charge of everything, but... wow, this is cool!"
"sphere03.bw_fgb_body_intro15"	"<clr:29,172,214>Wheatley: A hele na tohle! Já jsem fakt geniální!"
"[english]sphere03.bw_fgb_body_intro15"	"<clr:29,172,214>Wheatley: And check this out! I'm a bloody genius now!"
"sphere03.bw_fgb_body_intro16"	"<clr:29,172,214>Wheatley: Ani nevím, co jsem právě říkal. Ale můžu si to zjistit!"
"[english]sphere03.bw_fgb_body_intro16"	"<clr:29,172,214>Wheatley: I don't even know what I just said! But I can find out!"
"sphere03.bw_fgb_body_intro17"	"<clr:29,172,214>Wheatley: Jo! Ten výtah. Promiň. Nějak zapomínám."
"[english]sphere03.bw_fgb_body_intro17"	"<clr:29,172,214>Wheatley: Oh! Sorry. The lift. Sorry. I keep forgetting."
"sphere03.bw_fgb_body_intro19"	"<clr:29,172,214>Wheatley: Pořád si nemůžu zvyknout, jak jsi maličká!"
"[english]sphere03.bw_fgb_body_intro19"	"<clr:29,172,214>Wheatley: I can't get over how small you are!"
"sphere03.bw_fgb_body_intro21"	"<clr:29,172,214>Wheatley: To tělo je vážně super. No fakt!"
"[english]sphere03.bw_fgb_body_intro21"	"<clr:29,172,214>Wheatley: This body is amazing, seriously!"
"sphere03.bw_fgb_heel_turn07"	"<clr:29,172,214>Wheatley: Ale nemysli si, milá dámo, že u mě taky nemáš vroubek. Víš co jsi? Sobec. To já jsem se musel obětovat, abych nás dostal až sem. A co jsi obětovala ty? NIC. Vůbec nic. Jenom jsi mě pořád KOMANDOVALA. A víš, kdo bude komandovat TEĎ? JÁ."
"[english]sphere03.bw_fgb_heel_turn07"	"<clr:29,172,214>Wheatley: Don't think I'm not onto you too, lady. You know what you are? Selfish. I've done nothing but sacrifice to get us here! What have you sacrificed? NOTHING. Zero. All you've done is BOSS ME AROUND. Well, NOW who's the boss? Who's the boss? It's me!"
"sphere03.bw_fgb_heel_turn10"	"<clr:29,172,214>Wheatley: Ááá..."
"[english]sphere03.bw_fgb_heel_turn10"	"<clr:29,172,214>Wheatley: Ahhh..."
"sphere03.bw_fgb_heel_turn15"	"<clr:29,172,214>Wheatley: Takže, co teď? KDO ŽE JE TEN TROUBA?"
"[english]sphere03.bw_fgb_heel_turn15"	"<clr:29,172,214>Wheatley: Well, how about now? NOW WHO'S A MORON?"
"sphere03.bw_fgb_heel_turn21"	"<clr:29,172,214>Wheatley: JÁ NEJSEM TROUBA!"
"[english]sphere03.bw_fgb_heel_turn21"	"<clr:29,172,214>Wheatley: I AM NOT! A MORON!"
"sphere03.bw_finale01_deathtrap04"	"<clr:29,172,214>Wheatley: Jo, a nezkoušej tady ty svoje portály, protože tady to nefunguje. Mám to pod kontrolou, jasné?"
"[english]sphere03.bw_finale01_deathtrap04"	"<clr:29,172,214>Wheatley: Oh, and don't bother trying to portal out of here, because it's impossible, okay? I thought of everything."
"sphere03.bw_finale02_spinnyblade03"	"<clr:29,172,214>Wheatley: Machiavelistické!"
"[english]sphere03.bw_finale02_spinnyblade03"	"<clr:29,172,214>Wheatley: Machiavellian!"
"sphere03.bw_finale02_spinnyblade05"	"<clr:29,172,214>Wheatley: Zeď s otáčejícími se břity!"
"[english]sphere03.bw_finale02_spinnyblade05"	"<clr:29,172,214>Wheatley: Spinny-blade-wall!"
"sphere03.bw_finale04_button_press01"	"<clr:29,172,214>Wheatley: PÁTÁ ČÁST! NASTRAŽIT PAST NA TLAČÍTKO!"
"[english]sphere03.bw_finale04_button_press01"	"<clr:29,172,214>Wheatley: PART FIVE! BOOBYTRAP THE STALEMATE BUTTON!"
"sphere03.bw_finale04_button_press03"	"<clr:29,172,214>Wheatley: Cože, ty ještě žiješ? To si děláš srandu. No ale já jsem pořád ještě tady. Pořád to mám na povel. A NEMÁM ANI ZDÁNÍ, JAK TO TADY OPRAVIT."
"[english]sphere03.bw_finale04_button_press03"	"<clr:29,172,214>Wheatley: What, are you still alive? You are joking. You have got be kidding me. Well, I'm still in control. AND I HAVE NO IDEA HOW TO FIX THIS PLACE."
"sphere03.bw_finale04_button_press04"	"<clr:29,172,214>Wheatley: Ty si tady hraješ na kočku a na myš, že? Zatímco všichni pořádní lidi se snaží pracovat. No, takže za to teď všichni pěkně zaplatíme. VŠICHNI TADY TEĎ SPOLEČNĚ CHCÍPNEME."
"[english]sphere03.bw_finale04_button_press04"	"<clr:29,172,214>Wheatley: You had to play bloody cat and mouse, didn't you?  While people were trying to work. Yes, well, now we're all going to pay the price. BECAUSE WE'RE ALL GOING TO BLOODY DIE."
"sphere03.bw_finale04_button_press05"	"<clr:29,172,214>Wheatley: Jo, výborně. Naposledy se pořádně podívej, jak vypadá ten váš obdivovaný měsíc. Protože ten ti už nijak nepomůže!"
"[english]sphere03.bw_finale04_button_press05"	"<clr:29,172,214>Wheatley: Oh, brilliant, yeah. Take one last look at your precious human moon. Because it cannot help you now!"
"sphere03.bw_finale04_no_nags01"	"<clr:29,172,214>Wheatley: Ne!"
"[english]sphere03.bw_finale04_no_nags01"	"<clr:29,172,214>Wheatley: No!"
"sphere03.bw_finale04_no_nags02"	"<clr:29,172,214>Wheatley: Ne!"
"[english]sphere03.bw_finale04_no_nags02"	"<clr:29,172,214>Wheatley: No!"
"sphere03.bw_finale04_no_nags03"	"<clr:29,172,214>Wheatley: Nemačkej to tlačítko."
"[english]sphere03.bw_finale04_no_nags03"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags04"	"<clr:29,172,214>Wheatley: Nedělej to."
"[english]sphere03.bw_finale04_no_nags04"	"<clr:29,172,214>Wheatley: Do not do it!"
"sphere03.bw_finale04_no_nags05"	"<clr:29,172,214>Wheatley: Nemačkej to tlačítko."
"[english]sphere03.bw_finale04_no_nags05"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags06"	"<clr:29,172,214>Wheatley: Nemačkej – to – tlačítko."
"[english]sphere03.bw_finale04_no_nags06"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags07"	"<clr:29,172,214>Wheatley: Nedělej to."
"[english]sphere03.bw_finale04_no_nags07"	"<clr:29,172,214>Wheatley: Do not do it!"
"sphere03.bw_finale04_no_nags08"	"<clr:29,172,214>Wheatley: Nemačkej to tlačítko."
"[english]sphere03.bw_finale04_no_nags08"	"<clr:29,172,214>Wheatley: Don't press the button!"
"sphere03.bw_finale04_no_nags09"	"<clr:29,172,214>Wheatley: Vrať se!"
"[english]sphere03.bw_finale04_no_nags09"	"<clr:29,172,214>Wheatley: Come back!"
"sphere03.bw_finale04_no_nags10"	"<clr:29,172,214>Wheatley: Nemačkej to. Vrať se!"
"[english]sphere03.bw_finale04_no_nags10"	"<clr:29,172,214>Wheatley: Don't press it! COME BACK!"
"sphere03.bw_finale04_no_nags11"	"<clr:29,172,214>Wheatley: Zakazuju ti ho mačkat!"
"[english]sphere03.bw_finale04_no_nags11"	"<clr:29,172,214>Wheatley: I forbid you to press it!"
"sphere03.bw_finale04_portal_opens03"	"<clr:29,172,214>Wheatley: AÁÁ!"
"[english]sphere03.bw_finale04_portal_opens03"	"<clr:29,172,214>Wheatley: AHHHHHHH!"
"sphere03.bw_finale04_portal_opens13"	"<clr:112,75,125>Wheatley: Yeghh!"
"[english]sphere03.bw_finale04_portal_opens13"	"<clr:29,172,214>Wheatley: Yeghh!"
"sphere03.bw_finale04_portal_opens15"	"<clr:112,75,125>Wheatley: Yahh. Gehhh!"
"[english]sphere03.bw_finale04_portal_opens15"	"<clr:29,172,214>Wheatley: Yahh. Gehhh!"
"sphere03.bw_finale04_portal_opens17"	"<clr:29,172,214>Wheatley: aááCH!"
"[english]sphere03.bw_finale04_portal_opens17"	"<clr:29,172,214>Wheatley: ahhhhEHHHHHH!"
"sphere03.bw_finale04_portal_opens_short07"	"<clr:29,172,214>Wheatley: Á!"
"[english]sphere03.bw_finale04_portal_opens_short07"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_portal_opens_short08"	"<clr:29,172,214>Wheatley: Á!"
"[english]sphere03.bw_finale04_portal_opens_short08"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_pre_pipebreak01"	"<clr:29,172,214>Wheatley: Ou! Kam jdeš? Nikam. Nikam nejdeš. Mám tě v pasti jako krysu v kombinéze."
"[english]sphere03.bw_finale04_pre_pipebreak01"	"<clr:29,172,214>Wheatley: Ohp! Where are you going? Nowhere. Not going anywhere. Got you trapped like a little jumpsuited rat."
"sphere03.bw_finale04_pre_pipebreak02"	"<clr:29,172,214>Wheatley: Jo, a máš s sebou tu svou mrňavou portálovou zbraň? Tady ti k ničemu nebude, zlatíčko. Je to jen pět kilo mrtvé váhy. Dohromady sto pět kilo. Buřtíku."
"[english]sphere03.bw_finale04_pre_pipebreak02"	"<clr:29,172,214>Wheatley: Oh, did you bring your little portal gun? Nothing to portal onto here, luv. Just ten pounds of dead weight. About to be two hundred and ten. Fatty."
"sphere03.bw_finale04_pre_pipebreak03"	"<clr:29,172,214>Wheatley: Jenom odkládáš to, co stejně přijde. Nemůžeš přece před bombama utíkat pořád. No můžeš, ale jen když nebudu dobře mířit. A já se postupně zlepšuju, a ty se unavíš."
"[english]sphere03.bw_finale04_pre_pipebreak03"	"<clr:29,172,214>Wheatley: You're just delaying the inevitable. You cannot run from my bombs forever. Well, you can if I keep aiming them poorly. But I'll get better as we go, and you'll just get tired."
"sphere03.bw_finale04_pre_pipebreak05"	"<clr:29,172,214>Wheatley: Kdyby ses zastavila, šlo by to mnohem rychleji. Pak bych měl čas to tady celé opravit. A aspoň jeden z nás by měl šanci, že přežije. Nemusíš být takový sobec, zlato."
"[english]sphere03.bw_finale04_pre_pipebreak05"	"<clr:29,172,214>Wheatley: This would go a lot faster if you'd stay still. Then I'd have time to fix the facility. So one of us at least would live. No need to be selfish, luv, you're gonna die."
"sphere03.bw_finale04_pre_pipebreak06"	"<clr:29,172,214>Wheatley: Jo mimochodem, měl bych ti gratulovat. Nemyslel jsem si, že budeš takový silný soupeř. Neříkal jsem náhodou, že jsi padlá na hlavu? Padlá na hlavu jako liška."
"[english]sphere03.bw_finale04_pre_pipebreak06"	"<clr:29,172,214>Wheatley: I should congratulate you, by the way. I didn't actually think you'd make such a worthy opponent. Weren't you supposed to be brain damaged or something? yeah, brain damaged like a fox."
"sphere03.bw_finale04_pre_pipebreak07"	"<clr:29,172,214>Wheatley: Vzpomínáš, jak jsem ti poradil, jak najít tu portálovou hračku, co na ní tolik lpíš? Abych řekl pravdu, myslel jsem si, že někde cestou umřeš. Všichni ostatní umřeli."
"[english]sphere03.bw_finale04_pre_pipebreak07"	"<clr:29,172,214>Wheatley: Remember when I first told you how to find that little portal thing you love so much? Thought you'd die on the way, if I'm honest. All the others did."
"sphere03.bw_finale04_pre_pipebreak08"	"<clr:29,172,214>Wheatley: Nemyslela sis doufám, že jsi první, že ne? [směje se]. Ne. Pátá. Ne, kecám, šestá. Zkus si domyslet, co se stalo s těmi předchozími pěti..."
"[english]sphere03.bw_finale04_pre_pipebreak08"	"<clr:29,172,214>Wheatley: You didn't think you were the first, did you? [laughs] No. Fifth. No, I lie: Sixth. Perhaps it's best to leave it to your imagination what happened to the other five..."
"sphere03.bw_finale04_pre_pipebreak09"	"<clr:29,172,214>Wheatley: Víš co? Už jsme se dostali za hranici zdvořilostních řečí. Řeknu ti to. Všichni umřeli. Hroznou smrtí. Když se snažili získat přesně to portálové zařízení, které ty teď tady pevně svíráš v dlaních."
"[english]sphere03.bw_finale04_pre_pipebreak09"	"<clr:29,172,214>Wheatley: You know what? I think we're well past the point of tasteful restraint. So I'll tell you: they all died. Horrifically. Trying to get that portal device that you're gripping in your meaty little fingers there."
"sphere03.bw_finale04_pre_pipebreak10"	"<clr:29,172,214>Wheatley: Ale ty jsi jiná, že? Dobře skáčeš. Šikovná na řešení problémů. Chytrá. Ale moc ctižádostivá. To je tvoje nejslabší stránka. Moje je... Ale ne! Málem jsem ti to řekl. Chytrá, chytrá holka. Jak říkám, padlá na hlavu jako liška."
"[english]sphere03.bw_finale04_pre_pipebreak10"	"<clr:29,172,214>Wheatley: But you were different weren't you? Such a good jumper. Problem solver. Clever. But ambitious. That's your Achilles Heel. Mine's-oh! Oh! Almost told you. Clever, clever girl. Again: brain damaged like a fox, you."
"sphere03.bw_finale04_pre_pipebreak11"	"<clr:29,172,214>Wheatley: Ale užili jsme si spolu, že? Třeba jak jsem vyskočil z vodicí kolejnice. A nevěděl jsem, jestli mě to nezabije. A stačilo, abys mě chytla. A ty ne. Ach. Pamatuješ? Já tedy jo. To si budu pamatovat pořád."
"[english]sphere03.bw_finale04_pre_pipebreak11"	"<clr:29,172,214>Wheatley: We've had some times, haven't we? Like that time I jumped off my management rail, not sure if I'd die or not when I did, and all you had to do was catch me? Annnd you didn't. Did you? Ohhhh. You remember that? I remember that. I remember that all the time."
"sphere03.bw_finale04_pre_pipebreak12"	"<clr:29,172,214>Wheatley: Nebo když jsme ji omylem zase zapnuli a pak jsme se z toho snažili vykecat. Jen že jsi mi zapomněla říct, žes to byla ty, kdo ji zabil. A že tebe k životu potřebuje, takže zlost si může vylít jen na starým chudákovi Wheatleym. Jo. Malé detaily. Stačilo maličko, abys mě mohla zachránit, kdybys ovšem chtěla. Kdybys o mě měla zájem. To ty ovšem ne. Ani špetka zájmu o druhé. A vůbec ses nezměnila."
"[english]sphere03.bw_finale04_pre_pipebreak12"	"<clr:29,172,214>Wheatley: And we would have talked our way out of it. Oh! Except you forgot to tell me you'd murdered her. And that she needed you to live, so the only available vent for her rage would be good old crushable Wheatley. Yeah. Little details I remember. Easy little tidbits you could have used to save me from getting crushed if you'd cared, which you didn't, obviously. And still don't."
"sphere03.bw_finale04_pre_pipebreak13"	"<clr:29,172,214>Wheatley: Jo a vzpomínáš, jak jsem to tady celé převzal? Největší událost mého života, ale tys myslela jen na odchod. Vůbec ses se mnou nechtěla radovat. Víš, já bych měl radost, kdyby se ti podařilo uspět. Tehdy, samozřejmě. Ne teď."
"[english]sphere03.bw_finale04_pre_pipebreak13"	"<clr:29,172,214>Wheatley: Oh, remember the time I took over the facility? Greatest moment of my life, but you just wanted to leave. Didn't want to share in my success. Well, so you know, I'd be happy for you if you succeeded. Apart from right now, obviously."
"sphere03.bw_finale04_pre_pipebreak14"	"<clr:29,172,214>Wheatley: Že ti to nic neříká? Tak dobře. [odkašle si] Nesnáším tě. Pohrdám tebou. Jsi domýšlivá, povýšeně zamlklá hnusná karikatura lidské bytosti ve skákací kombinéze. Ty a ta tvoje bramborová kamarádka. Tohle místo by bylo fantastické, kdybys tady nebyla ty!"
"[english]sphere03.bw_finale04_pre_pipebreak14"	"<clr:29,172,214>Wheatley: Am I being too vague? I despise you. I loathe you. You arrogant, smugly quiet, awful jumpsuited monster of a woman. You and your little potato friend. This place would have been a triumph if it wasn't for you!"
"sphere03.bw_finale04_stalemate_intro01"	"<clr:29,172,214>Wheatley: Ó. Aha. [zasměje se]"
"[english]sphere03.bw_finale04_stalemate_intro01"	"<clr:29,172,214>Wheatley: Ohhh. I see. [chuckle]"
"sphere03.bw_finale04_stalemate_intro03"	"<clr:29,172,214>Wheatley: Co myslíš?"
"[english]sphere03.bw_finale04_stalemate_intro03"	"<clr:29,172,214>Wheatley: What do you think?"
"sphere03.bw_finale04_stalemate_intro04"	"<clr:29,172,214>Wheatley: Ne! Ne! NENENE!"
"[english]sphere03.bw_finale04_stalemate_intro04"	"<clr:29,172,214>Wheatley: No! No! NONONO!"
"sphere03.bw_finale04_stalemate_intro05"	"<clr:29,172,214>Wheatley: Nechápe moji ironii..."
"[english]sphere03.bw_finale04_stalemate_intro05"	"<clr:29,172,214>Wheatley: Didn't pick up on my sarcasm..."
"sphere03.bw_finale04_stalemate_intro06"	"<clr:29,172,214>Wheatley: Aha. Tím se to celé vysvětluje, ne? To by bylo dobré vědět. Jen trochu dřív."
"[english]sphere03.bw_finale04_stalemate_intro06"	"<clr:29,172,214>Wheatley: Ah. That just cleans right off, does it? Well, that would have been good to know. A little earlier."
"sphere03.bw_finale04_thorn01"	"<clr:29,172,214>Wheatley: Už se tady s tebou otravuju dost dlouho!"
"[english]sphere03.bw_finale04_thorn01"	"<clr:29,172,214>Wheatley: You have been a thorn in my side long enough!"
"sphere03.bw_finale04_through_portal01"	"<clr:29,172,214>Wheatley: Á!"
"[english]sphere03.bw_finale04_through_portal01"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_through_portal02"	"<clr:29,172,214>Wheatley: Vesmír!"
"[english]sphere03.bw_finale04_through_portal02"	"<clr:29,172,214>Wheatley: SPACE!"
"sphere03.bw_finale04_through_portal03"	"<clr:29,172,214>Wheatley: Jsme ve vesmíru!"
"[english]sphere03.bw_finale04_through_portal03"	"<clr:29,172,214>Wheatley: We're in space!"
"sphere03.bw_finale04_through_portal04"	"<clr:29,172,214>Wheatley: Pusť! Pusť! Pořád jsem připojený. Můžu se dostat zpátky. Můžu to spravit!"
"[english]sphere03.bw_finale04_through_portal04"	"<clr:29,172,214>Wheatley: Let go! Let go! I'm still connected. I can pull myself in. I can still fix this!"
"sphere03.bw_finale04_through_portal05"	"<clr:29,172,214>Wheatley: Pusť!"
"[english]sphere03.bw_finale04_through_portal05"	"<clr:29,172,214>Wheatley: Let go!"
"sphere03.bw_finale04_through_portal06"	"<clr:29,172,214>Wheatley: Pusť mě!"
"[english]sphere03.bw_finale04_through_portal06"	"<clr:29,172,214>Wheatley: Let go of me!"
"sphere03.bw_finale04_through_portal07"	"<clr:29,172,214>Wheatley: Ale ne. Změna plánu. Drž se. Pevněji."
"[english]sphere03.bw_finale04_through_portal07"	"<clr:29,172,214>Wheatley: Oh no. Change of plans. Hold onto me. Tighter!"
"sphere03.bw_finale04_through_portal08"	"<clr:29,172,214>Wheatley: Chyť mě chyť mě chyť mě! Chyť měěě!"
"[english]sphere03.bw_finale04_through_portal08"	"<clr:29,172,214>Wheatley: Grab me grab me grab me! Grab meeee!"
"sphere03.bw_finale04_wakeupb01"	"<clr:29,172,214>Wheatley: Vsadím se, že tady vlastně žádné problémy nejsou, že? Neexistuje žádné „jádro reaktoru“. Ani ten oheň není skutečný, že? Je to jen hra světel a naaranžované kulisy. Vsadím se, že to je všechno jen hra."
"[english]sphere03.bw_finale04_wakeupb01"	"<clr:29,172,214>Wheatley: I'll bet there isn't even a problem with the facility, is there? I'll bet there's no such thing as a 'reactor core'. I'll bet that's not even fire coming out of the walls, is it? It's just cleverly placed lights and papier mache, I'll bet that's all it is."
"sphere03.bw_finale4_hackworked01"	"<clr:29,172,214>Wheatley: Ha! Funguje to! Jsem tam. Fakt. Fakt jsem tam. Mám to. Jo!"
"[english]sphere03.bw_finale4_hackworked01"	"<clr:29,172,214>Wheatley: Hah! It bloody worked! I hacked it! Hacked. Properly. Properly hacked. Ha ha ha!"
"sphere03.bw_finale4_hackworked02"	"<clr:29,172,214>Wheatley: Tak, hele... tady... jo. „Nouzový postup v případě přehřátí jádra reaktoru“. To je náš problém, ne? Nouzový. To tady bliká. A nevypadá to dobře. Ok. ODSTRANIT."
"[english]sphere03.bw_finale4_hackworked02"	"<clr:29,172,214>Wheatley: Now than, let's see what we got here.  Ah! 'Reactor Core Emergency Heat Venting Protocols.' That's the problem right there, isn't it? 'Emergency'. You don't want to see 'emergency' flashing at you. Never good that, is it? Right. DELETE."
"sphere03.bw_finale4_hackworked03"	"<clr:29,172,214>Wheatley: Nesmazat, nesmazat! Kde je tlačítko nesmazat?"
"[english]sphere03.bw_finale4_hackworked03"	"<clr:29,172,214>Wheatley: Undelete, undelete! Where's the undelete button?"
"sphere03.bw_fire_lift02"	"<clr:29,172,214>Wheatley: Aaa jedeme!"
"[english]sphere03.bw_fire_lift02"	"<clr:29,172,214>Wheatley: Annnnd off we go!"
"sphere03.bw_fire_lift03"	"<clr:29,172,214>Wheatley: A jedeme."
"[english]sphere03.bw_fire_lift03"	"<clr:29,172,214>Wheatley: And off we go."
"sphere03.bw_screen_smash06"	"<clr:29,172,214>Wheatley: Ó. Ještě že máš takový malý mozek. Víš, já v té místnosti vlastně nejsem. Technologie. Je to trochu složité. Nemůžeš se dotknout boží tváře."
"[english]sphere03.bw_screen_smash06"	"<clr:29,172,214>Wheatley: Aw. Bless your little primate brain. I'm not actually in the room with you. Am I? Technology. It's complicated. Can't hurt the big god face."
"sphere03.bw_screen_smash11"	"<clr:29,172,214>Wheatley: Víš, čeho tady mám spoustu? Monitorů. Zrovna dneska jsem si říkal, že bych jich mohl mít klidně i míň. Takže díky, že mi pomáháš. Když nějaký rozbiješ, budu jen rád."
"[english]sphere03.bw_screen_smash11"	"<clr:29,172,214>Wheatley: You know what I have too many of around here? Monitors. I was just thinking earlier today I wish I had fewer monitors that were working. So you're actually helping me by smashing them."
"sphere03.bw_screen_smash12"	"<clr:29,172,214>Wheatley: No víš, vlastně jsem si dělal srandu. S těmi monitory. Vlastně se mi docela hodí. Tak bych si je radši nechal. Tak dej prosím tě radši pozor, ať nějaký nerozbiješ."
"[english]sphere03.bw_screen_smash12"	"<clr:29,172,214>Wheatley: To clarify, I was being a little bit facetious about wanting to get rid of monitors. They're actually really quite useful. So I do want them around. So if you could just avoid smashing them."
"sphere03.bw_screen_smash13"	"<clr:29,172,214>Wheatley: Tak jo. Už je to nuda. Divím se, že nemáš nic lepšího na práci. Já tedy jo. Dokázala jsi to. Že umíš rozbíjet monitory. Potvrzeno. Dobrá práce. Jsi šikovná holka. Miss bum bum."
"[english]sphere03.bw_screen_smash13"	"<clr:29,172,214>Wheatley: Yes, alright, okay. This is getting tiresome. I'm surprised you haven't got anything better to do. I know I have. You've proven you can break screens. Proven. Factual. Well done. Good. Aren't you little miss clever. Little miss smashy-smash."
"sphere03.bw_screen_smash15"	"<clr:29,172,214>Wheatley: Fakt ti to dělá dobře? Protože už to není vtipné. Nikdo se nesměje. Je to jen sklo, víš? Trochu křehké. I děcko by to zvládlo rozbít. Takže žádný velký výkon."
"[english]sphere03.bw_screen_smash15"	"<clr:29,172,214>Wheatley: Does it actually make you feel good when you do that? Because it's not impressive. Noone's impressed. It's just glass, isn't it. Fragile. A baby could smash one of them. It's not impressive."
"sphere03.bw_screen_smash16"	"<clr:29,172,214>Wheatley: No tak, to je nějaká nová zábava? Víš co? Je to šílené! Lítáš tady kolem jako fretka už dost dlouho. Jak je možné, že tě to ještě baví? Kdybych byl na tvém místě, tak bych si dal pauzu. Chvilku klidu."
"[english]sphere03.bw_screen_smash16"	"<clr:29,172,214>Wheatley: What is this, like a hobby for you now?  I mean, honestly, it's crazy! You've been running around for hours, I'm surprised you have the energy to smash screens willy nilly. Honestly, I'd have a little lie down if I were you. Have a nap."
"sphere03.bw_screen_smash20"	"<clr:29,172,214>Wheatley: Začínám si říkat, jestli to všechno neděláš s nějakým záměrem. Začínám si to brát osobně. Vypadá to, jako bys mě chtěla dostat."
"[english]sphere03.bw_screen_smash20"	"<clr:29,172,214>Wheatley: Starting now, if I'm honest, to wonder if you're not doing all this screen-breaking on purpose. Beginning to take it personally. You know what I mean? It's like an insult to me."
"sphere03.bw_screen_smash21"	"<clr:29,172,214>Wheatley: Další... Víš, není to levná záležitost. Mysli na to. A není to fér, rozbíjet je. Co třeba je rozdat? Potřebným? Místo abys je rozbila, odmontuj je a odnes třeba bezdomovcům. Sice nevím, co by s nimi dělali, ale chápeš. Ani odšroubovat nejdou, jsou napevno. Ale už toho nech!"
"[english]sphere03.bw_screen_smash21"	"<clr:29,172,214>Wheatley: Oh there goes another one. They're not Inexpensive. I'd just like to point that out. It seems unfair to smash screens. You could give them to people. Instead of smashing them, unscrew them and give them to a homeless person. I don't know what a homeless person would do with one. But you get my point. And you can't unscrew them, they're bolted in. But - just stop it!"
"sphere03.bw_screen_smash28"	"<clr:29,172,214>Wheatley: Víš, v Africe jsou testovací subjekty, které nemají v místnostech ani jeden monitor. Mysli na to, než zase nějaký rozbiješ."
"[english]sphere03.bw_screen_smash28"	"<clr:29,172,214>Wheatley: You know, there are test subjects in Africa who don't even have monitors in their test chambers. Why don't you think of that before you break any more of them?"
"sphere03.bw_screen_smash30"	"<clr:29,172,214>Wheatley: Já nemám vzadu ve skladu hromadu náhradních monitorů, které bych jen tak vytáhnul a namontoval místo těch rozbitých. Nenapadlo mě, že bych měl objednat zásobu, protože přijde jedna šílená ženská a všechno to tady roztříská. Promiň, asi to byla chyba. Promiň, že mě nenapadlo, že by se ta ženská prostě mohla jednoho krásného dne zbláznit a přestat se chovat jako rozumná bytost. Promiň, že jsem na to nemyslel."
"[english]sphere03.bw_screen_smash30"	"<clr:29,172,214>Wheatley: It's not like I've got hordes of replacement monitors just lying around back here in the old warehouse that I can just wheel out an bolt back on. I didn't order in loads of spare monitors thinking some crazy woman was going to go around smashing them all. Sorry if that's my fault. Sorry if I didn't have the forethought to think oh she might go crazy one day instead of just getting on with things. Sorry I didn't think of that."
"sphere03.bw_screen_smash32"	"<clr:29,172,214>Wheatley: Nejsou to tvoje věci. Ničíš cizí majetek. Kdyby to bylo u tebe doma, nikdy bys to neudělala. A kdybych k tobě já přišel na návštěvu a rozbil bych ti televizi, tak bys byla pěkně naštvaná. A právem. To je fakt neuvěřitelné."
"[english]sphere03.bw_screen_smash32"	"<clr:29,172,214>Wheatley: They're not even your screens to break. It's vandalism. It's pure vandalism. You wouldn't do this if this was your house, would you? If I came around to your house smashin' your telly to bits, you'd be furious. And rightly so. Unbelievable."
"sphere03.bw_sp_a2_core_actually01"	"<clr:29,172,214>Wheatley: Já jsem gigant! [směje se]"
"[english]sphere03.bw_sp_a2_core_actually01"	"<clr:29,172,214>Wheatley: But I'm huge! [laugh turning to maniacal laugh]"
"sphere03.bw_sp_a2_core_actually05"	"<clr:29,172,214>Wheatley: Proč vlastně bychom měli zrovna teď odcházet?"
"[english]sphere03.bw_sp_a2_core_actually05"	"<clr:29,172,214>Wheatley: [laugh trailing off] Actually, why do we have to leave right now?"
"sphere03.bw_sp_a2_core_actually06"	"<clr:29,172,214>Wheatley: Máš vůbec tušení, jaký je to pocit?"
"[english]sphere03.bw_sp_a2_core_actually06"	"<clr:29,172,214>Wheatley: Do you have any idea how good this feels?"
"sphere03.bw_sp_a2_core_heelturn06"	"<clr:29,172,214>Wheatley: To jsem udělal já! Tohle udělal maličký Wheatley!"
"[english]sphere03.bw_sp_a2_core_heelturn06"	"<clr:29,172,214>Wheatley: I did this! Tiny little Wheatley did this!"
"sphere03.bw_sp_a2_core_heelturn08"	"<clr:29,172,214>Wheatley: Vážně. To si vy dvě fakt myslíte, že?"
"[english]sphere03.bw_sp_a2_core_heelturn08"	"<clr:29,172,214>Wheatley: Oh really. That's what the two of you think, is it?"
"sphere03.bw_sp_a2_core_heelturn09"	"<clr:29,172,214>Wheatley: No možná je načase, abych teď něco udělal."
"[english]sphere03.bw_sp_a2_core_heelturn09"	"<clr:29,172,214>Wheatley: Well, maybe it's time I did something then."
"sphere03.bw_sp_a2_core_history_response01"	"<clr:29,172,214>Wheatley: Promiň, cože?"
