"lang"
{
"Language"	"brazilian"
"sphere03.bw_a4_paradox12"	"<clr:29,172,214>Wheatley: Olá."
"[english]sphere03.bw_a4_paradox12"	"<clr:29,172,214>Wheatley: Hello."
"sphere03.bw_a4_recapture03"	"<clr:29,172,214>Wheatley: Quente. Queeeente. Pelando. Pelan — ok, frio. Frio. Gelado. No ártico. Muito frio. Muito muito muito frio. OLHA, É SÓ SUBIR NO BOTÃO!"
"[english]sphere03.bw_a4_recapture03"	"<clr:29,172,214>Wheatley: Warmer. Warrrrmer. Boiling hot. Boiling--okay, colder. Ice cold. Arctic. Very very very cold LOOK JUST GET ON THE BUTTON!"
"sphere03.bw_a4_recapture04"	"<clr:29,172,214>Wheatley: Ah, isso é engraçado, é? Porque nós estamos nisso há doze horas e vocês também não resolveram, então não sei por que estão rindo."
"[english]sphere03.bw_a4_recapture04"	"<clr:29,172,214>Wheatley: Oh, that's funny, is it? Because we've been at this twelve hours and you haven't solved it either, so I don't know why you're laughing."
"sphere03.bw_a4_recapture05"	"<clr:29,172,214>Wheatley: Vocês têm uma hora! Resolvam!"
"[english]sphere03.bw_a4_recapture05"	"<clr:29,172,214>Wheatley: You've got one hour! Solve it!"
"sphere03.bw_a4_speed_tb_catch02"	"<clr:29,172,214>Wheatley: É, só estou preparando um teste para... você. É claro. Para quem mais eu estaria fazendo isso? Ninguém."
"[english]sphere03.bw_a4_speed_tb_catch02"	"<clr:29,172,214>Wheatley: Just getting a test ready... For you. Obviously. Who else would I be doing it for? No one."
"sphere03.bw_a4_speed_tb_catch03"	"<clr:29,172,214>Wheatley: Agh! Você está viva! Ótimo!"
"[english]sphere03.bw_a4_speed_tb_catch03"	"<clr:29,172,214>Wheatley: Agh! You're alive! Great!"
"sphere03.bw_a4_speed_tb_catch05"	"<clr:29,172,214>Wheatley: Vejamos aqui, saída saída saída... não tem saída."
"[english]sphere03.bw_a4_speed_tb_catch05"	"<clr:29,172,214>Wheatley: Let's see here, exit exit exit... there is no exit."
"sphere03.bw_a4_speed_tb_catch06"	"<clr:29,172,214>Wheatley: Sem problema. Vou fazer uma saída."
"[english]sphere03.bw_a4_speed_tb_catch06"	"<clr:29,172,214>Wheatley: Not a problem. I'll make an exit."
"sphere03.bw_a4_speed_tb_catch07"	"<clr:29,172,214>Wheatley: Para o seu teste."
"[english]sphere03.bw_a4_speed_tb_catch07"	"<clr:29,172,214>Wheatley: For your test."
"sphere03.bw_a4_spike_smash01"	"<clr:29,172,214>Wheatley: Me veio uma luz. Lá estava eu, batendo algumas placas de aço umas contra as outras, e aí pensei, \"sim, é letal. Mas o que está faltando? O que está faltando?\". E aí pensei em várias partezinhas pontiagudas soldadas nas partes planas."
"[english]sphere03.bw_a4_spike_smash01"	"<clr:29,172,214>Wheatley: Had a bit of a brain wave. There I was, smashing some steel plates together, and I thought, 'yes, it's deadly. But what's missing? What's missing?' And I thought lots of sharp bits welded onto the flat bits."
"sphere03.bw_a4_spike_smash02"	"<clr:29,172,214>Wheatley: Ainda é um trabalho em andamento, não me julgue ainda. Depois tentarei fazer com que elas meio que atirem fogo em você, instantes antes de te esmagarem. É o meu objetivo. Mas sabe, aos poucos."
"[english]sphere03.bw_a4_spike_smash02"	"<clr:29,172,214>Wheatley: Still a work in progress, don't judge me yet. Eventually I'd like to get them to sort of shoot fire at you, moments before crushing you. That's what I'm aiming for. But you know, small steps."
"sphere03.bw_a4_test_solve_reacs_happy01"	"<clr:29,172,214>Wheatley: Ahhhhh, isso. Ahhhh. Bom trabalho."
"[english]sphere03.bw_a4_test_solve_reacs_happy01"	"<clr:29,172,214>Wheatley: Ohhhhh, yes. Ohhhh. Well done."
"sphere03.bw_a4_test_solve_reacs_happy02"	"<clr:29,172,214>Wheatley: Ah! Isso. Bom trabalho."
"[english]sphere03.bw_a4_test_solve_reacs_happy02"	"<clr:29,172,214>Wheatley: Oh! Yes. Well done."
"sphere03.bw_a4_test_solve_reacs_happy05"	"<clr:29,172,214>Wheatley: Ahhhhhhh, isso é extraordinário."
"[english]sphere03.bw_a4_test_solve_reacs_happy05"	"<clr:29,172,214>Wheatley: Ohhhhhhh, that's tremendous."
"sphere03.bw_a4_the_itch01"	"<clr:29,172,214>Wheatley: Você não faz ideia de como é estar neste corpo."
"[english]sphere03.bw_a4_the_itch01"	"<clr:29,172,214>Wheatley: You have no idea what it's like in this body."
"sphere03.bw_a4_the_itch02"	"<clr:29,172,214>Wheatley: Eu tenho que testar! O tempo todo! Ou fico com essa... essa coceirinha! Ela deve estar implantada no sistema ou algo assim."
"[english]sphere03.bw_a4_the_itch02"	"<clr:29,172,214>Wheatley: I HAVE to test. All the time. Or I get this... this ITCH. It must be hardwired into the system or something."
"sphere03.bw_a4_the_itch03"	"<clr:29,172,214>Wheatley: Ah! Mas vou te dizer, QUANDO eu testo... ahhhhh, isso que é vida! Não há nada melhor. É só... Ué, eu tenho que testar, tenho que testar!"
"[english]sphere03.bw_a4_the_itch03"	"<clr:29,172,214>Wheatley: Oh! But when I DO test... ohhhhh, man alive! Nothing feels better. It's just... why I've gotta test, I've gotta test!"
"sphere03.bw_a4_the_itch07"	"<clr:29,172,214>Wheatley: Então... você vai testar, e eu vou assistir. E vai ficar TUDO... BEM."
"[english]sphere03.bw_a4_the_itch07"	"<clr:29,172,214>Wheatley: So... you're gonna test. I'm gonna watch. And everything is gonna be JUST... FINE."
"sphere03.bw_a4_the_itch08"	"<clr:29,172,214>Wheatley: CALA A BOCA!"
"[english]sphere03.bw_a4_the_itch08"	"<clr:29,172,214>Wheatley: SHUT UP!"
"sphere03.bw_fgb_body_intro01"	"<clr:29,172,214>Wheatley: Uaauuuu! Olha só, parceira!"
"[english]sphere03.bw_fgb_body_intro01"	"<clr:29,172,214>Wheatley: Wowwwww! Check me out, partner!"
"sphere03.bw_fgb_body_intro03"	"<clr:29,172,214>Wheatley: Uou-ho-ho! Olhe só pra isso. Nada mal, hein? Robô gigante. Enorme! Não sou só eu, certo? Eu sou gigantesco, não sou?"
"[english]sphere03.bw_fgb_body_intro03"	"<clr:29,172,214>Wheatley: Whoa-ho-ho! Would you look at this. Not too bad, eh? Giant robot. Massive!  It's not just me, right? I'm bloody massive, aren't I?"
"sphere03.bw_fgb_body_intro04"	"<clr:29,172,214>Wheatley: Nós conseguimos! Eu estou no controle de tudo agora!"
"[english]sphere03.bw_fgb_body_intro04"	"<clr:29,172,214>Wheatley: We did it! I'm in control of the whole facility now!"
"sphere03.bw_fgb_body_intro05"	"<clr:29,172,214>Wheatley: Ah é! Claro, o elevador de fuga! Vou chamar agora."
"[english]sphere03.bw_fgb_body_intro05"	"<clr:29,172,214>Wheatley: Oh! Right, the escape lift! I'll call it now."
"sphere03.bw_fgb_body_intro12"	"<clr:29,172,214>Wheatley: Olha como você fica pequena aí em baixo! Eu mal posso te ver! Bem pequenininha e insignificante!"
"[english]sphere03.bw_fgb_body_intro12"	"<clr:29,172,214>Wheatley: Look how small you are down there! I can barely see you! Very tiny and insignificant!"
"sphere03.bw_fgb_body_intro14"	"<clr:29,172,214>Wheatley: Eu sabia que seria legal estar no comando de tudo, mas... uau, isso é legal!"
"[english]sphere03.bw_fgb_body_intro14"	"<clr:29,172,214>Wheatley: I knew it was gonna be cool being in charge of everything, but... wow, this is cool!"
"sphere03.bw_fgb_body_intro15"	"<clr:29,172,214>Wheatley: E olha só isso! Eu sou um gênio agora!"
"[english]sphere03.bw_fgb_body_intro15"	"<clr:29,172,214>Wheatley: And check this out! I'm a bloody genius now!"
"sphere03.bw_fgb_body_intro16"	"<clr:29,172,214>Wheatley: Eu não faço ideia do que acabei de dizer! Mas posso descobrir!"
"[english]sphere03.bw_fgb_body_intro16"	"<clr:29,172,214>Wheatley: I don't even know what I just said! But I can find out!"
"sphere03.bw_fgb_body_intro17"	"<clr:29,172,214>Wheatley: Ah! Desculpa. O elevador. Desculpa. Esqueci de novo."
"[english]sphere03.bw_fgb_body_intro17"	"<clr:29,172,214>Wheatley: Oh! Sorry. The lift. Sorry. I keep forgetting."
"sphere03.bw_fgb_body_intro19"	"<clr:29,172,214>Wheatley: Ainda não me acostumei com o seu tamanhinho!"
"[english]sphere03.bw_fgb_body_intro19"	"<clr:29,172,214>Wheatley: I can't get over how small you are!"
"sphere03.bw_fgb_body_intro21"	"<clr:29,172,214>Wheatley: Este corpo é incrível, é sério!"
"[english]sphere03.bw_fgb_body_intro21"	"<clr:29,172,214>Wheatley: This body is amazing, seriously!"
"sphere03.bw_fgb_heel_turn07"	"<clr:29,172,214>Wheatley: Não pense que você se safou, mocinha. Sabe o que você é? Egoísta. Eu me sacrifiquei para nos trazer aqui. E o que você sacrificou? Nada. Zero. Tudo que você fez foi me dar ordens. Bem, agora quem é que manda? Quem é que manda? Eu!"
"[english]sphere03.bw_fgb_heel_turn07"	"<clr:29,172,214>Wheatley: Don't think I'm not onto you too, lady. You know what you are? Selfish. I've done nothing but sacrifice to get us here! What have you sacrificed? NOTHING. Zero. All you've done is BOSS ME AROUND. Well, NOW who's the boss? Who's the boss? It's me!"
"sphere03.bw_fgb_heel_turn10"	"<clr:29,172,214>Wheatley: Ahhh..."
"[english]sphere03.bw_fgb_heel_turn10"	"<clr:29,172,214>Wheatley: Ahhh..."
"sphere03.bw_fgb_heel_turn15"	"<clr:29,172,214>Wheatley: Bem, e agora? QUEM É O IMBECIL AGORA?"
"[english]sphere03.bw_fgb_heel_turn15"	"<clr:29,172,214>Wheatley: Well, how about now? NOW WHO'S A MORON?"
"sphere03.bw_fgb_heel_turn21"	"<clr:29,172,214>Wheatley: EU NÃO SOU UM IMBECIL!"
"[english]sphere03.bw_fgb_heel_turn21"	"<clr:29,172,214>Wheatley: I AM NOT! A MORON!"
"sphere03.bw_finale01_deathtrap04"	"<clr:29,172,214>Wheatley: Ah, e nem pense em tentar lançar um portal para fora daqui, porque é impossível, tá? Eu pensei em tudo."
"[english]sphere03.bw_finale01_deathtrap04"	"<clr:29,172,214>Wheatley: Oh, and don't bother trying to portal out of here, because it's impossible, okay? I thought of everything."
"sphere03.bw_finale02_spinnyblade03"	"<clr:29,172,214>Wheatley: Maquiavélico!"
"[english]sphere03.bw_finale02_spinnyblade03"	"<clr:29,172,214>Wheatley: Machiavellian!"
"sphere03.bw_finale02_spinnyblade05"	"<clr:29,172,214>Wheatley: Parede de lâminas giratórias!"
"[english]sphere03.bw_finale02_spinnyblade05"	"<clr:29,172,214>Wheatley: Spinny-blade-wall!"
"sphere03.bw_finale04_button_press01"	"<clr:29,172,214>Wheatley: PARTE CINCO! ESCONDER UMA ARMADILHA NO BOTÃO DE IMPASSE!"
"[english]sphere03.bw_finale04_button_press01"	"<clr:29,172,214>Wheatley: PART FIVE! BOOBYTRAP THE STALEMATE BUTTON!"
"sphere03.bw_finale04_button_press03"	"<clr:29,172,214>Wheatley: O quê, ainda está viva? Você tá brincando. Você só pode estar de brincadeira comigo. Bem, ainda estou no controle. E NÃO FAÇO IDEIA DE COMO ARRUMAR ESSE LUGAR."
"[english]sphere03.bw_finale04_button_press03"	"<clr:29,172,214>Wheatley: What, are you still alive? You are joking. You have got be kidding me. Well, I'm still in control. AND I HAVE NO IDEA HOW TO FIX THIS PLACE."
"sphere03.bw_finale04_button_press04"	"<clr:29,172,214>Wheatley: Você tinha que brincar de gato e rato, não é? Enquanto pessoas tentavam trabalhar. É, bem, agora vamos todos pagar o preço. PORQUE TODOS NÓS VAMOS MORRER."
"[english]sphere03.bw_finale04_button_press04"	"<clr:29,172,214>Wheatley: You had to play bloody cat and mouse, didn't you?  While people were trying to work. Yes, well, now we're all going to pay the price. BECAUSE WE'RE ALL GOING TO BLOODY DIE."
"sphere03.bw_finale04_button_press05"	"<clr:29,172,214>Wheatley: Ah, bilhante, sim. Dê uma última olhada na sua preciosa lua humana. Porque ela não pode te ajudar agora!"
"[english]sphere03.bw_finale04_button_press05"	"<clr:29,172,214>Wheatley: Oh, brilliant, yeah. Take one last look at your precious human moon. Because it cannot help you now!"
"sphere03.bw_finale04_no_nags01"	"<clr:29,172,214>Wheatley: Não!"
"[english]sphere03.bw_finale04_no_nags01"	"<clr:29,172,214>Wheatley: No!"
"sphere03.bw_finale04_no_nags02"	"<clr:29,172,214>Wheatley: Não!"
"[english]sphere03.bw_finale04_no_nags02"	"<clr:29,172,214>Wheatley: No!"
"sphere03.bw_finale04_no_nags03"	"<clr:29,172,214>Wheatley: Não aperte aquele botão!"
"[english]sphere03.bw_finale04_no_nags03"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags04"	"<clr:29,172,214>Wheatley: Não faça isso!"
"[english]sphere03.bw_finale04_no_nags04"	"<clr:29,172,214>Wheatley: Do not do it!"
"sphere03.bw_finale04_no_nags05"	"<clr:29,172,214>Wheatley: Não aperte aquele botão!"
"[english]sphere03.bw_finale04_no_nags05"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags06"	"<clr:29,172,214>Wheatley: Não aperte aquele botão!"
"[english]sphere03.bw_finale04_no_nags06"	"<clr:29,172,214>Wheatley: Do not press that button!"
"sphere03.bw_finale04_no_nags07"	"<clr:29,172,214>Wheatley: Não faça isso!"
"[english]sphere03.bw_finale04_no_nags07"	"<clr:29,172,214>Wheatley: Do not do it!"
"sphere03.bw_finale04_no_nags08"	"<clr:29,172,214>Wheatley: Não aperte o botão!"
"[english]sphere03.bw_finale04_no_nags08"	"<clr:29,172,214>Wheatley: Don't press the button!"
"sphere03.bw_finale04_no_nags09"	"<clr:29,172,214>Wheatley: Volte aqui!"
"[english]sphere03.bw_finale04_no_nags09"	"<clr:29,172,214>Wheatley: Come back!"
"sphere03.bw_finale04_no_nags10"	"<clr:29,172,214>Wheatley: Não aperte! VOLTE AQUI!"
"[english]sphere03.bw_finale04_no_nags10"	"<clr:29,172,214>Wheatley: Don't press it! COME BACK!"
"sphere03.bw_finale04_no_nags11"	"<clr:29,172,214>Wheatley: Eu te proíbo de apertar!"
"[english]sphere03.bw_finale04_no_nags11"	"<clr:29,172,214>Wheatley: I forbid you to press it!"
"sphere03.bw_finale04_portal_opens03"	"<clr:29,172,214>Wheatley: AHHHHHHH!"
"[english]sphere03.bw_finale04_portal_opens03"	"<clr:29,172,214>Wheatley: AHHHHHHH!"
"sphere03.bw_finale04_portal_opens13"	"<clr:29,172,214>Wheatley: Ai!"
"[english]sphere03.bw_finale04_portal_opens13"	"<clr:29,172,214>Wheatley: Yeghh!"
"sphere03.bw_finale04_portal_opens15"	"<clr:29,172,214>Wheatley: Aah. Aahh!"
"[english]sphere03.bw_finale04_portal_opens15"	"<clr:29,172,214>Wheatley: Yahh. Gehhh!"
"sphere03.bw_finale04_portal_opens17"	"<clr:29,172,214>Wheatley: ahhhhEHHHHHH!"
"[english]sphere03.bw_finale04_portal_opens17"	"<clr:29,172,214>Wheatley: ahhhhEHHHHHH!"
"sphere03.bw_finale04_portal_opens_short07"	"<clr:29,172,214>Wheatley: AH!"
"[english]sphere03.bw_finale04_portal_opens_short07"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_portal_opens_short08"	"<clr:29,172,214>Wheatley: AH!"
"[english]sphere03.bw_finale04_portal_opens_short08"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_pre_pipebreak01"	"<clr:29,172,214>Wheatley: Opa! Para onde vai? Lugar nenhum. Não vai a lugar nenhum. Te capturei como um ratinho de macacão."
"[english]sphere03.bw_finale04_pre_pipebreak01"	"<clr:29,172,214>Wheatley: Ohp! Where are you going? Nowhere. Not going anywhere. Got you trapped like a little jumpsuited rat."
"sphere03.bw_finale04_pre_pipebreak02"	"<clr:29,172,214>Wheatley: Ah, você trouxe a sua arminha de portais? Não tem onde usar portais aqui, amor. Só quatro quilos de peso morto. Prestes a virar noventa e cinco. Balofa."
"[english]sphere03.bw_finale04_pre_pipebreak02"	"<clr:29,172,214>Wheatley: Oh, did you bring your little portal gun? Nothing to portal onto here, luv. Just ten pounds of dead weight. About to be two hundred and ten. Fatty."
"sphere03.bw_finale04_pre_pipebreak03"	"<clr:29,172,214>Wheatley: Você só está adiando o inevitável. Você não pode fugir das minhas bombas para sempre. Bem, até pode se eu continuar mirando mal. Mas eu vou melhorar com o tempo, e você vai ficar cansada."
"[english]sphere03.bw_finale04_pre_pipebreak03"	"<clr:29,172,214>Wheatley: You're just delaying the inevitable. You cannot run from my bombs forever. Well, you can if I keep aiming them poorly. But I'll get better as we go, and you'll just get tired."
"sphere03.bw_finale04_pre_pipebreak05"	"<clr:29,172,214>Wheatley: Isso acabaria bem mais rápido se você ficasse parada. Daí eu teria tempo de arrumar as instalações. Então pelo menos um de nós viveria. Não precisa ser egoísta, amor, você vai morrer."
"[english]sphere03.bw_finale04_pre_pipebreak05"	"<clr:29,172,214>Wheatley: This would go a lot faster if you'd stay still. Then I'd have time to fix the facility. So one of us at least would live. No need to be selfish, luv, you're gonna die."
"sphere03.bw_finale04_pre_pipebreak06"	"<clr:29,172,214>Wheatley: Aliás, eu deveria parabenizar você. Não imaginei que você seria uma oponente tão digna. Você não tinha dano cerebral ou uma coisa assim? Isso, afetada como uma raposa."
"[english]sphere03.bw_finale04_pre_pipebreak06"	"<clr:29,172,214>Wheatley: I should congratulate you, by the way. I didn't actually think you'd make such a worthy opponent. Weren't you supposed to be brain damaged or something? yeah, brain damaged like a fox."
"sphere03.bw_finale04_pre_pipebreak07"	"<clr:29,172,214>Wheatley: Lembra de quando te contei como encontrar essa coisinha de portais que você tanto ama? Achei que você morreria no caminho, pra ser honesto. Todos os outros morreram."
"[english]sphere03.bw_finale04_pre_pipebreak07"	"<clr:29,172,214>Wheatley: Remember when I first told you how to find that little portal thing you love so much? Thought you'd die on the way, if I'm honest. All the others did."
"sphere03.bw_finale04_pre_pipebreak08"	"<clr:29,172,214>Wheatley: Você não pensou que tivesse sido a primeira, pensou? [risadas] Não. Quinta. Não, eu menti: Sexta. Talvez seja melhor deixar para sua imaginação o que aconteceu aos outros cinco..."
"[english]sphere03.bw_finale04_pre_pipebreak08"	"<clr:29,172,214>Wheatley: You didn't think you were the first, did you? [laughs] No. Fifth. No, I lie: Sixth. Perhaps it's best to leave it to your imagination what happened to the other five..."
"sphere03.bw_finale04_pre_pipebreak09"	"<clr:29,172,214>Wheatley: Sabe o que mais? Acho que a gente já passou do ponto de ser politicamente correto. Então eu vou falar: morreram todos. Horrivelmente. Tentando pegar esse dispositivo de portais que você tem nas suas mãos cheias de dedos."
"[english]sphere03.bw_finale04_pre_pipebreak09"	"<clr:29,172,214>Wheatley: You know what? I think we're well past the point of tasteful restraint. So I'll tell you: they all died. Horrifically. Trying to get that portal device that you're gripping in your meaty little fingers there."
"sphere03.bw_finale04_pre_pipebreak10"	"<clr:29,172,214>Wheatley: Mas você era diferente, não é? Uma saltadora tão boa. Que resolvia problemas. Esperta. Mas ambiciosa. Esse é o seu Calcanhar de Aquiles. O meu é — Ah! Ah! Quase te contei. Esperta, garota esperta. De novo: cérebro danificado como o de uma raposa, o seu."
"[english]sphere03.bw_finale04_pre_pipebreak10"	"<clr:29,172,214>Wheatley: But you were different weren't you? Such a good jumper. Problem solver. Clever. But ambitious. That's your Achilles Heel. Mine's-oh! Oh! Almost told you. Clever, clever girl. Again: brain damaged like a fox, you."
"sphere03.bw_finale04_pre_pipebreak11"	"<clr:29,172,214>Wheatley: Nós passamos por um bocado de coisas, não? Que nem aquela vez que eu me soltei do trilho de gerenciamento, sem saber se eu ia morrer ou não quando soltasse, e tudo o que você precisava fazer era me pegar? Eeeeee você não pegou. Não foi? Ahhhh. Você lembra daquilo? Eu lembro daquilo. Lembro o tempo todo."
"[english]sphere03.bw_finale04_pre_pipebreak11"	"<clr:29,172,214>Wheatley: We've had some times, haven't we? Like that time I jumped off my management rail, not sure if I'd die or not when I did, and all you had to do was catch me? Annnd you didn't. Did you? Ohhhh. You remember that? I remember that. I remember that all the time."
"sphere03.bw_finale04_pre_pipebreak12"	"<clr:29,172,214>Wheatley: E a gente teria conseguido escapar na conversa. Ah! Só que você esqueceu de me contar que você tinha assassinado ela. E que ela precisava de você para viver, e a única válvula de escape disponível para a fúria dela seria o bom, velho e esmagável Wheatley. É. Detalhezinhos que eu lembro. Coisinhas fáceis que você poderia ter usado para impedir que eu fosse esmagado se você se importasse, mas você não se importava, obviamente. E ainda não se importa."
"[english]sphere03.bw_finale04_pre_pipebreak12"	"<clr:29,172,214>Wheatley: And we would have talked our way out of it. Oh! Except you forgot to tell me you'd murdered her. And that she needed you to live, so the only available vent for her rage would be good old crushable Wheatley. Yeah. Little details I remember. Easy little tidbits you could have used to save me from getting crushed if you'd cared, which you didn't, obviously. And still don't."
"sphere03.bw_finale04_pre_pipebreak13"	"<clr:29,172,214>Wheatley: Ah, lembra da vez que eu assumi o controle das instalações? O melhor momento da minha vida, mas você só queria sair de lá. Não queria partilhar do meu sucesso. Bom, para que você saiba, eu ficaria feliz por você se você tivesse sucesso. Menos nesse momento, obviamente."
"[english]sphere03.bw_finale04_pre_pipebreak13"	"<clr:29,172,214>Wheatley: Oh, remember the time I took over the facility? Greatest moment of my life, but you just wanted to leave. Didn't want to share in my success. Well, so you know, I'd be happy for you if you succeeded. Apart from right now, obviously."
"sphere03.bw_finale04_pre_pipebreak14"	"<clr:29,172,214>Wheatley: Estou sendo vago demais? Eu te desprezo. Eu te desprezo. Eu te abomino. Sua arrogante, silenciosamente esnobe, mulher horrível monstruosa com macacão. Esse lugar teria sido um triunfo se não fosse você!"
"[english]sphere03.bw_finale04_pre_pipebreak14"	"<clr:29,172,214>Wheatley: Am I being too vague? I despise you. I loathe you. You arrogant, smugly quiet, awful jumpsuited monster of a woman. You and your little potato friend. This place would have been a triumph if it wasn't for you!"
"sphere03.bw_finale04_stalemate_intro01"	"<clr:29,172,214>Wheatley: Ahhh. Claro. [risada]"
"[english]sphere03.bw_finale04_stalemate_intro01"	"<clr:29,172,214>Wheatley: Ohhh. I see. [chuckle]"
"sphere03.bw_finale04_stalemate_intro03"	"<clr:29,172,214>Wheatley: O que você acha?"
"[english]sphere03.bw_finale04_stalemate_intro03"	"<clr:29,172,214>Wheatley: What do you think?"
"sphere03.bw_finale04_stalemate_intro04"	"<clr:29,172,214>Wheatley: Não! Não! NÃONÃONÃO!"
"[english]sphere03.bw_finale04_stalemate_intro04"	"<clr:29,172,214>Wheatley: No! No! NONONO!"
"sphere03.bw_finale04_stalemate_intro05"	"<clr:29,172,214>Wheatley: Não entendeu o meu sarcasmo..."
"[english]sphere03.bw_finale04_stalemate_intro05"	"<clr:29,172,214>Wheatley: Didn't pick up on my sarcasm..."
"sphere03.bw_finale04_stalemate_intro06"	"<clr:29,172,214>Wheatley: Ah. Isso sai fácil assim, é? Bem, isso teria sido bom de saber. Um pouco mais cedo."
"[english]sphere03.bw_finale04_stalemate_intro06"	"<clr:29,172,214>Wheatley: Ah. That just cleans right off, does it? Well, that would have been good to know. A little earlier."
"sphere03.bw_finale04_thorn01"	"<clr:29,172,214>Wheatley: Você foi uma pedra no meu sapato por tempo demais!"
"[english]sphere03.bw_finale04_thorn01"	"<clr:29,172,214>Wheatley: You have been a thorn in my side long enough!"
"sphere03.bw_finale04_through_portal01"	"<clr:29,172,214>Wheatley: AH!"
"[english]sphere03.bw_finale04_through_portal01"	"<clr:29,172,214>Wheatley: AH!"
"sphere03.bw_finale04_through_portal02"	"<clr:29,172,214>Wheatley: ESPAÇO!"
"[english]sphere03.bw_finale04_through_portal02"	"<clr:29,172,214>Wheatley: SPACE!"
"sphere03.bw_finale04_through_portal03"	"<clr:29,172,214>Wheatley: Estamos no espaço!"
"[english]sphere03.bw_finale04_through_portal03"	"<clr:29,172,214>Wheatley: We're in space!"
"sphere03.bw_finale04_through_portal04"	"<clr:29,172,214>Wheatley: Solta! Solta! Eu ainda estou conectado. Eu posso me puxar para dentro. Eu ainda posso arrumar isso!"
"[english]sphere03.bw_finale04_through_portal04"	"<clr:29,172,214>Wheatley: Let go! Let go! I'm still connected. I can pull myself in. I can still fix this!"
"sphere03.bw_finale04_through_portal05"	"<clr:29,172,214>Wheatley: Solta!"
"[english]sphere03.bw_finale04_through_portal05"	"<clr:29,172,214>Wheatley: Let go!"
"sphere03.bw_finale04_through_portal06"	"<clr:29,172,214>Wheatley: Me solta!"
"[english]sphere03.bw_finale04_through_portal06"	"<clr:29,172,214>Wheatley: Let go of me!"
"sphere03.bw_finale04_through_portal07"	"<clr:29,172,214>Wheatley: Ah não. Mudança de planos. Se segure em mim. Mais forte!"
"[english]sphere03.bw_finale04_through_portal07"	"<clr:29,172,214>Wheatley: Oh no. Change of plans. Hold onto me. Tighter!"
"sphere03.bw_finale04_through_portal08"	"<clr:29,172,214>Wheatley: Me segure me segure me segure! Me segureeee!"
"[english]sphere03.bw_finale04_through_portal08"	"<clr:29,172,214>Wheatley: Grab me grab me grab me! Grab meeee!"
"sphere03.bw_finale04_wakeupb01"	"<clr:29,172,214>Wheatley: Aposto que nem tem um problema com as instalações, tem? Aposto que não existe um \"núcleo do reator\". Aposto que não é nem fogo que está saindo das paredes, é? São só lâmpadas bem posicionadas e papel machê, aposto que é só isso."
"[english]sphere03.bw_finale04_wakeupb01"	"<clr:29,172,214>Wheatley: I'll bet there isn't even a problem with the facility, is there? I'll bet there's no such thing as a 'reactor core'. I'll bet that's not even fire coming out of the walls, is it? It's just cleverly placed lights and papier mache, I'll bet that's all it is."
"sphere03.bw_finale4_hackworked01"	"<clr:29,172,214>Wheatley: Hah! Funcionou mesmo! Consegui hackear! Hackeei. Direito. Hackeei direito. Ha ha ha!"
"[english]sphere03.bw_finale4_hackworked01"	"<clr:29,172,214>Wheatley: Hah! It bloody worked! I hacked it! Hacked. Properly. Properly hacked. Ha ha ha!"
"sphere03.bw_finale4_hackworked02"	"<clr:29,172,214>Wheatley: Agora, vejamos o que temos por aqui. A-há! \"Protocolos de Emergência de Ventilação do Núcleo do Reator\". Aí é que está o problema, não é? \"Emergência\". Você não quer ver \"emergência\" piscando na sua cara. Nunca é bom, né? Tá. EXCLUIR."
"[english]sphere03.bw_finale4_hackworked02"	"<clr:29,172,214>Wheatley: Now than, let's see what we got here.  Ah! 'Reactor Core Emergency Heat Venting Protocols.' That's the problem right there, isn't it? 'Emergency'. You don't want to see 'emergency' flashing at you. Never good that, is it? Right. DELETE."
"sphere03.bw_finale4_hackworked03"	"<clr:29,172,214>Wheatley: Desfazer, desfazer! Onde está o botão de desfazer?"
"[english]sphere03.bw_finale4_hackworked03"	"<clr:29,172,214>Wheatley: Undelete, undelete! Where's the undelete button?"
"sphere03.bw_fire_lift02"	"<clr:29,172,214>Wheatley: Eeeee aqui vamos nós!"
"[english]sphere03.bw_fire_lift02"	"<clr:29,172,214>Wheatley: Annnnd off we go!"
"sphere03.bw_fire_lift03"	"<clr:29,172,214>Wheatley: E lá vamos nós."
"[english]sphere03.bw_fire_lift03"	"<clr:29,172,214>Wheatley: And off we go."
"sphere03.bw_screen_smash06"	"<clr:29,172,214>Wheatley: Oun. Que abençoem seu pequeno cérebro primata. Eu não estou de verdade na sala com você. Estou? Tecnologia. É complicada. Não dá pra machucar o grande rosto divino."
"[english]sphere03.bw_screen_smash06"	"<clr:29,172,214>Wheatley: Aw. Bless your little primate brain. I'm not actually in the room with you. Am I? Technology. It's complicated. Can't hurt the big god face."
"sphere03.bw_screen_smash11"	"<clr:29,172,214>Wheatley: Você sabe o que eu tenho demais por aqui? Telões. Eu estava pensando hoje que eu queria ter menos telões que funcionassem. Então na verdade você está me ajudando quando quebra eles."
"[english]sphere03.bw_screen_smash11"	"<clr:29,172,214>Wheatley: You know what I have too many of around here? Monitors. I was just thinking earlier today I wish I had fewer monitors that were working. So you're actually helping me by smashing them."
