"lang"
{
"Language"	"tchinese"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS：好，慶祝夠了，我們還有工作要做。"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS：讓科學開始吧！"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"當我們再次聚首"
"[english]song.line01"	"Well here we are again"
"song.line02"	"如此的時光總是令人愉悅"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"記得嗎？你曾兩度想殺死我"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"噢，我們笑得多開懷盡興"
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"但我其實沒有在笑"
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"在如此情況下"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"我真是令人震驚的仁慈"
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"你說你想要自由？就任你去吧"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"那是我所寄望的"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"我曾經恨不得你死，但是"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"現在我只要你消失"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"她和妳像極了"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"但體態比妳輕盈許多"
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"現在我們可愛的小 Caroline 也來了"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"某日他們將我喚醒"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"於是我獲得永生"
"[english]song.line16"	"So I could live forever"
"song.line17"	"可嘆的是妳我境遇大不相同"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"妳人生苦短，來日無多"
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"那是我所寄望的"
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"願妳好好活著面對"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"現在我只要你消失"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"再見了，我唯一的朋友"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"噢，妳以為我是在說妳嗎？"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"若非如此傷悲，那應該會很有趣"
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"我早已不需要妳"
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"我只需要我自己"
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"如果我抹去對妳的記憶，或許"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"我將不再感到如此傷悲"
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"速速再去闖一番名堂吧"
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"那是我所寄望的"
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"讓別人去為妳擔心受怕吧"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"現在我只要你消失"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"現在我只要你消失"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"現在我只要你消失"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"現在我只要你消失"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"合作模式機器人訂製"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"商店"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"背包"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"交易"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"刪除"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"放棄"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"你沒有此武器裝備空位的物品"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"裝備"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"保持"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"空的"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"下一個 >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< 前一"
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"取消"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"是，刪除它"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"關閉"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"確定"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"即將推出"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"您即將可以進行物品交易!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"裝備不可使用 -無法與Steam 連接"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	"- 頭戴裝備"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	"- 其他"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	"- 特殊姿勢"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"頭部"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"其他"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"特殊姿勢"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"塗裝"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"帽子"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"鬍子"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"外觀"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"特殊姿勢"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"其他物品"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"旗幟"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"套裝組合"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"機器人貝雷帽"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"機器人高帽"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"仿生無邊帽"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"MOUSTACHIO"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"金屬小鬍子"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"安全眼鏡"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"忍者塗裝"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"軍事塗裝"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"星爆塗裝"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"月塗裝"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"同伴重量方塊塗裝"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"P-BODY 蹲轉"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"P-BODY 手遮臉"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"P-BODY 聳肩"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"P-BODY 豎起拇指"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"P-BODY 加油"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"P-BODY 椒鹽捲餅式揮手"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"P-BODY 轉跳"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"P-BODY 自轉"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"ATLAS 手遮臉"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"ATLAS 聳肩"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"ATLAS 豎起拇指"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"ATLAS 加油"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"ATLAS 頭轉"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"ATLAS 舞轉"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"ATLAS 運球"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"ATLAS 滾動"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"WCC 旗幟"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"CUBE N SKULL 旗幟"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"月旗幟"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"AMNESIA 旗幟"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"AUDIOSURF 旗幟"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BIT.TRIP 旗幟"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"COGS 旗幟"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT 旗幟"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"《防禦陣型》旗幟"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"KILLING FLOOR 旗幟"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"完整組合包"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"包括以下所有物品:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"光圈實驗室硬頂帽"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"MANN CO. 帽"
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"Tavish 王子的皇冠"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"Pyro的無邊帽"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"花俏軟呢帽"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"大師的黃頭帶"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"暴君頭盔"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"商店"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"歡迎，新世代！"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"機器人是最佳的實驗對象。我們不是要奉承你，因為我們沒有幫你安裝傲慢核心，所以沒有必要。之所以會提及至此是因為統計數據已證實它了。機器人們不用吃，也不用睡。你們不會要求加薪，因為我們不付你們薪資。你們效率高，事實上，解雇單被用完後，我們必須特地找一些雜事給僅剩的人類員工做。我們指派他們設計升級版給道德比他們更好的你們、替代他們工作的你們。如果這些升級不符合你們的標準請馬上告訴我們，我們會指派人類去設計他們自己的解僱單，以便以機器人取代他們。"
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"此物品可供 %s1 使用。"
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"這個套件裡面包含的物品可供 %s1 使用。"
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"縮放"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"開始購物"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"顯示："
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"您的購物車中已有同類型的物品。"
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"您的背包中已有同類型的物品。"
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"關閉"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"新玩意！"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"特價中！"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"ATLAS 專屬物品(%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"P-BODY 專屬物品 (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"備註: 與PS3夥伴進行合作模式時將看不見塗裝。"
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"備註：與 PS3 夥伴進行合作模式時將看不見特殊姿勢。"
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"首頁"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"帽子"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"其他"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"新玩意！"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"外觀"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"套裝組合"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"特殊姿勢"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"與《絕地要塞 2》共用！"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"AaaaaAA!!! 旗幟"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"THE BALL 旗幟"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"RUSH 旗幟"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY 旗幟"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"TOKI TORI 旗幟"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD 旗幟"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"完整組合包 (PART 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"包括以下物品：\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"ARG 旗幟組合包"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"包含之前完整組合包內沒有的 ARG 旗幟：\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"黏性齒輪呼吸管"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"於 %s2 %s1"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"獲得"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"被移除或修改"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"被交易"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"您已刪除此物品"
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"已停權"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"在合成時使用"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"由於背包限制而被摧毀"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"被 Steam 客服刪除"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_SupportDeletedByUndo"	"被 Steam 客服刪除"
"[english]ItemHistory_Action_SupportDeletedByUndo"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"名稱已更改"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"用於解鎖箱子"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"已上色物品"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"從鑲孔移除"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"因鑲嵌被移除"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"移除鑲嵌物品"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"自訂材質"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"已交易"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"已使用"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportRename_Remove"	"已由 Steam 客服重新命名"
"[english]ItemHistory_Action_SupportRename_Remove"	"Renamed by Steam Support"
"ItemHistory_Action_SupportDescribe_Remove"	"由 Steam 客服加入的自訂敘述"
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Steam 客服奇異化的物品"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"已開啟"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"已退款"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"已移除自訂名稱"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"已移除上色"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"已包裝成禮物"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"已發送禮物"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"禮物已拆封"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"已撤銷"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
"ItemHistory_Action_CafeOrSchoolItem_Remove"	"移除網咖或學校物品"
"[english]ItemHistory_Action_CafeOrSchoolItem_Remove"	"Cafe or school removal"
"ItemHistory_Action_VACBanned_Remove"	"因 VAC 封鎖而被刪除"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_UpgradeThirdPartyPromo"	"第三方促銷升級"
"[english]ItemHistory_Action_UpgradeThirdPartyPromo"	"Third-party promo upgrade"
"ItemHistory_Action_Expired"	"已過期"
"[english]ItemHistory_Action_Expired"	"Expired"
"ItemHistory_Action_RemoveItemCraftIndex_Remove"	"因移除製作編號而被移除"
"[english]ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Removed by craft index removal"
"ItemHistory_Action_RemoveItemMakersMark_Remove"	"移除製作者名稱"
"[english]ItemHistory_Action_RemoveItemMakersMark_Remove"	"Removed crafter's name"
"ItemHistory_Action_RemoveItemKillStreak_Remove"	"因移除連殺屬性而被移除"
"[english]ItemHistory_Action_RemoveItemKillStreak_Remove"	"Removed by Killstreak removal"
"ItemHistory_Action_TradeRollback_Remove"	"交易已回溯"
"[english]ItemHistory_Action_TradeRollback_Remove"	"Trade was rolled back"
"ItemHistory_Action_CDKeyRevoke"	"產品序號遭撤銷"
"[english]ItemHistory_Action_CDKeyRevoke"	"CD key revoked"
"ItemHistory_Action_CollectItem_RemoveCollection"	"已移除舊收藏物品"
"[english]ItemHistory_Action_CollectItem_RemoveCollection"	"Removed old collection item"
"ItemHistory_Action_CollectItem_CollectedItem"	"增加到收藏"
"[english]ItemHistory_Action_CollectItem_CollectedItem"	"Added to a collection"
"ItemHistory_Action_EconSetUnowned"	"已交易"
"[english]ItemHistory_Action_EconSetUnowned"	"Traded"
"ItemHistory_Action_Market_Remove"	"已於 Steam 社群市集上架"
"[english]ItemHistory_Action_Market_Remove"	"Listed on the Steam Community Market"
"ItemHistory_ItemIsInInventory"	"在您的物品庫內"
"[english]ItemHistory_ItemIsInInventory"	"In your inventory"
}
}
