"lang"
{
"Language"	"german"
"[english]cheaptitles_sphere03.bw_finale04_through_portal07"	"Wheatley: Oh no. Change of plans. Hold onto me. Tighter!"
"cheaptitles_sphere03.bw_finale04_through_portal08"	"Wheatley: Fass mich, fass mich, fass mich! Fass miiiich!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal08"	"Wheatley: Grab me grab me grab me! Grab meeee!"
"cheaptitles_glados.moonportalpush02"	"GLaDOS: Ich hab es schon repariert."
"[english]cheaptitles_glados.moonportalpush02"	"GLaDOS: I already fixed it."
"cheaptitles_glados.moonportalpush04"	"GLaDOS: Und du kommst NICHT zurück!"
"[english]cheaptitles_glados.moonportalpush04"	"GLaDOS: And you are NOT coming back!"
"cheaptitles_core01.space02"	"Core 1: Weltraum? WELTRAUM!"
"[english]cheaptitles_core01.space02"	"Core 1: Space? SPACE!"
"cheaptitles_core01.space21"	"Core 1: WELTRAAAAUUM!"
"[english]cheaptitles_core01.space21"	"Core 1: SPAAACCCCCE!"
"cheaptitles_core01.babbleb18"	"Core 1: So viel Weltraum. Ich muss alles sehen."
"[english]cheaptitles_core01.babbleb18"	"Core 1: So much space. Need to see it all."
"cheaptitles_core01.babbleb24"	"Core 1: (aufgeregte Atemzüge)"
"[english]cheaptitles_core01.babbleb24"	"Core 1: (excited gasps)"
"cheaptitles_sphere03.outro_apology01"	"Wheatley: Ich wünschte ich könnte alles ungeschehen machen. Ich wünschte wirklich ich könnte alles ungeschehen machen. Und das ist nicht nur weil ich hilflos im Weltraum treibe."
"[english]cheaptitles_sphere03.outro_apology01"	"Wheatley: I wish I could take it all back. I honestly do. I honestly do wish I could take it all back. And not just because I'm stranded in space."
"cheaptitles_core01.space04"	"Core 1: Bin im Weltraum."
"[english]cheaptitles_core01.space04"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology02"	"Wheatley: Ja ich weiß Kumpel. Tja. Wir sind beide im Weltraum."
"[english]cheaptitles_sphere03.outro_apology02"	"Wheatley: I know you are, mate. Yup. We're both in space."
"cheaptitles_core01.space22"	"Core 1: WEEELTRAUM!"
"[english]cheaptitles_core01.space22"	"Core 1: SPAAACE!"
"cheaptitles_sphere03.outro_apology04"	"Wheatley: Jedenfalls, weißt Du was ich sagen würde, wenn ich sie noch einmal wiedersehen könnte?"
"[english]cheaptitles_sphere03.outro_apology04"	"Wheatley: Anyway, you know, if I was ever to see her again, do you know what I'd say?"
"cheaptitles_core01.space03"	"Core 1: Ich bin im Weltraum."
"[english]cheaptitles_core01.space03"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology05"	"Wheatley: Ich würde sagen: 'Es tut mir leid.' Aufrichtig leid. Ich war herrisch und unbarmherzig und ich bereue es von ganzem Herzen, das kannst du mir glauben."
"[english]cheaptitles_sphere03.outro_apology05"	"Wheatley: I'd say 'I'm sorry.' Sincerely. I am sorry. I was bossy and monstrous, and I am genuinely sorry."
"cheaptitles_sphere03.outro_apology06"	"Wheatley: Ende."
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: Geschafft! Ihr habt's geschafft!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: Das testen hat sich gelohnt!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: All diese Testsubjekte!"
"[english]cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Just look at all those test subjects!"
"cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: So viele Tests!!"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: Die Wissenschaft dankt euch!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Genug gefeiert, es gibt noch mehr Arbeit."
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Nun zur Wissenschaft!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"Was für ein Déjà-vu,"
"[english]song.line01"	"Well here we are again"
"song.line02"	"und wieder ein Vergnügen."
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"Es war dein zweiter Mordversuch an mir."
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"Was haben wir gelacht."
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"Na ja, ich weniger."
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"Aber verhältnismäßig nett"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"war ich zu dir."
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"Du möchtest endlich frei sein?"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"Glaub mir, ich gönn' es dir."
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"Mein Plan war, dich zu töten."
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"Jetzt hau endlich ab von hier."
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"Sie war dir wirklich ähnlich,"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"vielleicht nicht ganz so schwer."
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"Und jetzt ist Caroline ganz nah bei mir."
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"Man schenkte mir ein Leben"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"bis in die Ewigkeit."
"[english]song.line16"	"So I could live forever"
"song.line17"	"Während der Zahn der Zeit ganz eifrig nagt an dir."
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"Dein kurzes, tristes Leben..."
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"Glaub mir, ich gönn' es dir."
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"Ich lasse dich nicht lange zappeln."
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"Jetzt hau endlich ab von hier."
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"Ade mein lieber Freund."
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"Oh, du warst nicht gemeint."
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"Wenn's nicht so traurig wäre, würd' ich lachen."
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"Ich hab Ersatz gefunden."
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"Ich brauche dich nicht mehr."
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"Wenn ich dich vielleicht lösche,"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"fühl' ich mich vielleicht nicht so schlecht."
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"Jetzt stifte neues Chaos."
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"Glaub mir, ich gönn' es dir."
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"Mach jemand andrem Sorgen."
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"Jetzt hau endlich ab von hier."
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"Jetzt hau endlich ab von hier."
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"Jetzt hau endlich ab von hier."
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"Jetzt hau endlich ab von hier."
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"KOOP-BOT-AUSTATTUNGEN"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"SHOP"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"RUCKSACK"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"HANDEL"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"LÖSCHEN"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"VERWERFEN"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"Kein Gegenstand für diesen Ausrüstungsplatz"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"AUSRÜSTEN"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"OK"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"FREI"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"WEITER >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< ZURÜCK"
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"ABBRECHEN"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"JA, LÖSCHEN"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"SCHLIESSEN"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"OK"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"Bald verfügbar"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"Bald können Sie auch Gegenstände handeln!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"AUSRÜSTUNG NICHT VERFÜGBAR - KEINE VERBINDUNG ZU STEAM"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	"– KOPFBEDECKUNG"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	"– KÖRPER"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	"- GESTE"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"KOPF"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"KÖRPER"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"GESTE"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"SKIN"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"Hut"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"Gesichtshaar"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"Körper"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"Geste"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"Weiterer Gegenstand"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"Wimpel"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"Paket"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"BOT-BARETT"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"AUTOMATEN-ZYLINDER"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"BIONISCHE BEANIE"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"MOUSTACHIO"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"METALLENER SCHNURRBART"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"SCHUTZBRILLE"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"NINJA-SKINS"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"MILITÄR-SKINS"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"STARBURST-SKINS"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"MOND-SKINS"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"WCC-SKINS"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"P-BODY ACHSELZUCKEN"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"P-BODY DAUMEN HOCH"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"P-BODY GEBALLTE FAUST"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"P-BODY BRETZEL"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"P-BODY DREHSPRUNG"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELBSTDREHER"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"ATLAS ACHSELZUCKEN"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"ATLAS DAUMEN HOCH"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"ATLAS GEBALLTE FAUST"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"ATLAS KOPFDREHER"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"ATLAS TANZTAUMEL"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBELN"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLLE"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"WCC WIMPEL"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"TOTENKOPFWIMPEL"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"MONDWIMPEL"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"AMNESIA-WIMPEL"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"AUDIOSURF-WIMPEL"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BIT.TRIP-WIMPEL"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"COGS-WIMPEL"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT-WIMPEL"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"DEFENSE GRID-WIMPEL"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"KILLING FLOOR-WIMPEL"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"KOMPLETTPAKET"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"Beinhaltet folgende Gegenstände:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"MANN CO. KAPPE"
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"PRINZ TAVISHS KRONE"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"PROPELLERMÜTZCHEN"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"FLOTTER FILZHUT"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"GELBES MEISTERBAND"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"WIKINGERHELM"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"Robot Enrichment Annex"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"Willkommen, Zukunfts-Starter!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"Roboter sind die perfekten Testsubjekte. Wir möchten Ihnen damit gar nicht schmeicheln, wäre ja auch grundlos, denn wir haben Ihnen ja auch keine Arroganzprozessoren verpasst. Wir merken dies nur an, da es sich ganz einfach statistisch beweisen lässt. Roboter schlafen nicht. Sie essen nicht. Sie fragen auch nicht nach einer Gehaltserhöhung, da wir sie sowieso auch nicht bezahlen. Sie sind so effizient; wir mussten tatsächlich für die letzten verbleibenden menschlichen Angestellten Arbeit erfinden, um sie weiter beschäftigen zu können. Entsprechend wurden die damit beauftragt, Verbesserungen in der Erscheinung ihrer moralischen Meister (Sie) und Arbeitsplatzablösungen (auch Sie) zu entwerfen. Bitte lassen Sie uns wissen, ob diese Verbesserungen Ihren hohen Standards entsprechen und wir werden diesen Menschlingen schon beibringen ihre eigenen Kündigungsschreiben zu entwerfen, so dass wir sie endlich mit Robotern ersetzen können."
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"Dieser Gegenstand kann vom %s1 verwendet werden."
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"Dieses Paket enthält Gegenstände, die von %s1 verwendet werden können."
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"Zoom"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"EINKAUF BEGINNEN"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"FILTER:"
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"Dieser Artikel befindet sich schon in Ihrem Warenkorb."
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"Dieser Gegenstand befindet sich schon in Ihrem Rucksack."
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"ZURÜCK"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"NEU!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"ANGEBOT!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"NUR ATLAS GEGENSTÄNDE (%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"NUR P-BODY GEGENSTÄNDE (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"Achtung: Skins sind in einem Koop-Spiel mit einem PS3-Partner nicht sichtbar."
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"Achtung: Gesten sind in einem Koop-Spiel mit einem PS3-Partner nicht sichtbar."
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"START"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"HÜTE"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"KÖRPER"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"NEU!"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"SKINS"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"PAKETE"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"GESTEN"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"Aus Team Fortress 2!"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"AaaaaAA!!!-FLAGGE"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"THE BALL-FLAGGE"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"RUSH-FLAGGE"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY-FLAGGE"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"TOKI TORI-FLAGGE"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD-FLAGGE"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"KOMPLETTPAKET (TEIL 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"Beinhaltet die folgenden Gegenstände:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"ARG-FLAGGEN-AUFHOLPAKET"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"Beinhaltet die ARG-Flaggen, welche nicht im ursprünglichen Komplettpaket waren:\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"GOO GEAR-SCHNORCHEL"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"%s1 am %s2"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"Hinzugefügt"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"Entfernt oder modifiziert"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"Gehandelt"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"Sie haben dies gelöscht"
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"Gesperrt"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"Zum Herstellen verwendet"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"Durch Gegenstandslimit zerstört"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"Vom Steam-Support gelöscht"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_SupportDeletedByUndo"	"Vom Steam-Support gelöscht"
"[english]ItemHistory_Action_SupportDeletedByUndo"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"Name geändert"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"Benutzt, um Kiste zu öffnen"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"Gegenstand gefärbt"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"Aus Fassung entfernt"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"Durch Fassung entfernt"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"Fassungsgegenstand entfernt"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"Textur angepasst"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"Gehandelt"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"Benutzt"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportRename_Remove"	"Vom Steam-Support umbenannt"
"[english]ItemHistory_Action_SupportRename_Remove"	"Renamed by Steam Support"
"ItemHistory_Action_SupportDescribe_Remove"	"Individuelle Beschreibung vom Steam-Support hinzugefügt"
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Steam-Support hat Gegenstand seltsamisiert"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"Ausgepackt"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"Erstattet"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"Selbstgewählter Name entfernt"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"Farbe entfernt"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"Als Geschenk verpackt"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"Geschenk versendet"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"Ausgepackt"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"Widerrufen"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
