"lang"
{
"Language"	"portuguese"
"cheaptitles_core01.space02"	"Core 1: Espaço? ESPAÇO!"
"[english]cheaptitles_core01.space02"	"Core 1: Space? SPACE!"
"cheaptitles_core01.space21"	"Core 1: ESPAAAÇÇÇÇO!"
"[english]cheaptitles_core01.space21"	"Core 1: SPAAACCCCCE!"
"cheaptitles_core01.babbleb18"	"Core 1: Tanto espaço. Tenho de ver tudo."
"[english]cheaptitles_core01.babbleb18"	"Core 1: So much space. Need to see it all."
"cheaptitles_core01.babbleb24"	"Core 1: (arfar de excitação)"
"[english]cheaptitles_core01.babbleb24"	"Core 1: (excited gasps)"
"cheaptitles_sphere03.outro_apology01"	"Wheatley: Gostava de poder voltar atrás. Sinceramente. Sinceramente, gostava de poder voltar atrás. E não apenas porque estou preso no espaço."
"[english]cheaptitles_sphere03.outro_apology01"	"Wheatley: I wish I could take it all back. I honestly do. I honestly do wish I could take it all back. And not just because I'm stranded in space."
"cheaptitles_core01.space04"	"Core 1: Estou no espaço!"
"[english]cheaptitles_core01.space04"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology02"	"Wheatley: Sei que estás, parceiro. Sim. Estamos ambos no espaço."
"[english]cheaptitles_sphere03.outro_apology02"	"Wheatley: I know you are, mate. Yup. We're both in space."
"cheaptitles_core01.space22"	"Core 1: ESPAAAÇO!"
"[english]cheaptitles_core01.space22"	"Core 1: SPAAACE!"
"cheaptitles_sphere03.outro_apology04"	"Wheatley: De qualquer maneira, se fosse vê-la novamente, sabes que diria?"
"[english]cheaptitles_sphere03.outro_apology04"	"Wheatley: Anyway, you know, if I was ever to see her again, do you know what I'd say?"
"cheaptitles_core01.space03"	"Core 1: Estou no espaço."
"[english]cheaptitles_core01.space03"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology05"	"Wheatley: Diria 'Desculpa'. Sinceramente. Desculpa. Fui mandão e monstruoso e lamento profundamente."
"[english]cheaptitles_sphere03.outro_apology05"	"Wheatley: I'd say 'I'm sorry.' Sincerely. I am sorry. I was bossy and monstrous, and I am genuinely sorry."
"cheaptitles_sphere03.outro_apology06"	"Wheatley: Fim."
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: Conseguiram! Conseguiram mesmo!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: Todos seus testes valeram a pena!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Olhem para todas estas cobaias!"
"[english]cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Just look at all those test subjects!"
"cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Pensem em todos os testes!"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: Salvaram a ciência!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Chega de celebrar, temos mais trabalho para fazer."
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Que comece a ciência!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"Bom, aqui estamos nós outra vez."
"[english]song.line01"	"Well here we are again"
"song.line02"	"É sempre um prazer"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"Lembras-te quando me tentaste matar duas vezes?"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"Oh, como nos fartámos de rir"
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"Tirando o facto de que não me estava a rir"
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"Dadas as circunstâncias"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"Tenho sido escandalosamente simpática"
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"Queres a tua liberdade? Fica com ela"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"Estou a contar com isso"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"Dantes queria ver-te morta"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"Agora só quero que desapareças"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"Ela era bastante parecida contigo"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"Talvez não tão pesada"
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"Agora a pequena Caroline também está aqui"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"Um dia acordaram-me"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"Para que pudesse viver para sempre"
"[english]song.line16"	"So I could live forever"
"song.line17"	"É uma pena que não tenhas a mesma sorte"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"Resta-te a tua vida curta e infeliz"
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"Estou a contar com isso"
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"Deixarei que a aproveites"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"Agora só quero que desapareças"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"Adeus minha única amiga"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"Oh, pensavas que estava a referir-me a ti?"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"Até teria graça se não fosse tão triste"
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"Bom, foste substituída"
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"Já não preciso de ninguém"
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"Quando te eliminar talvez"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"Me deixe de sentir tão mal"
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"Vai lá provocar catástrofes para outro sítio"
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"Estou a contar com isso"
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"Já não és problema meu"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"Agora só quero que desapareças"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"Agora só quero que desapareças"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"Agora só quero que desapareças"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"Agora só quero que desapareças"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"PERSONALIZAÇÃO DO ROBÔ EM MODO COOPERATIVO"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"LOJA"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"MOCHILA"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"TROCAR"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"ELIMINAR"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"ELIMINAR"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"Não tens itens para este compartimento"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"EQUIPAR"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"MANTER"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"VAZIO"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"SEGUINTE >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< ANTERIOR"
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"CANCELAR"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"SIM, APAGAR"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"FECHAR"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"OK"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"Em breve"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"Vais poder trocar itens em breve!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"EQUIPAMENTO INDISPONÍVEL - NÃO FOI POSSÍVEL LIGAR AO STEAM"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	"- CHAPÉUS"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	"- DIVERSOS"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	"- GESTO"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"CABEÇA"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"DIVERSOS"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"GESTO"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"SKIN"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"Chapéu"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"Cabelo facial"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"Corpo"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"Gesto"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"Item diverso"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"Bandeira"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"Conjunto"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"BOINA DO BOT"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"CARTOLA DO AUTÓMATO"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"GORRO BIÓNICO"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"MOUSTACHIO"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"BIGODE METÁLICO"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"ÓCULOS DE SEGURANÇA"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"SKINS DE NINJA"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"SKINS MILITARES"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"SKINS DE EXPLOSÃO ESTELAR"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"SKINS DE LUA"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"SKINS DO CUBO DE COMPANHIA"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"SITSPIN DO P-BODY"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"FACEPALM DO P-BODY"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"ENCOLHER OS OMBROS DO P-BODY"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"THUMBS UP DO P-BODY"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"FIST PUMP DO P-BODY"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"PRETZEL WAVE DO P-BODY"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"SPIN JUMP DO P-BODY"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"SELFSPIN DO P-BODY"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"FACEPALM DO ATLAS"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"ENCOLHER OS OMBROS DO ATLAS"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"THUMBS UP DO ATLAS"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"FIST PUMP DO ATLAS"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"HEAD SPIN DO ATLAS"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"DANCE SPIN DO ATLAS"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"DRIBBLE DO ATLAS"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"ROLL DO ATLAS"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"BANDEIRA DO CUBO DE COMPANHIA"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"BANDEIRA DE CUBO E CAVEIRA"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"BANDEIRA DE LUA"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"BANDEIRA DO AMNESIA"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"BANDEIRA DO AUDIOSURF"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BANDEIRA DO BIT.TRIP"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"BANDEIRA DO COGS"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"BANDEIRA 1 2 3 KICK IT"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"BANDEIRA DO DEFENSE GRID"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"BANDEIRA DO KILLING FLOOR"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"PACOTE COMPLETO"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"Inclui todos os seguintes itens:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"CAPACETE DO LABORATÓRIO DA APERTURE"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"BONÉ MANN CO."
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"A COROA DO PRÍNCIPE TAVISH"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"BEANIE DO PYRO"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"FEDORA CHIQUE"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"CINTURÃO AMARELO DO MESTRE"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"ELMO DO TIRANO"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"ANEXO DE ENRIQUECIMENTO DE ROBÔ"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"Bem-vinda, Geração do Futuro!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"Os robôs são as cobaias perfeitas. Não estamos a tentar agradar-te porque não instalamos núcleos de arrogância em ti, então não há necessidade. Só mencionamos isto porque está estatisticamente provado ser a verdade. Os robôs não dormem. Não comes. Não pedes aumento de salário, porque não te pagamos. És tão eficiente, de facto, que tivemos que inventar trabalho para ocupar os poucos funcionários humanos que ficaram depois que as cartas de despedimento se esgotaram. Ficaram encarregados de projetar atualizações para os seus superiores morais (tu) e substitutos no emprego (tu também). Por favor, não hesites em avisar-nos se estas atualizações não foram o esperado, e iremos encarregar os humanos de projetar as suas próprias cartas de despedimento para que possam ser substituídos por robôs."
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"Este item pode ser utilizado pelo %s1."
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"Este conjunto contém itens que podem ser utilizados por %s1."
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"Zoom"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"COMEÇAR A COMPRAR"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"MOSTRAR:"
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"Já tens um item do mesmo tipo no teu carrinho de compras."
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"Já tens um item do mesmo tipo na tua mochila."
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"FECHAR"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"NOVO!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"SALDOS!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"APENAS ITENS DO ATLAS (%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"APENAS ITENS DO P-BODY (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"Nota: As skins não serão visíveis enquanto jogas no modo cooperativo com um parceiro a jogar na PS3."
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"Nota: Os gestos não serão visíveis enquanto jogas no modo cooperativo com um parceiro a jogar na PS3."
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"INÍCIO"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"CHAPÉUS"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"DIVERSOS"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"NOVO!"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"SKINS"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"CONJUNTOS"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"GESTOS"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"Partilhado do Team Fortress 2!"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"BANDEIRA DO AaaaaAA!!!"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"BANDEIRA DO THE BALL"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"BANDEIRA DO RUSH"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"BANDEIRA DO SUPER MEAT BOY"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"BANDEIRA DO TOKI TORI"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"BANDEIRA DO THE WONDERFUL END OF THE WORLD"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"PACOTE COMPLETO (PARTE 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"Inclui todos os seguintes itens:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"PACOTE CATCHUP DE BANDEIRAS ARG"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"Inclui as bandeiras ARG que não se encontravam no original PACOTE COMPLETO:\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"SNORKEL DE GOSMA"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"%s1 a %s2"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"Adicionado"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"Removido ou modificado"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"Trocado"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"Eliminado por ti"
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"Banido"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"Usado em fabrico"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"Destruído devido ao limite do inventário"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"Eliminado pelo Suporte Steam"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_SupportDeletedByUndo"	"Eliminado pelo Suporte Steam"
"[english]ItemHistory_Action_SupportDeletedByUndo"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"Nome alterado"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"Usado para abrir caixa"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"Item pintado"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"Removido de ranhura"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"Removido por ranhura"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"Item inserido removido"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"Textura personalizada"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"Trocado"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"Usado"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportRename_Remove"	"Nome alterado pelo Suporte Steam"
"[english]ItemHistory_Action_SupportRename_Remove"	"Renamed by Steam Support"
"ItemHistory_Action_SupportDescribe_Remove"	"Descrição adicionada pelo Suporte Steam"
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Item \"estranhificado\" pelo Suporte Steam"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"Desempacotado"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"Reembolsado"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"Nome personalizado removido"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"Tinta removida"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"Embrulhado como presente"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"Presente enviado"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"Desembrulhado"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"Revogado"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
"ItemHistory_Action_CafeOrSchoolItem_Remove"	"Removido devido a cibercafé ou escola"
"[english]ItemHistory_Action_CafeOrSchoolItem_Remove"	"Cafe or school removal"
"ItemHistory_Action_VACBanned_Remove"	"Eliminado devido a banimento pelo VAC"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_UpgradeThirdPartyPromo"	"Melhorado por promoção de terceiros"
"[english]ItemHistory_Action_UpgradeThirdPartyPromo"	"Third-party promo upgrade"
"ItemHistory_Action_Expired"	"Expirado"
"[english]ItemHistory_Action_Expired"	"Expired"
"ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Removido devido à remoção do índice de fabrico"
"[english]ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Removed by craft index removal"
"ItemHistory_Action_RemoveItemMakersMark_Remove"	"Nome do fabricante removido"
"[english]ItemHistory_Action_RemoveItemMakersMark_Remove"	"Removed crafter's name"
"ItemHistory_Action_RemoveItemKillStreak_Remove"	"Eliminado devido à remoção de Killstreak"
"[english]ItemHistory_Action_RemoveItemKillStreak_Remove"	"Removed by Killstreak removal"
"ItemHistory_Action_TradeRollback_Remove"	"A troca foi revertida"
