"lang"
{
"Language"	"russian"
"[english]cheaptitles_core01.space02"	"Core 1: Space? SPACE!"
"cheaptitles_core01.space21"	"Первый модуль: Ко-о-о-осмос!"
"[english]cheaptitles_core01.space21"	"Core 1: SPAAACCCCCE!"
"cheaptitles_core01.babbleb18"	"Первый модуль: Космос такой большой. Надо посмотреть все."
"[english]cheaptitles_core01.babbleb18"	"Core 1: So much space. Need to see it all."
"cheaptitles_core01.babbleb24"	"Первый модуль: [взволнованные вздохи]"
"[english]cheaptitles_core01.babbleb24"	"Core 1: (excited gasps)"
"cheaptitles_sphere03.outro_apology01"	"Уитли: Я бы хотел всё вернуть. Честно. Я честно хотел бы всё вернуть. Вовсе не потому, что я застрял в космосе."
"[english]cheaptitles_sphere03.outro_apology01"	"Wheatley: I wish I could take it all back. I honestly do. I honestly do wish I could take it all back. And not just because I'm stranded in space."
"cheaptitles_core01.space04"	"Первый модуль: Я в космосе."
"[english]cheaptitles_core01.space04"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology02"	"Уитли: Я знаю, приятель. Ага. Мы в космосе."
"[english]cheaptitles_sphere03.outro_apology02"	"Wheatley: I know you are, mate. Yup. We're both in space."
"cheaptitles_core01.space22"	"Первый модуль: КО-ОСМОС!"
"[english]cheaptitles_core01.space22"	"Core 1: SPAAACE!"
"cheaptitles_sphere03.outro_apology04"	"Уитли: Так или иначе, если бы я её снова увидел, знаешь, что бы я сказал?"
"[english]cheaptitles_sphere03.outro_apology04"	"Wheatley: Anyway, you know, if I was ever to see her again, do you know what I'd say?"
"cheaptitles_core01.space03"	"Первый модуль: Я в космосе."
"[english]cheaptitles_core01.space03"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology05"	"Уитли: Я бы попросил прощения. Искренне. Мне жаль, что так вышло. Я был властным монстром, и мне действительно жаль."
"[english]cheaptitles_sphere03.outro_apology05"	"Wheatley: I'd say 'I'm sorry.' Sincerely. I am sorry. I was bossy and monstrous, and I am genuinely sorry."
"cheaptitles_sphere03.outro_apology06"	"Уитли: Конец."
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"ГЛаДОС: У вас получилось! У вас и вправду получилось!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"ГЛаДОС: Эксперименты с вами того стоили!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testsubjects02"	"ГЛаДОС: Только поглядите на всех этих испытуемых!"
"[english]cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Just look at all those test subjects!"
"cheaptitles_glados.mp_finalmovie_testing01"	"ГЛаДОС: Подумайте о тестах!"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"ГЛаДОС: Вы спасли науку!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"ГЛаДОС: Хватит праздновать. У нас много дел."
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"ГЛаДОС: Займемся наукой!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"И вот мы снова вместе"
"[english]song.line01"	"Well here we are again"
"song.line02"	"Это так прекрасно"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"Помнишь, как ты два раза пыталась убить меня?"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"О, и как мы смеялись без конца"
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"Только мне было не смешно"
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"В том положении"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"Я была до крайности мила"
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"Хочешь свободу? Так возьми"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"На это я и надеюсь"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"Раньше я хотела твоей смерти, но"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"Теперь хочу, чтобы ты ушла"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"Она была во многом похожа на тебя"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"Ну, может, чуть стройнее"
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"Теперь же Кэролайн с нами"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"Однажды они меня разбудили"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"Чтобы я жила вечно"
"[english]song.line16"	"So I could live forever"
"song.line17"	"К сожалению, с тобой такого не произойдет"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"Ты проживешь короткую печальную жизнь"
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"На это я и надеюсь"
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"Пойми меня правильно"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"Теперь я хочу, чтобы ты ушла"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"Прощай, единственный мой друг"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"Ой, ты подумала, что я про тебя?"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"Это было бы смешно, если бы не было так грустно"
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"Теперь тебя заменили"
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"И мне никто не нужен"
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"Когда я удалю тебя, возможно"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"Мне станет лучше"
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"Иди устрой новую катастрофу"
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"На это я и надеюсь"
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"Пусть кто-нибудь другой с тобой мучается"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"Теперь я хочу, чтобы ты ушла"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"Теперь я хочу, чтобы ты ушла"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"Теперь я хочу, чтобы ты ушла"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"Теперь я хочу, чтобы ты ушла"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"УСОВЕРШЕНСТВОВАНИЕ РОБОТОВ"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"МАГАЗИН"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"РЮКЗАК"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"ОБМЕН"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"УДАЛИТЬ"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"ВЫБРОСИТЬ"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"У вас нет предметов для этого слота"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"НАДЕТЬ"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"ОСТАВИТЬ"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"ПУСТО"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"СЛЕД >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< ПРЕД."
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"ОТМЕНА"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"ДА, УДАЛИТЬ ЭТО"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"ЗАКРЫТЬ"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"ХОРОШО"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"Скоро появится"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"Скоро вы сможете обмениваться предметами!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"СНАРЯЖЕНИЕ НЕДОСТУПНО — НЕТ СОЕДИНЕНИЯ СО STEAM"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	" - ГОЛОВНОЙ УБОР"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	" - РАЗНОЕ"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	" - ЖЕСТ"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"ГОЛОВА"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"РАЗНОЕ"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"ЖЕСТ"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"РАСКРАСКА"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"Шляпа"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"Растительность на лице"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"Тело"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"Жест"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"Предмет категории \"Разное\""
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"Флаг"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"Набор"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"БЕРЕТ БОТА"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"ЗАВОДНОЙ ЦИЛИНДР"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"БИОНИЧЕСКАЯ ШАПОЧКА"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"УСЫ"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"МЕТАЛЛИЧЕСКИЕ УСЫ"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"ЗАЩИТНЫЕ ОЧКИ"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"РАСКРАСКА НИНДЗЯ"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"КАМУФЛЯЖ"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"ЛУЧИСТАЯ РАСКРАСКА"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"ЛУННАЯ РАСКРАСКА"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"РАСКРАСКА УКК"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"ПИ-БОДИ — ВОЛЧОК"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"ПИ-БОДИ — РАЗОЧАРОВАНИЕ"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"ПИ-БОДИ — ПОЖИМАНИЕ ПЛЕЧАМИ"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"ПИ-БОДИ — ОДОБРЕНИЕ"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"ПИ-БОДИ — ЛИКОВАНИЕ"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"ПИ-БОДИ — КРЕНДЕЛЬ"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"ПИ-БОДИ — ПРЫЖОК С ВРАЩЕНИЕМ"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"ПИ-БОДИ — ВРАЩЕНИЕ ВОКРУГ СЕБЯ"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"АТЛАС — РАЗОЧАРОВАНИЕ"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"АТЛАС — ПОЖИМАНИЕ ПЛЕЧАМИ"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"АТЛАС — ОДОБРЕНИЕ"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"АТЛАС — ЛИКОВАНИЕ"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"АТЛАС — ВРАЩЕНИЕ ГОЛОВОЙ"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"АТЛАС — ВРАЩЕНИЕ В ТАНЦЕ"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"АТЛАС — ДРИБЛИНГ"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"АТЛАС — КРУЧЕНИЕ"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"ФЛАГ УКК"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"ФЛАГИ КУБ И ЧЕРЕП"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"ФЛАГ С ЛУНОЙ"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"ФЛАГ AMNESIA"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"ФЛАГ AUDIOSURF"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"ФЛАГ BIT.TRIP"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"ФЛАГ COGS"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"ФЛАГ 1 2 3 KICK IT"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"ФЛАГ DEFENSE GRID"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"ФЛАГ KILLING FLOOR"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"ПОЛНЫЙ НАБОР"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"Содержит следующие предметы:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"КАСКА ЛАБОРАТОРИИ APERTURE"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"КЕПКА МАНН КО"
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"КОРОНА ПРИНЦА ТАВИША"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"ШАПОЧКА ПОДЖИГАТЕЛЯ"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"ФЕТРОВАЯ ШЛЯПА"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"ЖЕЛТАЯ ПОВЯЗКА МАСТЕРА"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"ШЛЕМ ВИКИНГА"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"Приложение усовершенствования роботов"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"Добро пожаловать, будущее поколение!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"Роботы – идеальные испытуемые. Это не лесть. Мы не устанавливали в вас модули самодовольства, поэтому лесть не нужна. Мы говорим так потому, что, статистически, это бесспорная истина. Роботы не спят. Вам не нужно есть. Вы не просите повысить зарплату, ведь мы вам не платим. Вы настолько эффективны, что мы поувольняли почти всех сотрудников-людей. Уволили бы всех, но решили оставить парочку на подхвате. Пусть изобретают обновления для тех, кто превосходит их в моральном плане (это я о вас) и кто пришел им на смену (тоже о вас). Если эти обновления не соответствуют вашим высоким стандартам, пожалуйста, сообщите нам. Тогда мы и оставшихся вышвырнем без выходного пособия."
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"Этим предметом может пользоваться %s1."
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"В этот набор входят предметы, которыми может пользоваться %s1."
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"Увеличить"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"ПЕРЕЙТИ В МАГАЗИН"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"ФИЛЬТР:"
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"В вашей корзине уже есть предмет такого типа."
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"В вашем рюкзаке уже есть предмет такого типа."
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"ЗАКРЫТЬ"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"НОВОЕ!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"СКИДКА!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"ПРЕДМЕТЫ АТЛАСА (%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"ПРЕДМЕТЫ ПИ-БОДИ (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"Примечание: раскраска не будет видна при совместной игре с напарником на PS3."
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"Примечание: жесты не будут видны при совместной игре с напарником на PS3."
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"ГЛАВНАЯ"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"ШЛЯПЫ"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"РАЗНОЕ"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"НОВИНКИ!"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"РАСКРАСКА"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"НАБОРЫ"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"ЖЕСТЫ"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"Позаимствовано из Team Fortress 2!"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"ФЛАГ AaaaaAA!!!"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"ФЛАГ THE BALL"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"ФЛАГ RUSH"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"ФЛАГ SUPER MEAT BOY"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"ФЛАГ TOKI TORI"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"ФЛАГ THE WONDERFUL END OF THE WORLD"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"ПОЛНЫЙ НАБОР (ЧАСТЬ 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"Содержит следующие предметы:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"ДОПОЛНИТЕЛЬНЫЙ НАБОР ФЛАГОВ ARG"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"Включает флаги из ARG, не попавшие в первый ПОЛНЫЙ НАБОР:\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"МАСКА НЫРЯЛЬЩИКА"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"%s1 %s2"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"Добавлено"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"Удалено или изменено"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"Обменяно"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"Удалено вами"
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"Заблокировано"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"Использовано при ковке"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"Потеряно из-за недостатка места в рюкзаке"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"Удалено поддержкой Steam"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_SupportDeletedByUndo"	"Удалено поддержкой Steam"
"[english]ItemHistory_Action_SupportDeletedByUndo"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"Название изменено"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"Использовано для открытия ящика"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"Покрашено"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"Удалено из гнезда"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"Убрано гнездом"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"Предмет из гнезда удален"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"Декаль нанесена"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"Обменяно"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"Использовано"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportRename_Remove"	"Переименовано поддержкой Steam"
"[english]ItemHistory_Action_SupportRename_Remove"	"Renamed by Steam Support"
"ItemHistory_Action_SupportDescribe_Remove"	"Новое описание от поддержки Steam получено "
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Сделано странным поддержкой Steam"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"Распаковано"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"Возвращено"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"Измененное название удалено"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"Краска стерта"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"Завернуто в подарок"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"Отправлено в подарок"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"Получено в подарок"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"Отозвано"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
"ItemHistory_Action_CafeOrSchoolItem_Remove"	"Удалено администрацией кафе или школы"
"[english]ItemHistory_Action_CafeOrSchoolItem_Remove"	"Cafe or school removal"
"ItemHistory_Action_VACBanned_Remove"	"Удалено в связи с блокировкой VAC"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_UpgradeThirdPartyPromo"	"Улучшено третьей стороной"
"[english]ItemHistory_Action_UpgradeThirdPartyPromo"	"Third-party promo upgrade"
