"lang"
{
"Language"	"finnish"
"[english]cheaptitles_glados.moonportalpush04"	"GLaDOS: And you are NOT coming back!"
"cheaptitles_core01.space02"	"Core 1: Avaruus? AVARUUS!"
"[english]cheaptitles_core01.space02"	"Core 1: Space? SPACE!"
"cheaptitles_core01.space21"	"Core 1: AAAAVAAAARUUUS!"
"[english]cheaptitles_core01.space21"	"Core 1: SPAAACCCCCE!"
"cheaptitles_core01.babbleb18"	"Core 1: Niin paljon avaruutta. Pakko nähdä se kaikki."
"[english]cheaptitles_core01.babbleb18"	"Core 1: So much space. Need to see it all."
"cheaptitles_core01.babbleb24"	"Core 1: (innostunutta huohotusta)"
"[english]cheaptitles_core01.babbleb24"	"Core 1: (excited gasps)"
"cheaptitles_sphere03.outro_apology01"	"Wheatley: Voisinpa ottaa kaiken takaisin. Ihan tosiaan toivon, että voisin ottaa kaiken takaisin. Enkä vain siksi, että olen jumissa avaruudessa."
"[english]cheaptitles_sphere03.outro_apology01"	"Wheatley: I wish I could take it all back. I honestly do. I honestly do wish I could take it all back. And not just because I'm stranded in space."
"cheaptitles_core01.space04"	"Core 1: Olen avaruudessa."
"[english]cheaptitles_core01.space04"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology02"	"Wheatley: Tiedän, että olet. Jep. Olemme molemmat avaruudessa."
"[english]cheaptitles_sphere03.outro_apology02"	"Wheatley: I know you are, mate. Yup. We're both in space."
"cheaptitles_core01.space22"	"Core 1: AVARUUUUS!"
"[english]cheaptitles_core01.space22"	"Core 1: SPAAACE!"
"cheaptitles_sphere03.outro_apology04"	"Wheatley: Joka tapauksessa, jos koskaan näkisin hänet uudelleen, tiedätkö mitä sanoisin?"
"[english]cheaptitles_sphere03.outro_apology04"	"Wheatley: Anyway, you know, if I was ever to see her again, do you know what I'd say?"
"cheaptitles_core01.space03"	"Core 1: Olen avaruudessa."
"[english]cheaptitles_core01.space03"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology05"	"Wheatley: Sanoisin 'Olen pahoillani.' Rehellisesti. Anteeksi. Olin määräilevä ja julma, ja olen aidosti pahoillani."
"[english]cheaptitles_sphere03.outro_apology05"	"Wheatley: I'd say 'I'm sorry.' Sincerely. I am sorry. I was bossy and monstrous, and I am genuinely sorry."
"cheaptitles_sphere03.outro_apology06"	"Wheatley: Loppu."
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: Te teitte sen! Te todella teitte sen!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: Testaamisenne oli vaivan arvoista!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Katsokaa kaikkia noita koehenkilöitä!"
"[english]cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Just look at all those test subjects!"
"cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Ajatelkaa sitä testaamisen määrää!"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: Te pelastitte tieteen!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Juhliminen riittää, meillä on vielä tehtävää."
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Nyt alkaa tieteenteko!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"Tästä se lähtee taas"
"[english]song.line01"	"Well here we are again"
"song.line02"	"Oli hauska tavata"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"Muistatko kun koitit mua tappaa taas?"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"Oi kuinka naurettiin"
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"Vaikken nauranutkaan"
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"Jos katsotaan niin en sua"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"Kaltoin kohdellutkaan"
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"Haluutko vapaaks? Siitä vaan"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"Siihen mä luotan"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"Sua joskus tappaa koitin"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"Enää en sua kaipaakaan"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"Kaltaisesi oli"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"Ehkei yhtä lihava"
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"Nyt pikku-Caroline on täällä myös"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"Kerran herättivät"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"Että kuolisi en koskaan"
"[english]song.line16"	"So I could live forever"
"song.line17"	"On vain harmi, ettei niin käy sulle koskaan"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"Sun elämäs päättyy kohta"
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"Siihen mä luotan"
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"Päästän sut sen pariin, sillä"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"Enää en sua kaipaakaan"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"Hyvästi ystäväin"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"Hei, en tarkoittanut sua"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"Hauskaa olis, jos se ei säälittäis"
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"No, sut on korvattu"
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"En tarvitse ketään"
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"Kun sinut unohdan, niin"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"Ehkä piristyn taas"
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"Mee tekemään uusi kaaos"
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"Siihen mä luotan"
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"Et enää mua häiriköi"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"Enää en sua kaipaakaan"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"Enää en sua kaipaakaan"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"Enää en sua kaipaakaan"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"Enää en sua kaipaakaan"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"ROBOTTIEN KUSTOMOINTI"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"KAUPPA"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"REPPU"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"VAIHTOKAUPPA"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"POISTA"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"HYLKÄÄ"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"Sinulla ei ole esineitä tälle varustepaikalle"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"OTA KÄYTTÖÖN"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"PIDÄ"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"TYHJÄ"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"SEURAAVA >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< EDELLINEN"
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"PERUUTA"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"KYLLÄ, POISTA SE"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"SULJE"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"OK"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"Tulossa pian"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"Pian pystyt käymään kauppaa esineillä!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"VARUSTELASTI EI OLE KÄYTETTÄVISSÄ - STEAMIIN EI VOITU MUODOSTAA YHTEYTTÄ"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	"- PÄÄHINE"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	"- SEKALAISET"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	"- ELE"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"PÄÄ"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"MUUT"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"ELE"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"MAALAUS"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"Hattu"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"Naamakarvat"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"Vartalo"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"Ele"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"Muu esine"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"Lippu"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"Nippu"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"BOTIN BARETTI"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"AUTOMAATIN SILINTERI"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"BIOMEKAANINEN PIPO"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"MOUSTACHIO"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"METALLIVIIKSET"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"SUOJALASIT"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"NINJATEEMA"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"ARMEIJATEEMA"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"TÄHTISÄDETEEMA"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"KUUTEEMA"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"APUKUUTIOTEEMA"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"P-BODY PIRUETTI"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"P-BODY NAAMALÄISKÄYS"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"P-BODY OLANKOHAUTUS"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"P-BODY PEUKKU PYSTYYN"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"P-BODY NYRKIN PUMPPAUS"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"P-BODY RINKELI"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"P-BODY PYÖRIVÄ HYPPY"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"P-BODY ITSEPYÖRITYS"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"ATLAS NAAMALÄISKÄYS"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"ATLAS OLANKOHAUTUS"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"ATLAS PEUKKU PYSTYYN"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"ATLAS NYRKIN PUMPPAUS"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"ATLAS PÄÄN PYÖRITYS"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"ATLAS TANSSIPYÖRÄHDYS"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"ATLAS POMPOTUS"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"ATLAS KORIPALLOTEMPPU"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"APUKUUTIO-LIPPU"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"CUBE N SKULL-LIPPU"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"KUUTEEMA-LIPPU"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"AMNESIA-LIPPU"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"AUDIOSURF-LIPPU"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BIT.TRIP-LIPPU"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"COGS-LIPPU"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT-LIPPU"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"DEFENSE GRID-LIPPU"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"KILLING FLOOR -LIPPU"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"TÄYSPAKKAUS"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"Sisältää kaikki seuraavat esineet:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"APERTURE-LABORATORIOIDEN KYPÄRÄ"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"MANN CO. LAKKI"
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"TAVISH-PRINSSIN KRUUNU"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"PYRON PIPO"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"HIENO HUOPAHATTU"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"MESTARIN KELTAINEN VYÖ"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"TYRANNIN KYPÄRÄ"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"Robottien kustomointipaja"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"Tervetuloa, tulevaisuuden alku!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"Robotit käyvät testikohteiksi mitä parhaimmin. Emme yritä imarrella, teihin ei asennettu ylimielisyysytimiä, joten se olisi turhaa. Mainitsemme sen vain siksi, koska se on tilastollisesti totta. Robotit eivät nuku. Te ette syö. Ette ruinaa palkankorotuksia, koska teille ei makseta palkkaa. Te olette itse asiassa niin tehokkaita, että meidän piti asiasta tehden keksiä tehtävää niille harvoille työntekijöille, jotka olivat jäljellä sen jälkeen, kun irtisanomiskaavakkeet loppuivat kesken. Laitoimme heidät suunnittelemaan päivityksiä paremmilleen (teille) ja niille, jotka tulevat heidät korvaamaan työpaikalla (myös te). Olkaa hyvä ja kertokaa, mikäli nämä päivitykset eivät vastaa vaatimuksianne, ja annamme näille ihmisille tehtäväksi irtisanomisilmoituksensa suunnittelun, jotta voimme korvata heidätkin roboteilla."
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"Tätä esinettä voi käyttää %s1."
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"Tämä paketti sisältää esineitä, joita voi käyttää %s1."
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"Tarkenna"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"ALOITA OSTOSTEN TEKEMINEN"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"NÄYTÄ:"
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"Ostoskorissasi on jo tämäntyyppinen esine."
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"Sinulla on jo repussa tämäntyyppinen esine."
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"SULJE"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"UUSI!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"ALE!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"ATLAS-BOTIN ESINEET (%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"P-BODY-BOTIN ESINEET (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"Huom: Maalaukset eivät ole näkyvissä, jos pelaat yhteistyöpeliä PS3-konsolikäyttäjän kanssa."
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"Huom: Eleet eivät ole näkyvissä, jos pelaat yhteistyöpeliä PS3-konsolikäyttäjän kanssa."
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"KOTI"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"HATUT"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"SEKALAISET"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"UUTTA!"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"MAALAUKSET"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"PAKETIT"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"ELEET"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"Jaettu Team Fortress 2:n kanssa!"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"AaaaaAA!!!-LIPPU"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"THE BALL-LIPPU"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"RUSH-LIPPU"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY-LIPPU"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"TOKI TORI-LIPPU"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD-LIPPU"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"TÄYSPAKKAUS (OSA 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"Sisältää kaikki nämä esineet:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"ARG-LIPPUJEN TÄYDENNYSPAKKAUS"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"Sisältää ne ARG-liput, jotka eivät olleet alkuperäisessä TÄYSPAKKAUKSESSA:\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"LIMASNORKKELIT"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"%s1 %s2"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"Lisätty"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"Poistettu tai muokattu"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"Vaihdettu"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"Poistit tämän"
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"Kielletty"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"Käytettiin luomisessa"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"Repun tilarajan tuhoama"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"Steamin tuen poistama"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_SupportDeletedByUndo"	"Steamin tuen poistama"
"[english]ItemHistory_Action_SupportDeletedByUndo"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"Nimi muutettu"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"Käytetty laatikon avaamiseen"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"Esine maalattu"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"Poistettu lovesta"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"Loven poistama"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"Poistettu loviesine"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"Tekstuuria mukautettu"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"Vaihdettu"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"Käytetty"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportRename_Remove"	"Steamin tuen uudelleennimeämä"
"[english]ItemHistory_Action_SupportRename_Remove"	"Renamed by Steam Support"
"ItemHistory_Action_SupportDescribe_Remove"	"Steamin tuen lisäämä mukautettu kuvaus"
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Steamin tuen kummallistama esine"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"Purettu"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"Hyvitetty"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"Nimi palautettu oletusnimeksi"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"Maalaus poistettu"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"Lahja paketoitu"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"Lahja lähetetty"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"Avattu"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"Peruttu"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
"ItemHistory_Action_CafeOrSchoolItem_Remove"	"Kahvilan tai koulun vuoksi poistettu"
"[english]ItemHistory_Action_CafeOrSchoolItem_Remove"	"Cafe or school removal"
"ItemHistory_Action_VACBanned_Remove"	"Poistettu VAC-kiellon takia"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_UpgradeThirdPartyPromo"	"Kolmannen osapuolen kampanjan päivitys"
"[english]ItemHistory_Action_UpgradeThirdPartyPromo"	"Third-party promo upgrade"
"ItemHistory_Action_Expired"	"Vanhentunut"
