"lang"
{
"Language"	"brazilian"
"cheaptitles_core01.space21"	"Núcleo 1: ESPAAAAÇOOOOO!"
"[english]cheaptitles_core01.space21"	"Core 1: SPAAACCCCCE!"
"cheaptitles_core01.babbleb18"	"Núcleo 1: Muito espaço. Preciso ver tudo."
"[english]cheaptitles_core01.babbleb18"	"Core 1: So much space. Need to see it all."
"cheaptitles_core01.babbleb24"	"Núcleo 1: (suspiros animados)"
"[english]cheaptitles_core01.babbleb24"	"Core 1: (excited gasps)"
"cheaptitles_sphere03.outro_apology01"	"Wheatley: Eu gostaria de poder desfazer tudo. Gostaria mesmo. Eu realmente gostaria de poder desfazer tudo. E não só porque eu estou abandonado no espaço."
"[english]cheaptitles_sphere03.outro_apology01"	"Wheatley: I wish I could take it all back. I honestly do. I honestly do wish I could take it all back. And not just because I'm stranded in space."
"cheaptitles_core01.space04"	"Núcleo 1: Estou no espaço."
"[english]cheaptitles_core01.space04"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology02"	"Wheatley: Eu sei que você está, colega. É. Estamos no espaço."
"[english]cheaptitles_sphere03.outro_apology02"	"Wheatley: I know you are, mate. Yup. We're both in space."
"cheaptitles_core01.space22"	"Núcleo 1: ESPAAAÇO!"
"[english]cheaptitles_core01.space22"	"Core 1: SPAAACE!"
"cheaptitles_sphere03.outro_apology04"	"Wheatley: De qualquer forma, sabe, se algum dia eu visse ela novamente, sabe o que eu falaria?"
"[english]cheaptitles_sphere03.outro_apology04"	"Wheatley: Anyway, you know, if I was ever to see her again, do you know what I'd say?"
"cheaptitles_core01.space03"	"Núcleo 1: Estou no espaço."
"[english]cheaptitles_core01.space03"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology05"	"Wheatley: Eu falaria \"sinto muito\". Sinceramente. Eu sinto muito. Eu fui mandão e maldoso e realmente sinto muito."
"[english]cheaptitles_sphere03.outro_apology05"	"Wheatley: I'd say 'I'm sorry.' Sincerely. I am sorry. I was bossy and monstrous, and I am genuinely sorry."
"cheaptitles_sphere03.outro_apology06"	"Wheatley: O fim."
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: Você conseguiu! Você realmente conseguiu!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: Todos os seus testes valeram a pena!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Olhe só para todas essas cobaias!"
"[english]cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Just look at all those test subjects!"
"cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Pense em todos os testes!"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: Você salvou a ciência!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Chega de comemorações, temos mais trabalho a fazer."
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Que a ciência comece!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"Well here we are again"
"[english]song.line01"	"Well here we are again"
"song.line02"	"It's always such a pleasure"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"Remember when you tried to kill me twice?"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"Oh how we laughed and laughed"
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"Except I wasn't laughing"
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"Under the circumstances"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"I've been shockingly nice"
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"You want your freedom? Take it"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"That's what I'm counting on"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"I used to want you dead but"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"Now I only want you gone"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"She was a lot like you"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"Maybe not quite as heavy"
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"Now little Caroline is in here too"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"One day they woke me up"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"So I could live forever"
"[english]song.line16"	"So I could live forever"
"song.line17"	"It's such a shame the same will never happen to you"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"You've got your short sad life left"
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"That's what I'm counting on"
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"I'll let you get right to it"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"Now I only want you gone"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"Goodbye my only friend"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"Oh, did you think I meant you?"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"That would be funny if it weren't so sad"
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"Well you have been replaced"
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"I don't need anyone now"
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"When I delete you maybe"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"I'll stop feeling so bad"
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"Go make some new disaster"
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"That's what I'm counting on"
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"You're someone else's problem"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"Now I only want you gone"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"Now I only want you gone"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"Now I only want you gone"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"Now I only want you gone"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"PERSONALIZAÇÃO DO ROBÔ COOPERATIVO"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"LOJA"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"MOCHILA"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"TROCA"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"EXCLUIR"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"DESCARTAR"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"Você não tem itens para este compartimento"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"EQUIPAR"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"MANTER"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"VAZIO"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"PRÓX. >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< ANT."
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"CANCELAR"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"SIM, EXCLUIR"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"FECHAR"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"OK"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"Em breve"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"Você poderá trocar itens em breve!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"EQUIPAMENTO INDISPONÍVEL – NÃO FOI POSSÍVEL SE CONECTAR AO STEAM"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	" — CHAPÉU"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	" — MISC"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	" — GESTO"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"CABEÇA"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"MISC"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"GESTO"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"VISUAL"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"Chapéu"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"Pelos faciais"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"Corpo"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"Gesto"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"Item diverso"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"Bandeira"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"Pacote"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"ROBOINA"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"CARTOLA DO AUTÔMATO"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"CHAPÉU COMPANHEIRO"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"MOUSTACHIO"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"BIGODE METÁLICO"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"ÓCULOS DE SEGURANÇA"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"VISUAIS NINJA"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"VISUAIS MILITARES"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"VISUAIS DE EXPLOSÃO ESTELAR"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"VISUAIS LUNÁTICOS"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"VISUAIS DO CUBO COMPANHEIRO"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"GIRO NO CHÃO (P-BODY)"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"PUTZ... (P-BODY)"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"DAR DE OMBROS (P-BODY)"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"JOINHA (P-BODY)"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"ISSO! (P-BODY)"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"ACENO DO PRETZEL (P-BODY)"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"GIRO NO AR (P-BODY)"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"ROTAÇÃO (P-BODY)"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"PUTZ... (ATLAS)"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"DAR DE OMBROS (ATLAS)"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"JOINHA (ATLAS)"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"ISSO! (ATLAS)"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"GIRO DE CABEÇA (ATLAS)"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"RODADINHA (ATLAS)"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"DRIBLE (ATLAS)"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"BOLA DE BASQUETE (ATLAS)"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"BANDEIRA DO CUBO COMPANHEIRO"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"BANDEIRAS DE CUBO E CAVEIRA"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"BANDEIRA DA LUA"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"BANDEIRA DO AMNESIA"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"BANDEIRA DO AUDIOSURF"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BANDEIRA DO BIT.TRIP"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"BANDEIRA DO COGS"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"BANDEIRA DO 1 2 3 KICK IT"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"BANDEIRA DO DEFENSE GRID"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"BANDEIRA DO KILLING FLOOR"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"PACOTE COMPLETO"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"Inclui todos os seguintes itens:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"CAPACETE DOS LABORATÓRIOS APERTURE"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"BONÉ DA MANN CO."
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"COROA DO PRÍNCIPE TAVISH"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"PYROCÓPTERO"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"FEDORA FABULOSO"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"FAIXA AMARELA DO MESTRE"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"ELMO DO TIRANO"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"Anexo do Aprimoramento de Robôs"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"Bem-vinda, Geração do Futuro!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"Robôs são as cobaias perfeitas. Não estamos tentando lhes bajular e nem precisamos, já que não instalamos núcleos de arrogância em vocês. Só falamos porque foi estatisticamente provado que é verdade. Robôs não dormem. Vocês não comem. Vocês não pedem um aumento, já que não lhe pagamos. Vocês são tão eficientes que, na verdade, tivemos que encontrar algum trabalho para os poucos empregados humanos que restaram após acabarmos com as nossas notificações de demissão. Nós os colocamos para projetar aprimoramentos para os levantadores de moral (vocês) e para os substitutos no local de trabalho (também vocês). Por favor, deixem-nos saber se esses aprimoramentos não atingem o padrão de qualidade de vocês, assim colocaremos os humanos para projetar as suas próprias notificações de demissão para que possam ser substituídos por robôs."
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"Este item pode ser usado por %s1."
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"Este pacote contém itens que podem ser usados pelo %s1."
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"Zoom"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"IR ÀS COMPRAS"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"EXIBIR:"
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"Um item deste tipo já está no seu carrinho de compras."
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"Um item deste tipo já está na sua mochila."
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"FECHAR"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"NOVO!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"OFERTA!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"ITENS SÓ DO ATLAS (%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"ITENS SÓ DO P-BODY (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"Nota: Os visuais não estarão visíveis quando estiver jogando em modo cooperativo com um parceiro do PS3."
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"Nota: Gestos não estarão visíveis quando estiver jogando em modo cooperativo com um parceiro do PS3."
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"INÍCIO"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"CHAPÉUS"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"MISC"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"NOVO!"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"VISUAIS"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"PACOTES"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"GESTOS"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"Compartilhado do Team Fortress 2!"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"BANDEIRA DO AaaaaAA!!!"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"BANDEIRA DO THE BALL"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"BANDEIRA DO RUSH"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"BANDEIRA DO SUPER MEAT BOY"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"BANDEIRA DO TOKI TORI"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"BANDEIRA DO THE WONDERFUL END OF THE WORLD"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"PACOTE COMPLETO (PARTE 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"Inclui todos os seguintes itens:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"PACOTE DAS BANDEIRAS DO ARG QUE FALTAVAM"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"Inclui as bandeiras do ARG que não estavam no PACOTE COMPLETO inicial:\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"MÁSCARA DE MERGULHO EM GOSMA"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"%s1 em %s2"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"Adicionado"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"Removido ou modificado"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"Trocado"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"Excluído por você"
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"Banido"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"Usado na fabricação"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"Descartado por lotação da mochila"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"Excluído pelo Suporte Steam"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_SupportDeletedByUndo"	"Excluído pelo Suporte Steam"
"[english]ItemHistory_Action_SupportDeletedByUndo"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"Nome alterado"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"Usado para abrir caixa"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"Item pintado"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"Desacoplado"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"Removido para adicionar um espaço"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"Remoção de item de espaço"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"Personalizado com textura"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"Trocado"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"Usado"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportRename_Remove"	"Renomeado pelo Suporte Steam"
"[english]ItemHistory_Action_SupportRename_Remove"	"Renamed by Steam Support"
"ItemHistory_Action_SupportDescribe_Remove"	"Descrição adicionada pelo Suporte Steam"
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Item Estranhificado pelo Suporte Steam"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"Desempacotado"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"Reembolsado"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"Nome personalizado removido"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"Pintura removida"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"Embrulhado para presente"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"Presente enviado"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"Desembrulhado"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"Revogado"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
"ItemHistory_Action_CafeOrSchoolItem_Remove"	"Removido por escola ou cyber café"
"[english]ItemHistory_Action_CafeOrSchoolItem_Remove"	"Cafe or school removal"
"ItemHistory_Action_VACBanned_Remove"	"Excluído por banimento VAC"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_UpgradeThirdPartyPromo"	"Aprimoramento de promoção de terceiros"
"[english]ItemHistory_Action_UpgradeThirdPartyPromo"	"Third-party promo upgrade"
"ItemHistory_Action_Expired"	"Expirado"
"[english]ItemHistory_Action_Expired"	"Expired"
"ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Removido por remoção do índice de fabricação"
"[english]ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Removed by craft index removal"
"ItemHistory_Action_RemoveItemMakersMark_Remove"	"Remoção de nome do fabricante"
"[english]ItemHistory_Action_RemoveItemMakersMark_Remove"	"Removed crafter's name"
"ItemHistory_Action_RemoveItemKillStreak_Remove"	"Removido por remoção do índice de Kit de Combo"
"[english]ItemHistory_Action_RemoveItemKillStreak_Remove"	"Removed by Killstreak removal"
"ItemHistory_Action_TradeRollback_Remove"	"Troca desfeita"
"[english]ItemHistory_Action_TradeRollback_Remove"	"Trade was rolled back"
"ItemHistory_Action_CDKeyRevoke"	"Código de produto revogado"
"[english]ItemHistory_Action_CDKeyRevoke"	"CD key revoked"
"ItemHistory_Action_CollectItem_RemoveCollection"	"Remoção de item de coleção antiga"
