"lang"
{
"Language"	"spanish"
"[english]cheaptitles_core01.babbleb24"	"Core 1: (excited gasps)"
"cheaptitles_sphere03.outro_apology01"	"Wheatley: Me gustaría poder cambiar el pasado. En serio. Sinceramente. Y no lo digo sólo porque esté a la deriva en el espacio."
"[english]cheaptitles_sphere03.outro_apology01"	"Wheatley: I wish I could take it all back. I honestly do. I honestly do wish I could take it all back. And not just because I'm stranded in space."
"cheaptitles_core01.space04"	"Core 1: Estoy en el espacio."
"[english]cheaptitles_core01.space04"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology02"	"Wheatley: Lo sé, colega. Estamos los dos en el espacio."
"[english]cheaptitles_sphere03.outro_apology02"	"Wheatley: I know you are, mate. Yup. We're both in space."
"cheaptitles_core01.space22"	"Core 1: ¡ESPAAACIO!"
"[english]cheaptitles_core01.space22"	"Core 1: SPAAACE!"
"cheaptitles_sphere03.outro_apology04"	"Wheatley: En fin, si la volviera a ver, ¿sabes qué le diría?"
"[english]cheaptitles_sphere03.outro_apology04"	"Wheatley: Anyway, you know, if I was ever to see her again, do you know what I'd say?"
"cheaptitles_core01.space03"	"Core 1: Estoy en el espacio."
"[english]cheaptitles_core01.space03"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology05"	"Wheatley: Le diría: 'Lo siento.' Sinceramente. Lo siento. Fui un mandón, un monstruo y lo siento de veras. De verdad."
"[english]cheaptitles_sphere03.outro_apology05"	"Wheatley: I'd say 'I'm sorry.' Sincerely. I am sorry. I was bossy and monstrous, and I am genuinely sorry."
"cheaptitles_sphere03.outro_apology06"	"Wheatley: Fin."
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: ¡Lo conseguisteis! ¡Lo conseguisteis!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: ¡Ha merecido la pena!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: ¡Mirad a todos estos sujetos!"
"[english]cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Just look at all those test subjects!"
"cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: ¡Imaginaos las pruebas!"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: ¡Habéis salvado a la ciencia!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Basta de celebraciones y a trabajar."
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: ¡Que empiece la ciencia!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"Ya estamos otra vez"
"[english]song.line01"	"Well here we are again"
"song.line02"	"Siempre es un placer verte"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"De nuevo me has intentado matar"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"¡Ah! ¡Cómo nos reímos!"
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"A mí no me hizo gracia"
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"Pese a las circunstancias"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"No me he portado tan mal"
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"¿Quieres ser libre? ¡Vete!"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"Es lo que espero yo"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"Antes te quería muerta"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"Quiero que te largues ya"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"Se parecía a ti"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"(Con unos kilos menos)"
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"Ahora Caroline también está aquí"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"Un día me despertaron"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"Y me hicieron eterna"
"[english]song.line16"	"So I could live forever"
"song.line17"	"Es una pena que nadie haga lo mismo por ti"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"Te queda tu corta vida"
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"Es lo que espero yo"
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"Voy a dejarte con ello"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"Quiero que te largues ya"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"Adiós, única amiga"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"Ah, ¿creías que iba por ti?"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"Me haría gracia si no fuese triste"
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"Pues te he sustituido"
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"No necesito a nadie"
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"Cuando te borre puede"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"Que me sienta mejor"
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"Ve a provocar desastres"
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"Es lo que espero yo"
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"Ya no eres mi problema"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"Quiero que te largues ya"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"Quiero que te largues ya"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"Quiero que te largues ya"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"Quiero que te largues ya"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"PERSONALIZACIÓN DEL ROBOT"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"TIENDA"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"MOCHILA"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"INTERCAMBIO"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"BORRAR"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"DESCARTAR"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"No tienes objetos para este espacio de equipamiento"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"EQUIPAR"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"MANTENER"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"VACÍO"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"SIGUIENTE >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< ANTERIOR"
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"CANCELAR"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"SÍ, BÓRRALO"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"CERRAR"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"CONFIRMAR"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"Próximamente"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"¡Podrás intercambiar objetos muy pronto!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"EQUIPAMIENTO NO DISPONIBLE: CONEXIÓN CON STEAM NO DISPONIBLE"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	"-SOMBRERO"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	"- MISCELÁNEO"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	"- GESTO"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"CABEZA"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"VARIOS"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"GESTO"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"SKIN"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"Sombrero"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"Pelo Facial"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"Cuerpo"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"Gesto"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"Objetos Varios"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"Bandera"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"Paquete"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"BOINA DEL BOT"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"CHISTERA DEL AUTÓMATA"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"GORRITA BIÓNICA"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"MUSTACHIO"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"MOSTACHO METÁLICO"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"GAFAS DE SEGURIDAD"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"SKIN NINJA"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"SKIN MILITAR"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"SKIN SUPERNOVA"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"SKIN LUNAR"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"SKIN WCC"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"P-BODY GIRANDO SENTADO"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"FACEPALM DE P-BODY"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"ENCOGIMIENTO DE HOMBROS DE P-BODY"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"PULGARES ARRIBA DE P-BODY"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"FIST PUMP DE P-BODY"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"PRETZEL WAVE DE P-BODY"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"SALTO GIRATORIO DE P-BODY"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"PIRUETA DE P-BODY"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"FACEPALM DE ATLAS"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"ENCOGIMIENTO DE HOMBROS DE ATLAS"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"PULGARES ARRIBA DE ATLAS"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"FIST PUMP DE ATLAS"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"GIRO DE LA CABEZA DE ATLAS"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"BAILE GIRATORIO DE ATLAS"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBLEA"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"VOLTERETA DE ATLAS"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"BANDERA WCC"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"BANDERA CON CUBO Y CALAVERA"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"BANDERA LUNAR"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"BANDERA AMNESIA"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"BANDERA AUDIOSURF"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BANDERA BIT.TRIP"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"BANDERA COGS"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"BANDERA 1 2 3 KICK IT"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"BANDERA DEFENSE GRID"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"BANDERA KILLING FLOOR"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"PACK COMPLETO"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"Incluye los siguientes objetos:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"CASCO DE LOS LABORATORIOS APERTURE"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"GORRA DE MANN CO."
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"CORONA DEL PRÍNCIPE TAVISH"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"GORRA DE HÉLICE DE PYRO"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"FEDORA ELEGANTE"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"CINTURÓN AMARILLO DEL MAESTRO"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"YELMO DE TIRANO"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"Anexo Desarrollo del Robot"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"¡Bienvenido, futuro participante!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"Los robots son los sujetos de prueba ideales. Y no lo decimos por halagar, no os hemos instalado procesadores de arrogancia y no hay necesidad alguna. Únicamente lo mencionamos porque las estadísticas demuestran que es cierto. Los robots no necesitáis dormir. No necesitáis comer. No pedís un aumento ya que no os pagamos. De hecho sois tan eficientes que tuvimos que buscar algo con que entretener a los pocos empleados humanos que quedaron después de que se nos agotaran las cartas de despido. Les encargamos diseñar mejoras para sus superiores (vosotros) y sustitutos (también vosotros). Por favor, no dudéis en comunicarnos si estas mejoras no son lo bastante buenas, en ese caso encargaremos a los humanos que diseñen sus propias cartas de despido y así los reemplazaremos por más robots."
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"%s1 puede usar este objeto."
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"Este pack contiene objetos que %s1 puede usar."
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"Zoom"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"EMPIEZA LA COMPRA"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"MOSTRAR:"
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"Ya hay un objeto de ese tipo en tu carro."
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"Ya hay un objeto de ese tipo en tu mochila."
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"CERRAR"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"¡NUEVO!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"¡OFERTA!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"SÓLO OBJETOS DE ATLAS (%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"SÓLO OBJETOS PARA P-BODY (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"Aviso: Las skins no serán visibles si juegas en modo coop con un compañero en PS3."
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"Aviso: Los gestos no serán visibles si juegas con un compañero en PS3 en modo coop."
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"INICIO"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"SOMBREROS"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"VARIOS"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"NOVEDAD"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"SKINS"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"PACKS"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"GESTOS"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"¡Procedente de Team Fortress 2!"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"BANDERA AaaaaAA!!!"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"BANDERA THE BALL"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"BANDERA RUSH"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"BANDERA SUPER MEAT BOY"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"BANDERA TOKI TORI"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"BANDERA THE WONDERFUL END OF THE WORLD"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"PACK COMPLETO (PARTE 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"Incluye los siguientes objetos:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"PACK KÉTCHUP DE BANDERAS DEL ARG"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"Contiene las banderas del ARG que no fueron incluidas en el primer PACK COMPLETO:\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"EQUIPO DE BUCEO"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"%s1 el %s2"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"Añadido"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"Eliminado o modificado"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"Intercambiado"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"Eliminaste esto"
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"Vetado"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"Usado en fabricación"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"Destruido por límite de mochila"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"Eliminado por el Soporte de Steam"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_SupportDeletedByUndo"	"Eliminado por el Soporte de Steam"
"[english]ItemHistory_Action_SupportDeletedByUndo"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"Nombre cambiado"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"Usado para abrir una caja"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"Objeto pintado"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"Eliminado del engarce"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"Eliminado por engarce"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"Objeto engarzado eliminado"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"Textura personalizada"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"Intercambiado"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"Usado"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportRename_Remove"	"Renombrado por el Soporte de Steam"
"[english]ItemHistory_Action_SupportRename_Remove"	"Renamed by Steam Support"
"ItemHistory_Action_SupportDescribe_Remove"	"Descripción personalizada añadida por el Soporte de Steam"
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Objeto rarificado por el Soporte de Steam"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"Abierto"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"Reembolsado"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"Nombre personalizado eliminado"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"Pintura eliminada"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"Envuelto para regalo"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"Regalo enviado"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"Abierto"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"Anulado"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
"ItemHistory_Action_CafeOrSchoolItem_Remove"	"Eliminación de cibercafé o colegio"
"[english]ItemHistory_Action_CafeOrSchoolItem_Remove"	"Cafe or school removal"
"ItemHistory_Action_VACBanned_Remove"	"Eliminado debido a bloqueo por VAC"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_UpgradeThirdPartyPromo"	"Mejora de promoción de terceros"
"[english]ItemHistory_Action_UpgradeThirdPartyPromo"	"Third-party promo upgrade"
"ItemHistory_Action_Expired"	"Caducado"
"[english]ItemHistory_Action_Expired"	"Expired"
"ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Eliminado por supresión del índice de fabricación"
"[english]ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Removed by craft index removal"
"ItemHistory_Action_RemoveItemMakersMark_Remove"	"Se ha eliminado el nombre del creador"
"[english]ItemHistory_Action_RemoveItemMakersMark_Remove"	"Removed crafter's name"
"ItemHistory_Action_RemoveItemKillStreak_Remove"	"Eliminado por supresión de racha"
"[english]ItemHistory_Action_RemoveItemKillStreak_Remove"	"Removed by Killstreak removal"
"ItemHistory_Action_TradeRollback_Remove"	"El intercambio fue revertido"
"[english]ItemHistory_Action_TradeRollback_Remove"	"Trade was rolled back"
"ItemHistory_Action_CDKeyRevoke"	"Clave de producto anulada"
"[english]ItemHistory_Action_CDKeyRevoke"	"CD key revoked"
"ItemHistory_Action_CollectItem_RemoveCollection"	"Objeto antiguo de colección eliminado"
"[english]ItemHistory_Action_CollectItem_RemoveCollection"	"Removed old collection item"
"ItemHistory_Action_CollectItem_CollectedItem"	"Añadido a una colección"
"[english]ItemHistory_Action_CollectItem_CollectedItem"	"Added to a collection"
"ItemHistory_Action_EconSetUnowned"	"Intercambiado"
"[english]ItemHistory_Action_EconSetUnowned"	"Traded"
"ItemHistory_Action_Market_Remove"	"Publicado en el Mercado de la Comunidad Steam"
