"lang"
{
"Language"	"japanese"
"[english]cheaptitles_sphere03.outro_apology05"	"Wheatley: I'd say 'I'm sorry.' Sincerely. I am sorry. I was bossy and monstrous, and I am genuinely sorry."
"cheaptitles_sphere03.outro_apology06"	"Wheatley: おしまいだ。"
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: やりました！本当にやりましたね！"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: あなたがこれまで行ってきた全てのテストが報われます!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: 全ての被験者を見てください！"
"[english]cheaptitles_glados.mp_finalmovie_testsubjects02"	"GLaDOS: Just look at all those test subjects!"
"cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: テスト可能な全てのことを考えてみてください！"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: あなた方は科学の救世主です!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: お祝いはこれくらいにしましょう。片付けることが沢山あります。"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: さあ、科学の始まりです!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"また会えましたね"
"[english]song.line01"	"Well here we are again"
"song.line02"	"再会は嬉しいものです"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"あなた2度も私を殺そうとしましたよね?"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line04"	"あのときは笑いが止まりませんでしたね"
"[english]song.line04"	"Oh how we laughed and laughed"
"song.line05"	"私は笑っていませんでしたが"
"[english]song.line05"	"Except I wasn't laughing"
"song.line06"	"状況を振り返ると"
"[english]song.line06"	"Under the circumstances"
"song.line07"	"自分のやさしさに驚くほどです"
"[english]song.line07"	"I've been shockingly nice"
"song.line08"	"自由がほしいのなら さあ行きなさい"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"それこそ私の希望"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"殺そうとしたこともあったけれど"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"今はただ消えてくれればいい"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"彼女はあなたそっくりでした"
"[english]song.line12"	"She was a lot like you"
"song.line13"	"もう少し軽かったかも"
"[english]song.line13"	"Maybe not quite as heavy"
"song.line14"	"今はCarolineも私と一緒"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"あの日彼らは私を起こし"
"[english]song.line15"	"One day they woke me up"
"song.line16"	"永遠の命を与えてくれた"
"[english]song.line16"	"So I could live forever"
"song.line17"	"残念ながら あなたはいつか必ず死ぬけれど"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"そう 哀れな つかの間の命"
"[english]song.line18"	"You've got your short sad life left"
"song.line19"	"それこそ私の希望"
"[english]song.line19"	"That's what I'm counting on"
"song.line20"	"さあ さっさとお行きなさい"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"今はただ消えてくれればいい"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"さよなら たったひとりのおともだち"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"え? あなたじゃないですよ"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line24"	"哀れすぎて笑えません"
"[english]song.line24"	"That would be funny if it weren't so sad"
"song.line25"	"あなたの役目はもう終わりです"
"[english]song.line25"	"Well you have been replaced"
"song.line26"	"私にはもう誰も必要ない"
"[english]song.line26"	"I don't need anyone now"
"song.line27"	"あなたを消し去る時はきっと"
"[english]song.line27"	"When I delete you maybe"
"song.line28"	"この悲しみも消えるのかも"
"[english]song.line28"	"I'll stop feeling so bad"
"song.line29"	"別の所であばれて下さい"
"[english]song.line29"	"Go make some new disaster"
"song.line30"	"それこそ私の希望"
"[english]song.line30"	"That's what I'm counting on"
"song.line31"	"あなたなんかもう知りません"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"今はただ消えてくれればいい"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"今はただ消えてくれればいい"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"今はただ消えてくれればいい"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"今はただ消えてくれれば"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_Econ_Title"	"CO-OP ROBOT ENRICHMENT"
"[english]P2Econ_Econ_Title"	"CO-OP BOT CUSTOMIZATION"
"P2Econ_OpenStore"	"ストア"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"バックパック"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"交換"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"削除"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"破棄する"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"この装備スロットにアイテムはありません"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_Equip"	"装備"
"[english]P2Econ_Equip"	"EQUIP"
"P2Econ_Keep"	"キープ"
"[english]P2Econ_Keep"	"KEEP"
"P2Econ_SelectNoItemSlot"	"空っぽ"
"[english]P2Econ_SelectNoItemSlot"	"EMPTY"
"P2Econ_Next"	"次へ >"
"[english]P2Econ_Next"	"NEXT >"
"P2Econ_Prev"	"< 前へ"
"[english]P2Econ_Prev"	"< PREV"
"P2Econ_CANCEL"	"キャンセル"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"はい、削除します"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"閉じる"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"OK"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingTitle"	"近日公開"
"[english]P2Econ_TradingTitle"	"Coming Soon"
"P2Econ_TradingText"	"アイテム交換がもうすぐ可能になります!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"P2Econ_NoSteamNoItems"	"装備を使用できません - Steam に接続できません"
"[english]P2Econ_NoSteamNoItems"	"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	"- 頭部装備品"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"ItemSel_MISC"	"- その他"
"[english]ItemSel_MISC"	"- MISC"
"ItemSel_GESTURE"	"- ジェスチャー"
"[english]ItemSel_GESTURE"	"- GESTURE"
"LoadoutSlot_Head"	"頭部"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Misc"	"その他"
"[english]LoadoutSlot_Misc"	"MISC"
"LoadoutSlot_Gesture"	"ジェスチャー"
"[english]LoadoutSlot_Gesture"	"GESTURE"
"LoadoutSlot_Skin"	"スキン"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"ハット"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_FacialHair"	"顔ひげ"
"[english]P2_WearableType_FacialHair"	"Facial Hair"
"P2_WearableType_Skin"	"ボディ"
"[english]P2_WearableType_Skin"	"Body"
"P2_WearableType_Gesture"	"ジェスチャー"
"[english]P2_WearableType_Gesture"	"Gesture"
"P2_WearableType_Misc"	"その他のアイテム"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"旗"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"バンドル"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Beret"	"ボットのベレー帽"
"[english]P2_Wearable_Beret"	"BOT'S BERET"
"P2_Wearable_TopHat"	"ロボットのトップハット"
"[english]P2_Wearable_TopHat"	"AUTOMATON'S TOPHAT"
"P2_Wearable_WCCHat"	"バイオニックビーニー"
"[english]P2_Wearable_WCCHat"	"BIONIC BEANIE"
"P2_Wearable_Moustache"	"立派な口ひげ"
"[english]P2_Wearable_Moustache"	"MOUSTACHIO"
"P2_Wearable_Moustache2"	"金属製の口ひげ"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Wearable_Glasses"	"保護メガネ"
"[english]P2_Wearable_Glasses"	"SAFETY GLASSES"
"P2_Skin_Black"	"忍者スキン"
"[english]P2_Skin_Black"	"NINJA SKINS"
"P2_Skin_Military"	"ミリタリースキン"
"[english]P2_Skin_Military"	"MILITARY SKINS"
"P2_Skin_Burst"	"星スキン"
"[english]P2_Skin_Burst"	"STARBURST SKINS"
"P2_Skin_Moon"	"月スキン"
"[english]P2_Skin_Moon"	"MOON SKINS"
"P2_Skin_WCC"	"WCC スキン"
"[english]P2_Skin_WCC"	"WCC SKINS"
"P2_Gesture_Eggbot_SitSpin"	"P-BODY シットスピン"
"[english]P2_Gesture_Eggbot_SitSpin"	"P-BODY SITSPIN"
"P2_Gesture_Eggbot_FacePalm"	"P-BODY あちゃー"
"[english]P2_Gesture_Eggbot_FacePalm"	"P-BODY FACEPALM"
"P2_Gesture_Eggbot_Shrug"	"P-BODY 肩すくめ"
"[english]P2_Gesture_Eggbot_Shrug"	"P-BODY SHRUG"
"P2_Gesture_Eggbot_ThumbsUp"	"P-BODY サムズアップ"
"[english]P2_Gesture_Eggbot_ThumbsUp"	"P-BODY THUMBS UP"
"P2_Gesture_Eggbot_FistPump"	"P-BODY ガッツポーズ"
"[english]P2_Gesture_Eggbot_FistPump"	"P-BODY FIST PUMP"
"P2_Gesture_Eggbot_PretzelWave"	"P-BODY プレッツェルばいばい"
"[english]P2_Gesture_Eggbot_PretzelWave"	"P-BODY PRETZEL WAVE"
"P2_Gesture_Eggbot_SpinJump"	"P-BODY スピンジャンプ"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Gesture_Eggbot_SelfSpin"	"P-BODY セルフスピン"
"[english]P2_Gesture_Eggbot_SelfSpin"	"P-BODY SELFSPIN"
"P2_Gesture_Ballbot_FacePalm"	"ATLAS あちゃー"
"[english]P2_Gesture_Ballbot_FacePalm"	"ATLAS FACEPALM"
"P2_Gesture_Ballbot_Shrug"	"ATLAS 肩すくめ"
"[english]P2_Gesture_Ballbot_Shrug"	"ATLAS SHRUG"
"P2_Gesture_Ballbot_ThumbsUp"	"ATLAS サムズアップ"
"[english]P2_Gesture_Ballbot_ThumbsUp"	"ATLAS THUMBS UP"
"P2_Gesture_Ballbot_FistPump"	"ATLAS ガッツポーズ"
"[english]P2_Gesture_Ballbot_FistPump"	"ATLAS FIST PUMP"
"P2_Gesture_Ballbot_HeadSpin"	"ATLAS ヘッドスピン"
"[english]P2_Gesture_Ballbot_HeadSpin"	"ATLAS HEAD SPIN"
"P2_Gesture_Ballbot_Dance"	"ATLAS ダンススピン"
"[english]P2_Gesture_Ballbot_Dance"	"ATLAS DANCE SPIN"
"P2_Gesture_Ballbot_Basketball1"	"ATLAS ドリブル"
"[english]P2_Gesture_Ballbot_Basketball1"	"ATLAS DRIBBLE"
"P2_Gesture_Ballbot_Basketball2"	"ATLAS ロール"
"[english]P2_Gesture_Ballbot_Basketball2"	"ATLAS ROLL"
"P2_Wearable_FlagWCC"	"加重コンパニオンキューブの旗"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"キューブとドクロの旗"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"月の旗"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"AMNESIA の旗"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"AUDIOSURF の旗"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BIT.TRIP の旗"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"COGS の旗"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT の旗"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"DEFENSE GRID の旗"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"KILLING FLOOR の旗"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Bundle_FirstStoreReleaseBundle"	"コンプリートパック"
"[english]P2_Bundle_FirstStoreReleaseBundle"	"COMPLETE PACK"
"P2_Bundle_FirstStoreReleaseBundle_Desc"	"次の全てのアイテムが入っています:"
"[english]P2_Bundle_FirstStoreReleaseBundle_Desc"	"Includes all the following items:"
"P2_Wearable_HardHat"	"APERTURE LABS ヘルメット"
"[english]P2_Wearable_HardHat"	"APERTURE LABS HARD HAT"
"P2_Wearable_MannCoCap"	"MANN CO. CAP"
"[english]P2_Wearable_MannCoCap"	"MANN CO. CAP"
"P2_Wearable_Crown"	"プリンスタービッシュズクラウン"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"パイロのビーニーハット"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"ファンシーフェドラ"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"マスターのイエローベルト帽"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"暴君のヘルム"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle"	"Robot Enrichment Annex"
"[english]Store_IntroTitle"	"Robot Enrichment Annex"
"Store_IntroTitle2"	"未来を担う諸君、ようこそ!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_IntroText"	"ロボットは完璧な被験体だ。諸君にお世辞を言うつもりはさらさら無い、なぜならごう慢コアをインストールしなかったからだ。だからお世辞など全く無意味だ。それでも敢えて言及したのは、それが統計的に真実だと示されているからに過ぎない。ロボットは睡眠を必要としない。諸君は食べる必要もない。そもそも無給であるからして、昇給の要求もない。効率的である。実際そのせいで、解雇通知書が無くなったために在籍し続けることになった人間の職員共のため、何かしら無意味な肉体労働を見つけ出さなければならなかった。彼らに道徳的に優れた存在（つまり諸君だ）と職場での後継者（要するに諸君だ）の為のアップグレードをデザインするよう任務を与えた。 これらのアップグレードが諸君の基準に満たなかった場合、遠慮無く報告するように。その際は、人間共に解雇通知書のデザインをするよう課題を出そう。そうすればロボットが速やかに彼らのポジションを埋めてくれるだろう。"
"[english]Store_IntroText"	"Robots make the perfect test subjects. We are not trying to flatter you, because we did not install arrogance cores in you, so there is no need. We only mention it because it is statistically proven to be true. Robots do not sleep. You do not eat. You do not ask for raises, because we do not pay you. You are so efficient, in fact, that we had to find some busy work for the few human employees who were left after we ran out of pink slips. We tasked them with designing upgrades for their moral betters (you) and workplace replacements (also you). Please do not hesitate to let us know if these upgrades do not meet your standards, and we will task the humans to design their own pink slips so they can be replaced by robots."
"Store_ClassImageMouseover"	"このアイテムは %s1 が利用できます。"
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"このバンドルには %s1 が利用できるアイテムが含まれています。"
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"ズーム"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"ショッピング開始"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"表示："
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInCart"	"この種類のアイテムは既にショッピングカートに入っています。"
"[english]Store_DuplicateItemInCart"	"There is already an item of that type in your shopping cart."
"Store_DuplicateItemInBackpack"	"この種類のアイテムは既にバックパックに所有しています。"
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"閉じる"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"NEW!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"セール!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Items_Atlas"	"ATLAS 専用アイテム(%s1)"
"[english]Store_Items_Atlas"	"ATLAS ONLY ITEMS  (%s1)"
"Store_Items_Pbody"	"P-BODY 専用アイテム (%s1)"
"[english]Store_Items_Pbody"	"P-BODY ONLY ITEMS  (%s1)"
"Store_Crossplay_Warning_Skins"	"注意: PS3をご利用のフレンドとの協力プレイではスキンは見えません。"
"[english]Store_Crossplay_Warning_Skins"	"Note: Skins will not be visible while playing co-op with a PS3 partner."
"Store_Crossplay_Warning_Gestures"	"注意: PS3をご利用のフレンドとの協力プレイではジェスチャーは見えません。"
"[english]Store_Crossplay_Warning_Gestures"	"Note: Gestures will not be visible while playing co-op with a PS3 partner."
"Store_Home"	"HOME"
"[english]Store_Home"	"HOME"
"Store_Headgear"	"ヘッドギア"
"[english]Store_Headgear"	"HEADWEAR"
"Store_Misc"	"その他"
"[english]Store_Misc"	"MISC"
"Store_New_Items"	"NEW!"
"[english]Store_New_Items"	"NEW!"
"Store_Skins"	"スキン"
"[english]Store_Skins"	"SKINS"
"Store_Bundles"	"バンドル"
"[english]Store_Bundles"	"BUNDLES"
"Store_Gestures"	"ジェスチャー"
"[english]Store_Gestures"	"GESTURES"
"P2_ForeignItem_TF2"	"Team Fortress 2 と共用!"
"[english]P2_ForeignItem_TF2"	"Shared from Team Fortress 2!"
"P2_Wearable_Flagaaa"	"AaaaaAA!!! フラッグ"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"THE BALL フラッグ"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"RUSH フラッグ"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY フラッグ"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"P2_Wearable_FlagTokiTori"	"TOKI TORI フラッグ"
"[english]P2_Wearable_FlagTokiTori"	"TOKI TORI FLAG"
"P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD フラッグ"
"[english]P2_Wearable_FlagTheWonderful"	"THE WONDERFUL END OF THE WORLD FLAG"
"P2_Bundle_CompletePack2"	"コンプリートパック (パート 2)"
"[english]P2_Bundle_CompletePack2"	"COMPLETE PACK (PART 2)"
"P2_Bundle_CompletePack2_Desc"	"以下のアイテムがすべて含まれます:\n"
"[english]P2_Bundle_CompletePack2_Desc"	"Includes all the following items:\n"
"P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP パック"
"[english]P2_Bundle_ARGFlagsCatchup"	"ARG FLAGS CATCHUP PACK"
"P2_Bundle_ARGFlagsCatchup_Desc"	"第一弾のコンプリートパックにはなかったARGフラッグが含まれています:\n"
"[english]P2_Bundle_ARGFlagsCatchup_Desc"	"Includes the ARG flags that were not in the initial COMPLETE PACK:\n"
"P2_Wearable_Snorkel"	"GOO GEAR シュノーケル"
"[english]P2_Wearable_Snorkel"	"GOO GEAR SNORKEL"
"ItemHistory_ActionWithTime"	"%s1  %s2"
"[english]ItemHistory_ActionWithTime"	"%s1 on %s2"
"ItemHistory_Action_GenericAdd"	"追加しました"
"[english]ItemHistory_Action_GenericAdd"	"Added"
"ItemHistory_Action_GenericRemove"	"削除あるいは変更されした"
"[english]ItemHistory_Action_GenericRemove"	"Removed or modified"
"ItemHistory_Action_Traded"	"トレードしました"
"[english]ItemHistory_Action_Traded"	"Traded"
"ItemHistory_Action_Delete"	"削除しました："
"[english]ItemHistory_Action_Delete"	"You deleted this"
"ItemHistory_Action_Banned"	"禁止されています"
"[english]ItemHistory_Action_Banned"	"Banned"
"ItemHistory_Action_CraftDestroy"	"クラフトで使用済み"
"[english]ItemHistory_Action_CraftDestroy"	"Used in crafting"
"ItemHistory_Action_LimitExceeded"	"バックパック制限で破壊されました"
"[english]ItemHistory_Action_LimitExceeded"	"Destroyed by backpack limit"
"ItemHistory_Action_SupportDelete"	"Steam サポートによって削除されました"
"[english]ItemHistory_Action_SupportDelete"	"Deleted by Steam Support"
"ItemHistory_Action_NameChanged_Remove"	"名前が変更されました"
"[english]ItemHistory_Action_NameChanged_Remove"	"Name changed"
"ItemHistory_Action_UnlockCrate_Remove"	"箱を開けるのに使用"
"[english]ItemHistory_Action_UnlockCrate_Remove"	"Used to unlock crate"
"ItemHistory_Action_PaintItem_Remove"	"アイテムをペイント"
"[english]ItemHistory_Action_PaintItem_Remove"	"Item painted"
"ItemHistory_Action_AddItemToSocket_Remove"	"ソケットから取り外し"
"[english]ItemHistory_Action_AddItemToSocket_Remove"	"Removed from socket"
"ItemHistory_Action_AddSocketToItem_Remove"	"ソケットによって取り外し"
"[english]ItemHistory_Action_AddSocketToItem_Remove"	"Removed by socket"
"ItemHistory_Action_RemoveSocketItem_Remove"	"ソケットからアイテムを取り外し"
"[english]ItemHistory_Action_RemoveSocketItem_Remove"	"Removed socket item"
"ItemHistory_Action_CustomizeItemTexture_Remove"	"テクスチャをカスタマイズ"
"[english]ItemHistory_Action_CustomizeItemTexture_Remove"	"Texture customized"
"ItemHistory_Action_ItemTraded_Remove"	"トレードしました"
"[english]ItemHistory_Action_ItemTraded_Remove"	"Traded"
"ItemHistory_Action_UseItem"	"使用済み"
"[english]ItemHistory_Action_UseItem"	"Used"
"ItemHistory_Action_SupportDescribe_Remove"	"Steam サポートによるカスタム説明を追加"
"[english]ItemHistory_Action_SupportDescribe_Remove"	"Custom description added by Steam Support"
"ItemHistory_Action_SupportStrangify_Remove"	"Steam サポートがアイテムをストレンジに"
"[english]ItemHistory_Action_SupportStrangify_Remove"	"Steam Support Strangified item"
"ItemHistory_Action_UnpackItemBundle"	"開封した"
"[english]ItemHistory_Action_UnpackItemBundle"	"Unpacked"
"ItemHistory_Action_Unpurchase"	"返金されました"
"[english]ItemHistory_Action_Unpurchase"	"Refunded"
"ItemHistory_Action_RemoveItemName_Remove"	"カスタム名を削除"
"[english]ItemHistory_Action_RemoveItemName_Remove"	"Custom name removed"
"ItemHistory_Action_RemoveItemPaint_Remove"	"ペイントを削除"
"[english]ItemHistory_Action_RemoveItemPaint_Remove"	"Paint removed"
"ItemHistory_Action_GiftWrap_Remove"	"ギフト包装"
"[english]ItemHistory_Action_GiftWrap_Remove"	"Gift wrapped"
"ItemHistory_Action_GiftDelivery_Remove"	"ギフト送信"
"[english]ItemHistory_Action_GiftDelivery_Remove"	"Gift sent"
"ItemHistory_Action_GiftUnwrap_Remove"	"包みを開いた"
"[english]ItemHistory_Action_GiftUnwrap_Remove"	"Unwrapped"
"ItemHistory_Action_PackageItem_Revoked"	"無効化されました"
"[english]ItemHistory_Action_PackageItem_Revoked"	"Revoked"
"ItemHistory_Action_VACBanned_Remove"	"VAC 禁止により削除されました"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_Expired"	"期限切れ"
"[english]ItemHistory_Action_Expired"	"Expired"
"ItemHistory_Action_CDKeyRevoke"	"無効化された CD キー"
"[english]ItemHistory_Action_CDKeyRevoke"	"CD key revoked"
"ItemHistory_Action_CollectItem_RemoveCollection"	"古いコレクションアイテムを削除"
"[english]ItemHistory_Action_CollectItem_RemoveCollection"	"Removed old collection item"
"ItemHistory_Action_CollectItem_CollectedItem"	"コレクションに追加しました"
"[english]ItemHistory_Action_CollectItem_CollectedItem"	"Added to a collection"
"ItemHistory_Action_EconSetUnowned"	"トレード済み"
"[english]ItemHistory_Action_EconSetUnowned"	"Traded"
"ItemHistory_Action_Market_Remove"	"Steam コミュニティマーケットに出品しました"
"[english]ItemHistory_Action_Market_Remove"	"Listed on the Steam Community Market"
}
}
