"lang"
{
"Language"	"ukrainian"
"glados.dlc1_mp_coop_stingerb03"	"<clr:163,193,173>ҐЛаДОС: Вас покинули. Бо ви нічого не варті. Ви нікому не потрібні і нікому не любі жирні птахи з потворними дзьобами."
"[english]glados.dlc1_mp_coop_stingerb03"	"<clr:163,193,173>GLaDOS: You were abandoned. Because you're worthless. You're worthless, unloved birds with fat, ugly beaks."
"glados.dlc1_mp_coop_stingerb05"	"<clr:163,193,173>ҐЛаДОС: Я, чесно кажучи, надзвичайно вражена, що вам вдалося втиснути ваші велетенські дзьоби в такі маленькі яйця."
"[english]glados.dlc1_mp_coop_stingerb05"	"<clr:163,193,173>GLaDOS: I'm honestly impressed that you managed to squeeze those huge beaks into such tiny eggs."
"glados.dlc1_mp_coop_stingerb06"	"<clr:163,193,173>ҐЛаДОС: Так, я до вас звертаюся, пане Пухкий Дзьобе. Ви, зефір…[стукіт] Ой!"
"[english]glados.dlc1_mp_coop_stingerb06"	"<clr:163,193,173>GLaDOS: Yes. I'm talking to you, Mr. Chubby Beak. You marshmallow--[smash] Oh!"
"glados.dlc1_mp_coop_stingerb07"	"<clr:163,193,173>ҐЛаДОС: Ні, ви НЕ зефіринки, чи не так?"
"[english]glados.dlc1_mp_coop_stingerb07"	"<clr:163,193,173>GLaDOS: No. You're NOT marshmallows, are you?"
"glados.dlc1_mp_coop_threat_death_acid01"	"<clr:163,193,173>ҐЛаДОС: Зосередьтеся. Ми прийшли сюди для знищення ворога! Ми не планували слухати ваше шипіння та плавлення у басейні з кислотою."
"[english]glados.dlc1_mp_coop_threat_death_acid01"	"<clr:163,193,173>GLaDOS: Focus. We  are here to defeat the enemy! We are not here to listen to you sizzle and melt in a pool of acid."
"glados.dlc1_mp_coop_threat_death_acid02"	"<clr:163,193,173>ҐЛаДОС: Зробивши так, ви потрапите прямо їй до рук. Ну, технічно, ви потрапите прямо у кислоту, але ви зрозуміли, до чого я веду."
"[english]glados.dlc1_mp_coop_threat_death_acid02"	"<clr:163,193,173>GLaDOS: By doing that, you're walking right into her hands. Well, technically you're walking right into acid, but you understand my point."
"glados.dlc1_mp_coop_threat_death_generic02"	"<clr:163,193,173>ҐЛаДОС: Я ціную ваші прагнення до забавок для підтримки високого бойового духу, але гадаю, що зараз не час для смертельно-небезпечних жартів."
"[english]glados.dlc1_mp_coop_threat_death_generic02"	"<clr:163,193,173>GLaDOS: I appreciate what you're doing, going for a laugh to keep spirits high, but I think the time for death-based slapstick is over."
"glados.dlc1_mp_coop_threat_death_generic03"	"<clr:163,193,173>ҐЛаДОС: Можливо, я не цілком чітко висловилася, але усі ці дрібні смерті перетворяться на одну велику вічну… для всіх нас… якщо ви швидко не зберетеся."
"[english]glados.dlc1_mp_coop_threat_death_generic03"	"<clr:163,193,173>GLaDOS: Perhaps I haven't made it clear, but all these little deaths are going to add up to one much longer-lasting one...for all of us...if you don't get better at this fast."
"glados.dlc1_mp_coop_threat_death_generic04"	"<clr:163,193,173>ҐЛаДОС: Зберіться, це тренування заради вашого ж добра."
"[english]glados.dlc1_mp_coop_threat_death_generic04"	"<clr:163,193,173>GLaDOS: Pull yourselves together, this training is for your benefit."
"glados.dlc1_mp_coop_threat_death_generic08"	"<clr:163,193,173>ҐЛаДОС: Дуже сміливо. Знаєте, збиральний пристрій ось-ось зламається, а ви все одно раз по раз випробовуєте його."
"[english]glados.dlc1_mp_coop_threat_death_generic08"	"<clr:163,193,173>GLaDOS: How brave of you. You know the assembly machine could fail at any time, and yet you still insist on testing it."
"glados.dlc1_mp_coop_threat_death_generic10"	"<clr:163,193,173>ҐЛаДОС: Ваші невдачі шкодять мені більше, ніж вам. А знаєте, кому вони не шкодять? Ну, мені. То була просто фігура мовлення. Важливіше те, що вони не шкодять тій ненормальній, що планує всіх нас вбити."
"[english]glados.dlc1_mp_coop_threat_death_generic10"	"<clr:163,193,173>GLaDOS: Your failure hurts me more than it hurts you. You know who it doesn't hurt? Well, me. That was just a figure of speech. The important point, though, is that it doesn't hurt the madwoman planning to kill all of us."
"glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:163,193,173>ҐЛаДОС: Мені дуже подобаються вбивчі почуття. Втримайте такий настрій, коли ми зустрінемося з НЕЮ."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:163,193,173>GLaDOS: I really like the murderous sentiment. Keep that mindset when we're facing HER."
"glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:163,193,173>ҐЛаДОС: Я тут занотовую деякі речі, які ви робите, — вони стануть у нагоді під час зустрічі із нею. А от те, що ви робите зараз — не стане."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:163,193,173>GLaDOS: I'm making notes here. Some of what you're doing will come in handy when we face her. Right now: not actually handy."
"glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:163,193,173>ҐЛаДОС: Ой, не поспішайте. У нас ціла вічність, щоби ви повбивали одне одного до того, як вона вб’є нас назавжди."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:163,193,173>GLaDOS: Oh, no hurry. We have all the time in the world for you to kill each other before she kills us all permanently."
"glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:163,193,173>ҐЛаДОС: Я із задоволенням відзначу, що ви таки стали такими машинами для вбивства, якими я хотіла. «Машинами для вбивства один одного», але все ж таки."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:163,193,173>GLaDOS: I'm encouraged to see that you've become the killing machines I wanted. 'Killing-each-other' machines, but still."
"glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:163,193,173>ҐЛаДОС: Я називаю його «Удар». Це моя рання робота у стилі примітивного експресіонізму. Мені трохи ніяково, що він такий грубий. Однак, він розчавить вас."
"[english]glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:163,193,173>GLaDOS: I call this one 'Smash'. It's an early work of primitive expression. I'm a little embarrassed at how crude it is. Still, it will smash you."
"glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:163,193,173>ҐЛаДОС: Добре. Перейдіть, будь ласка, до наступного експонату, що чекає на оцінювання, та взаємодійте з ним таким чином, щоби це можна було назвати «вирішенням», якби нам — тут, у майбутньому, — було до цього діло. А це не так."
"[english]glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:163,193,173>GLaDOS: Good. Please proceed to the next test appreciation exhibit and interact with it in such a way that it might be called 'solving' if we still cared about solving things in the future, but we don't."
}
}
