"lang"
{
"Language"	"czech"
"[english]glados.dlc1_mp_coop_stingerb02"	"<clr:163,193,173>GLaDOS: Good."
"glados.dlc1_mp_coop_stingerb03"	"<clr:112,75,125>GLaDOS: Byli jste opuštěni. Protože jste bezcenní. Jste bezcenní, nechtění ptáci s tlustými, ošklivými zobáky."
"[english]glados.dlc1_mp_coop_stingerb03"	"<clr:163,193,173>GLaDOS: You were abandoned. Because you're worthless. You're worthless, unloved birds with fat, ugly beaks."
"glados.dlc1_mp_coop_stingerb05"	"<clr:112,75,125>GLaDOS: Opravdu na mě dělá velký dojem, že se vám ty velké zobáky podařilo vmáčknout do tak malých vajíček."
"[english]glados.dlc1_mp_coop_stingerb05"	"<clr:163,193,173>GLaDOS: I'm honestly impressed that you managed to squeeze those huge beaks into such tiny eggs."
"glados.dlc1_mp_coop_stingerb06"	"<clr:112,75,125>GLaDOS: Ano. Mluvím s vámi, pane Zobáku Buclatý. Vy slaďoušku--[úder] Óóó!"
"[english]glados.dlc1_mp_coop_stingerb06"	"<clr:163,193,173>GLaDOS: Yes. I'm talking to you, Mr. Chubby Beak. You marshmallow--[smash] Oh!"
"glados.dlc1_mp_coop_stingerb07"	"<clr:112,75,125>GLaDOS: Ne. NEJSTE slaďoušek, že ne?"
"[english]glados.dlc1_mp_coop_stingerb07"	"<clr:163,193,173>GLaDOS: No. You're NOT marshmallows, are you?"
"glados.dlc1_mp_coop_threat_death_acid01"	"<clr:112,75,125>GLaDOS: Soustřeďte se. Jsme tady, abychom porazili nepřítele! Nejsme tu, abychom poslouchali syčení a rozpouštění v kyselinové lázni."
"[english]glados.dlc1_mp_coop_threat_death_acid01"	"<clr:163,193,173>GLaDOS: Focus. We  are here to defeat the enemy! We are not here to listen to you sizzle and melt in a pool of acid."
"glados.dlc1_mp_coop_threat_death_acid02"	"<clr:112,75,125>GLaDOS: Tím, že to uděláte, půjdete přímo do jejích rukou. Tedy, technicky řečeno půjdete přímo do kyseliny, ale určitě chápete, kam mířím."
"[english]glados.dlc1_mp_coop_threat_death_acid02"	"<clr:163,193,173>GLaDOS: By doing that, you're walking right into her hands. Well, technically you're walking right into acid, but you understand my point."
"glados.dlc1_mp_coop_threat_death_generic02"	"<clr:112,75,125>GLaDOS: Cením si toho, co děláte – že se umíte i pobavit, abyste se udrželi ve správném naladění, ale myslím, že čas pro grotesky s motivem smrti skončil."
"[english]glados.dlc1_mp_coop_threat_death_generic02"	"<clr:163,193,173>GLaDOS: I appreciate what you're doing, going for a laugh to keep spirits high, but I think the time for death-based slapstick is over."
"glados.dlc1_mp_coop_threat_death_generic03"	"<clr:112,75,125>GLaDOS: Možná jsem se nevyjádřila jasně, ale všechny tyhle malé smrti se spojí do jediné, mnohem déle trvající... pro nás všechny... pokud se v tom rychle nezlepšíte."
"[english]glados.dlc1_mp_coop_threat_death_generic03"	"<clr:163,193,173>GLaDOS: Perhaps I haven't made it clear, but all these little deaths are going to add up to one much longer-lasting one...for all of us...if you don't get better at this fast."
"glados.dlc1_mp_coop_threat_death_generic04"	"<clr:112,75,125>GLaDOS: Vzmužte se, tenhle výcvik je pro vaše dobro."
"[english]glados.dlc1_mp_coop_threat_death_generic04"	"<clr:163,193,173>GLaDOS: Pull yourselves together, this training is for your benefit."
"glados.dlc1_mp_coop_threat_death_generic08"	"<clr:112,75,125>GLaDOS: Je to z vaší strany velmi odvážné. Víte, že montážní stroje mohou kdykoli selhat, a přesto trváte na tom, že je otestujete."
"[english]glados.dlc1_mp_coop_threat_death_generic08"	"<clr:163,193,173>GLaDOS: How brave of you. You know the assembly machine could fail at any time, and yet you still insist on testing it."
"glados.dlc1_mp_coop_threat_death_generic10"	"<clr:112,75,125>GLaDOS: Vaše selhání mě bolí více než vás. A víte, koho nebolí? Přece mě. To byl jen takový řečnický obrat. Důležité však je, že to určitě nebolí tu šílenou ženskou, která má v úmyslu nás všechny tři zabít."
"[english]glados.dlc1_mp_coop_threat_death_generic10"	"<clr:163,193,173>GLaDOS: Your failure hurts me more than it hurts you. You know who it doesn't hurt? Well, me. That was just a figure of speech. The important point, though, is that it doesn't hurt the madwoman planning to kill all of us."
"glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:112,75,125>GLaDOS: Opravdu se mi líbí to vražedné naladění. Zachovejte si tento postoj, až se JÍ octnete tváří v tvář."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:163,193,173>GLaDOS: I really like the murderous sentiment. Keep that mindset when we're facing HER."
"glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:112,75,125>GLaDOS: Udělám si nějaké poznámky. Něco z toho, co děláte, bude užitečné, až jí budeme čelit. V této chvíli to moc užitečné není."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:163,193,173>GLaDOS: I'm making notes here. Some of what you're doing will come in handy when we face her. Right now: not actually handy."
"glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:112,75,125>GLaDOS: Ááá, žádný spěch. Máme spoustu času, abyste zabili jeden druhého, než ona jednou provždy zabije nás."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:163,193,173>GLaDOS: Oh, no hurry. We have all the time in the world for you to kill each other before she kills us all permanently."
"glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:112,75,125>GLaDOS: S potěšením zjišťuji, že se z vás staly přesně takové vraždicí stroje, jaké jsem chtěla. Sice navzájem se vraždící stroje, ale to tak moc nevadí."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:163,193,173>GLaDOS: I'm encouraged to see that you've become the killing machines I wanted. 'Killing-each-other' machines, but still."
"glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:112,75,125>GLaDOS: Tento kousek nazývám „Úder“. Je to rané dílo, primitivně vyjádřené. Trochu mě uvádí do rozpaků, že je tak syrové. Přesto vás ohromí svou úderností."
"[english]glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:163,193,173>GLaDOS: I call this one 'Smash'. It's an early work of primitive expression. I'm a little embarrassed at how crude it is. Still, it will smash you."
"glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:112,75,125>GLaDOS: Dobrá. Přistupme prosím k dalšímu exponátu, který si můžete otestovat a vyzkoušet způsobem, který by se dal nazvat „řešení“, pokud by nám ovšem záleželo na řešení věcí i v budoucnu; ale tak tomu není."
"[english]glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:163,193,173>GLaDOS: Good. Please proceed to the next test appreciation exhibit and interact with it in such a way that it might be called 'solving' if we still cared about solving things in the future, but we don't."
}
}
