"lang"
{
"Language"	"norwegian"
"glados.dlc1_mp_coop_stingerb07"	"<clr:112,75,125>GLaDOS: Nei. Dere er IKKE feiginger, er dere vel?"
"[english]glados.dlc1_mp_coop_stingerb07"	"<clr:163,193,173>GLaDOS: No. You're NOT marshmallows, are you?"
"glados.dlc1_mp_coop_threat_death_acid01"	"<clr:112,75,125>GLaDOS: Konsentrer dere. Vi er her for å bekjempe fienden! Vi er ikke her for å høre på at dere syder og smelter i en pøl av syre."
"[english]glados.dlc1_mp_coop_threat_death_acid01"	"<clr:163,193,173>GLaDOS: Focus. We  are here to defeat the enemy! We are not here to listen to you sizzle and melt in a pool of acid."
"glados.dlc1_mp_coop_threat_death_acid02"	"<clr:112,75,125>GLaDOS: Dere går rett i fellen hennes ved å gjøre det der. Vel, teknisk sett går dere rett i syre, men dere skjønner hva jeg mener."
"[english]glados.dlc1_mp_coop_threat_death_acid02"	"<clr:163,193,173>GLaDOS: By doing that, you're walking right into her hands. Well, technically you're walking right into acid, but you understand my point."
"glados.dlc1_mp_coop_threat_death_generic02"	"<clr:112,75,125>GLaDOS: Jeg setter pris på det dere gjør, kjører på med litt humor for å holde humøret oppe, men jeg tror tiden for dødsbasert slapstick er forbi."
"[english]glados.dlc1_mp_coop_threat_death_generic02"	"<clr:163,193,173>GLaDOS: I appreciate what you're doing, going for a laugh to keep spirits high, but I think the time for death-based slapstick is over."
"glados.dlc1_mp_coop_threat_death_generic03"	"<clr:112,75,125>GLaDOS: Kanskje jeg ikke sa det tydelig nok, men alle disse små dødsfallene kommer til å ende opp i et som varer mye lengre ... for oss alle ... hvis dere ikke blir bedre til dette, og det raskt."
"[english]glados.dlc1_mp_coop_threat_death_generic03"	"<clr:163,193,173>GLaDOS: Perhaps I haven't made it clear, but all these little deaths are going to add up to one much longer-lasting one...for all of us...if you don't get better at this fast."
"glados.dlc1_mp_coop_threat_death_generic04"	"<clr:112,75,125>GLaDOS: Ta dere sammen, denne treningen er til deres fordel."
"[english]glados.dlc1_mp_coop_threat_death_generic04"	"<clr:163,193,173>GLaDOS: Pull yourselves together, this training is for your benefit."
"glados.dlc1_mp_coop_threat_death_generic08"	"<clr:112,75,125>GLaDOS: Så modig av dere. Dere fortsetter å teste monteringsmaskinen selv om dere vet at den kan streike når som helst."
"[english]glados.dlc1_mp_coop_threat_death_generic08"	"<clr:163,193,173>GLaDOS: How brave of you. You know the assembly machine could fail at any time, and yet you still insist on testing it."
"glados.dlc1_mp_coop_threat_death_generic10"	"<clr:112,75,125>GLaDOS: Nederlaget deres smerter meg mer enn det smerter dere. Vet dere hvem det ikke smerter? Vel, meg. Det var bare en talemåte. Poenget er at det ikke smerter den gale damen som planlegger å drepe oss."
"[english]glados.dlc1_mp_coop_threat_death_generic10"	"<clr:163,193,173>GLaDOS: Your failure hurts me more than it hurts you. You know who it doesn't hurt? Well, me. That was just a figure of speech. The important point, though, is that it doesn't hurt the madwoman planning to kill all of us."
"glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:112,75,125>GLaDOS: Jeg liker virkelig den morderiske stemningen. Hold den tanken når vi møter HENNE."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:163,193,173>GLaDOS: I really like the murderous sentiment. Keep that mindset when we're facing HER."
"glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:112,75,125>GLaDOS: Jeg tar notater. Noe av det du gjør, kan bli nyttig når vi møter henne. Akkurat nå: egentlig ikke så nyttig."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:163,193,173>GLaDOS: I'm making notes here. Some of what you're doing will come in handy when we face her. Right now: not actually handy."
"glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:112,75,125>GLaDOS: Å, ikke noe hastverk. Vi har all tid i verden for dere å drepe hverandre før hun dreper oss for godt."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:163,193,173>GLaDOS: Oh, no hurry. We have all the time in the world for you to kill each other before she kills us all permanently."
"glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:112,75,125>GLaDOS: Det er oppløftende å se at dere har blitt til drapsmaskinene jeg ønsket meg. Maskiner som dreper hverandre, men likevel."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:163,193,173>GLaDOS: I'm encouraged to see that you've become the killing machines I wanted. 'Killing-each-other' machines, but still."
"glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:112,75,125>GLaDOS: Jeg kaller dette \"Knus\". Det er et tidlig verk med et primitivt uttrykk. Jeg er litt forlegen over hvor enkelt det er. Men det vil uansett knuse dere."
"[english]glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:163,193,173>GLaDOS: I call this one 'Smash'. It's an early work of primitive expression. I'm a little embarrassed at how crude it is. Still, it will smash you."
"glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:112,75,125>GLaDOS: Bra. Fortsett til neste utstilling for testing av verdsettelse, og samhandle med den på en slik måte at det kan kalles \"løsning\" hvis vi fortsatt bryr oss om å løse ting i fremtiden, men det gjør vi ikke."
"[english]glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:163,193,173>GLaDOS: Good. Please proceed to the next test appreciation exhibit and interact with it in such a way that it might be called 'solving' if we still cared about solving things in the future, but we don't."
}
}
