"lang"
{
"Language"	"danish"
"glados.dlc1_mp_coop_stingerb07"	"<clr:112,75,125>GLaDOS: Nej. I er IKKE skumfiduser, er I?"
"[english]glados.dlc1_mp_coop_stingerb07"	"<clr:163,193,173>GLaDOS: No. You're NOT marshmallows, are you?"
"glados.dlc1_mp_coop_threat_death_acid01"	"<clr:112,75,125>GLaDOS: Stram op. Vi er her for at besejre fjenden! Vi er her ikke for at lytte til, at I syder og smelter i en pøl af syre."
"[english]glados.dlc1_mp_coop_threat_death_acid01"	"<clr:163,193,173>GLaDOS: Focus. We  are here to defeat the enemy! We are not here to listen to you sizzle and melt in a pool of acid."
"glados.dlc1_mp_coop_threat_death_acid02"	"<clr:112,75,125>GLaDOS: Ved at gøre det vader I lige i armene på hende. Okay, teknisk set vader I lige i syrepølen, men I ved, hvad jeg mener."
"[english]glados.dlc1_mp_coop_threat_death_acid02"	"<clr:163,193,173>GLaDOS: By doing that, you're walking right into her hands. Well, technically you're walking right into acid, but you understand my point."
"glados.dlc1_mp_coop_threat_death_generic02"	"<clr:112,75,125>GLaDOS: Jeg sætter pris på, at I går efter et godt grin til at holde humøret oppe, men jeg tror, at tiden til dødsbaseret komik er forbi."
"[english]glados.dlc1_mp_coop_threat_death_generic02"	"<clr:163,193,173>GLaDOS: I appreciate what you're doing, going for a laugh to keep spirits high, but I think the time for death-based slapstick is over."
"glados.dlc1_mp_coop_threat_death_generic03"	"<clr:112,75,125>GLaDOS: Måske har jeg ikke gjort det klart, men alle de her små dødsfald ender med at resultere i et meget mere længerevarende dødsfald...for os alle sammen...hvis I ikke hurtigt bliver bedre til det her."
"[english]glados.dlc1_mp_coop_threat_death_generic03"	"<clr:163,193,173>GLaDOS: Perhaps I haven't made it clear, but all these little deaths are going to add up to one much longer-lasting one...for all of us...if you don't get better at this fast."
"glados.dlc1_mp_coop_threat_death_generic04"	"<clr:112,75,125>GLaDOS: Tag jer sammen. Den her træning er for jeres skyld."
"[english]glados.dlc1_mp_coop_threat_death_generic04"	"<clr:163,193,173>GLaDOS: Pull yourselves together, this training is for your benefit."
"glados.dlc1_mp_coop_threat_death_generic08"	"<clr:112,75,125>GLaDOS: Hvor modigt af jer. I ved, at samlemaskinen kan bryde sammen hvert øjeblik, og alligevel insisterer I stadig på at teste den."
"[english]glados.dlc1_mp_coop_threat_death_generic08"	"<clr:163,193,173>GLaDOS: How brave of you. You know the assembly machine could fail at any time, and yet you still insist on testing it."
"glados.dlc1_mp_coop_threat_death_generic10"	"<clr:112,75,125>GLaDOS: Jeres fiasko gør mere ondt på mig, end den gør på jer. Ved I, hvem den ikke gør ondt på? Okay, mig. Det var bare en talemåde. Men pointen her er, at det ikke gør ondt på den galning, der har tænkt sig at slå os alle sammen ihjel."
"[english]glados.dlc1_mp_coop_threat_death_generic10"	"<clr:163,193,173>GLaDOS: Your failure hurts me more than it hurts you. You know who it doesn't hurt? Well, me. That was just a figure of speech. The important point, though, is that it doesn't hurt the madwoman planning to kill all of us."
"glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:112,75,125>GLaDOS: Jeg sætter virkelig pris på den morderiske indstilling. Hold fast i den tanke, til når vi møder HENDE."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:163,193,173>GLaDOS: I really like the murderous sentiment. Keep that mindset when we're facing HER."
"glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:112,75,125>GLaDOS: Jeg tager notater. Noget af det, I har gang i, kan vise sig nyttigt, når vi møder hende. Lige nu: Faktisk ikke nyttigt overhovedet."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:163,193,173>GLaDOS: I'm making notes here. Some of what you're doing will come in handy when we face her. Right now: not actually handy."
"glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:112,75,125>GLaDOS: Åh, I behøver ikke at skynde jer. Vi har masser af tid til, at I kan slå hinanden ihjel, inden hun slår os alle sammen permanent ihjel."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:163,193,173>GLaDOS: Oh, no hurry. We have all the time in the world for you to kill each other before she kills us all permanently."
"glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:112,75,125>GLaDOS: Det glæder mig at se, at I har udviklet jer til de dræbermaskiner, jeg ønskede. \"Dræber-hinanden-maskiner\", men alligevel."
"[english]glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:163,193,173>GLaDOS: I'm encouraged to see that you've become the killing machines I wanted. 'Killing-each-other' machines, but still."
"glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:112,75,125>GLaDOS: Jeg kalder den her for \"Smash\". Det er en tidlig udforskning af primitiv udfoldelse. Jeg er lidt flov over, hvor primitivt det er. Men smadre jer kan det sagtens."
"[english]glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:163,193,173>GLaDOS: I call this one 'Smash'. It's an early work of primitive expression. I'm a little embarrassed at how crude it is. Still, it will smash you."
"glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:112,75,125>GLaDOS: Godt. Fortsæt venligst til den næste testværdsættelsesinstallation, og interagér med den på en sådan måde, at det ville kunne tolkes som at \"løse\" den, hvis vi stadig var interesserede i at løse ting her i fremtiden, hvilket vi ikke er."
"[english]glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:163,193,173>GLaDOS: Good. Please proceed to the next test appreciation exhibit and interact with it in such a way that it might be called 'solving' if we still cared about solving things in the future, but we don't."
}
}
