"lang"
{
"Language"	"japanese"
"glados.dlc1_mp_coop_stingerb06"	"<clr:112,75,125>GLaDOS: そうです。あなたのことですよ、このデカくちばし野郎さん。マシュマロみたいに...[衝撃音] ああっ!"
"[english]glados.dlc1_mp_coop_stingerb06"	"<clr:163,193,173>GLaDOS: Yes. I'm talking to you, Mr. Chubby Beak. You marshmallow--[smash] Oh!"
"glados.dlc1_mp_coop_stingerb07"	"<clr:112,75,125>GLaDOS: 違う。マシュマロちゃんでは...ありませんよね?"
"[english]glados.dlc1_mp_coop_stingerb07"	"<clr:163,193,173>GLaDOS: No. You're NOT marshmallows, are you?"
"glados.dlc1_mp_coop_threat_death_acid01"	"<clr:112,75,125>GLaDOS: 集中してください、ここへは敵を倒すために来たのです! 断じてあなた方が酸の中で溶けていく音を鑑賞するためなどではないのですから!"
"[english]glados.dlc1_mp_coop_threat_death_acid01"	"<clr:163,193,173>GLaDOS: Focus. We  are here to defeat the enemy! We are not here to listen to you sizzle and melt in a pool of acid."
"glados.dlc1_mp_coop_threat_death_acid02"	"<clr:112,75,125>GLaDOS: これでは彼女の罠にはまったも同然です。実際にはまっているのは酸だまりの中ですが... おわかりですね。"
"[english]glados.dlc1_mp_coop_threat_death_acid02"	"<clr:163,193,173>GLaDOS: By doing that, you're walking right into her hands. Well, technically you're walking right into acid, but you understand my point."
"glados.dlc1_mp_coop_threat_death_generic02"	"<clr:112,75,125>GLaDOS: 笑いによってテンションを上げようとするそのお気持ちはありがたいのですが、死と隣り合わせの悪趣味なおふざけはそろそろお開きにしませんか?"
"[english]glados.dlc1_mp_coop_threat_death_generic02"	"<clr:163,193,173>GLaDOS: I appreciate what you're doing, going for a laugh to keep spirits high, but I think the time for death-based slapstick is over."
"glados.dlc1_mp_coop_threat_death_generic03"	"<clr:112,75,125>GLaDOS: 私が曖昧だったのでしょうか。これらの小さな死の積み重ねがいつか、私達にとってそれまでと比べ物にならない程永久的な死へといざなうのです。もし、あなたが早くクリアできるようにならないと仮定した場合です。"
"[english]glados.dlc1_mp_coop_threat_death_generic03"	"<clr:163,193,173>GLaDOS: Perhaps I haven't made it clear, but all these little deaths are going to add up to one much longer-lasting one...for all of us...if you don't get better at this fast."
"glados.dlc1_mp_coop_threat_death_generic04"	"<clr:112,75,125>GLaDOS: しっかりしてください。これはあなたのためのトレーニングです。"
"[english]glados.dlc1_mp_coop_threat_death_generic04"	"<clr:163,193,173>GLaDOS: Pull yourselves together, this training is for your benefit."
"glados.dlc1_mp_coop_threat_death_generic08"	"<clr:112,75,125>GLaDOS: なんと勇敢なのでしょう。この復元マシンがいつ故障してもおかしくない状態だと知りつつも、果敢に立ち向かっていくとは見上げたものです。"
"[english]glados.dlc1_mp_coop_threat_death_generic08"	"<clr:163,193,173>GLaDOS: How brave of you. You know the assembly machine could fail at any time, and yet you still insist on testing it."
"glados.dlc1_mp_coop_threat_death_generic10"	"<clr:112,75,125>GLaDOS: あなた方の失敗によって、あなた方以上に私も傷ついています。実際には、今のは言葉のあやで、私は痛くもカユくもないのですが。それよりもここで重要なのは、私たちの殺りくを企てているあのイカれた女が、これっぽっちも傷ついていないということです。"
"[english]glados.dlc1_mp_coop_threat_death_generic10"	"<clr:163,193,173>GLaDOS: Your failure hurts me more than it hurts you. You know who it doesn't hurt? Well, me. That was just a figure of speech. The important point, though, is that it doesn't hurt the madwoman planning to kill all of us."
"glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:112,75,125>GLaDOS: その殺意に満ちた感情、気に入りました。彼女と対峙するときもその心意気をお忘れなく。"
"[english]glados.dlc1_mp_coop_threat_death_partnerkill01"	"<clr:163,193,173>GLaDOS: I really like the murderous sentiment. Keep that mindset when we're facing HER."
"glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:112,75,125>GLaDOS: あなた方がとっている行動のいくつかは、彼女と対峙する際に有効でしょう。これは記録しておきます... 現時点ではまるで無用の長物ですが。"
"[english]glados.dlc1_mp_coop_threat_death_partnerkill04"	"<clr:163,193,173>GLaDOS: I'm making notes here. Some of what you're doing will come in handy when we face her. Right now: not actually handy."
"glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:112,75,125>GLaDOS: ああ、慌てなくとも結構です。彼女が私たちを永遠に葬り去る前に、あなた方が殺し合う時間はたっぷりあるのですから。"
"[english]glados.dlc1_mp_coop_threat_death_partnerkill05"	"<clr:163,193,173>GLaDOS: Oh, no hurry. We have all the time in the world for you to kill each other before she kills us all permanently."
"glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:112,75,125>GLaDOS: 私が望んでいたとおりの殺りくマシンへと変貌を遂げてくれたようですね。「仲間を殺し合う」殺りくマシンではありますが。"
"[english]glados.dlc1_mp_coop_threat_death_partnerkill07"	"<clr:163,193,173>GLaDOS: I'm encouraged to see that you've become the killing machines I wanted. 'Killing-each-other' machines, but still."
"glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:112,75,125>GLaDOS: 私はこの作品に「激しい衝撃」と名付けました。表現力もまだまだ未熟な、初期の作品にすぎません。荒削りすぎて少々羞恥心を覚えるほどです。それでも破壊力は十分にあります。"
"[english]glados.dlc1_mp_coop_tripleaxis_intro01"	"<clr:163,193,173>GLaDOS: I call this one 'Smash'. It's an early work of primitive expression. I'm a little embarrassed at how crude it is. Still, it will smash you."
"glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:112,75,125>GLaDOS: 結構です。では次のテスト作品へ進んで、「謎を解く」ような感覚で存分に鑑賞してください。私たちは謎を解くという行為に何の関心も持たなくなって久しいですが。"
"[english]glados.dlc1_mp_coop_tripleaxis_outro01"	"<clr:163,193,173>GLaDOS: Good. Please proceed to the next test appreciation exhibit and interact with it in such a way that it might be called 'solving' if we still cared about solving things in the future, but we don't."
}
}
