"lang"
{
"Language"	"vietnamese"
"DOTA_TutorialTask_SupportItems_RingOfBasilius2"	"Tắt bật Ring of Basilius!"
"DOTA_TutorialBody_SupportItems_Headdress"	"Headdress rất hiệu quả để giúp bạn, lính và đồng minh cùng đường của bạn phục hồi sinh lực. Phạm vi của aura hồi máu chỉ là 500, nên hãy đứng gần đồng mình nếu họ cần hồi máu."
"DOTA_TutorialTitle_SupportItems_Buckler"	"Buckler"
"DOTA_TutorialBody_SupportItems_Buckler"	"Buckler là một vật phẩm hiệu quả để phòng ngự. Nội tại của nó tăng giáp và chỉ số, và khi được kích hoạt, nó sẽ tăng cho đồng minh quanh bạn +2 giáp. Điều này sẽ có ích khi bạn tấn công hoặc phòng ngự trụ, hoặc trong các trận chiến giữa hai bên."
"DOTA_TutorialTask_SupportItems_Buckler"	"Tăng giáp cho đồng minh của bạn!"
"DOTA_TutorialBody_SupportItems_Urn"	"Urn of Shadows là một vật phẩm linh hoạt có thể được dùng theo nhiều cách. Về tác dụng bị động, nó giúp tăng khả năng hồi máu và mana, tuy nhiên Soul Release mới là khả năng quan trọng của vậy phẩm này. Bất cứ khi nào có một tướng địch chết gần người mang vật phẩm này thì 2 linh hồn sẽ được nạp vào nó."
"DOTA_TutorialTitle_SupportItems_Urn2"	"Soul Release - Hồi máu"
"DOTA_TutorialBody_SupportItems_Urn2"	"Khi Soul Release được sử dụng, nó sẽ phóng thích một linh hồn từ Urn of Shadows. Nếu được dùng lên tướng đồng minh thì tướng đó sẽ được hồi 400 HP trong 8 giây. Nếu tướng đang được hồi máu mà bị tấn công bởi trụ hoặc nhân vật đang được một người chơi khác điều khiển thì khả năng hồi máu sẽ mất, vì vậy hãy sử dụng cẩn thận để tránh trường hợp này xảy ra."
"DOTA_TutorialTask_SupportItems_Urn2"	"Hồi phục đồng đội bị thương!"
"DOTA_TutorialTitle_SupportItems_Urn3"	"Soul Release - Gây sát thương theo thời gian"
"DOTA_TutorialBody_SupportItems_Urn3"	"Nếu Soul Release được sử dụng lên tướng địch thì sẽ gây 150 sát thương cho tướng đó trong 8 giây. Không giống như các chiêu hồi máu, ngoại trừ tác dụng thanh tẩy thì ảnh hưởng từ Soul Release có thể bị hóa giải. Lượng sát thương thấp này rất hữu ích để kết liễu kẻ địch đang tẩu thoát trong khi còn ít máu nhờ vào tầm sử dụng xa của Soul Release."
"DOTA_TutorialTask_SupportItems_Urn3"	"Kết liễu tướng địch!"
"DOTA_TutorialBody_SupportItems_TranquilBoots"	"Tranquil Boots là loại giày có khả năng phòng thủ cao nhất. Khả năng hồi máu sẽ phục hồi 170 HP trong 10 giây miễn là bạn không nhận bất cứ sát thương nào từ trụ hoặc các nhân vật được điều khiển bởi người chơi khác. Tranquil Boots cũng cộng thêm một ít giáp và khả năng hồi phục cũng như có tốc độ di chuyển trung bình cao hơn các loại giày khác."
"DOTA_TutorialTask_SupportItems_TranquilBoots2"	"Sử dụng kỹ năng hồi máu!"
"DOTA_TutorialBody_SupportItems_Medallion"	"Medallion of Courage là một con dao hai lưỡi. Về tác dụng bị động, vật phẩm này giúp tăng giáp và khả năng hồi máu. Tuy nhiên, kỹ năng Valor mới là cái làm vật phẩm này thể hiện đúng bản chất của nó. Khi được sử dụng lên tướng địch, cả tướng địch lẫn người sử dụng đều bị mất 6 giáp (số giáp được cộng từ tác dụng bị động). Medallion of Courage cho bạn lợi thế về giáp so với đối thủ, tuy nhiên điều đó còn phụ thuộc vào cách mà bạn sử dụng nó!"
"DOTA_TutorialTask_SupportItems_Medallion"	"Sử dụng Valor lên Roshan!"
"DOTA_TutorialBody_SupportItems_Drum"	"Drum of Endurance là một vật phẩm đem đến nhiều lợi ích khác nhau. Về hỗ trợ bị động, vật phẩm này cộng thêm các chỉ số và có thêm kỹ năng Swiftness Aura, đây là kỹ năng giúp cộng thêm tốc độ di chuyển và tốc độ đánh cho đồng minh xung quanh."
"DOTA_TutorialBody_SupportItems_Drum2"	"Kích hoạt Endurance giúp cộng thêm một lượng nhỏ tốc độ đánh và tốc độ chạy cho đồng minh xung quanh, hiệu quả tăng gấp đôi so với tốc độ từ kỹ năng Swiftness Aura. Điều này rất hữu ích trong những lúc bạn chỉ cần thêm một chút tốc độ nữa thôi để bắt kịp đối thủ hoặc tẩu thoát. Vật phẩm này chỉ kích hoạt được 4 lần nên hãy sử dụng sáng suốt."
"DOTA_TutorialTask_SupportItems_Drum2"	"Bắt lấy con thú bay vận chuyển!"
"DOTA_TutorialBody_SupportItems_Vlads"	"Vladmir's Offering cung cấp một lượng lớn giáp, khả năng hồi phục và khả năng gây sát thương cho đồng minh xung quanh. Vật phẩm này cũng giúp cho những đồng minh đánh cận chiến có khả năng hút máu khi tấn công."
"DOTA_TutorialBody_SupportItem_Vlads2"	"Hào quang hút máu rất hữu dụng cho những carry cận chiến đã có các Hiệu ứng đòn đánh độc nhất, vì những vật phẩm hút máu khác không hoạt động với chúng. Người hỗ trợ với Vladmir's có thể cung cấp hào quang có lợi này cho carry cận chiến."
"DOTA_TutorialBody_SupportItems_Mekansm"	"Mekansm là một vật phẩm rất hữu ích ở giữa trận. Về hỗ trợ bị động, nó cộng thêm giáp và các chỉ số cũng như khả năng tự hồi phục cho bạn và đồng đội xung quanh. Phần công hiệu nhất của vật phẩm này là khả năng Restore giúp hồi 250 HP và tăng thêm giáp trong một khoảng thời gian giới hạn."
"DOTA_TutorialTask_SupportItems_Mekansm"	"Hồi máu cho đồng minh!"
"DOTA_TutorialBody_SupportItems_Pipe"	"Pipe of Insight là một vật phẩm điển hình khi nói đến việc kháng sát thương phép. Được nâng cấp từ Hood of Defiance, vật phẩm này giúp tăng khả năng kháng phép cũng như cung cấp một lượng lớn khả năng hồi máu. Khi kích hoạt kỹ năng Barrier nó sẽ tạo ra một trường bảo vệ giúp giảm 400 sát thương phép nhận được cho đồng minh xung quanh"
"DOTA_TutorialTask_SupportItem_Pipe"	"Ngăn chặn sát thương phép!"
"DOTA_Tooltip_ability_bloodseeker_thirst_visibility_threshold_pct"	"%NGƯỠNG MÁU CHO TẦM NHÌN:"
"DOTA_Tooltip_ability_necrolyte_sadist_regen_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_alchemist_unstable_concoction_radius"	"BÁN KÍNH NỔ:"
"DOTA_Tooltip_ability_treant_living_armor_duration"	"THỜI GIAN:"
"Team_EnterCountry"	"Quốc gia cụ thể"
"DOTA_Tutorial_M1_Move"	"Này, anh kia! Dragon Knight, bên này!"
"DOTA_Tutorial_M1_MoveHow"	"<font color='#006697' face='Dota Hypatia Bold'><b>Chuột Phải</b></font> để di chuyển tới nơi bạn muốn. Hãy di chuyển đến địa điểm được đánh dấu."
"DOTA_Tutorial_M1_MoveCam"	"Chúng tôi cần sự giúp đỡ của ngài! Đi sang bên kia cây cầu! Hướng lên phía bắc và đi dọc theo con đường đó."
"DOTA_Tutorial_M1_MoveCamHow"	"Bạn có thể di chuyển camera bằng nhiều cách:\n- <font color='#006697' face='Dota Hypatia Bold'><b>Di chuột</b></font> đến các cạnh của màn hình.\n- Bằng cách giữ chặt <font color='#006697' face='Dota Hypatia Bold'><b>Nút Chuột Giữa</b></font> và kéo."
"DOTA_Tutorial_M1_Attack"	"Tấn công con quái vật của phe Dire này bằng cách <font color='#006697' face='Dota Hypatia Bold' face='Dota Hypatia Bold'><b>ấn chuột phải</b></font> vào nó. Giết nó đi! Giết nó đi!"
"DOTA_Tutorial_M1_AttackWave"	"Có thêm quái vật kìa! Hãy chiến đấu đi, Dragon Knight!"
"DOTA_Tutorial_M1_Camp"	"Dragon Knight, hãy tới tháp canh cùng chúng tôi. Hãy bảo vệ chúng tôi! Trên đường tới đó có thể sẽ có thêm quân địch đấy."
"DOTA_Tutorial_M1_CampLevel"	"Ồ, ngài đã được lên cấp! Bạn sẽ càng ngày càng khoẻ hơn đấy."
"DOTA_Tutorial_M1_CampLevelHint"	"Bấm vào nút <font color='#006697' face='Dota Hypatia Bold'><b>LÊN CẤP</b></font> ở phía trên chân dung của bạn và chọn kĩ năng đầu tiên của bạn, <font color='#006697' face='Dota Hypatia Bold'><b>Breathe Fire</b></font>."
"DOTA_Tutorial_M1_CampInvade"	"Có thêm quân địch kìa! Nhanh lên, sử dụng kĩ năng Breathe Fire vào chúng đi! Đốt! Đốt cháy hết chúng nó đi !"
"DOTA_Tutorial_M1_CampUseBreath"	"Bấm phím <font color='#006697' face='Dota Hypatia Bold'><b>%dota_ability_execute 0%</b></font> để sử dụng kĩ năng <font color='#006697' face='Dota Hypatia Bold'><b>Breathe Fire</b></font>, sau đó <font color='#006697' face='Dota Hypatia Bold'><b>Ấn chuột trái</b></font> vào đối phương để xuất chiêu!"
"DOTA_InventoryMenu_Alertable"	"Cảnh báo đồng minh"
"social_hof_players"	"NGƯỜI CHƠI NỔI BẬT"
"chat_search_channel_msg_01"	"Đang tìm kênh"
"DOTA_Tutorial_Quests"	"NHIỆM VỤ"
"DOTA_Tutorial_M1_Warning"	"Dragon Knight! Kẻ thù cũ <font color='#006697' face='Dota Hypatia Bold'><b>Razor</b></font> đang tấn công các tiền đồn của chúng ta. <font color='#006697' face='Dota Hypatia Bold'><b>Keeper of the Light</b></font> đã lên đường truy đuổi hắn rồi. Ông ta nói là khi ngài xuất hiện thì chúng tôi phải dẫn ngài đến đó ngay."
"DOTA_Tutorial_M1_CampFinish"	"Anh đã cứu chúng tôi! Đó là lí do anh là một anh hùng và chúng tôi chỉ là đám lính quèn. Chúng tôi sẽ canh giữ trại gác này. Đi tiếp và tìm Keeper of the Light, sau đó anh có thể chung sức cùng chiến đấu với Razor."
"DOTA_Tutorial_M1_ShopAttract"	"Ôi, Dragon Knight! Ngài đúng là một anh hùng đích thực!"
"DOTA_Tutorial_M1_ShopOpen"	"Một lời chào đến bạn tôi, và chào mừng đến với cửa hàng của tôi. Bấm <font color='#006697' face='Dota Hypatia Bold'><b>%toggleshoppanel%</b></font> để mở và đóng danh mục cửa hàng.\n\nCho phép tôi đưa ra vài lời khuyên. Với anh, tôi đề nghị một lọ Healing Salve và có lẽ, hừm, đúng... một cái khiên (Stout Shield). Tôi tin anh mang theo đủ vàng."
"DOTA_Tutorial_M1_UsePotion"	"Healing Salves là <font color='#006697' face='Dota Hypatia Bold'><b>Vật phẩm Kích hoạt</b></font>, nghĩa là để sử dụng chúng bạn phải kích hoạt nó. <font color='#006697' face='Dota Hypatia Bold'><b>Nhấn chuột trái</b></font> vào Salve trong hòm đồ của bạn để thấy con trỏ mục tiêu, sau đó <font color='#006697' face='Dota Hypatia Bold'><b>nhấn chuột trái</b></font> vào bạn để sử dụng nó.\n\nThử ngay bây giờ để biết nó hoạt động thế nào."
"DOTA_Tutorial_M1_PostPotion"	"Hãy cẩn thận. Khi đang sử dụng thuốc hồi phục mà bạn nhận phải sát thương thì tác dụng của nó sẽ kết thúc."
"DOTA_Tutorial_M1_GoCreeping"	"Tuyệt vời thay, hỡi Ngài Hiệp Sĩ. Giờ tôi đang nghĩ tới một món đồ khác cho trận chiến sắp tới, nhưng trước đó anh phải kiếm thêm chút đỉnh vàng đã. Roquelaire thân mến, liệu anh bạn tráng sĩ của chúng ta có thể tìm thấy một số việc hấp dẫn với thanh kiếm của mình?"
"DOTA_Quest_MoveTo"	"Hãy tiến đến cánh cổng"
"DOTA_Quest_FindKeeper"	"Tìm <font face='Dota Hypatia Bold'><b>Keeper of the Light</b></font>"
"DOTA_Quest_FindRazor"	"Đánh bại <font face='Dota Hypatia Bold'><b>Razor<b></font>"
"DOTA_Quest_DefendCamp"	"Tiêu diệt tháp canh bằng cách sử dụng <font face='Dota Hypatia Bold'><b>Hơi thở lửa</b></font>"
"DOTA_TutorialTitle_QuestSuccess"	"Bạn đã chiến thắng!"
"DOTA_TutorialBody_QuestSuccess"	"Bạn đã hoàn thành nhiệm vụ."
"DOTA_TutorialTitle_QuestFailure"	"Bạn đã thua!"
"DOTA_TutorialBody_QuestFailure"	"Bạn đã thất bại trong việc hoàn thành nhiệm vụ"
"DOTA_TutorialTitle_Mid1v1Tier1Tutorial"	"Cuộc chiến giữa trụ cấp 1 đường giữa 1v1"
"DOTA_TutorialBody_Mid1v1Tier1Tutorial"	"Bạn sẽ điểu khiển Sniper đối đầu với Dragon Knight máy bên địch. Phòng ngự trụ cấp 1 đường giữa bên bạn và phá hủy trụ cấp 1 đường giữa của đối thủ."
"DOTA_Tooltip_ability_bane_nightmare_end"	"Kết thúc Nightmare"
"DOTA_Tooltip_ability_bane_nightmare_end_Description"	"Kết thúc mọi trạng thái Nightmare."
"DOTA_Tooltip_ability_bane_nightmare_end_Lore"	" "
"DOTA_Tooltip_ability_silencer_last_word_duration"	"THỜI GIAN KHÓA PHÉP:"
"DOTA_Tooltip_ability_centaur_stampede_duration"	"THỜI GIAN STAMPEDE:"
"DOTA_Chat_PlayerKilledRoshan"	"%s1 đã bị giết bởi Roshan!"
"DOTA_Chat_RoshanbooCandy"	"Roshan muốn có kẹo của %s1!"
"DOTA_Chat_RoshanWantsCandy"	"Roshan muốn <font color='#7FFF00'>CANDY</font> từ %s1!"
"DOTA_MiniKillcam_KilledByRoshan"	"BỊ GIẾT BỞI\nRoshan"
"DOTA_Roshan_Killed"	"Roshan Đã Bị Giết"
"DOTA_Halloween_EndGame_Title"	"Roshan đã bị giết"
"DOTA_Match_Details"	"Chi Tiết Trận Đấu"
"DOTA_Halloween_MidGame_Radiant"	"Phe Radiant đã thu thập được nhiều kẹo nhất"
"DOTA_Halloween_MidGame_Dire"	"Phe Dire đã thu thập được nhiều kẹo nhất"
"DOTA_Tutorial_M1_GoldEarned"	"Quả thật là nhiều vàng, Dragon Knight hỡi! Hãy trở lại vị thương gia và sử dụng chúng thật tốt."
"DOTA_Tutorial_M1_LastHitIntro"	"Có một món <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> trong cửa hàng dùng để gia tăng các chỉ số của bạn. Tôi phát hiện ra một trận chiến ở phía tây nơi mà chúng ta có thể kiếm đủ vàng để mua được món <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> đó."
"DOTA_Tutorial_M1_LastHitFollow"	"Lối này!"
"npc_dota_roshanboo"	"Roshanboo"
"DOTA_Test_Client_Header"	"Chào mừng đến với DOTA 2 thử nghiệm"
"DOTA_Tooltip_ability_roshan_halloween_apocalypse_area_of_effect"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_roshan_halloween_wave_of_force_radius"	"BÁN KÍNH:"
"Attrib_AnimationMod"	"Vật phẩm này thay đổi hành động của hero."
"Attrib_CustomPowershot"	"Vũ khí này có hiệu ứng Powershot riêng."
"Attrib_DiretideTag"	"Diretide %s1"
"DOTA_Close"	"Đóng"
"Attrib_DiretideCycle"	"Chu kỳ Roshan %s1"
"DOTA_Tutorial_M1_BuyShield"	"<font color='#006697' face='Dota Hypatia Bold'><b>Ấn chuột phải</b></font> vào <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> để mua nó. <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> có thể được tìm thấy ở mục Armanents."
"DOTA_Tutorial_M1_InspectShield"	"Trang bị <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> là một trang bị thụ động, vì vậy bạn không cần phải kích hoạt để nó có tác dụng.  <font color='#006697' face='Dota Hypatia Bold'><b>Di chuột vào</b></font> cái khiên trong ô trang bị để xem thuộc tính của nó.\n\nMua lọ <font color='#006697' face='Dota Hypatia Bold'><b>Healing Salve</b></font> khi bạn đã sẵn sàng.  Nó có thể thấy ở <font color='#006697' face='Dota Hypatia Bold'><b>mục Consumables</b></font>."
"DOTA_Tutorial_M1_BuyClarity"	"Mua một bình <font color='#006697' face='Dota Hypatia Bold'><b>Clarity</b></font> sẽ cho phép bạn hồi mana nhanh chóng trong một khoảng thời gian.\n\nGiống như Healing Salve, sự hồi phục sẽ ngưng nếu bạn nhận sát thương trước khi nó hoạt động xong."
"DOTA_Tutorial_M1_CreepingAllDead"	"Khá lắm! Bạn vừa nhận được khá nhiều tiền và các mối nguy hại đã bị tiêu diệt. Chúng ta hãy quay về với ông thương gia và xem món đồ mới đó nào."
"DOTA_Tutorial_M1_BoughtGauntlets"	"Tôi có nhiều đồ tốt hơn cho ngài nữa, hỡi Ngài Hiệp Sĩ. Nhưng trước tiên, ngài sẽ cần
nhiều vàng hơn nữa."
"DOTA_Tutorial_M1_LastHitHowTo"	"Khi chiến đấu, bạn cần <font color='#006697' face='Dota Hypatia Bold'><b>Last Hit</b></font> vào quái vật để nhận được vàng. Quá sớm hay quá trễ sẽ không mang lại gì!"
"DOTA_Tutorial_M1_LastHitGold185"	"Khá lắm, bạn đã kiếm được đủ vàng cho món <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font>. Chúng ta hãy quay lại chỗ ông thương gia, được chứ?"
"DOTA_Tutorial_M1_LastHitCirclet"	"Chào mừng trở lại! Hãy mua món <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> để tăng các chỉ số của ngài hơn nữa. Tại sao ngài không thử nó xem? Di chuyển con trỏ chuột lên các chỉ số nằm ngay cạnh chân dung của ngài để thấy lợi ích của món hàng này."
"DOTA_Tutorial_M1_LastHitAgain"	"Ra trận một lần nữa nào, Dragon Knight!"
"DOTA_Tutorial_M1_LastHitAttack"	"Đòn kết liễu! Hãy nhớ canh cú vung đòn của bạn! Di chuyển khi đang ở giữa lúc vung đòn để hủy đòn tấn công là cách hữu hiệu để canh đòn <font color='#006697' face='Dota Hypatia Bold'><b>Kết Liễu </b></font>."
"DOTA_Tutorial_M1_LastHitGold190"	"Bạn đã kiếm đủ vàng để mua <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font>! Hãy cùng tìm ông thương gia đó và sử dụng tiền của bạn nào."
"DOTA_Tutorial_M1_LastHitRecipe"	"A, vị hiệp sĩ trở về! Ngài hãy nhớ cho một số vật phẩm được tạo ra nhờ sự kết hợp. Trong trường hợp này đây, ngài sở hữu món <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> và <font color='#006697' face='Dota Hypatia Bold'><b>Gauntlets</b></font> dùng để tạo thành <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font>.\n\nMở cửa hàng lên và nhấp vào <font color='#006697' face='Dota Hypatia Bold'><b>Nâng cấp</b></font>. <font color='#006697' face='Dota Hypatia Bold'><b>Nhấp-chuột-trái</b></font> lên món <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font> để hiện ra tất cả các món cần thiết nhằm tạo thành bracer."
"DOTA_Tutorial_M1_LastHitComplete"	"Tuyệt đẹp! Cái <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> và <font color='#006697' face='Dota Hypatia Bold'><b>Gauntlets</b></font> đã được dùng cho món đồ nâng cấp <font color='#006697' face='Dota Hypatia Bold'><b>Bracer</b></font>, nó sẽ cung cấp lượng chỉ số tốt, và giải phóng chỗ trống trong thùng đồ của ngài."
"DOTA_Tutorial_M1_UltBegin"	"Một điều nữa, chúng ta nên lên tới <font color='#006697' face='Dota Hypatia Bold'><b>cấp sáu</b></font> để dùng được <font color='#006697' face='Dota Hypatia Bold'><b>tuyệt kĩ</b></font> của anh, chiêu <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font> để đương đầu với Razor. Hãy tìm một vài con quái và thăng cấp thôi!"
"DOTA_Tutorial_M1_RazorBegin"	"Tôi ngửi thấy mùi tia lửa trong không khí...Razor đang tới! Hãy dùng chiêu <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font> của cậu để chuẩn bị cho trận chiến!"
"DOTA_Quest_ClearNeutral"	"Dọn <font face='Dota Hypatia Bold'><b>ba</b></font> bãi quái rừng"
"DOTA_Quest_LevelUlt"	"Đạt đến <font face='Dota Hypatia Bold'><b>cấp sáu</b></font>"
"dota_chatwheel_label_Ok"	"Ôkê"
"dota_chatwheel_label_Care"	"Cẩn Thận"
"dota_chatwheel_label_GetBack"	"Lùi Lại"
"dota_chatwheel_label_NeedWards"	"Cắm mắt đi"
"dota_chatwheel_label_Stun"	"Làm choáng"
"dota_chatwheel_label_Help"	"Cần giúp đỡ"
"dota_chatwheel_label_Push"	"Đẩy Nhà"
"dota_chatwheel_label_GoodJob"	"Làm Tốt Lắm"
"dota_chatwheel_label_Missing"	"Mất dấu"
"dota_chatwheel_label_Missing_Top"	"Mất dấu đường trên"
"dota_chatwheel_label_Missing_Mid"	"Mất dấu đường giữa"
"dota_chatwheel_label_Missing_Bottom"	"Mất dấu đường dưới"
"dota_chatwheel_message_Ok"	"OK."
"dota_chatwheel_message_Care"	"Cẩn thận!"
"dota_chatwheel_message_GetBack"	"Lui lại!"
"dota_chatwheel_message_NeedWards"	"Chúng ta cần ward."
"dota_chatwheel_message_Stun"	"Làm choáng nó!"
"dota_chatwheel_message_Help"	"Giúp tôi!"
"dota_chatwheel_message_Push"	"Đẩy nhà ngay"
"dota_chatwheel_message_GoodJob"	"Làm tốt lắm!"
"dota_chatwheel_message_Missing"	"Mất dấu!"
"dota_chatwheel_message_Missing_Top"	"Mất dấu đường trên!"
"dota_chatwheel_message_Missing_Mid"	"Mất dấu đường giữa!"
"dota_chatwheel_message_Missing_Bottom"	"Mất dấu đường dưới!"
"DOTA_ChatWheel"	"Vòng quay Chat"
"DOTA_Tutorial_M1_RazorIncoming"	"Razor đến!"
"DOTA_Tutorial_M1_RazorDead"	"Tốt lắm, ngài Hiệp Sĩ cao quý. Ngài đã đánh bại Razor!"
"npc_dota_hero_shredder"	"Timbersaw"
"DOTA_Tooltip_ability_shredder_whirling_death_whirling_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_shredder_whirling_death_duration"	"THỜI GIAN MẤT CHỈ SỐ:"
"DOTA_Tooltip_ability_shredder_timber_chain_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_shredder_reactive_armor_stack_duration"	"THỜI GIAN CỘNG DỒN:"
"DOTA_Tooltip_ability_shredder_chakram_radius"	"BÁN KÍNH:"
"Attrib_Particle46"	"Diretide Corruption"
"CourierSlot_horns"	"Sừng: %s1"
"CourierSlot_teeth"	"Răng: %s1"
"CourierSlot_tail"	"Đuôi: %s1"
"CourierSlot_hair"	"Lông: %s1"
"CourierSlot_nose"	"Mũi: %s1"
"CourierSlot_ears"	"Tai: %s1"
"CourierSlot_wings"	"Cánh: %s1"
"CourierSlot_eyes"	"Mắt: %s1"
"CourierSlot_effect"	"Hiệu ứng: %s1"
"CourierSlot_feathers"	"Lông: %s1"
"DOTA_Tutorial_M2_AreaAssign"	"Cho chúng biết mặt đi! Tiến lên và tăng chiêu <font color='#006697' face='Dota Hypatia Bold'><b>Shrapnel</b></font> ngay khi cậu có cơ hội."
"DOTA_Tutorial_M2_AreaLearn"	"<font color='#006697' face='Dota Hypatia Bold'><b>Shrapnel</b></font> là một chiêu <font color='#006697' face='Dota Hypatia Bold'><b>Ảnh Hưởng Vùng</b></font>. Nó sẽ gây thương tổn cho kẻ địch bị dính trong bán kính của nó."
"DOTA_Tutorial_M2_AreaIncoming"	"Coi chừng!"
"DOTA_Tutorial_M2_AreaUse"	"Sniper! Hãy dùng chiêu <font color='#006697' face='Dota Hypatia Bold'><b>Shrapnel</b></font> bằng cách ấn <font color='#006697' face='Dota Hypatia Bold'><b>%dota_ability_execute 0%</b></font> và nhấp-chuột-trái để dùng chúng trên bọn kia!"
"DOTA_Tutorial_M2_AreaFriendly"	"Đừng lo, <font color='#006697' face='Dota Hypatia Bold'><b>Shrapnel</b></font> sẽ không tác dụng lên đồng đội."
"DOTA_Tutorial_M2_TowerHelp"	"Đằng này! Trụ của chúng tôi đang gặp nguy hiểm! <font color='#006697' face='Dota Hypatia Bold'><b>Tidehunter</b></font> đang đến và chúng tôi không thể giữ chân hắn. Giúp chúng tôi! Giúp chúng tôi!"
"DOTA_Tutorial_M2_TowerGoTo"	"Tháp phòng thủ ở gần đây thôi!"
"DOTA_Tutorial_M2_TowerDefend"	"Bảo vệ tháp phòng thủ!"
"DOTA_Tutorial_M2_TowerThanks"	"OA, mém chút nữa thì. Cảm ơn cậu, Sniper. <font color='#006697' face='Dota Hypatia Bold'><b>Tidehunter</b></font> đã làm chúng tôi gặp nhiều khó khăn, nhưng có vẻ như sinh lực hắn đang thấp, và cậu đã dọa hắn chạy mất."
"DOTA_Tutorial_M2_TowerExplain"	"Thật may là chúng ta có cái <font color='#006697' face='Dota Hypatia Bold'><b>trụ </b></font> này giúp đỡ phòng thủ trước quân thù. <font color='#006697' face='Dota Hypatia Bold'><b>Những cái trụ</b></font> ấy rất quan trọng cho việc phòng thủ.\n\nNếu ngày hôm nay có dấu hiệu gì đó, thì có khả năng đó là còn nhiều quái lính đang rình rập xung quanh."
"DOTA_Tutorial_M2_StashBuyBoots"	"Chúng ta đã kiếm được chút đỉnh vàng từ bọn quái lính. Cậu có biết là có thể mua các vật phẩm ngay cả khi không ở cạnh cửa hàng? Khi mua, chúng sẽ được giữ trong <font color='#006697' face='Dota Hypatia Bold'><b>kho</b></font> của bạn để có thể cầm chúng lên sau.\n\nMở cửa hàng với <font color='#006697' face='Dota Hypatia Bold'><b>%toggleshoppanel%</b></font> và mua lấy món <font color='#006697' face='Dota Hypatia Bold'><b>Boots of Speed</b></font>."
"DOTA_Tutorial_M2_StashGo"	"Căn cứ không cách xa đây lắm, lấy đồ của cậu đi!"
"DOTA_Tutorial_M2_CourierBuy"	"Nhân tiện cậu đang ở đây, hãy mua luôn một con <font color='#006697' face='Dota Hypatia Bold'><b>thú vận chuyển</b></font>. <font color='#006697' face='Dota Hypatia Bold'><b>Bọn thú vận chuyển</b></font> rất tuyệt vời để mang vật phẩm tới cậu khi đang ở chiến trường, nhưng chuyện đó để sau nói.\n\nMua một con <font color='#006697' face='Dota Hypatia Bold'><b>thú vận chuyển</b></font> để tiếp tục."
"DOTA_Tutorial_M2_CourierDeploy"	"<font color='#006697' face='Dota Hypatia Bold'><b>Thú vận chuyển</b></font>, giống như Salve, là một món kích hoạt và phải được chuyển đến trước khi cậu có thể xài được.\n\nTriển khai con <font color='#006697' face='Dota Hypatia Bold'><b>Thú vận chuyển</b></font> bằng cách ấn <font color='#006697' face='Dota Hypatia Bold'><b>%!item_courier%</b></font>."
"DOTA_Tutorial_M2_MapIntro"	"Đây là bản đồ với vị trí của trụ!"
"DOTA_Tutorial_M2_MapExplain"	"<font color='#006697' face='Dota Hypatia Bold'><b>bản đồ nhỏ</b></font> chứa nhiều thông tin có ích. Bạn sẽ có thể thấy vị trí của bạn, cũng như vị trí của trụ và lính. Thậm chí còn hiển thị vị trí của địch, cung cấp tầm nhìn cho bên ta."
"DOTA_Tutorial_M2_TeleportBuy"	"Giờ cậu sẽ cần một <font color='#006697' face='Dota Hypatia Bold'><b>Town Portal Scroll</b></font> từ cửa hàng."
"DOTA_Tutorial_M2_TeleportUse"	"Bạn có thể <font color='#006697' face='Dota Hypatia Bold'><b>dịch chuyển tức thời</b></font> tới bất cứ tòa nhà nào, nhưng chúng ta nên tiến thẳng tới tòa tháp bên ngoài căn cứ nơi mà chúng ta thấy Tidehunter lần cuối.\n\nSử dụng Town Portal Scroll bằng cách nhấn <font color='#006697' face='Dota Hypatia Bold'><b>%!item_tpscroll%</b></font> và sau đó <font color='#006697' face='Dota Hypatia Bold'><b>nhấp chuột trái</b></font> vào tòa tháp ở trên <font color='#006697' face='Dota Hypatia Bold'><b>bản đồ nhỏ</b></font>."
