"lang"
{
"Language"	"pirate"
"DOTA_Tooltip_ability_item_cheese_Lore"	"This ain't yer run-o'-th'-mill milk. Nay, 'tis th' sort o' milk yer ma use t' make back in th' home land."
"DOTA_Tooltip_ability_item_circlet_Lore"	"Th' esteem'd circlet of th' houses o' royalty in th' faraway Land o' Ooo."
"DOTA_Tooltip_ability_item_circlet_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_clarity_Lore"	"This water 'tis good for helpin' ye focus."
"DOTA_Tooltip_ability_item_claymore_Lore"	"Cuts int' armor like a knife cuts int' butter: finely, an' with quite a bit o' blood on th' blade afterwards."
"DOTA_Tooltip_ability_item_claymore_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_cloak_Lore"	"A cloak made o' a magical skin that'll keep away any witchery from it."
"DOTA_Tooltip_ability_item_cloak_tooltip_resist"	"%+$spell_resist"
"DOTA_Tooltip_ability_item_cyclone_Lore"	"A mysterious scepter with th' might t' pass wind for good or evil."
"DOTA_Tooltip_ability_item_cyclone_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_cyclone_bonus_movement_speed"	"+$move_speed"
"DOTA_Tooltip_ability_item_dagon_Lore"	"Th' more th' wand be used, th' more power ye can get from it."
"DOTA_Tooltip_ability_item_dagon_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_dagon_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_dagon_2_Lore"	"Th' more th' wand be used, th' more power ye can get from it."
"DOTA_Tooltip_ability_item_dagon_2_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_dagon_2_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_dagon_3_Lore"	"Th' more th' wand be used, th' more power ye can get from it."
"DOTA_Tooltip_ability_item_dagon_3_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_dagon_3_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_dagon_4_Lore"	"Th' more th' wand be used, th' more power ye can get from it."
"DOTA_Tooltip_ability_item_dagon_4_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_dagon_4_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_dagon_5_Lore"	"Th' more ye use this here wand, th' greater it gets. Ye'll have th' might o' th' finest witchery at yer fingers. An' other nightsoil."
"DOTA_Tooltip_ability_item_dagon_5_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_dagon_5_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_demon_edge_Lore"	"One o' th' oldest weaponries forged by th' Demon-Smith Abzidian, it sent its maker t' a watery grave when he tested its edge."
"DOTA_Tooltip_ability_item_demon_edge_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_desolator_Lore"	"A great weapon, used in dishin' out just desserts t' th' criminal underbelly o' th' world."
"DOTA_Tooltip_ability_item_desolator_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_diffusal_blade_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_diffusal_blade_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_diffusal_blade_2_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_diffusal_blade_2_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_eagle_Lore"	"Bewitched with th' call o' an eagle, this strange horn makes ye very nimble when ye hears its cry."
"DOTA_Tooltip_ability_item_eagle_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_energy_booster_Lore"	"This lapis gemstone be a common addition t' th' chest o' any aspirin' practitioner o' th' arts o' witchery."
"DOTA_Tooltip_ability_item_energy_booster_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_ethereal_blade_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_ethereal_blade_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_ethereal_blade_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_ethereal_blade_Lore"	"This great, mighty blade tends t' deal bodily and witchery damage. 'Tis a great beast o' th' battlefield."
"DOTA_Tooltip_ability_item_flask_Lore"	"A liquid that'll diminish even th' greatest o' wounds."
"DOTA_Tooltip_ability_item_force_staff_Lore"	"Connive yer friends an' foes int' doin' crap for ye."
"DOTA_Tooltip_ability_item_force_staff_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_gauntlets_Lore"	"Shiny gloves that'll leave yer enemies shiny bruises."
"DOTA_Tooltip_ability_item_gauntlets_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_ghost_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_ghost_Lore"	"Turns ye int' some kind o' ghastly spirit, lettin' ye dodge attacks."
"DOTA_Tooltip_ability_item_gloves_Lore"	"A pair o' magical gloves that seems t' make weaponry as light as th' wind."
"DOTA_Tooltip_ability_item_gloves_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_greater_crit_Lore"	"A weapon o' staggrin' power that be challengin' fer even th' most stalwart o' pirates t' wield."
"DOTA_Tooltip_ability_item_greater_crit_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_hand_of_midas_Lore"	"Th' Hand o' Midas turns helpless lil' creatures int' coin. Only a landlubber would use this sort o' loot."
"DOTA_Tooltip_ability_item_hand_of_midas_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_headdress_Lore"	"Lets loose a soothin' lullaby. Go t' sleep, go t' sleep, go t' sleep little matey~! Go t' sleep, go t' sleep, go t' sleep; go t' sleep~!"
"DOTA_Tooltip_ability_item_headdress_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_heart_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_heart_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_helm_of_iron_will_Lore"	"Th' helmet o' a legendary pirate who perished in th' heat o' battle."
"DOTA_Tooltip_ability_item_helm_of_iron_will_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_helm_of_iron_will_bonus_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_helm_of_the_dominator_Lore"	"Th' headpiece o' a dead guy, givin' t' a (hopefully) livin' guy. Yo ho!"
"DOTA_Tooltip_ability_item_hood_of_defiance_Lore"	"A furry, magic blockin' hat that be feared by t' spellcasters."
"DOTA_Tooltip_ability_item_hood_of_defiance_tooltip_resist"	"%+$spell_resist"
"DOTA_Tooltip_ability_item_hood_of_defiance_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_hyperstone_Lore"	"This stone be makin' ye more motivated! Y'arr!"
"DOTA_Tooltip_ability_item_hyperstone_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_invis_sword_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_invis_sword_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_javelin_Lore"	"This spear be known for cuttin' through armor. Sometimes. Other times, it be known for bein' a dinky blade which does nothin' good but givin' yer enemy a good laugh before he be cuttin' off yer arm an' usin' it as a trophy for th' crew. But sometimes it works."
"DOTA_Tooltip_ability_item_lesser_crit_Lore"	"A blade that has a bad habit for gettin' stuck in all th' wrong places - for yer enemy."
"DOTA_Tooltip_ability_item_lesser_crit_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_lifesteal_Lore"	"Once thar was an ugly mask. Th' mask was so ugly, everyone who looked at it started t' have thar energy drained. Th' end."
"DOTA_Tooltip_ability_item_sphere_Lore"	"Th' very own sphere which once protect'd Blackbird's crew from an onslaught by th' mighty Kraken."
"DOTA_Tooltip_ability_item_sphere_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_sphere_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_maelstrom_Lore"	"A hammer by th' gods, for th' gods, wit' th' ability t' bring down lightnin' (an' not just fer th' gods)."
"DOTA_Tooltip_ability_item_maelstrom_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_maelstrom_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_magic_stick_Lore"	"A simple wand used t' channel witchcraftery, 'tis loved by apprentice wizards an' great warlocks alike."
"DOTA_Tooltip_ability_item_magic_wand_Lore"	"Practitioners o' witchery great an' novel love t' use this here magical wand. 'Tis ok, in me opinion."
"DOTA_Tooltip_ability_item_magic_wand_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_manta_Lore"	"An axe so shiny, yer enemies'll burn their eyes out - confusin' 'em."
"DOTA_Tooltip_ability_item_manta_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_manta_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_manta_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_manta_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_manta_bonus_movement_speed"	"%+$move_speed"
"DOTA_Tooltip_ability_item_mantle_Lore"	"A mantle handed down from some o' th' finest Queens o' th' earth. Don't be losin' it now."
"DOTA_Tooltip_ability_item_mantle_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_mekansm_Lore"	"A glowin' jewel formed from a bunch o' parts that somehow be fittin' together just right. How? We dun 'ave a bleedin' clue, it's magic. Ain't gotta explain anythin'."
"DOTA_Tooltip_ability_item_mekansm_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_mekansm_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_mithril_hammer_Lore"	"A so call'd hammer that be forged out o' pure mithril."
"DOTA_Tooltip_ability_item_mithril_hammer_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_mjollnir_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_mjollnir_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_monkey_king_bar_Lore"	"A powerful staff grant'd only t' a master o' his or her domain."
"DOTA_Tooltip_ability_item_mystic_staff_Lore"	"Sorcerer's staff, if th' bloomin' blooming's anythin' t' go by. That one up top'd fetch a nice price..."
"DOTA_Tooltip_ability_item_mystic_staff_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_necronomicon_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_necronomicon_2_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_necronomicon_3_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_null_talisman_Lore"	"A wee little gemstone plum stuck on several o'er chains."
"DOTA_Tooltip_ability_item_null_talisman_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_null_talisman_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_null_talisman_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_oblivion_staff_Lore"	"Despite lookin' like a regular staff, 'tis actually a very poewrful staff! Don't get 'em mixed up though. 'Tis not very pretty, mate."
"DOTA_Tooltip_ability_item_oblivion_staff_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_oblivion_staff_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_oblivion_staff_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_ogre_axe_Lore"	"Ye get stronger just by holdin' it."
"DOTA_Tooltip_ability_item_ogre_axe_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_orchid_Lore"	"A rod o' a hot, spicy demon. Y'arr!"
"DOTA_Tooltip_ability_item_orchid_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_orchid_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_orchid_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_pers_Lore"	"A stunnin' gem that would be grantin' heart t' th' bearer."
"DOTA_Tooltip_ability_item_pers_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_phase_boots_Lore"	"These boots're made for walkin'. And if ye don't perish, that's just what they'll do."
"DOTA_Tooltip_ability_item_phase_boots_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_phase_boots_bonus_movement_speed"	"+$move_speed"
"DOTA_Tooltip_ability_item_pipe_Lore"	"'Tis a great relic which be creatin' a not-as-great barrier from witchery."
"DOTA_Tooltip_ability_item_pipe_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_platemail_Lore"	"Heavy plates o' armor. Leaves a nasty welt on yer big toe when dropped."
"DOTA_Tooltip_ability_item_platemail_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_point_booster_Description"	""
"DOTA_Tooltip_ability_item_point_booster_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_point_booster_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_poor_mans_shield_Lore"	"A worn ol' shield that seems t' do more blockin' than it's good for."
"DOTA_Tooltip_ability_item_poor_mans_shield_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_power_treads_Lore"	"A pair o' tough-as-nails boots that'll change t' meet th' needs o' th' owner."
"DOTA_Tooltip_ability_item_power_treads_bonus_movement_speed"	"+$move_speed"
"DOTA_Tooltip_ability_item_power_treads_bonus_stat"	"+$selected_attrib"
"DOTA_Tooltip_ability_item_power_treads_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_quarterstaff_Lore"	"A simple staff that'll let ye strike pretty fast."
"DOTA_Tooltip_ability_item_quarterstaff_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_quarterstaff_bonus_speed"	"+$attack"
"DOTA_Tooltip_ability_item_quelling_blade_Lore"	"Th' axe o' a dead gnome, 'tis very useful for steerin' around th' forest."
"DOTA_Tooltip_ability_item_radiance_Lore"	"A holy weaponry that'll cause some damage an' a bright burnin' effect, puttin' nearby foes t' a watery grave."
"DOTA_Tooltip_ability_item_radiance_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_rapier_Lore"	"This be so mighty, it can't have just one owner."
"DOTA_Tooltip_ability_item_rapier_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_reaver_Lore"	"A mighty axe capable o' tearin' great mountains down."
"DOTA_Tooltip_ability_item_reaver_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_refresher_Lore"	"A strong relic made fer people in silly dresses that wave wands."
"DOTA_Tooltip_ability_item_refresher_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_relic_Lore"	"An ol' weaponry that'll probably turn th' tide o' war."
"DOTA_Tooltip_ability_item_relic_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_ring_of_basilius_Lore"	"Ring rewarded t' th' best o' th' mages."
"DOTA_Tooltip_ability_item_ring_of_basilius_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_ring_of_health_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_ring_of_protection_Lore"	"A glimmerin' ring that'll defend th' wearer."
"DOTA_Tooltip_ability_item_ring_of_protection_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_ring_of_regen_Lore"	"This ring be quite a lucky charm among th' Gnomes."
"DOTA_Tooltip_ability_item_ring_of_regen_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_robe_Lore"	"This robe'll corrupt yer soul, but gives ye smarts in return."
"DOTA_Tooltip_ability_item_robe_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_sange_Lore"	"Sange does a nice deal o' damage, because it be an aimbot."
"DOTA_Tooltip_ability_item_sange_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_sange_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_sange_and_yasha_Lore"	"Sange an' Yasha, when shone by th' moonlight and used t'gether, become a pretty mighty pair."
"DOTA_Tooltip_ability_item_sange_and_yasha_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_sange_and_yasha_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_sange_and_yasha_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_sange_and_yasha_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_sange_and_yasha_movement_speed_percent_bonus"	"%+$move_speed"
"DOTA_Tooltip_ability_item_satanic_Lore"	"Great power at th' ghastly price o' yer soul."
"DOTA_Tooltip_ability_item_satanic_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_sheepstick_Lore"	"Th' most protected relic o' the fanatics o' Vyse, tis th' most coveted weaponry among magi."
"DOTA_Tooltip_ability_item_sheepstick_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_sheepstick_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_sheepstick_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_shivas_guard_Lore"	"Said t've belonged t' a divine maiden, today it still hold much o' its olden power."
"DOTA_Tooltip_ability_item_shivas_guard_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_shivas_guard_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_skadi_Lore"	"Extremely rare relic, thought t' be had by th' azure dragons."
"DOTA_Tooltip_ability_item_skadi_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_skadi_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_skadi_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_slippers_Lore"	"Light boots made from spider trimmin' that shivers ye timbers."
"DOTA_Tooltip_ability_item_slippers_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_sobi_mask_Lore"	"A mask known for bein' used by mages an' warlocks for a number o' conjurations."
"DOTA_Tooltip_ability_item_soul_booster_Lore"	"Gain yer lost courage."
"DOTA_Tooltip_ability_item_soul_booster_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_soul_booster_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_staff_of_wizardry_Lore"	"An old staff, own'd by sorcerers who be away an' takin' a dirt nap. Likely to've got some power t' its name."
"DOTA_Tooltip_ability_item_staff_of_wizardry_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_stout_shield_Lore"	"One pirate's liquor barrel bottom be another pirate's shield."
"DOTA_Tooltip_ability_item_talisman_of_evasion_Lore"	"A necklace that'll let ye anticipate enemy attacks."
"DOTA_Tooltip_ability_item_talisman_of_evasion_bonus_evasion"	"%+$evasion"
"DOTA_Tooltip_ability_item_tango_Lore"	"Scour madly t' survive on th' battlefield."
"DOTA_Tooltip_ability_item_travel_boots_Lore"	"Winged boots that be grantin' omnipresence."
"DOTA_Tooltip_ability_item_travel_boots_bonus_movement_speed"	"+$move_speed"
"DOTA_Tooltip_ability_item_ultimate_orb_Lore"	"A mystical orb containin' th' very nature o' life."
"DOTA_Tooltip_ability_item_ultimate_orb_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_ultimate_scepter_Lore"	"Th' scepter o' a wizard wit' demigod-like might."
"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_urn_of_shadows_Lore"	"Contains th' ashes o' mighty demons."
"DOTA_Tooltip_ability_item_vanguard_Lore"	"A mighty shield that protects th' wielder from even t' most vile o' attacks."
"DOTA_Tooltip_ability_item_vanguard_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_vanguard_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_vitality_booster_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_vladmir_Lore"	"A spine-shiverin' mask that be cursed wit' th' malice o' some undead blood sucker."
"DOTA_Tooltip_ability_item_void_stone_Description"	""
"DOTA_Tooltip_ability_item_wraith_band_Lore"	"Th' circlet talks t' itself. A lot."
"DOTA_Tooltip_ability_item_wraith_band_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_wraith_band_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_wraith_band_bonus_intellect"	"+$int"
"DOTA_Tooltip_ability_item_yasha_Lore"	"Yasha be thought as th' speediest weapon ever t' set sail on th' seven seas."
"DOTA_Tooltip_ability_item_yasha_bonus_agility"	"+$agi"
"DOTA_Tooltip_ability_item_yasha_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_yasha_movement_speed_percent_bonus"	"%+$move_speed"
"DOTA_Tooltip_ability_item_arcane_boots_Lore"	"Crewmen love a Magi wearin' these booties."
"DOTA_Tooltip_ability_item_arcane_boots_bonus_movement"	"+$move_speed"
"DOTA_Tooltip_ability_item_arcane_boots_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_ancient_janggo_Lore"	"A relic that makes ye run like th' Cap'n found out 'bout yer affair wit' his daughter.  How does it work, ye say?  I dun have th' slightest clue."
"DOTA_Tooltip_ability_item_medallion_of_courage_Lore"	"Th' bearer feels no fear o' combat. ARR!"
"DOTA_Tooltip_ability_item_medallion_of_courage_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_veil_of_discord_Lore"	"Th' headwear o' corrupt magi."
"DOTA_Tooltip_ability_item_veil_of_discord_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_veil_of_discord_bonus_armor"	"+$armor"
"DOTA_Tooltip_modifier_item_buff_ward"	"Wayfarer Ward"
"DOTA_Tooltip_modifier_item_ward_true_sight"	"Sentry Ward"
"DOTA_KillCam_ProTipHeader"	"TRY THIS NEXT TIME:"
"DOTA_KillCam_YourHealth"	"Yer Life"
"DOTA_KillCam_Delivers"	"delivered "
"DOTA_KillCam_Damage"	"%s1 damage "
"DOTA_KillCam_Using"	"usin' "
"DOTA_KillCam_Ability"	"%s1"
"DOTA_KillCam_AutoAttackReceived"	"Received "
"DOTA_KillCam_AutoAttack"	"from 1 attack"
"DOTA_KillCam_AutoAttack_Plural"	"from %s1 attacks"
"DOTA_KillCam_ShowMeReplay"	"show me th' recordin'"
"DOTA_KillCam_CapYou"	"Ye"
"DOTA_KillCam_LowYou"	"ye"
"DOTA_KillCam_Killed"	" murdered"
"DOTA_KillCam_Yourself"	"yerself"
"DOTA_KillCam_HaveDied"	" 'ave been slain."
"DOTA_GAMEPLAY_USE_TANGOS_NAME"	"Vegetarian"
"DOTA_GAMEPLAY_USE_TANGOS_DESC"	"Consume 300 trees usin' only Tangoes."
"DOTA_PERSONA_GAMES_PLAYED_FIRST_NAME"	"First One's Fer nothin'"
"DOTA_PERSONA_GAMES_PLAYED_FIRST_DESC"	"Complete yer very first battle o' Dota 2"
"DOTA_PERSONA_GAMES_PLAYED_TEN_NAME"	"Just A Taste"
"DOTA_PERSONA_GAMES_PLAYED_TEN_DESC"	"Fight 10 battles"
"DOTA_PERSONA_GAMES_PLAYED_HUNDRED_NAME"	"Hooked"
"DOTA_PERSONA_GAMES_PLAYED_HUNDRED_DESC"	"Fight 100 battles"
"DOTA_PERSONA_GAMES_PLAYED_THOUSAND_NAME"	"Y'Arr! I Can Abandon Ship Any Moment"
"DOTA_PERSONA_GAMES_PLAYED_THOUSAND_DESC"	"Fight 1000 battles"
"DOTA_PERSONA_GAMES_PLAYER_PARTY_NAME"	"Drinkin' Time"
"DOTA_PERSONA_GAMES_PLAYER_PARTY_DESC"	"Fight a battle while in a brawlfindin' party"
"DOTA_PlayerLoading"	"Fetchin'"
"DOTA_PlayerFinishedLoading"	"Ready"
"DOTA_SHOP_NAME_BASIC"	"HOME MARKET"
"DOTA_SHOP_NAME_RECIPE"	"RECIPE MARKETS"
"DOTA_SHOP_NAME_SECRET"	"BLACK MARKET"
"DOTA_SHOP_NAME_SIDE"	"SIDE MARKET"
"DOTA_SHOP_NAME_SUGGEST"	"SUGGEST"
"DOTA_SHOP_NAME_SEARCH"	"SCOUR"
"DOTA_SUBSHOP_CONSUMABLES"	"Consumables"
"DOTA_SUBSHOP_ATTRIBUTES"	"Attributes"
"DOTA_SUBSHOP_WEAPONS_ARMOR"	"Equipment"
"DOTA_SUBSHOP_MISC"	"Miscellany"
"DOTA_SUBSHOP_RECIPE_BASICS"	"Trinkets"
"DOTA_SUBSHOP_RECIPE_SUPPORT"	"Support"
"DOTA_SUBSHOP_RECIPE_MAGICS"	"Magical"
"DOTA_SUBSHOP_RECIPE_DEFENSE"	"Armor"
"DOTA_SUBSHOP_RECIPE_WEAPONS"	"Weaponry"
"DOTA_SUBSHOP_RECIPE_ARTIFACTS"	"Relics"
"DOTA_SUBSHOP_SECRET"	"Black Market"
"DOTA_SUBSHOP_SIDE_PAGE_1"	"Page 1"
"DOTA_SUBSHOP_SIDE_PAGE_2"	"Page 2"
"DOTA_SHOP_REQUIREMENTS"	"RECIPE COMPONENTS"
"DOTA_SHOP_SETQUICKBUY"	"Set Quick Buy"
"DOTA_Shop_Recipe"	"Recipe"
"DOTA_Shop_Search_Field_Default"	"Scour Loot"
"DOTA_Shop_Item_Error_Need_SecretShop"	"Requires Black Market"
"DOTA_Shop_Item_Error_Need_SideShop"	"Requires Side Market"
"DOTA_Shop_Item_Error_Out_of_Stock"	"Booty be out o' Stock"
"DOTA_Shop_Item_Error_Disallowed"	"Ain't allowed fer this Admiral"
"DOTA_Shop_Item_Error_Cant_Afford"	"Not 'Nuff Coins"
"DOTA_Shop_Item_Already_Owned"	"Already Own'd"
"DOTA_Shop_Tip_Mouse_Buttons"	"Ahoy! 'Tis th' Item Shop\n\nLEFT JAB on a piece o' loot icon select it.\nRight JAB on a piece o' loot t' acquire it."
"DOTA_Shop_Tip_Search"	"Scour\n\nTh' scour box below'll help ye find loot by name."
"DOTA_Item_Tooltip_Sell_Price"	"Sell Price: %s1"
"DOTA_Item_Tooltip_Sell_Price_Time"	"Sell Price: %s1 ( %s2 )"
"DOTA_SpectatorMode_Directed"	"Directed Spyglass"
"DOTA_SpectatorMode_FreeCam"	"Free Roam"
"DOTA_SpectatorMode_PlayerView"	"Scallywag Perspective"
"DOTA_SpectatorMode_HeroChase"	"Admiral Chase"
"DOTA_SpectatorAudio_None"	"ARR, NO BROADCASTER"
"DOTA_SpectatorFOW_BothTeams"	"Fog: Both Crews"
"DOTA_Spectator_SpectatorMode"	"Lookout Mode:"
"DOTA_Spectator_HeroList"	"Admirals:"
"DOTA_Spectator_FOWLabel"	"Fog o' War:"
"DOTA_Spectator_NumSpecs"	"Lookouts: %s1"
"DOTA_RPSTATUS_STARTGAME"	"Startin'..."
"DOTA_NewPlayerQuestion_Title"	"AVAST YE, AN' WELCOME T' DOTA 2"
"DOTA_GameEnd_PointsEarned"	"Ye've earned <font color='#7AD1F2'>%s1</font> tallies!"
"DOTA_GameEnd_PointsLevelEarned"	"Ye've earned <font color='#7AD1F2'>%s1</font> tallies an' reached rank <font color='#7AD1F2'>%s2</font>!"
"DOTA_Broadcaster_Channel"	"%s1"
"DOTA_Broadcaster_Lang_0"	"English"
"DOTA_Broadcaster_Lang_1"	"German"
"DOTA_Broadcaster_Lang_2"	"French"
"DOTA_Broadcaster_Lang_3"	"Italian"
"DOTA_Broadcaster_Lang_4"	"Korean"
"DOTA_Broadcaster_Lang_5"	"Spanish"
"DOTA_Broadcaster_Lang_6"	"Chinese"
"DOTA_Broadcaster_Lang_7"	"Chinese"
"DOTA_Broadcaster_Lang_8"	"Russian"
"DOTA_Broadcaster_Lang_9"	"Thai"
"DOTA_Broadcaster_Lang_10"	"Japanese"
"DOTA_Broadcaster_Lang_11"	"Portugese"
"DOTA_Broadcaster_Lang_12"	"Polish"
"DOTA_Broadcaster_Lang_13"	"Danish"
"DOTA_Broadcaster_Lang_14"	"Dutch"
"DOTA_Broadcaster_Lang_15"	"Finnish"
"DOTA_Broadcaster_Lang_16"	"Norwegian"
"DOTA_Broadcaster_Lang_17"	"Swedish"
"DOTA_Paused"	"Battle be halt'd"
"GameUI_ServerConnectOutOfDate"	"Th' port be not updated t' th' most recent copy o' th' adventure.\n"
